"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP3"
"31","P","Dane Cameron","5","1:38.513","8:40.831","Green","Track","3.014","8.197","11.481","3.605","0.480","13.768","20.443","29.214","5.214","3.097","171.165"
"96","GTD","Jens Klingmann","4","1:46.083","8:46.026","Green","Track","3.255","8.801","12.384","3.894","0.503","13.976","22.023","31.983","5.885","3.379","163.338"
"52","PC","Jose Gutierrez","4","1:41.483","8:50.684","Green","Track","3.126","8.363","11.990","3.820","0.494","13.321","21.207","30.537","5.415","3.210","166.314"
"60","P","Olivier Pla","5","1:39.353","8:50.940","Green","Track","3.028","8.091","12.663","3.830","0.491","12.748","20.014","29.976","5.382","3.130","167.330"
"911","GTLM","Nick Tandy","4","1:50.666","9:07.081","Green","Track","3.336","9.088","12.399","4.013","0.592","15.438","22.922","33.691","5.804","3.383","138.782"
"912","GTLM","Earl Bamber","4","1:50.517","9:08.810","Green","Track","3.620","9.169","12.385","4.122","0.647","15.629","22.592","33.005","5.955","3.393","126.985"
"9","GTD","Matt Bell","4","2:36.103","9:10.322","Green","Pit","3.248","8.880","12.404","3.836","0.494","15.284","22.219","32.663","8.499","48.576","166.314"
"6","GTD","Andrew Davis","4","2:38.614","9:11.158","Green","Pit","3.227","8.696","12.410","3.846","0.494","14.931","23.597","33.178","7.769","50.466","166.314"
"55","P","Spencer Pigot","3","2:50.353","9:17.770","Green","Pit","41.579","12.005","15.034","4.049","0.563","16.344","23.760","33.614","7.610","15.795","145.931"
"90","P","Ryan Dalziel","5","1:39.556","9:18.879","Green","Track","3.023","8.349","11.583","3.647","0.470","13.095","20.274","30.260","5.705","3.150","174.807"
"44","GTD","Andy Lally","5","1:47.099","9:26.121","Green","Track","3.272","8.982","12.520","3.926","0.505","14.381","21.902","31.852","6.280","3.479","162.691"
"23","GTD","Ian James","4","1:48.812","9:30.715","Green","Track","3.372","9.125","12.683","3.967","0.510","14.705","22.430","32.462","6.092","3.466","161.096"
"54","PC","Mark Wilkins","4","2:02.682","9:31.740","Green","Pit","3.281","9.141","12.457","3.850","0.508","15.161","22.470","32.603","7.218","15.993","161.730"
"5","P","Joao Barbosa","5","2:23.811","9:37.135","Green","Track","38.935","12.324","13.368","3.784","0.503","14.490","21.148","30.510","5.569","3.180","163.338"
"3","GTLM","Antonio Garcia","5","1:54.164","9:41.160","Green","Track","3.233","8.737","12.430","3.881","0.502","13.756","21.280","40.634","6.291","3.420","163.664"
"20","PC","Johnny Mowlem","5","1:40.631","9:42.480","Green","Track","3.107","8.437","11.978","3.827","0.495","13.191","20.652","30.265","5.478","3.201","165.978"
"4","GTLM","Tommy Milner","5","1:57.958","9:43.905","Green","Pit","3.270","8.652","12.455","3.923","0.508","13.668","21.423","31.610","6.698","15.751","161.730"
"68","GTLM","Alessandro Pier Guidi","5","2:01.192","9:49.711","Green","Pit","3.244","8.580","12.303","3.873","0.501","13.694","21.157","34.356","7.847","15.637","163.990"
"67","GTLM","Ryan Briscoe","5","1:45.630","9:53.151","Green","Track","3.227","8.610","12.685","3.943","0.519","14.615","21.449","31.513","5.731","3.338","158.303"
"70","P","Tom Long","3","2:36.011","9:56.416","Green","Track","45.444","11.273","14.676","4.058","0.605","16.007","23.124","31.803","5.831","3.190","135.800"
"48","GTD","Bryan Sellers","3","3:08.069","9:56.546","Green","Pit","14.436","11.005","14.129","3.983","0.514","15.548","24.119","33.280","7.380","63.675","159.843"
"10","P","Max Angelelli","5","1:39.140","9:58.537","Green","Track","3.034","8.400","11.633","3.673","0.474","12.963","20.198","29.741","5.784","3.240","173.331"
"33","GTD","Jeroen Bleekemolen","5","1:47.428","9:58.633","Green","Track","3.240","8.964","12.409","3.845","0.493","14.362","22.149","32.594","5.976","3.396","166.651"
"0","P","Sean Rayhall","5","1:43.877","10:08.597","Green","Track","3.095","8.681","11.966","3.730","0.481","13.829","21.279","31.610","5.985","3.221","170.809"
"97","GTD","Markus Palttala","5","1:47.516","10:08.793","Green","Track","3.233","8.905","12.415","3.888","0.500","14.419","22.008","32.306","6.400","3.442","164.318"
"22","GTD","Gunnar Jeannette","5","2:25.239","10:11.174","Green","Track","40.672","9.145","12.793","3.930","0.501","14.632","22.074","32.104","5.943","3.445","163.990"
"16","GTD","Corey Lewis","3","2:53.135","10:11.085","Green","Pit","15.011","10.770","14.845","4.134","0.550","16.114","23.464","33.301","7.087","47.859","149.380"
"100","GTLM","Lucas Luhr","4","1:44.592","10:13.026","Green","Track","3.260","8.906","12.302","3.856","0.499","13.982","21.445","31.325","5.684","3.333","164.647"
"62","GTLM","Toni Vilander","5","1:44.216","10:15.848","Green","Track","3.255","8.637","12.376","3.887","0.501","13.824","21.338","31.324","5.704","3.370","163.990"
"66","GTLM","Joey Hand","5","1:44.748","10:22.505","Green","Track","3.194","8.551","12.238","3.817","0.492","14.450","21.826","31.156","5.687","3.337","166.990"
"540","GTD","Andy Pilgrim","5","1:49.930","10:25.889","Green","Track","3.312","9.086","12.764","3.977","0.511","14.748","23.018","32.961","6.089","3.464","160.781"
"73","GTD","Jorg Bergmeister","5","1:47.075","10:26.683","Green","Track","3.288","8.840","12.478","3.914","0.513","14.265","22.130","32.309","5.920","3.418","160.154"
"60","P","Olivier Pla","6","1:37.850","10:28.790","Green","Track","3.090","8.527","11.598","3.673","0.474","12.578","20.261","29.393","5.160","3.096","173.331"
"31","P","Dane Cameron","6","1:52.269","10:33.100","Green","Pit","3.000","8.275","12.070","3.672","0.471","12.689","20.624","29.360","6.318","15.790","174.435"
"38","PC","Kenton Koch","5","2:48.289","10:45.678","Green","Pit","3.169","8.443","12.045","3.839","0.496","13.492","20.806","31.283","7.964","66.752","165.643"
"52","PC","Jose Gutierrez","5","1:56.156","10:46.840","Green","Pit","3.131","8.659","12.054","3.764","0.485","13.085","20.591","30.982","7.522","15.883","169.400"
"912","GTLM","Earl Bamber","5","1:44.057","10:52.867","Green","Track","3.254","8.627","12.283","3.845","0.496","13.656","21.280","31.418","5.821","3.377","165.643"
"90","P","Ryan Dalziel","6","1:37.092","10:55.971","Green","Track","3.034","8.137","11.501","3.634","0.470","12.666","19.971","29.365","5.218","3.096","174.807"
"911","GTLM","Nick Tandy","5","1:57.898","11:04.979","Green","Pit","3.294","8.783","12.332","3.868","0.500","13.846","21.352","31.541","6.530","15.852","164.318"
"9","GTD","Lawson Aschenbach","5","1:58.970","11:09.292","Green","Track","14.525","9.103","12.740","3.914","0.503","14.890","21.925","32.189","5.793","3.388","163.338"
"5","P","Joao Barbosa","6","1:39.296","11:16.431","Green","Track","3.073","8.347","11.552","3.638","0.469","12.978","20.272","30.488","5.349","3.130","175.179"
"23","GTD","Ian James","5","1:49.172","11:19.887","Green","Track","3.322","9.176","12.667","3.948","0.509","14.399","22.313","33.279","6.092","3.467","161.413"
"6","GTD","Andrew Davis","5","2:09.580","11:20.738","Green","Track","14.595","11.146","15.352","4.137","0.554","16.278","23.276","34.611","6.186","3.445","148.302"
"20","PC","Johnny Mowlem","6","1:41.509","11:23.989","Green","Track","3.115","8.320","11.913","3.774","0.486","13.563","21.050","30.524","5.542","3.222","169.052"
"96","GTD","Jens Klingmann","5","2:38.194","11:24.220","Green","Pit","3.241","8.743","12.402","3.890","0.502","14.015","22.124","31.983","7.146","54.148","163.664"
"3","GTLM","Antonio Garcia","6","1:43.908","11:25.068","Green","Track","3.279","8.653","12.416","3.899","0.503","13.513","21.093","31.414","5.764","3.374","163.338"
"44","GTD","Andy Lally","6","1:59.844","11:25.965","Green","Pit","3.309","8.749","12.552","3.934","0.506","13.709","21.559","33.050","6.584","15.892","162.370"
"67","GTLM","Ryan Briscoe","6","1:43.402","11:36.553","Green","Track","3.206","8.623","12.226","3.822","0.494","13.905","21.037","31.113","5.653","3.323","166.314"
"10","P","Max Angelelli","6","1:38.089","11:36.626","Green","Track","3.088","8.403","11.559","3.649","0.471","12.971","20.140","29.358","5.323","3.127","174.435"
"33","GTD","Jeroen Bleekemolen","6","1:47.347","11:45.980","Green","Track","3.253","9.153","12.426","3.832","0.492","14.252","22.211","32.357","5.972","3.399","166.990"
"70","P","Tom Long","4","1:57.635","11:54.051","Green","Pit","3.089","8.529","11.828","3.706","0.480","14.230","21.742","30.822","7.493","15.716","171.165"
"97","GTD","Markus Palttala","6","1:46.294","11:55.087","Green","Track","3.299","8.984","12.237","3.820","0.491","14.179","21.860","32.068","5.990","3.366","167.330"
"22","GTD","Gunnar Jeannette","6","1:46.898","11:58.072","Green","Track","3.293","8.938","12.524","3.872","0.497","14.283","21.923","32.232","5.912","3.424","165.310"
"100","GTLM","Lucas Luhr","5","1:47.615","12:00.641","Green","Track","3.208","8.670","13.013","3.961","0.506","14.100","21.458","33.622","5.755","3.322","162.370"
"54","PC","Mark Wilkins","5","2:32.637","12:04.377","Green","Track","41.148","10.792","14.569","4.082","0.555","16.643","23.163","32.540","5.869","3.276","148.034"
"66","GTLM","Joey Hand","6","1:43.489","12:05.994","Green","Track","3.202","8.637","12.280","3.830","0.493","13.755","21.199","31.080","5.689","3.324","166.651"
"55","P","Jonathan Bomarito","4","2:49.025","12:06.795","Green","Pit","43.001","11.409","14.447","4.078","0.629","16.166","23.063","33.480","6.964","15.788","130.619"
"25","GTLM","Dirk Werner","5","3:48.508","12:07.684","Green","Pit","3.198","8.804","12.132","3.835","0.496","13.760","21.403","35.485","10.539","118.856","165.643"
"16","GTD","Spencer Pumpelly","4","2:03.674","12:14.759","Green","Track","15.022","10.030","14.087","4.026","0.512","15.586","22.724","32.364","5.915","3.408","160.467"
"62","GTLM","Toni Vilander","6","2:00.320","12:16.168","Green","Pit","3.237","8.567","12.396","3.892","0.501","14.615","21.828","32.282","10.708","12.294","163.990"
"73","GTD","Jorg Bergmeister","6","1:50.867","12:17.550","Green","Track","3.290","8.881","12.473","3.902","0.527","15.699","22.341","34.409","5.928","3.417","155.900"
"540","GTD","Andy Pilgrim","6","1:52.560","12:18.449","Green","Track","3.323","9.067","12.676","3.941","0.515","15.765","23.251","34.457","6.096","3.469","159.532"
"60","P","Olivier Pla","7","1:54.120","12:22.910","Green","Pit","3.006","8.009","11.466","3.642","0.522","13.540","19.628","29.540","8.730","16.037","157.393"
"4","GTLM","Oliver Gavin","6","2:49.205","12:33.110","Green","Track","64.165","10.247","12.992","3.982","0.510","14.466","21.789","31.884","5.780","3.390","161.096"
"912","GTLM","Earl Bamber","6","1:44.382","12:37.249","Green","Track","3.250","8.672","12.332","3.857","0.497","13.782","21.313","31.453","5.838","3.388","165.310"
"38","PC","Kyle Marcelli","6","1:59.294","12:44.972","Green","Track","14.667","11.093","12.884","3.899","0.501","14.275","21.534","31.610","5.587","3.244","163.990"
"90","P","Ryan Dalziel","7","1:53.215","12:49.186","Green","Pit","3.016","8.109","11.454","3.620","0.468","13.118","20.911","29.802","6.933","15.784","175.554"
"5","P","Joao Barbosa","7","1:37.659","12:54.090","Green","Track","3.033","8.160","11.466","3.619","0.465","12.663","20.050","29.723","5.356","3.124","176.686"
"9","GTD","Lawson Aschenbach","6","1:46.160","12:55.452","Green","Track","3.246","8.740","12.479","3.882","0.500","14.205","21.558","32.269","5.878","3.403","164.318"
"48","GTD","Madison Snow","4","3:08.760","13:05.306","Green","Pit","14.440","10.264","14.352","4.306","0.604","15.803","23.072","33.233","7.238","65.448","136.025"
"20","PC","Johnny Mowlem","7","1:42.460","13:06.449","Green","Track","3.120","8.377","11.870","3.772","0.486","14.178","21.093","30.787","5.560","3.217","169.052"
"68","GTLM","Daniel Serra","6","3:18.673","13:08.384","Green","Track","92.530","9.947","13.017","3.969","0.511","14.509","22.083","32.740","5.951","3.416","160.781"
"10","P","Max Angelelli","7","1:37.681","13:14.307","Green","Track","3.024","8.166","11.573","3.661","0.472","12.680","20.030","29.578","5.351","3.146","174.066"
"52","PC","Tom Kimber-Smith","6","2:30.655","13:17.495","Green","Track","44.412","9.082","12.152","3.798","0.499","13.846","22.131","36.052","5.479","3.204","164.647"
"67","GTLM","Ryan Briscoe","7","1:43.448","13:20.001","Green","Track","3.285","8.698","12.162","3.807","0.493","13.783","21.032","31.229","5.644","3.315","166.651"
"23","GTD","Ian James","6","2:05.292","13:25.179","Green","Pit","3.318","9.094","13.244","3.953","0.514","14.775","23.031","33.319","7.479","16.565","159.843"
"3","GTLM","Antonio Garcia","7","2:01.791","13:26.859","Green","Pit","3.241","8.615","12.375","3.884","0.501","13.549","21.474","33.649","8.837","15.666","163.990"
"96","GTD","Bret Curtis","6","2:04.933","13:29.153","Green","Track","14.432","10.553","14.286","4.034","0.515","15.742","22.678","33.234","6.053","3.406","159.532"
"33","GTD","Jeroen Bleekemolen","7","1:46.143","13:32.123","Green","Track","3.241","8.846","12.369","3.829","0.491","14.046","21.985","32.026","5.925","3.385","167.330"
"31","P","Eric Curran","7","3:03.419","13:36.519","Green","Track","74.527","10.952","14.207","4.133","0.651","16.171","22.492","31.544","5.573","3.169","126.204"
"97","GTD","Markus Palttala","7","1:46.534","13:41.621","Green","Track","3.243","8.945","12.418","3.896","0.502","14.295","21.903","32.084","5.889","3.359","163.664"
"911","GTLM","Patrick Pilet","6","2:36.892","13:41.871","Green","Track","53.535","9.284","12.614","3.885","0.503","14.313","21.544","32.018","5.825","3.371","163.338"
"100","GTLM","Lucas Luhr","6","1:42.897","13:43.538","Green","Track","3.197","8.574","12.210","3.847","0.497","13.648","21.115","30.863","5.621","3.325","165.310"
"0","P","Sean Rayhall","6","3:40.691","13:49.288","Green","Pit","3.128","8.802","11.831","3.703","0.477","13.807","20.981","31.470","7.136","119.356","172.241"
"22","GTD","Gunnar Jeannette","7","2:01.621","13:59.693","Green","Pit","3.288","8.868","12.516","3.899","0.501","14.553","22.431","32.815","6.875","15.875","163.990"
"16","GTD","Spencer Pumpelly","5","1:46.507","14:01.266","Green","Track","3.243","8.878","12.519","3.875","0.498","14.161","22.097","31.908","5.898","3.430","164.978"
"6","GTD","Andrew Davis","6","2:41.253","14:01.991","Green","Pit","3.286","8.995","13.319","3.983","0.508","14.996","22.575","33.440","7.892","52.259","161.730"
"54","PC","Mark Wilkins","6","1:59.269","14:03.646","Green","Pit","3.208","8.821","12.121","3.806","0.491","14.188","21.695","31.686","7.273","15.980","167.330"
"73","GTD","Jorg Bergmeister","7","1:46.386","14:03.936","Green","Track","3.271","8.881","12.520","3.892","0.501","14.053","21.895","32.099","5.861","3.413","163.990"
"66","GTLM","Joey Hand","7","1:58.961","14:04.955","Green","Pit","3.200","8.578","12.202","3.809","0.492","14.338","21.688","32.256","6.794","15.604","166.990"
"540","GTD","Andy Pilgrim","7","1:48.279","14:06.728","Green","Track","3.315","8.944","12.637","3.935","0.507","14.494","22.413","32.604","5.966","3.464","162.049"
"25","GTLM","Bill Auberlen","6","1:59.043","14:06.727","Green","Track","14.730","9.927","12.802","3.905","0.502","14.341","21.505","32.126","5.849","3.356","163.664"
"4","GTLM","Oliver Gavin","7","1:44.307","14:17.417","Green","Track","3.263","8.504","12.425","3.911","0.504","13.633","21.192","31.726","5.757","3.392","163.014"
"912","GTLM","Earl Bamber","7","1:43.778","14:21.027","Green","Track","3.237","8.594","12.296","3.837","0.494","13.708","21.255","31.251","5.739","3.367","166.314"
"38","PC","Kyle Marcelli","7","1:41.098","14:26.070","Green","Track","3.178","8.456","11.943","3.796","0.492","12.978","20.620","30.847","5.568","3.220","166.990"
"5","P","Joao Barbosa","8","1:36.824","14:30.914","Green","Track","3.012","8.066","11.483","3.613","0.464","12.506","19.954","29.314","5.296","3.116","177.067"
"9","GTD","Lawson Aschenbach","7","1:45.731","14:41.183","Green","Track","3.246","8.657","12.418","3.851","0.496","14.128","21.718","31.973","5.844","3.400","165.643"
"20","PC","Johnny Mowlem","8","1:39.512","14:45.961","Green","Track","3.150","8.432","11.908","3.795","0.492","12.878","20.257","29.997","5.407","3.196","166.990"
"10","P","Max Angelelli","8","1:38.274","14:52.581","Green","Track","3.027","8.107","11.537","3.640","0.470","12.715","20.144","30.131","5.359","3.144","174.807"
"68","GTLM","Daniel Serra","7","1:45.925","14:54.309","Green","Track","3.280","8.729","12.416","3.896","0.503","13.658","21.604","32.310","6.098","3.431","163.338"
"52","PC","Tom Kimber-Smith","7","1:39.792","14:57.287","Green","Track","3.129","8.421","11.935","3.782","0.489","13.136","20.309","30.014","5.374","3.203","168.015"
"67","GTLM","Ryan Briscoe","8","1:43.849","15:03.850","Green","Track","3.188","8.456","12.436","3.858","0.496","14.012","21.116","31.328","5.637","3.322","165.643"
"44","GTD","John Potter","7","3:45.716","15:11.681","Green","Track","110.301","12.145","15.597","4.565","0.666","16.716","23.108","33.038","6.106","3.474","123.362"
"62","GTLM","Toni Vilander","7","2:58.487","15:14.655","Green","Track","75.573","9.241","12.782","3.940","0.529","14.348","21.547","31.519","5.650","3.358","155.310"
"31","P","Eric Curran","8","1:41.942","15:18.461","Green","Track","3.094","8.478","11.636","3.646","0.475","13.565","20.938","31.027","5.851","3.232","172.967"
"96","GTD","Bret Curtis","7","1:50.562","15:19.715","Green","Track","3.270","8.932","12.692","3.890","0.543","15.427","22.286","33.098","6.907","3.517","151.306"
"911","GTLM","Patrick Pilet","7","1:44.667","15:26.538","Green","Track","3.223","9.191","12.416","3.864","0.498","13.641","21.308","31.413","5.731","3.382","164.978"
"97","GTD","Markus Palttala","8","1:47.352","15:28.973","Green","Track","3.235","9.936","12.451","3.863","0.497","14.289","21.867","31.982","5.861","3.371","165.310"
"33","GTD","Jeroen Bleekemolen","8","2:02.380","15:34.503","Green","Pit","3.229","8.986","12.572","3.835","0.490","15.164","22.813","32.629","6.912","15.750","167.672"
"60","P","John Pew","8","3:13.572","15:36.482","Green","Track","88.758","10.477","12.668","3.779","0.514","15.734","21.467","31.513","5.491","3.171","159.843"
"16","GTD","Spencer Pumpelly","6","1:45.927","15:47.193","Green","Track","3.263","8.881","12.633","3.867","0.497","13.874","21.865","31.803","5.829","3.415","165.310"
"0","P","Gabby Chaves","7","2:00.360","15:49.648","Green","Track","14.741","10.819","13.683","3.765","0.499","14.938","21.732","31.247","5.764","3.172","164.647"
"25","GTLM","Bill Auberlen","7","1:43.760","15:50.487","Green","Track","3.232","8.695","12.332","3.838","0.495","13.536","21.556","31.085","5.679","3.312","165.978"
"540","GTD","Andy Pilgrim","8","1:47.995","15:54.723","Green","Track","3.374","9.125","12.590","3.906","0.502","14.371","22.210","32.398","6.059","3.460","163.664"
"4","GTLM","Oliver Gavin","8","1:44.341","16:01.758","Green","Track","3.259","8.536","12.399","3.885","0.502","14.010","21.360","31.328","5.677","3.385","163.664"
"90","P","Marc Goossens","8","3:14.537","16:03.723","Green","Track","95.817","9.530","11.829","3.636","0.476","13.573","21.009","30.121","5.403","3.143","172.603"
"48","GTD","Bryce Miller","5","2:59.560","16:04.866","Green","Pit","14.433","12.240","15.425","4.347","0.606","16.305","23.229","34.024","7.704","51.247","135.576"
"38","PC","Kyle Marcelli","8","1:40.618","16:06.688","Green","Track","3.155","8.450","11.929","3.784","0.490","12.958","20.717","30.268","5.629","3.238","167.672"
"100","GTLM","Lucas Luhr","7","2:27.529","16:11.067","Green","Pit","3.190","8.628","12.370","3.851","0.501","14.393","21.901","34.768","10.067","37.860","163.990"
"6","GTD","Robin Liddell","7","2:10.854","16:12.845","Green","Track","14.537","9.685","13.682","4.073","0.555","16.552","28.252","34.157","5.918","3.443","148.034"
"912","GTLM","Earl Bamber","8","1:58.194","16:19.221","Green","Pit","3.221","8.602","12.278","3.831","0.495","13.996","21.990","31.563","6.392","15.826","165.978"
"5","P","Joao Barbosa","9","1:53.125","16:24.039","Green","Pit","3.017","8.294","12.464","3.764","0.480","12.950","20.326","29.826","6.266","15.738","171.165"
"10","P","Max Angelelli","9","1:37.187","16:29.768","Green","Track","3.029","8.150","11.570","3.651","0.472","12.578","19.903","29.408","5.290","3.136","174.066"
"52","PC","Tom Kimber-Smith","8","1:39.620","16:36.907","Green","Track","3.120","8.237","11.837","3.760","0.486","12.923","20.692","30.074","5.303","3.188","169.052"
"68","GTLM","Daniel Serra","8","1:45.088","16:39.397","Green","Track","3.285","8.728","12.432","3.880","0.501","13.612","21.471","31.837","5.928","3.414","163.990"
"3","GTLM","Antonio Garcia","8","3:14.425","16:41.284","Green","Track","88.820","9.585","12.805","3.934","0.507","13.725","21.164","34.778","5.733","3.374","162.049"
"70","P","Ben Devlin","5","4:47.914","16:41.965","Green","Pit","155.171","10.824","15.213","4.401","0.690","16.763","24.285","36.439","8.192","15.936","119.071"
"73","GTD","Jorg Bergmeister","8","2:43.297","16:47.233","Green","Pit","3.288","8.870","12.788","3.905","0.522","14.819","23.063","32.415","6.813","56.814","157.393"
"67","GTLM","Ryan Briscoe","9","1:43.495","16:47.345","Green","Track","3.205","8.502","12.181","3.807","0.493","13.801","21.485","30.979","5.704","3.338","166.651"
"54","PC","Colin Braun","7","2:46.840","16:50.486","Green","Track","60.109","10.081","13.393","4.688","0.632","15.539","21.791","31.632","5.708","3.267","129.999"
"22","GTD","Leh Keen","8","2:56.061","16:55.754","Green","Track","62.817","9.707","13.087","3.966","0.509","15.246","23.935","37.364","5.998","3.432","161.413"
"23","GTD","Alex Riberas","7","3:32.645","16:57.824","Green","Track","101.925","12.085","13.881","4.111","0.587","15.515","22.815","32.478","5.837","3.411","139.964"
"62","GTLM","Toni Vilander","8","1:43.372","16:58.027","Green","Track","3.236","8.490","12.374","3.870","0.500","13.484","21.224","31.085","5.748","3.361","164.318"
"31","P","Eric Curran","9","1:39.952","16:58.413","Green","Track","3.095","8.424","11.589","3.636","0.466","13.316","20.300","30.584","5.402","3.140","176.307"
"44","GTD","John Potter","8","1:49.554","17:01.235","Green","Track","3.323","9.005","12.604","3.925","0.505","14.561","22.849","33.373","5.967","3.442","162.691"
"96","GTD","Bret Curtis","8","1:48.470","17:08.185","Green","Track","3.329","9.206","12.574","3.895","0.503","14.826","22.184","32.511","6.040","3.402","163.338"
"911","GTLM","Patrick Pilet","8","1:44.129","17:10.667","Green","Track","3.257","8.707","12.301","3.855","0.498","13.591","21.280","31.496","5.753","3.391","164.978"
"66","GTLM","Joey Hand","8","3:09.297","17:14.252","Green","Track","85.409","9.018","12.443","3.853","0.499","14.133","21.311","33.518","5.767","3.346","164.647"
"97","GTD","Markus Palttala","9","1:46.211","17:15.184","Green","Track","3.234","8.824","12.331","3.872","0.500","13.971","21.753","32.517","5.846","3.363","164.318"
"60","P","John Pew","9","1:41.705","17:18.187","Green","Track","3.067","8.474","11.625","3.686","0.478","13.953","21.060","30.887","5.337","3.138","171.881"
"9","GTD","Lawson Aschenbach","8","2:43.547","17:24.730","Green","Pit","3.241","8.661","12.498","3.865","0.497","14.152","21.644","33.627","8.829","56.533","165.310"
"0","P","Gabby Chaves","8","1:42.109","17:31.757","Green","Track","3.048","8.515","11.620","3.627","0.466","14.369","21.024","30.600","5.667","3.173","176.307"
"540","GTD","Andy Pilgrim","9","1:47.750","17:42.473","Green","Track","3.301","8.967","12.618","3.939","0.507","14.353","22.078","32.521","6.015","3.451","162.049"
"90","P","Marc Goossens","9","1:39.262","17:42.985","Green","Track","3.025","8.327","11.580","3.626","0.513","13.648","20.358","29.687","5.362","3.136","160.154"
"4","GTLM","Oliver Gavin","9","1:44.273","17:46.031","Green","Track","3.244","8.646","12.502","3.910","0.504","13.692","21.394","31.356","5.652","3.373","163.014"
"38","PC","Kyle Marcelli","9","1:39.823","17:46.511","Green","Track","3.146","8.296","11.878","3.783","0.489","12.929","20.333","30.245","5.500","3.224","168.015"
"6","GTD","Robin Liddell","8","1:46.662","17:59.507","Green","Track","3.293","8.865","12.570","3.911","0.502","14.160","21.673","32.370","5.866","3.452","163.664"
"48","GTD","Bryan Sellers","6","2:00.090","18:04.956","Green","Track","14.435","9.503","13.199","3.921","0.500","14.640","22.327","32.175","5.979","3.411","164.318"
"100","GTLM","John Edwards","8","1:58.267","18:09.334","Green","Track","14.523","9.491","12.596","3.875","0.501","14.101","21.738","32.045","6.017","3.380","163.990"
"52","PC","Tom Kimber-Smith","9","1:38.764","18:15.671","Green","Track","3.099","8.125","11.886","3.804","0.492","12.921","20.049","29.719","5.429","3.240","166.990"
"10","P","Max Angelelli","10","1:51.595","18:21.363","Green","Pit","3.021","8.154","11.579","3.652","0.472","12.578","20.014","29.744","10.033","12.348","174.066"
"16","GTD","Spencer Pumpelly","7","2:36.057","18:23.250","Green","Pit","3.243","9.243","12.636","3.887","0.552","15.518","22.612","32.198","6.765","49.403","148.839"
"3","GTLM","Antonio Garcia","9","1:43.511","18:24.795","Green","Track","3.242","8.556","12.355","3.879","0.502","13.491","21.082","31.170","5.844","3.390","163.664"
"68","GTLM","Daniel Serra","9","1:57.882","18:37.279","Green","Pit","3.270","8.656","12.435","3.908","0.505","13.463","21.365","31.628","6.750","15.902","162.691"
"31","P","Eric Curran","10","1:40.408","18:38.821","Green","Track","3.120","8.845","12.020","3.673","0.469","12.986","20.974","29.776","5.394","3.151","175.179"
"912","GTLM","Frederic Makowiecki","9","2:22.264","18:41.485","Green","Track","36.322","9.313","13.412","4.031","0.525","15.747","21.694","31.925","5.889","3.406","156.494"
"62","GTLM","Toni Vilander","9","1:45.536","18:43.563","Green","Track","3.256","8.754","12.388","3.906","0.502","13.710","21.206","32.609","5.825","3.380","163.664"
"67","GTLM","Ryan Briscoe","10","1:56.331","18:43.676","Green","Pit","3.195","8.514","12.202","3.820","0.494","13.644","20.809","31.282","6.633","15.738","166.314"
"22","GTD","Leh Keen","9","1:48.650","18:44.404","Green","Track","3.288","8.866","12.532","3.913","0.503","14.178","22.356","33.552","6.047","3.415","163.338"
"54","PC","Colin Braun","8","1:56.728","18:47.214","Green","Pit","3.176","8.708","11.977","3.801","0.494","13.664","20.795","31.310","6.843","15.960","166.314"
"44","GTD","John Potter","9","1:47.877","18:49.112","Green","Track","3.304","8.944","12.552","3.925","0.504","14.354","22.182","32.595","6.052","3.465","163.014"
"73","GTD","Matthew McMurry","9","2:06.895","18:54.128","Green","Track","14.659","12.517","13.923","4.004","0.542","15.862","23.173","32.842","5.952","3.421","151.585"
"96","GTD","Bret Curtis","9","1:47.787","18:55.972","Green","Track","3.264","8.862","12.442","3.882","0.499","14.750","22.055","32.636","5.995","3.402","164.647"
"911","GTLM","Patrick Pilet","9","1:45.607","18:56.274","Green","Track","3.250","8.745","12.306","3.849","0.495","13.704","21.467","32.366","6.024","3.401","165.978"
"66","GTLM","Joey Hand","9","1:43.571","18:57.823","Green","Track","3.218","8.578","12.202","3.822","0.492","13.791","21.129","31.267","5.735","3.337","166.990"
"23","GTD","Alex Riberas","8","2:01.130","18:58.954","Green","Pit","3.385","9.565","12.517","3.911","0.502","14.148","21.924","32.132","7.143","15.903","163.664"
"5","P","Joao Barbosa","10","2:39.779","19:03.818","Green","Pit","39.439","11.179","13.719","3.851","0.531","15.031","21.838","31.560","6.786","15.845","154.725"
"25","GTLM","Bill Auberlen","8","3:17.729","19:08.216","Green","Pit","3.175","8.554","12.155","3.824","0.494","13.747","21.376","31.218","10.550","92.636","166.314"
"33","GTD","Jeroen Bleekemolen","9","3:34.112","19:08.615","Green","Track","108.215","9.732","13.051","3.905","0.499","14.859","22.270","32.185","5.992","3.404","164.647"
