"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP2"
"73","GTD","Patrick Lindsey","1","4:35.552","4:35.552","Green","Track","0.000","15.349","22.705","0.530","25.691","31.662","22.450","12.432","4.946","155.124"
"33","GTD","Ben Keating","2","2:10.599","4:45.841","Green","Track","5.408","10.755","21.062","0.509","23.867","29.922","21.757","12.455","4.864","161.524"
"63","GTD","Christina Nielsen","2","2:13.360","4:49.708","Green","Track","5.591","10.853","21.629","0.526","24.320","30.737","22.197","12.501","5.006","156.304"
"44","GTD","John Potter","2","2:13.342","4:52.102","Green","Track","5.545","10.891","21.443","0.520","24.780","30.576","22.038","12.548","5.001","158.108"
"96","GTD","Bret Curtis","2","2:10.779","4:54.340","Green","Track","5.442","10.577","21.213","0.515","23.621","29.767","22.052","12.660","4.932","159.643"
"23","GTD","Alex Riberas","1","5:09.138","5:09.138","Green","Track","26.085","15.397","23.111","0.527","31.732","43.860","24.619","12.465","4.944","156.007"
"97","GTD","Michael Marsal","2","2:32.214","5:15.969","Green","Track","5.453","11.183","29.830","0.802","26.981","37.365","23.259","12.411","4.930","102.514"
"6","GTD","Andrew Davis","2","2:18.879","5:24.189","Green","Track","5.478","10.462","21.079","0.518","23.406","33.397","27.199","12.354","4.986","158.718"
"80","GTD","Dan Knox","2","2:15.323","5:29.067","Green","Track","5.466","11.131","21.743","0.518","25.035","31.103","22.581","12.821","4.925","158.718"
"16","GTD","Spencer Pumpelly","2","2:11.226","5:38.076","Green","Track","5.395","10.744","21.186","0.509","23.914","30.541","21.786","12.253","4.898","161.524"
"48","GTD","Madison Snow","2","2:09.368","5:42.072","Green","Track","5.407","10.556","21.000","0.507","23.371","29.565","21.685","12.347","4.930","162.162"
"22","GTD","Cooper MacNeil","2","2:09.069","5:49.893","Green","Track","5.494","10.468","21.126","0.513","23.199","29.427","21.549","12.340","4.953","160.265"
"77","GTD","David MacNeil","2","2:16.739","6:05.019","Green","Track","5.556","11.264","21.546","0.518","24.717","31.412","23.278","13.410","5.038","158.718"
"27","GTD","Luca Persiani","2","2:11.382","6:24.961","Green","Track","5.444","10.687","21.313","0.514","24.461","30.049","21.612","12.381","4.921","159.953"
"9","GTD","Matt Bell","2","2:10.881","6:37.730","Green","Track","5.485","10.771","21.500","0.522","23.818","29.759","21.641","12.436","4.949","157.502"
"73","GTD","Patrick Lindsey","2","2:09.069","6:44.621","Green","Track","5.475","10.360","21.058","0.514","23.346","29.398","21.547","12.421","4.950","159.953"
"33","GTD","Ben Keating","3","2:08.799","6:54.640","Green","Track","5.376","10.473","20.654","0.507","23.411","29.386","21.729","12.394","4.869","162.162"
"63","GTD","Christina Nielsen","3","2:09.492","6:59.200","Green","Track","5.543","10.491","21.003","0.521","23.241","29.771","21.636","12.321","4.965","157.804"
"44","GTD","John Potter","3","2:10.104","7:02.206","Green","Track","5.493","10.510","21.164","0.517","23.637","29.783","21.565","12.460","4.975","159.025"
"96","GTD","Bret Curtis","3","2:08.883","7:03.223","Green","Track","5.448","10.326","21.084","0.514","23.373","29.517","21.350","12.389","4.882","159.953"
"23","GTD","Alex Riberas","2","2:08.165","7:17.303","Green","Track","5.485","10.318","20.971","0.517","23.050","29.052","21.432","12.410","4.930","159.025"
"97","GTD","Michael Marsal","3","2:09.063","7:25.032","Green","Track","5.470","10.411","20.948","0.516","23.463","29.509","21.551","12.281","4.914","159.333"
"6","GTD","Andrew Davis","3","2:07.759","7:31.948","Green","Track","5.479","10.326","20.779","0.513","23.098","29.267","21.101","12.252","4.944","160.265"
"80","GTD","Dan Knox","3","2:14.606","7:43.673","Green","Track","5.436","10.762","23.142","0.516","24.343","30.573","22.176","12.768","4.890","159.333"
"16","GTD","Spencer Pumpelly","3","2:08.441","7:46.517","Green","Track","5.367","10.325","20.762","0.504","23.209","29.584","21.543","12.280","4.867","163.127"
"48","GTD","Madison Snow","3","2:08.926","7:50.998","Green","Track","5.394","10.453","20.971","0.505","23.148","29.551","21.618","12.397","4.889","162.804"
"22","GTD","Cooper MacNeil","3","2:09.014","7:58.907","Green","Track","5.466","10.493","20.985","0.511","23.201","29.470","21.575","12.375","4.938","160.892"
"77","GTD","David MacNeil","3","2:15.449","8:20.468","Green","Track","5.541","11.328","21.374","0.515","24.369","31.430","22.951","12.945","4.996","159.643"
