"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP3"
"70","P","Tom Long","1","3:18.543","3:18.543","Green","Pit","0.000","13.267","16.063","4.463","0.760","19.658","26.952","36.684","9.745","16.198","108.104"
"22","GTD","Leh Keen","1","3:19.618","3:19.618","Green","Pit","0.000","14.593","21.149","6.070","0.903","21.399","27.448","39.748","10.609","15.946","90.985"
"62","GTLM","Toni Vilander","1","3:26.828","3:26.828","Green","Pit","0.000","13.881","18.230","5.041","0.797","20.210","27.133","39.204","12.884","12.327","103.085"
"5","P","Joao Barbosa","2","1:42.751","3:41.900","Green","Track","3.172","8.954","11.801","3.720","0.492","13.821","21.371","30.667","5.568","3.185","166.990"
"31","P","Eric Curran","2","1:44.001","3:46.486","Green","Track","3.282","8.924","12.069","3.773","0.520","14.142","21.376","31.121","5.608","3.186","157.998"
"8","PC","Renger Van Der Zande","2","1:47.800","4:17.314","Green","Track","3.305","9.162","12.548","3.913","0.536","15.334","21.970","31.966","5.795","3.271","153.282"
"68","GTLM","Daniel Serra","2","1:50.347","4:33.586","Green","Track","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.326","3.488","0.000"
"540","GTD","Nicky Catsburg","1","4:40.212","4:40.212","Green","Pit","17.482","12.153","16.625","4.478","0.684","17.851","24.479","37.559","11.625","94.742","120.116"
"73","GTD","Jorg Bergmeister","1","4:45.649","4:45.649","Green","Pit","20.418","13.813","16.550","5.090","0.813","18.846","25.933","38.951","10.775","98.886","101.057"
"23","GTD","Ian James","2","1:58.860","4:51.164","Green","Track","3.665","10.280","14.477","4.210","0.538","16.706","24.203","34.690","6.550","3.541","152.712"
"44","GTD","Andy Lally","2","1:52.465","4:52.135","Green","Track","3.473","9.337","13.031","4.066","0.522","15.447","23.329","33.258","6.483","3.519","157.393"
"48","GTD","Bryan Sellers","2","1:52.198","4:54.000","Green","Track","3.384","9.340","13.297","4.022","0.513","15.229","23.371","33.097","6.456","3.489","160.154"
"38","PC","James French","1","4:58.612","4:58.612","Green","Pit","15.799","12.140","15.242","4.324","0.672","17.401","25.521","37.511","11.124","103.631","122.261"
"16","GTD","Corey Lewis","2","1:52.164","4:59.938","Green","Track","3.367","9.371","13.455","4.006","0.513","15.670","23.288","32.991","6.054","3.449","160.154"
"67","GTLM","Richard Westbrook","2","2:07.889","5:01.739","Green","Pit","3.582","10.040","13.723","4.150","0.613","16.435","23.017","32.933","7.740","15.656","134.028"
"90","P","Ryan Dalziel","2","2:08.922","5:03.298","Green","Pit","3.709","9.809","13.705","4.301","0.626","16.455","23.695","32.348","8.469","15.805","131.245"
"9","GTD","Lawson Aschenbach","2","1:51.524","5:08.563","Green","Track","3.358","9.228","13.314","4.094","0.526","15.466","22.766","33.229","6.080","3.463","156.196"
"2","P","Johannes van Overbeek","1","5:09.084","5:09.084","Green","Pit","0.000","11.469","15.676","4.122","0.563","17.589","24.385","35.021","8.257","173.889","145.931"
"6","GTD","Robin Liddell","1","5:14.389","5:14.389","Green","Track","14.602","11.965","16.626","4.590","0.608","17.279","24.073","34.781","6.148","3.484","135.130"
"5","P","Joao Barbosa","3","1:39.451","5:21.351","Green","Track","3.061","8.417","11.716","3.713","0.480","13.179","20.446","29.861","5.423","3.155","171.165"
"20","PC","Matthew McMurry","1","5:26.563","5:26.563","Green","Pit","18.822","12.873","15.679","4.251","0.684","20.718","25.937","36.169","8.927","149.500","120.116"
"31","P","Eric Curran","3","1:40.801","5:27.287","Green","Track","3.134","8.577","11.839","3.737","0.485","13.324","20.669","30.380","5.495","3.161","169.400"
"8","PC","Renger Van Der Zande","3","2:00.377","6:17.691","Green","Pit","3.174","8.705","12.283","3.904","0.504","14.133","21.703","31.831","7.925","16.215","163.014"
"68","GTLM","Daniel Serra","3","1:47.270","6:20.856","Green","Track","3.335","8.997","12.679","4.007","0.517","14.250","21.995","32.116","5.953","3.421","158.915"
"44","GTD","Andy Lally","3","1:50.726","6:42.861","Green","Track","3.341","9.054","13.489","4.116","0.526","15.252","22.537","32.843","6.076","3.492","156.196"
"23","GTD","Ian James","3","1:54.242","6:45.406","Green","Track","3.457","9.525","13.702","4.128","0.532","16.249","23.265","33.436","6.420","3.528","154.434"
"3","GTLM","Jan Magnussen","2","3:52.505","6:46.912","Green","Track","119.017","11.061","15.557","4.256","0.544","15.844","23.093","33.446","6.206","3.481","151.028"
"48","GTD","Bryan Sellers","3","1:53.871","6:47.871","Green","Track","3.294","9.072","14.145","4.071","0.558","15.892","23.422","33.689","6.272","3.456","147.239"
"540","GTD","Nicky Catsburg","2","2:08.852","6:49.064","Green","Track","14.682","10.777","14.763","4.266","0.592","16.550","23.440","34.040","6.226","3.516","138.782"
"16","GTD","Corey Lewis","3","1:49.907","6:49.845","Green","Track","3.258","9.065","12.740","3.897","0.497","14.986","23.130","32.902","6.023","3.409","165.310"
"22","GTD","Leh Keen","2","3:33.626","6:53.244","Green","Track","97.286","10.436","14.916","4.277","0.578","16.265","23.854","36.037","6.454","3.523","142.144"
"10","P","Jordan Taylor","2","4:31.102","6:54.845","Green","Track","168.483","10.318","12.817","3.840","0.541","14.106","21.293","31.031","5.508","3.165","151.865"
"4","GTLM","Tommy Milner","2","3:59.826","6:56.222","Green","Track","126.861","10.695","14.342","4.266","0.636","16.392","23.705","33.548","5.946","3.435","129.181"
"73","GTD","Jorg Bergmeister","2","2:12.554","6:58.203","Green","Track","14.701","12.112","14.888","4.531","0.702","16.508","24.697","34.823","6.141","3.451","117.036"
"38","PC","Kenton Koch","2","2:01.663","7:00.275","Green","Track","14.960","9.982","12.786","3.873","0.558","15.381","22.845","32.273","5.778","3.227","147.239"
"5","P","Joao Barbosa","4","1:39.213","7:00.564","Green","Track","3.028","8.290","11.631","3.678","0.476","12.779","20.684","30.092","5.422","3.133","172.603"
"6","GTD","Robin Liddell","2","1:49.669","7:04.058","Green","Track","3.313","9.118","12.834","3.988","0.511","15.068","22.661","32.672","6.041","3.463","160.781"
"60","P","Oswaldo Negri","2","3:54.331","7:06.020","Green","Track","129.054","10.302","12.909","4.349","0.589","14.656","21.827","31.763","5.686","3.196","139.489"
"31","P","Eric Curran","4","1:41.051","7:08.338","Green","Track","3.069","8.355","12.386","3.770","0.483","13.278","21.071","30.109","5.389","3.141","170.102"
"2","P","Johannes van Overbeek","2","2:02.020","7:11.104","Green","Track","14.721","10.213","13.171","3.946","0.609","16.183","22.203","32.028","5.747","3.199","134.908"
"97","GTD","Michael Marsal","2","4:53.450","7:17.967","Green","Pit","3.369","10.359","14.665","4.261","0.604","16.624","24.485","34.900","7.741","176.442","136.025"
"66","GTLM","Joey Hand","2","4:09.651","7:21.370","Green","Track","135.730","11.635","14.883","4.139","0.620","16.737","23.434","32.918","6.150","3.405","132.515"
"50","P","Byron DeFoor","1","7:25.430","7:25.430","Green","Pit","0.000","15.441","19.714","5.410","0.820","21.973","29.502","39.779","10.048","280.900","100.194"
"20","PC","Matthew McMurry","2","2:01.332","7:27.895","Green","Track","14.870","10.448","12.585","3.925","0.562","15.061","22.498","32.105","5.978","3.300","146.191"
"54","PC","Jonathan Bennett","2","4:23.153","7:28.787","Green","Track","157.455","10.271","13.036","3.979","0.513","14.432","22.275","31.682","6.146","3.364","160.154"
"33","GTD","Jeroen Bleekemolen","2","4:14.468","7:28.925","Green","Track","141.037","10.877","13.969","4.136","0.531","16.224","23.291","34.014","6.838","3.551","154.725"
"100","GTLM","Lucas Luhr","1","7:31.737","7:31.737","Green","Pit","14.836","12.491","20.331","4.613","0.613","17.464","24.277","34.196","11.138","241.734","134.028"
"911","GTLM","Nick Tandy","2","4:30.131","7:32.670","Green","Track","151.360","11.460","14.249","4.400","0.697","18.233","24.334","35.442","6.431","3.525","117.875"
"88","PC","Mark Kvamme","2","4:30.790","7:34.911","Green","Track","162.568","11.474","14.783","4.039","0.515","15.017","22.030","31.534","5.611","3.219","159.532"
"52","PC","Robert Alon","2","4:22.069","7:39.046","Green","Pit","134.877","12.644","13.423","4.012","0.573","15.247","22.748","33.105","9.234","16.206","143.384"
"63","GTD","Christina Nielsen","2","4:35.349","7:53.307","Green","Track","146.753","13.017","17.685","5.000","0.786","19.122","26.002","36.050","7.290","3.644","104.528"
"27","GTD","Cedric Sbirrazzuoli","1","7:58.756","7:58.756","Green","Pit","15.069","12.098","17.843","5.176","0.856","19.451","26.178","38.672","9.987","285.722","95.980"
"68","GTLM","Daniel Serra","4","1:46.378","8:07.234","Green","Track","3.272","8.915","12.690","3.989","0.513","13.894","21.804","32.027","5.868","3.406","160.154"
"55","P","Tristan Nunez","2","5:51.242","8:12.486","Green","Track","248.550","10.137","12.584","3.798","0.530","14.451","21.583","30.844","5.648","3.117","155.017"
"44","GTD","Andy Lally","4","1:48.255","8:31.116","Green","Track","3.318","8.848","13.038","4.051","0.522","14.198","22.230","32.507","6.053","3.490","157.393"
"10","P","Jordan Taylor","3","1:42.569","8:37.414","Green","Track","3.054","8.515","12.144","3.766","0.488","13.210","20.693","31.489","5.979","3.231","168.359"
"23","GTD","Ian James","4","1:52.080","8:37.486","Green","Track","3.402","9.371","13.029","4.043","0.520","15.233","23.445","33.248","6.292","3.497","157.998"
"3","GTLM","Jan Magnussen","3","1:50.696","8:37.608","Green","Track","3.364","9.284","12.808","4.020","0.517","14.807","23.125","33.075","6.251","3.445","158.915"
"48","GTD","Bryan Sellers","4","1:50.486","8:38.357","Green","Track","3.279","9.013","12.894","3.943","0.504","14.841","22.905","33.470","6.183","3.454","163.014"
"540","GTD","Nicky Catsburg","3","1:50.616","8:39.680","Green","Track","3.340","9.303","13.016","4.054","0.521","14.728","22.602","33.484","6.090","3.478","157.695"
"912","GTLM","Earl Bamber","2","5:38.876","8:40.372","Green","Track","223.413","9.855","13.193","4.451","0.747","16.724","24.900","36.033","6.116","3.444","109.985"
"5","P","Joao Barbosa","5","1:40.232","8:40.796","Green","Track","3.047","8.742","11.708","3.675","0.475","13.067","20.597","30.233","5.533","3.155","172.967"
"16","GTD","Corey Lewis","4","1:50.881","8:40.726","Green","Track","3.212","9.148","12.848","3.892","0.551","15.138","22.874","33.572","6.241","3.405","149.109"
"22","GTD","Leh Keen","3","1:49.778","8:43.022","Green","Track","3.355","9.267","12.905","4.002","0.514","14.649","22.511","33.076","6.019","3.480","159.843"
"4","GTLM","Tommy Milner","3","1:49.616","8:45.838","Green","Track","3.325","9.164","12.884","4.045","0.522","14.885","22.995","32.518","5.849","3.429","157.393"
"38","PC","James French","3","1:45.914","8:46.189","Green","Track","3.198","9.225","12.000","3.838","0.596","15.132","21.902","31.388","5.468","3.167","137.851"
"60","P","Oswaldo Negri","3","1:44.675","8:50.695","Green","Track","3.083","8.606","11.842","3.743","0.494","14.377","22.072","31.404","5.865","3.189","166.314"
"31","P","Eric Curran","5","1:42.573","8:50.911","Green","Track","3.044","8.418","11.782","3.704","0.473","13.062","21.855","31.186","5.852","3.197","173.698"
"73","GTD","Jorg Bergmeister","3","1:52.638","8:50.841","Green","Track","3.562","9.318","12.833","4.089","0.606","15.424","23.711","33.594","6.052","3.449","135.576"
"2","P","Johannes van Overbeek","3","1:42.354","8:53.458","Green","Track","3.104","8.566","11.866","3.783","0.488","14.053","20.766","30.474","6.033","3.221","168.359"
"70","P","Tom Long","2","5:43.459","9:02.002","Green","Track","233.645","11.141","13.775","3.999","0.637","16.328","23.239","31.630","5.841","3.224","128.978"
"66","GTLM","Joey Hand","3","1:47.288","9:08.658","Green","Track","3.285","8.898","12.601","3.933","0.508","14.796","22.072","31.916","5.906","3.373","161.730"
"25","GTLM","Bill Auberlen","1","9:09.486","9:09.486","Green","Pit","15.962","13.015","20.027","4.551","0.607","17.041","23.034","33.111","10.339","343.688","135.353"
"20","PC","Matthew McMurry","3","1:42.537","9:10.432","Green","Track","3.195","8.640","12.117","3.869","0.501","14.006","20.889","30.583","5.524","3.213","163.990"
"54","PC","Jonathan Bennett","3","1:44.055","9:12.842","Green","Track","3.205","8.772","12.144","3.891","0.501","14.044","21.533","31.059","5.674","3.232","163.990"
"96","GTD","Jens Klingmann","2","6:34.546","9:19.107","Green","Pit","14.452","10.323","14.411","4.498","0.598","15.609","23.113","33.969","8.380","269.193","137.390"
"33","GTD","Jeroen Bleekemolen","3","1:50.643","9:19.568","Green","Track","3.385","9.500","12.955","4.062","0.521","14.920","22.773","32.920","6.131","3.476","157.695"
"88","PC","Mark Kvamme","3","1:47.655","9:22.566","Green","Track","3.129","8.881","12.619","3.995","0.598","16.041","22.461","31.288","5.446","3.197","137.390"
"911","GTLM","Nick Tandy","3","1:52.226","9:24.896","Green","Track","3.506","9.442","13.337","4.122","0.552","15.859","22.684","33.180","6.079","3.465","148.839"
"97","GTD","Michael Marsal","3","2:07.901","9:25.868","Green","Track","14.472","10.872","14.792","4.178","0.552","16.092","23.585","33.777","6.141","3.440","148.839"
"62","GTLM","Toni Vilander","2","5:59.933","9:26.761","Green","Track","247.547","10.055","14.508","4.236","0.581","16.238","23.690","33.590","6.045","3.443","141.410"
"67","GTLM","Richard Westbrook","3","4:31.385","9:33.124","Green","Track","159.607","11.817","15.520","4.127","0.553","15.678","22.639","32.139","5.927","3.378","148.570"
"100","GTLM","Lucas Luhr","2","2:04.373","9:36.110","Green","Track","14.621","9.993","13.914","4.153","0.560","16.472","22.938","32.430","5.883","3.409","146.713"
"50","P","Byron DeFoor","2","2:15.459","9:40.889","Green","Track","15.259","12.192","15.933","4.484","0.666","18.363","24.828","33.755","6.594","3.385","123.362"
"90","P","Ryan Dalziel","3","4:46.180","9:49.478","Green","Track","182.172","9.598","12.930","3.892","0.580","14.917","22.138","31.164","5.610","3.179","141.654"
"68","GTLM","Daniel Serra","5","1:46.511","9:53.745","Green","Track","3.262","8.687","12.587","3.966","0.513","13.813","21.844","32.305","6.097","3.437","160.154"
"55","P","Tristan Nunez","3","1:42.613","9:55.099","Green","Track","3.049","8.386","11.575","3.705","0.490","13.977","21.091","30.268","6.839","3.233","167.672"
"63","GTD","Christina Nielsen","3","2:02.690","9:55.997","Green","Track","3.466","9.967","14.832","4.246","0.574","17.789","25.123","35.184","7.823","3.686","143.134"
"27","GTD","Cedric Sbirrazzuoli","2","2:11.290","10:10.046","Green","Track","15.053","10.804","14.639","4.203","0.641","17.188","24.358","34.631","6.291","3.482","128.173"
"10","P","Jordan Taylor","4","1:38.919","10:16.333","Green","Track","3.076","8.423","11.760","3.728","0.482","12.833","20.317","29.796","5.361","3.143","170.455"
"44","GTD","Andy Lally","5","1:48.119","10:19.235","Green","Track","3.319","8.837","12.883","4.044","0.521","14.210","22.200","32.711","5.938","3.456","157.695"
"5","P","Joao Barbosa","6","1:41.832","10:22.628","Green","Track","3.067","8.642","12.338","3.720","0.491","14.409","20.914","29.755","5.369","3.127","167.330"
"3","GTLM","Jan Magnussen","4","1:48.196","10:25.804","Green","Track","3.320","9.226","12.721","4.000","0.518","14.672","22.046","32.281","5.993","3.419","158.608"
"23","GTD","Ian James","5","1:51.501","10:28.987","Green","Track","3.373","9.692","12.914","4.009","0.516","15.149","22.851","33.328","6.202","3.467","159.223"
"540","GTD","Nicky Catsburg","4","1:49.632","10:29.312","Green","Track","3.325","9.130","12.857","4.026","0.517","14.676","22.551","33.014","6.071","3.465","158.915"
"16","GTD","Corey Lewis","5","1:49.064","10:29.790","Green","Track","3.393","9.224","12.630","3.845","0.491","14.613","22.471","32.929","6.058","3.410","167.330"
"9","GTD","Lawson Aschenbach","3","5:22.799","10:31.362","Green","Pit","3.288","8.894","12.752","3.982","0.511","15.011","22.804","33.238","7.754","214.565","160.781"
"48","GTD","Bryan Sellers","5","1:53.369","10:31.726","Green","Track","3.283","9.307","12.928","3.953","0.517","15.216","23.017","35.617","6.094","3.437","158.915"
"38","PC","James French","4","1:45.666","10:31.855","Green","Track","3.197","8.816","12.648","3.915","0.507","14.165","21.791","31.948","5.511","3.168","162.049"
"60","P","Oswaldo Negri","4","1:43.023","10:33.718","Green","Track","3.066","8.495","11.822","3.743","0.483","13.727","20.981","31.798","5.737","3.171","170.102"
"22","GTD","Leh Keen","4","1:50.779","10:33.801","Green","Track","3.328","9.421","12.885","4.010","0.516","14.480","22.856","33.699","6.103","3.481","159.223"
"2","P","Johannes van Overbeek","4","1:41.850","10:35.308","Green","Track","3.086","8.367","11.751","3.725","0.477","13.663","20.207","31.127","6.225","3.222","172.241"
"4","GTLM","Tommy Milner","4","1:50.669","10:36.507","Green","Track","3.298","8.921","12.707","3.992","0.526","15.033","22.554","34.162","6.044","3.432","156.196"
"912","GTLM","Earl Bamber","3","1:57.209","10:37.581","Green","Track","3.624","9.814","12.847","4.200","0.671","15.360","24.061","36.316","6.654","3.662","122.443"
"73","GTD","Jorg Bergmeister","4","1:49.788","10:40.629","Green","Track","3.603","9.242","12.707","3.952","0.524","15.337","22.361","32.705","5.943","3.414","156.792"
"70","P","Tom Long","3","1:43.410","10:45.412","Green","Track","3.115","8.789","11.848","3.763","0.488","14.686","21.354","30.555","5.671","3.141","168.359"
"31","P","Eric Curran","6","1:57.398","10:48.309","Green","Pit","3.106","8.734","11.771","3.665","0.477","13.691","20.882","32.465","6.856","15.751","172.241"
"20","PC","Matthew McMurry","4","1:41.722","10:52.154","Green","Track","3.150","8.501","12.029","3.839","0.495","13.668","21.000","30.477","5.381","3.182","165.978"
"8","PC","Renger Van Der Zande","4","4:38.301","10:55.992","Green","Track","176.640","9.694","12.700","3.863","0.499","14.100","21.149","30.718","5.701","3.237","164.647"
"54","PC","Jonathan Bennett","4","1:43.930","10:56.772","Green","Track","3.149","8.684","12.267","3.879","0.500","14.349","21.378","30.879","5.628","3.217","164.318"
"85","PC","Stephen Simpson","2","7:53.636","11:00.554","Green","Track","365.577","10.287","13.870","4.543","0.636","15.881","22.197","31.637","5.760","3.248","129.181"
"88","PC","Mark Kvamme","4","1:42.120","11:04.686","Green","Track","3.136","8.553","12.052","3.849","0.497","13.631","21.151","30.626","5.439","3.186","165.310"
"66","GTLM","Joey Hand","4","1:59.500","11:08.158","Green","Pit","3.234","8.815","12.408","3.892","0.501","14.240","22.346","31.735","6.692","15.637","163.990"
"33","GTD","Jeroen Bleekemolen","4","1:49.361","11:08.929","Green","Track","3.319","9.128","12.827","4.045","0.520","14.628","22.645","32.705","6.091","3.453","157.998"
"25","GTLM","Bill Auberlen","2","2:01.638","11:11.124","Green","Track","15.176","9.910","13.413","4.103","0.528","14.941","22.197","32.181","5.808","3.381","155.604"
"911","GTLM","Nick Tandy","4","1:48.387","11:13.283","Green","Track","3.363","9.196","12.709","4.015","0.521","15.077","21.967","32.160","5.945","3.434","157.695"
"62","GTLM","Toni Vilander","3","1:47.933","11:14.694","Green","Track","3.332","8.995","12.637","3.973","0.516","14.741","22.097","32.367","5.879","3.396","159.223"
"67","GTLM","Richard Westbrook","4","1:45.852","11:18.976","Green","Track","3.301","8.990","12.372","3.887","0.510","14.663","21.642","31.426","5.732","3.329","161.096"
"96","GTD","Jens Klingmann","3","2:01.373","11:20.480","Green","Track","14.453","9.803","13.386","4.033","0.517","14.754","22.090","32.927","6.019","3.391","158.915"
"100","GTLM","Lucas Luhr","3","1:46.068","11:22.178","Green","Track","3.289","9.082","12.693","4.007","0.516","14.006","21.774","31.588","5.737","3.376","159.223"
"90","P","Ryan Dalziel","4","1:41.440","11:30.918","Green","Track","3.129","8.663","11.835","3.742","0.487","13.794","20.758","30.419","5.465","3.148","168.704"
"50","P","Byron DeFoor","3","1:52.246","11:33.135","Green","Track","3.319","9.595","13.282","3.994","0.561","16.040","23.370","32.734","6.064","3.287","146.451"
"55","P","Tristan Nunez","4","1:40.104","11:35.203","Green","Track","3.126","8.493","11.511","3.698","0.480","13.358","20.916","29.991","5.449","3.082","171.165"
"68","GTLM","Daniel Serra","6","1:45.562","11:39.307","Green","Track","3.283","8.780","12.577","3.955","0.509","13.990","21.689","31.583","5.820","3.376","161.413"
"6","GTD","Robin Liddell","3","4:45.677","11:49.735","Green","Pit","3.268","8.869","12.747","3.958","0.508","14.572","22.951","32.911","6.680","179.213","161.730"
"63","GTD","Christina Nielsen","4","1:58.310","11:54.307","Green","Track","3.473","9.807","13.555","4.117","0.565","17.148","24.423","34.471","7.160","3.591","145.414"
"10","P","Jordan Taylor","5","1:38.384","11:54.717","Green","Track","3.031","8.216","11.680","3.725","0.481","13.177","20.177","29.453","5.311","3.133","170.809"
"5","P","Joao Barbosa","7","1:39.843","12:02.471","Green","Track","3.016","8.321","11.616","3.670","0.474","13.280","20.583","30.265","5.460","3.158","173.331"
"27","GTD","Cedric Sbirrazzuoli","3","1:55.407","12:05.453","Green","Track","3.395","9.507","13.272","4.030","0.591","15.914","23.516","35.484","6.212","3.486","139.017"
"44","GTD","Andy Lally","6","1:47.014","12:06.249","Green","Track","3.298","8.754","12.800","4.043","0.521","14.115","22.168","32.019","5.855","3.441","157.695"
"52","PC","Robert Alon","3","4:28.859","12:07.905","Green","Track","163.295","9.927","12.855","3.963","0.564","14.731","22.641","31.838","5.789","3.256","145.672"
"3","GTLM","Jan Magnussen","5","1:46.661","12:12.465","Green","Track","3.292","8.959","12.633","4.004","0.517","14.260","21.756","31.968","5.877","3.395","158.915"
"38","PC","James French","5","1:44.281","12:16.136","Green","Track","3.086","8.468","11.911","3.854","0.608","14.969","21.831","30.885","5.498","3.171","135.130"
"60","P","Oswaldo Negri","5","1:42.876","12:16.594","Green","Track","3.047","8.326","11.709","3.749","0.484","14.061","21.911","30.989","5.473","3.127","169.750"
"2","P","Johannes van Overbeek","5","1:41.696","12:17.004","Green","Track","3.080","8.272","12.219","3.801","0.488","13.401","20.913","30.948","5.455","3.119","168.359"
"540","GTD","Nicky Catsburg","5","1:50.763","12:20.075","Green","Track","3.342","9.171","12.825","4.035","0.538","14.993","22.941","33.379","6.072","3.467","152.712"
"16","GTD","Corey Lewis","6","1:51.513","12:21.303","Green","Track","3.298","9.128","12.717","3.924","0.577","15.175","23.803","33.043","6.411","3.437","142.390"
"22","GTD","Leh Keen","5","1:48.958","12:22.759","Green","Track","3.338","9.089","12.755","3.991","0.511","14.476","22.620","32.639","6.072","3.467","160.781"
"4","GTLM","Tommy Milner","5","1:46.391","12:22.898","Green","Track","3.282","8.911","12.699","4.015","0.516","14.088","21.920","31.838","5.750","3.372","159.223"
"48","GTD","Bryan Sellers","6","1:54.716","12:26.442","Green","Track","3.278","9.181","12.716","3.961","0.506","14.883","22.947","37.739","6.080","3.425","162.370"
"70","P","Tom Long","4","1:43.206","12:28.618","Green","Track","3.059","8.548","12.555","3.849","0.495","14.109","20.960","30.860","5.646","3.125","165.978"
"73","GTD","Jorg Bergmeister","5","1:48.314","12:28.943","Green","Track","3.280","9.026","12.647","3.961","0.510","14.438","22.312","32.684","5.957","3.499","161.096"
"912","GTLM","Earl Bamber","4","1:52.288","12:29.869","Green","Track","3.819","9.063","12.639","4.142","0.558","14.876","23.272","34.514","6.000","3.405","147.239"
"20","PC","Matthew McMurry","5","1:40.415","12:32.569","Green","Track","3.109","8.371","11.993","3.864","0.499","13.239","20.558","30.197","5.403","3.182","164.647"
"23","GTD","Ian James","6","2:06.559","12:35.546","Green","Pit","3.338","9.162","12.804","4.033","0.520","15.036","22.512","34.774","7.479","16.901","157.998"
"9","GTD","Lawson Aschenbach","4","2:04.482","12:35.844","Green","Track","14.542","9.871","14.179","4.241","0.573","16.201","22.646","32.816","5.964","3.449","143.384"
