"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP1","SP4"
"52","PC","Robert Alon","1","2:48.432","2:48.432","Green","Track","888.193","17.107","0.769","17.645","12.800","10.179","0.750","16.586","12.057","11.723","2.378","4.437","102.849","108.182"
"38","PC","James French","1","3:08.270","3:08.270","Green","Track","9.689","16.152","0.660","16.497","11.894","9.640","0.605","14.957","11.083","10.930","2.342","4.299","119.835","134.110"
"5","P","Christian Fittipaldi","2","1:30.842","3:11.310","Green","Track","3.487","12.213","0.548","14.162","10.536","8.989","0.596","14.021","10.140","9.897","2.185","4.068","144.326","136.135"
"88","PC","Mark Kvamme","1","3:16.234","3:16.234","Green","Pit","10.218","18.741","0.716","18.568","13.392","10.444","0.755","17.812","12.954","13.718","8.273","45.671","110.462","107.465"
"31","P","Eric Curran","2","1:32.924","3:18.138","Green","Track","3.547","12.361","0.587","14.978","10.847","9.058","0.592","14.123","10.341","10.174","2.221","4.095","134.737","137.055"
"55","P","Tristan Nunez","2","1:32.858","3:19.406","Green","Track","3.568","12.296","0.562","14.906","10.874","9.012","0.579","14.030","10.334","10.356","2.202","4.139","140.731","140.132"
"60","P","Oswaldo Negri Jr.","2","1:32.681","3:23.214","Green","Track","3.447","12.741","0.541","14.418","11.014","9.123","0.562","14.095","10.426","9.938","2.235","4.141","146.194","144.371"
"96","GTD","Jens Klingmann","2","1:36.654","3:25.533","Green","Track","3.568","13.364","0.567","14.587","11.025","9.753","0.642","14.963","10.884","10.473","2.397","4.431","139.490","126.381"
"9","GTD","Matt Bell","1","3:27.620","3:27.620","Green","Track","9.563","15.414","0.593","15.288","11.176","10.073","0.589","14.519","10.872","10.695","2.465","4.525","133.374","137.753"
"85","PC","Misha Goikhberg","2","1:35.147","3:34.975","Green","Track","3.733","13.310","0.561","14.907","10.973","9.392","0.586","14.194","10.647","10.254","2.295","4.295","140.982","138.458"
"10","P","Jordan Taylor","2","1:29.948","3:35.044","Green","Track","3.257","12.289","0.549","14.189","10.419","9.189","0.537","13.354","10.101","9.769","2.208","4.087","144.064","151.092"
"44","GTD","Andy Lally","2","1:42.066","3:40.602","Green","Track","4.160","13.753","0.594","15.735","12.084","10.462","0.671","15.004","11.042","11.423","2.526","4.612","133.150","120.919"
"90","P","Marc Goossens","2","1:46.215","3:41.510","Green","Pit","3.509","12.739","0.574","14.952","10.885","9.263","0.600","14.451","11.040","10.572","6.074","11.556","137.789","135.227"
"23","GTD","Mario Farnbacher","2","1:36.213","3:42.937","Green","Track","3.857","13.546","0.577","14.526","11.036","9.794","0.580","14.266","10.682","10.482","2.417","4.450","137.073","139.890"
"33","GTD","Jeroen Bleekemolen","2","1:34.125","3:44.304","Green","Track","3.534","13.335","0.569","14.383","10.818","9.650","0.561","13.731","10.525","10.250","2.383","4.386","139.000","144.628"
"16","GTD","Spencer Pumpelly","2","1:35.159","3:45.780","Green","Track","3.537","13.473","0.578","14.233","10.952","9.851","0.572","14.030","10.527","10.492","2.432","4.482","136.835","141.847"
"6","GTD","Robin Liddell","2","1:35.222","3:47.544","Green","Track","3.546","13.444","0.579","14.085","11.033","9.980","0.581","13.794","10.613","10.604","2.450","4.513","136.599","139.650"
"48","GTD","Bryan Sellers","2","1:36.500","3:55.119","Green","Track","3.781","13.578","0.582","14.575","11.158","9.933","0.578","13.957","10.655","10.739","2.457","4.507","135.895","140.374"
"8","PC","Alex Popow","2","1:36.903","4:01.890","Green","Track","3.734","13.225","0.551","14.884","11.454","9.422","0.588","14.571","10.794","11.082","2.326","4.272","143.541","137.987"
"97","GTD","Markus Palttala","2","1:44.237","4:02.845","Green","Track","9.618","14.843","0.573","14.868","11.346","9.820","0.571","14.303","10.793","10.710","2.397","4.395","138.030","142.095"
"70","P","Tom Long","2","1:33.831","4:02.973","Green","Track","3.790","12.433","0.533","14.668","11.101","9.078","0.564","14.242","10.602","10.481","2.228","4.111","148.388","143.859"
"20","PC","Johnny Mowlem","2","1:37.716","4:05.727","Green","Track","3.877","13.276","0.569","15.491","11.327","9.431","0.590","14.825","11.014","10.703","2.327","4.286","139.000","137.519"
"22","GTD","Cooper MacNeil","2","1:36.748","4:07.426","Green","Track","3.852","13.349","0.570","14.725","10.892","9.741","0.602","14.243","10.746","10.841","2.421","4.766","138.756","134.778"
"73","GTD","Patrick Lindsey","2","1:34.229","4:12.893","Green","Track","3.646","12.996","0.565","14.145","10.842","9.725","0.568","13.933","10.545","10.460","2.390","4.414","139.984","142.846"
"52","PC","Robert Alon","2","1:37.323","4:25.755","Green","Track","3.652","13.328","0.614","15.414","11.333","9.399","0.608","14.773","10.905","10.708","2.319","4.270","128.813","133.448"
"5","P","Christian Fittipaldi","3","1:29.836","4:41.146","Green","Track","3.267","11.796","0.522","13.560","10.407","8.951","0.580","13.831","10.466","10.161","2.193","4.102","151.515","139.890"
"38","PC","James French","2","1:33.881","4:42.151","Green","Track","3.486","12.523","0.548","14.128","10.958","9.357","0.565","14.049","10.593","11.192","2.276","4.206","144.326","143.604"
"31","P","Eric Curran","3","1:28.788","4:46.926","Green","Track","3.257","11.873","0.545","13.942","10.262","8.936","0.541","13.374","10.058","9.759","2.186","4.055","145.121","149.975"
"55","P","Tristan Nunez","3","1:29.296","4:48.702","Green","Track","3.439","11.828","0.520","13.949","10.405","8.856","0.540","13.597","10.042","9.889","2.167","4.064","152.098","150.253"
"60","P","Oswaldo Negri Jr.","3","1:28.995","4:52.209","Green","Track","3.303","12.098","0.530","13.492","10.441","9.061","0.529","13.407","10.153","9.665","2.206","4.110","149.228","153.377"
"96","GTD","Jens Klingmann","3","1:33.225","4:58.758","Green","Track","3.457","13.157","0.565","13.831","10.656","9.666","0.565","13.911","10.510","10.145","2.368","4.394","139.984","143.604"
"9","GTD","Matt Bell","2","1:34.982","5:02.602","Green","Track","3.471","13.185","0.574","14.453","10.789","9.918","0.580","13.837","10.561","10.664","2.449","4.501","137.789","139.890"
"10","P","Jordan Taylor","3","1:27.645","5:02.689","Green","Track","3.266","11.789","0.525","13.248","10.309","9.079","0.531","12.929","9.892","9.532","2.246","4.299","150.649","152.799"
"85","PC","Misha Goikhberg","3","1:34.156","5:09.131","Green","Track","3.811","12.755","0.550","14.124","10.491","9.203","0.584","15.405","10.895","9.901","2.250","4.187","143.802","138.932"
"88","PC","Mark Kvamme","2","1:58.025","5:14.259","Green","Track","9.822","17.741","0.669","16.735","12.806","10.615","0.676","16.879","12.389","12.014","2.524","5.155","118.223","120.024"
"23","GTD","Mario Farnbacher","3","1:33.590","5:16.527","Green","Track","3.571","12.853","0.568","13.903","10.924","9.775","0.570","13.778","10.482","10.319","2.403","4.444","139.245","142.344"
"33","GTD","Jeroen Bleekemolen","3","1:32.660","5:16.964","Green","Track","3.406","12.926","0.561","13.882","10.754","9.606","0.560","13.438","10.445","10.299","2.394","4.389","140.982","144.886"
"16","GTD","Spencer Pumpelly","3","1:34.395","5:20.175","Green","Track","3.454","12.981","0.570","13.940","10.897","9.871","0.575","14.274","10.632","10.317","2.409","4.475","138.756","141.107"
"6","GTD","Robin Liddell","3","1:33.428","5:20.972","Green","Track","3.369","13.082","0.574","13.792","10.698","9.836","0.575","13.605","10.598","10.392","2.427","4.480","137.789","141.107"
"44","GTD","Andy Lally","3","1:48.208","5:28.810","Green","Pit","3.808","13.368","0.587","14.842","11.057","11.449","0.705","14.270","10.765","10.704","5.329","11.324","134.737","115.087"
"48","GTD","Bryan Sellers","3","1:33.940","5:29.059","Green","Track","3.611","13.106","0.573","13.988","10.730","9.852","0.575","13.695","10.555","10.382","2.416","4.457","138.030","141.107"
"70","P","Tom Long","3","1:31.440","5:34.413","Green","Track","3.376","12.261","0.528","14.140","10.940","9.064","0.576","13.848","10.258","10.192","2.181","4.076","149.793","140.862"
"8","PC","Alex Popow","3","1:34.667","5:36.557","Green","Track","3.502","12.585","0.548","14.379","10.893","9.315","0.582","14.769","10.661","10.673","2.333","4.427","144.326","139.410"
"97","GTD","Markus Palttala","3","1:34.660","5:37.505","Green","Track","3.770","12.950","0.564","14.051","10.777","9.813","0.561","14.286","10.735","10.411","2.362","4.380","140.232","144.628"
"20","PC","Johnny Mowlem","3","1:33.862","5:39.589","Green","Track","3.733","12.596","0.555","14.561","10.744","9.338","0.563","14.100","10.501","10.593","2.320","4.258","142.506","144.114"
"22","GTD","Cooper MacNeil","3","1:34.157","5:41.583","Green","Track","3.834","12.991","0.563","14.023","10.832","9.695","0.569","13.898","10.480","10.481","2.379","4.412","140.481","142.595"
"73","GTD","Patrick Lindsey","3","1:32.870","5:45.763","Green","Track","3.506","12.867","0.563","13.932","10.669","9.639","0.564","13.561","10.313","10.431","2.405","4.420","140.481","143.859"
"52","PC","Robert Alon","3","1:32.743","5:58.498","Green","Track","3.399","12.465","0.550","14.569","10.801","9.293","0.579","14.060","10.294","10.231","2.277","4.225","143.802","140.132"
"5","P","Christian Fittipaldi","4","1:26.510","6:07.656","Green","Track","3.207","11.602","0.520","13.106","9.927","8.858","0.537","13.156","9.911","9.483","2.164","4.039","152.098","151.092"
"38","PC","James French","3","1:30.186","6:12.337","Green","Track","3.336","12.297","0.544","13.599","10.536","9.203","0.548","13.383","10.297","9.971","2.266","4.206","145.388","148.059"
"31","P","Eric Curran","4","1:27.847","6:14.773","Green","Track","3.242","11.733","0.522","13.376","10.079","8.864","0.528","13.354","9.974","9.853","2.234","4.088","151.515","153.667"
"55","P","Tristan Nunez","4","1:27.919","6:16.621","Green","Track","3.235","11.636","0.518","13.538","10.246","8.844","0.525","13.298","10.070","9.813","2.155","4.041","152.685","154.545"
"60","P","Oswaldo Negri Jr.","4","1:27.631","6:19.840","Green","Track","3.185","11.749","0.529","13.159","10.201","9.039","0.531","13.262","10.165","9.517","2.197","4.097","149.510","152.799"
"10","P","Jordan Taylor","4","1:27.237","6:29.926","Green","Track","3.210","11.522","0.522","13.024","9.954","9.011","0.534","13.369","10.205","9.605","2.188","4.093","151.515","151.941"
"96","GTD","Jens Klingmann","4","1:32.410","6:31.168","Green","Track","3.359","12.760","0.563","13.706","10.512","9.674","0.564","13.669","10.395","10.427","2.384","4.397","140.481","143.859"
"9","GTD","Matt Bell","3","1:33.541","6:36.143","Green","Track","3.642","12.950","0.572","13.779","10.532","9.883","0.579","13.760","10.572","10.357","2.431","4.484","138.271","140.132"
"85","PC","Misha Goikhberg","4","1:30.428","6:39.559","Green","Track","3.323","12.302","0.547","14.261","10.090","9.187","0.545","13.468","10.281","10.004","2.244","4.176","144.590","148.874"
"33","GTD","Jeroen Bleekemolen","4","1:32.756","6:49.720","Green","Track","3.463","12.849","0.558","14.345","10.645","9.593","0.560","13.470","10.436","10.123","2.356","4.358","141.740","144.886"
"23","GTD","Mario Farnbacher","4","1:34.458","6:50.985","Green","Track","3.636","12.974","0.570","15.266","10.626","9.694","0.569","13.643","10.427","10.235","2.388","4.430","138.756","142.595"
"16","GTD","Spencer Pumpelly","4","1:33.427","6:53.602","Green","Track","3.398","12.934","0.568","13.807","10.747","9.839","0.572","14.200","10.312","10.211","2.394","4.445","139.245","141.847"
"6","GTD","Robin Liddell","4","1:33.426","6:54.398","Green","Track","3.364","12.978","0.572","13.785","10.569","9.857","0.618","13.862","10.467","10.494","2.403","4.457","138.271","131.289"
"88","PC","Mark Kvamme","3","1:44.392","6:58.651","Green","Track","4.523","13.815","0.564","16.855","11.473","10.497","0.670","15.859","11.474","11.378","2.414","4.870","140.232","121.099"
"48","GTD","Bryan Sellers","4","1:32.802","7:01.861","Green","Track","3.429","12.966","0.567","13.802","10.579","9.850","0.574","13.395","10.496","10.287","2.409","4.448","139.490","141.353"
"70","P","Tom Long","4","1:29.846","7:04.259","Green","Track","3.297","11.910","0.526","14.157","10.417","8.915","0.526","13.714","10.271","9.896","2.168","4.049","150.363","154.252"
"8","PC","Alex Popow","4","1:34.809","7:11.366","Green","Track","3.648","12.510","0.543","14.050","12.063","9.431","0.553","14.214","10.534","10.708","2.302","4.253","145.655","146.720"
"97","GTD","Markus Palttala","4","1:34.653","7:12.158","Green","Track","3.477","12.804","0.561","13.947","11.384","9.787","0.567","14.095","10.500","10.576","2.394","4.561","140.982","143.098"
"20","PC","Johnny Mowlem","4","1:32.737","7:12.326","Green","Track","3.572","12.486","0.542","14.108","10.479","9.322","0.579","14.066","10.367","10.361","2.278","4.577","145.924","140.132"
"22","GTD","Cooper MacNeil","4","1:35.169","7:16.752","Green","Track","3.498","12.727","0.560","13.814","10.602","9.753","0.591","15.090","11.068","10.661","2.400","4.405","141.234","137.287"
"73","GTD","Patrick Lindsey","4","1:32.729","7:18.492","Green","Track","3.457","12.657","0.560","13.750","10.472","9.689","0.565","13.694","10.651","10.452","2.382","4.400","141.234","143.604"
"27","GTD","Lawrence DeGeorge","1","7:22.481","7:22.481","Green","Track","11.672","20.743","0.739","18.347","13.465","11.815","0.710","17.099","12.853","12.863","2.709","5.237","107.024","114.277"
"90","P","Ryan Dalziel","3","3:45.503","7:27.013","Green","Track","130.649","15.621","0.744","15.918","11.476","9.167","0.573","14.465","10.658","9.873","2.229","4.130","106.305","141.599"
"52","PC","Robert Alon","4","1:30.079","7:28.577","Green","Track","3.236","12.304","0.546","14.124","10.412","9.244","0.550","13.341","10.088","9.763","2.267","4.204","144.855","147.521"
"31","P","Eric Curran","5","1:27.497","7:42.270","Green","Track","3.254","11.574","0.514","13.432","10.250","8.893","0.549","13.107","9.859","9.728","2.197","4.140","153.873","147.789"
"38","PC","James French","4","1:30.468","7:42.805","Green","Track","3.325","12.141","0.540","13.637","10.267","9.204","0.554","13.302","10.310","10.088","2.278","4.822","146.465","146.456"
"5","P","Christian Fittipaldi","5","1:36.361","7:44.017","Green","Pit","3.136","11.447","0.518","13.058","9.864","8.914","0.540","13.052","9.739","9.411","5.233","11.449","152.685","150.253"
"60","P","Oswaldo Negri Jr.","5","1:27.235","7:47.075","Green","Track","3.193","11.769","0.527","13.095","10.018","9.005","0.528","13.231","10.013","9.523","2.220","4.113","150.078","153.667"
"44","GTD","Andy Lally","4","2:24.424","7:53.234","Green","Track","41.892","14.916","0.599","17.450","11.750","10.285","0.631","16.653","11.502","11.550","2.533","4.663","132.038","128.584"
"10","P","Jordan Taylor","5","1:25.613","7:55.539","Green","Track","3.215","11.363","0.522","12.939","9.825","9.019","0.531","12.717","9.740","9.453","2.197","4.092","151.515","152.799"
"96","GTD","Jens Klingmann","5","1:32.617","8:03.785","Green","Track","3.324","12.720","0.561","14.156","10.584","9.683","0.564","13.710","10.333","10.167","2.399","4.416","140.982","143.859"
"85","PC","Misha Goikhberg","5","1:29.015","8:08.574","Green","Track","3.308","12.279","0.542","13.187","10.156","9.169","0.541","13.298","9.990","10.035","2.262","4.248","145.924","149.975"
"9","GTD","Matt Bell","4","1:32.782","8:08.925","Green","Track","3.343","12.904","0.570","13.633","10.466","9.860","0.579","13.619","10.321","10.508","2.473","4.506","138.756","140.132"
"33","GTD","Jeroen Bleekemolen","5","1:31.565","8:21.285","Green","Track","3.293","12.750","0.557","13.560","10.482","9.552","0.559","13.322","10.433","10.314","2.373","4.370","141.994","145.146"
"23","GTD","Mario Farnbacher","5","1:32.144","8:23.129","Green","Track","3.467","12.654","0.565","13.682","10.570","9.664","0.569","13.616","10.300","10.229","2.398","4.430","139.984","142.595"
"55","P","Tristan Nunez","5","2:07.691","8:24.312","Green","Pit","3.217","11.501","0.517","13.298","10.486","9.035","0.533","13.678","10.051","10.458","5.809","39.108","152.980","152.226"
"16","GTD","Spencer Pumpelly","5","1:31.960","8:25.562","Green","Track","3.388","12.808","0.569","13.607","10.423","9.798","0.569","13.593","10.225","10.137","2.397","4.446","139.000","142.595"
"6","GTD","Robin Liddell","5","1:32.208","8:26.606","Green","Track","3.357","12.875","0.570","13.630","10.506","9.813","0.573","13.367","10.345","10.279","2.421","4.472","138.756","141.599"
"88","PC","Mark Kvamme","4","1:39.006","8:37.657","Green","Track","3.967","13.451","0.554","14.863","11.185","9.549","0.557","15.009","11.157","11.392","2.490","4.832","142.763","145.667"
"8","PC","Alex Popow","5","1:31.475","8:42.841","Green","Track","3.597","12.303","0.542","13.667","10.400","9.303","0.552","13.837","10.238","10.485","2.307","4.244","145.924","146.986"
"20","PC","Johnny Mowlem","5","1:30.755","8:43.081","Green","Track","3.716","12.348","0.540","13.721","10.253","9.223","0.546","13.746","10.208","9.977","2.261","4.216","146.465","148.601"
"97","GTD","Markus Palttala","5","1:34.223","8:46.381","Green","Track","4.169","13.005","0.560","13.953","10.585","9.672","0.561","13.980","10.615","10.352","2.379","4.392","141.234","144.628"
"22","GTD","Cooper MacNeil","5","1:33.288","8:50.040","Green","Track","3.560","12.771","0.562","13.946","10.625","9.669","0.564","13.993","10.385","10.412","2.394","4.407","140.731","143.859"
"73","GTD","Patrick Lindsey","5","1:32.322","8:50.814","Green","Track","3.516","12.618","0.560","13.811","10.450","9.634","0.564","13.729","10.272","10.371","2.395","4.402","141.234","143.859"
"90","P","Ryan Dalziel","4","1:30.171","8:57.184","Green","Track","3.372","12.121","0.526","14.444","10.658","9.061","0.551","13.533","10.042","9.635","2.168","4.060","150.363","147.253"
"52","PC","Robert Alon","5","1:31.125","8:59.702","Green","Track","3.181","12.120","0.543","13.960","11.364","9.370","0.546","13.527","10.122","9.938","2.259","4.195","145.655","148.601"
"31","P","Eric Curran","6","1:25.939","9:08.209","Green","Track","3.220","11.526","0.513","12.972","9.880","8.878","0.523","12.878","9.715","9.542","2.206","4.086","154.173","155.136"
"27","GTD","Lawrence DeGeorge","2","1:47.303","9:09.784","Green","Track","4.524","14.179","0.589","15.665","13.258","10.538","0.624","15.705","11.915","12.286","2.729","5.291","134.280","130.026"
"38","PC","James French","5","1:29.279","9:12.084","Green","Track","3.498","12.170","0.542","13.334","10.243","9.188","0.547","13.265","10.249","9.810","2.249","4.184","145.924","148.330"
"60","P","Oswaldo Negri Jr.","6","1:26.556","9:13.631","Green","Track","3.127","11.526","0.524","13.060","9.899","9.034","0.526","12.927","10.079","9.554","2.204","4.096","150.937","154.252"
"70","P","Tom Long","5","2:15.637","9:19.896","Green","Pit","3.352","11.805","0.524","14.351","10.618","8.919","0.527","13.770","11.107","11.492","6.229","42.943","150.937","153.959"
"10","P","Jordan Taylor","6","1:25.418","9:20.957","Green","Track","3.085","11.428","0.525","13.003","9.795","9.001","0.530","12.765","9.641","9.375","2.181","4.089","150.649","153.087"
"44","GTD","Andy Lally","5","1:38.190","9:31.424","Green","Track","3.767","13.598","0.585","14.856","11.583","10.233","0.587","14.328","10.728","10.923","2.460","4.542","135.198","138.222"
"96","GTD","Jens Klingmann","6","1:31.821","9:35.606","Green","Track","3.366","12.627","0.560","13.710","10.483","9.679","0.563","13.539","10.298","10.179","2.402","4.415","141.234","144.114"
"85","PC","Misha Goikhberg","6","1:28.363","9:36.937","Green","Track","3.234","12.176","0.541","13.326","10.222","9.181","0.543","12.965","10.240","9.570","2.213","4.152","146.194","149.422"
"9","GTD","Matt Bell","5","1:32.495","9:41.420","Green","Track","3.337","12.866","0.571","13.650","10.507","9.878","0.579","13.577","10.235","10.371","2.439","4.485","138.513","140.132"
"5","P","Christian Fittipaldi","6","2:09.323","9:53.340","Green","Track","36.264","15.761","0.616","15.023","11.102","9.099","0.623","14.099","10.307","10.086","2.228","4.115","128.394","130.235"
"23","GTD","Mario Farnbacher","6","1:32.081","9:55.210","Green","Track","3.476","12.467","0.562","13.639","10.482","9.724","0.567","13.665","10.354","10.302","2.403","4.440","140.731","143.098"
"16","GTD","Spencer Pumpelly","6","1:32.137","9:57.699","Green","Track","3.426","12.809","0.568","13.661","10.308","9.779","0.568","13.707","10.261","10.184","2.408","4.458","139.245","142.846"
"6","GTD","Robin Liddell","6","1:32.265","9:58.871","Green","Track","3.352","12.895","0.570","13.612","10.456","10.018","0.577","13.263","10.292","10.321","2.429","4.480","138.756","140.618"
"33","GTD","Jeroen Bleekemolen","6","1:44.486","10:05.771","Green","Pit","3.265","12.675","0.558","14.485","10.975","9.622","0.560","13.808","10.394","10.291","6.288","11.565","141.740","144.886"
"55","P","Jonathan Bomarito","6","1:42.305","10:06.617","Green","Track","10.560","15.038","0.585","14.700","10.974","8.920","0.562","13.919","10.245","10.437","2.215","4.150","135.198","144.371"
"8","PC","Alex Popow","6","1:32.526","10:15.367","Green","Track","3.431","12.156","0.541","13.571","10.297","9.233","0.548","14.367","11.019","10.766","2.340","4.257","146.194","148.059"
"88","PC","Mark Kvamme","5","1:38.699","10:16.356","Green","Track","3.816","13.383","0.555","14.892","11.257","9.676","0.554","14.962","11.089","11.552","2.376","4.587","142.506","146.456"
"20","PC","Johnny Mowlem","6","1:33.406","10:16.487","Green","Track","3.464","12.379","0.540","13.930","10.247","9.248","0.541","13.830","11.268","11.045","2.321","4.593","146.465","149.975"
"97","GTD","Markus Palttala","6","1:31.375","10:17.756","Green","Track","3.342","12.641","0.560","13.575","10.373","9.658","0.566","13.487","10.327","10.142","2.354","4.350","141.234","143.350"
"22","GTD","Cooper MacNeil","6","1:32.958","10:22.998","Green","Track","3.554","12.588","0.558","13.807","10.716","9.638","0.573","13.923","10.363","10.460","2.383","4.395","141.740","141.599"
"73","GTD","Patrick Lindsey","6","1:32.758","10:23.572","Green","Track","3.430","12.665","0.560","13.852","10.708","9.655","0.564","13.661","10.381","10.485","2.398","4.399","141.234","143.859"
