"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP3"
"2","P","Johannes van Overbeek","1","1:40.866","1:40.866","Green","Track","3.403","9.228","11.645","3.680","0.475","13.219","20.596","30.095","5.368","3.157","172.967"
"55","P","Tristan Nunez","1","1:41.093","1:41.093","Green","Track","3.490","9.342","11.777","3.651","0.527","13.440","20.534","29.833","5.316","3.097","155.900"
"10","P","Ricky Taylor","1","1:42.435","1:42.435","Green","Track","3.341","9.193","11.793","3.622","0.470","13.504","21.247","30.334","5.515","3.193","174.807"
"5","P","Christian Fittipaldi","1","1:42.740","1:42.740","Green","Track","3.293","9.423","11.768","3.616","0.513","13.999","20.578","30.480","5.500","3.150","160.154"
"70","P","Tom Long","1","1:43.049","1:43.049","Green","Track","3.570","9.464","11.747","3.637","0.508","14.186","20.741","30.251","5.497","3.139","161.730"
"90","P","Ryan Dalziel","1","1:43.748","1:43.748","Green","Track","3.422","9.407","11.937","3.639","0.512","14.142","20.844","30.425","5.515","3.166","160.467"
"60","P","Oswaldo Negri Jr.","1","1:45.600","1:45.600","Green","Track","3.501","9.662","12.766","3.774","0.507","14.411","21.056","31.078","5.440","3.173","162.049"
"31","P","Eric Curran","1","1:46.169","1:46.169","Green","Track","3.365","9.655","12.461","3.744","0.518","14.619","21.032","31.046","5.704","3.214","158.608"
"8","PC","Renger Van Der Zande","1","1:46.591","1:46.591","Green","Track","3.437","9.568","12.441","3.813","0.543","14.817","21.192","31.096","5.483","3.225","151.306"
"20","PC","Johnny Mowlem","1","1:48.212","1:48.212","Green","Track","3.378","9.700","12.095","3.838","0.552","15.243","21.610","31.120","5.797","3.240","148.839"
"52","PC","Robert Alon","1","1:48.581","1:48.581","Green","Track","3.384","9.615","12.490","3.802","0.564","15.711","21.676","31.265","5.606","3.226","145.672"
"38","PC","James French","1","1:48.914","1:48.914","Green","Track","3.425","9.709","12.429","3.821","0.584","15.512","21.719","31.370","5.554","3.222","140.683"
"85","PC","Misha Goikhberg","1","1:50.332","1:50.332","Green","Track","3.438","9.832","13.180","3.889","0.579","15.112","21.806","31.923","5.699","3.276","141.898"
"54","PC","Jonathan Bennett","1","1:50.652","1:50.652","Green","Track","3.364","9.582","13.281","3.906","0.550","15.198","21.832","32.019","5.608","3.231","149.380"
"88","PC","Mark Kvamme","1","1:53.062","1:53.062","Green","Track","3.422","9.776","13.165","3.940","0.631","15.528","22.181","32.681","5.925","3.317","130.205"
"100","GTLM","John Edwards","1","2:07.636","2:07.636","Green","Track","3.528","9.467","12.452","3.865","0.501","13.928","21.463","31.510","5.815","3.393","163.990"
"67","GTLM","Richard Westbrook","1","2:08.439","2:08.439","Green","Track","3.539","9.582","12.737","3.819","0.513","14.423","21.470","31.722","5.714","3.355","160.154"
"25","GTLM","Dirk Werner","1","2:09.262","2:09.262","Green","Track","3.523","9.883","12.616","3.837","0.513","14.778","21.769","31.757","5.676","3.326","160.154"
"66","GTLM","Joey Hand","1","2:09.864","2:09.864","Green","Track","3.497","9.746","12.897","3.884","0.517","14.782","21.799","31.822","5.788","3.359","158.915"
"4","GTLM","Tommy Milner","1","2:10.269","2:10.269","Green","Track","3.545","9.587","12.878","3.920","0.518","14.742","22.091","31.685","5.813","3.393","158.608"
"62","GTLM","Toni Vilander","1","2:10.787","2:10.787","Green","Track","3.526","9.740","12.751","3.895","0.513","15.065","22.155","31.694","5.816","3.390","160.154"
"911","GTLM","Nick Tandy","1","2:11.621","2:11.621","Green","Track","3.492","9.482","12.792","3.836","0.526","15.156","22.236","32.284","5.780","3.377","156.196"
"68","GTLM","Alessandro Pier Guidi","1","2:11.929","2:11.929","Green","Track","3.597","9.637","12.956","3.991","0.563","15.546","22.132","32.232","5.817","3.395","145.931"
"3","GTLM","Jan Magnussen","1","2:12.470","2:12.470","Green","Track","3.521","9.935","12.853","3.848","0.541","15.555","22.130","32.524","5.844","3.379","151.865"
"912","GTLM","Frederic Makowiecki","1","2:12.688","2:12.688","Green","Track","3.518","10.101","12.509","3.815","0.544","16.157","21.899","32.303","5.858","3.370","151.028"
"23","GTD","Mario Farnbacher","1","2:14.176","2:14.176","Green","Track","3.486","9.719","12.816","3.878","0.562","16.028","22.350","32.796","5.938","3.439","146.191"
"9","GTD","Lawson Aschenbach","1","2:14.581","2:14.581","Green","Track","3.543","9.850","12.956","3.902","0.542","15.995","22.419","32.835","5.951","3.430","151.585"
"48","GTD","Madison Snow","1","2:15.395","2:15.395","Green","Track","3.506","9.646","13.286","3.961","0.531","15.877","22.586","33.128","6.058","3.449","154.725"
"73","GTD","Matthew McMurry","1","2:15.752","2:15.752","Green","Track","3.558","9.708","13.165","3.899","0.512","15.983","22.742","33.003","6.030","3.441","160.467"
"63","GTD","Christina Nielsen","1","2:16.354","2:16.354","Green","Track","3.569","9.888","13.212","4.002","0.530","16.327","22.766","33.174","6.071","3.464","155.017"
"16","GTD","Corey Lewis","1","2:16.665","2:16.665","Green","Track","3.608","9.871","13.125","3.925","0.536","16.305","22.952","33.064","6.146","3.474","153.282"
"96","GTD","Bret Curtis","1","2:17.206","2:17.206","Green","Track","3.545","9.779","13.049","3.912","0.567","16.509","22.990","33.454","6.030","3.399","144.901"
"6","GTD","Robin Liddell","1","2:17.456","2:17.456","Green","Track","3.475","10.061","13.080","3.908","0.542","16.027","23.031","32.985","6.034","3.437","151.585"
"44","GTD","John Potter","1","2:18.013","2:18.013","Green","Track","3.596","9.971","12.898","3.939","0.571","16.523","23.189","33.542","6.140","3.474","143.886"
"22","GTD","Cooper MacNeil","1","2:18.648","2:18.648","Green","Track","3.520","9.889","13.197","3.929","0.582","16.330","23.658","33.419","6.166","3.469","141.167"
"97","GTD","Michael Marsal","1","2:18.974","2:18.974","Green","Track","3.584","10.223","13.118","3.967","0.575","16.309","23.515","33.660","6.164","3.424","142.885"
"33","GTD","Ben Keating","1","2:19.667","2:19.667","Green","Track","3.534","9.994","13.111","3.892","0.594","16.434","23.527","33.787","6.244","3.440","138.315"
"540","GTD","Tim Pappas","1","2:20.760","2:20.760","Green","Track","3.597","9.911","13.505","3.990","0.537","16.137","23.329","34.380","6.233","3.513","152.996"
"0","P","Katherine Legge","1","1:47.976","1:47.976","Green","","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2","P","Johannes van Overbeek","2","1:37.480","3:18.346","Green","Track","3.068","8.152","11.502","3.663","0.472","12.850","20.023","29.355","5.266","3.129","174.066"
"55","P","Tristan Nunez","2","1:37.860","3:18.953","Green","Track","3.020","8.310","11.335","3.605","0.481","13.247","20.048","29.449","5.268","3.097","170.809"
"10","P","Ricky Taylor","2","1:39.042","3:21.477","Green","Track","3.064","8.266","11.500","3.615","0.468","13.137","20.401","29.951","5.460","3.180","175.554"
"5","P","Christian Fittipaldi","2","1:39.053","3:21.793","Green","Track","3.039","8.313","11.452","3.556","0.458","13.288","20.332","30.005","5.476","3.134","179.387"
"70","P","Tom Long","2","1:39.009","3:22.058","Green","Track","3.034","8.376","11.415","3.609","0.471","13.288","20.459","29.882","5.375","3.100","174.435"
"90","P","Ryan Dalziel","2","1:39.155","3:22.903","Green","Track","3.055","8.308","11.486","3.599","0.466","13.239","20.400","30.007","5.448","3.147","176.307"
"60","P","Oswaldo Negri Jr.","2","1:40.042","3:25.642","Green","Track","3.073","8.380","11.522","3.641","0.471","13.406","20.560","30.548","5.295","3.146","174.435"
"31","P","Eric Curran","2","1:39.966","3:26.135","Green","Track","3.100","8.388","11.488","3.598","0.465","13.302","20.484","30.499","5.483","3.159","176.686"
"8","PC","Renger Van Der Zande","2","1:40.048","3:26.639","Green","Track","3.150","8.418","11.802","3.728","0.482","13.164","20.456","30.249","5.398","3.201","170.455"
"20","PC","Johnny Mowlem","2","1:41.574","3:29.786","Green","Track","3.124","8.599","11.843","3.710","0.479","13.453","21.074","30.536","5.536","3.220","171.522"
"52","PC","Robert Alon","2","1:42.039","3:30.620","Green","Track","3.122","8.754","11.841","3.758","0.485","13.781","21.025","30.621","5.454","3.198","169.400"
"38","PC","James French","2","1:42.072","3:30.986","Green","Track","3.172","8.561","11.767","3.693","0.483","14.081","21.076","30.651","5.403","3.185","170.102"
"54","PC","Jonathan Bennett","2","1:42.429","3:33.081","Green","Track","3.167","8.720","11.863","3.726","0.486","13.958","20.989","30.794","5.497","3.229","169.052"
"85","PC","Misha Goikhberg","2","1:43.614","3:33.946","Green","Track","3.197","8.659","12.144","3.790","0.493","14.320","21.083","31.183","5.509","3.236","166.651"
"0","P","Katherine Legge","2","1:41.493","3:29.469","Green","","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"88","PC","Mark Kvamme","2","1:47.026","3:40.088","Green","Track","3.204","8.695","12.375","3.786","0.499","14.692","21.824","32.732","5.892","3.327","164.647"
"100","GTLM","John Edwards","2","1:43.568","3:51.204","Green","Track","3.271","8.637","12.181","3.836","0.498","13.645","21.098","31.321","5.721","3.360","164.978"
"67","GTLM","Richard Westbrook","2","1:43.836","3:52.275","Green","Track","3.246","8.654","12.141","3.783","0.487","13.855","21.145","31.484","5.689","3.352","168.704"
"25","GTLM","Dirk Werner","2","1:43.484","3:52.746","Green","Track","3.238","8.674","12.091","3.794","0.493","13.881","21.239","31.153","5.612","3.309","166.651"
"66","GTLM","Joey Hand","2","1:44.096","3:53.960","Green","Track","3.246","8.731","12.162","3.785","0.491","13.999","21.252","31.373","5.719","3.338","167.330"
"4","GTLM","Tommy Milner","2","1:44.543","3:54.812","Green","Track","3.266","8.666","12.318","3.842","0.495","13.709","21.515","31.542","5.791","3.399","165.978"
"62","GTLM","Toni Vilander","2","1:44.590","3:55.377","Green","Track","3.264","8.684","12.286","3.837","0.497","13.869","21.463","31.578","5.739","3.373","165.310"
"911","GTLM","Nick Tandy","2","1:45.033","3:56.654","Green","Track","3.246","8.876","12.287","3.798","0.490","14.053","21.368","31.791","5.746","3.378","167.672"
"68","GTLM","Alessandro Pier Guidi","2","1:45.086","3:57.015","Green","Track","3.279","8.731","12.330","3.827","0.495","14.033","21.459","31.847","5.718","3.367","165.978"
"3","GTLM","Jan Magnussen","2","1:45.226","3:57.696","Green","Track","3.263","8.848","12.302","3.836","0.495","14.120","21.387","31.894","5.713","3.368","165.978"
"912","GTLM","Frederic Makowiecki","2","1:45.425","3:58.113","Green","Track","3.249","8.981","12.248","3.786","0.491","14.309","21.517","31.670","5.808","3.366","167.330"
"23","GTD","Mario Farnbacher","2","1:47.608","4:01.784","Green","Track","3.323","9.028","12.501","3.885","0.500","14.394","22.073","32.609","5.864","3.431","164.318"
"9","GTD","Lawson Aschenbach","2","1:47.652","4:02.233","Green","Track","3.297","9.000","12.425","3.833","0.514","14.618","21.979","32.568","5.974","3.444","159.843"
"48","GTD","Madison Snow","2","1:48.074","4:03.469","Green","Track","3.289","8.957","12.451","3.823","0.490","14.633","22.243","32.732","6.009","3.447","167.672"
"73","GTD","Matthew McMurry","2","1:48.283","4:04.035","Green","Track","3.307","9.020","12.502","3.855","0.495","14.722","22.241","32.731","5.983","3.427","165.978"
"63","GTD","Christina Nielsen","2","1:48.461","4:04.815","Green","Track","3.320","9.119","12.544","3.886","0.501","14.664","22.187","32.820","5.984","3.436","163.990"
"16","GTD","Corey Lewis","2","1:50.122","4:06.787","Green","Track","3.354","9.048","12.519","3.828","0.491","14.720","22.464","34.245","5.997","3.456","167.330"
"6","GTD","Robin Liddell","2","1:50.158","4:07.614","Green","Track","3.282","8.926","12.544","3.825","0.490","14.843","22.278","34.624","5.911","3.435","167.672"
"44","GTD","John Potter","2","1:50.682","4:08.695","Green","Track","3.329","9.037","12.589","3.897","0.499","14.439","22.383","34.942","6.079","3.488","164.647"
"22","GTD","Cooper MacNeil","2","1:50.604","4:09.252","Green","Track","3.348","9.186","12.551","3.849","0.499","14.648","22.554","34.397","6.109","3.463","164.647"
"97","GTD","Michael Marsal","2","1:50.715","4:09.689","Green","Track","3.302","9.167","12.584","3.913","0.509","15.171","22.669","33.784","6.154","3.462","161.413"
"33","GTD","Ben Keating","2","1:50.406","4:10.073","Green","Track","3.269","9.038","12.380","3.828","0.535","15.290","22.812","33.593","6.224","3.437","153.568"
"540","GTD","Tim Pappas","2","1:50.694","4:11.454","Green","Track","3.360","9.109","12.753","3.940","0.511","15.056","22.780","33.601","6.111","3.473","160.781"
"96","GTD","Bret Curtis","2","2:00.810","4:18.016","Green","Track","3.272","9.076","12.331","3.828","0.495","14.962","22.229","45.043","6.142","3.432","165.978"
"2","P","Johannes van Overbeek","3","1:36.764","4:55.110","Green","Track","3.038","8.017","11.500","3.664","0.476","12.505","19.867","29.357","5.222","3.118","172.603"
"55","P","Tristan Nunez","3","1:36.711","4:55.664","Green","Track","3.019","8.127","11.390","3.630","0.472","12.634","19.812","29.361","5.189","3.077","174.066"
"10","P","Ricky Taylor","3","1:38.471","4:59.948","Green","Track","3.058","8.177","11.491","3.635","0.471","12.886","20.193","29.962","5.422","3.176","174.435"
"5","P","Christian Fittipaldi","3","1:38.486","5:00.279","Green","Track","3.024","8.227","11.401","3.553","0.461","13.228","20.186","29.903","5.376","3.127","178.219"
"70","P","Tom Long","3","1:38.522","5:00.580","Green","Track","3.007","8.191","11.312","3.588","0.504","13.536","20.184","29.716","5.382","3.102","163.014"
"90","P","Ryan Dalziel","3","1:38.447","5:01.350","Green","Track","3.036","8.236","11.478","3.602","0.465","13.038","20.255","29.847","5.363","3.127","176.686"
"60","P","Oswaldo Negri Jr.","3","1:38.684","5:04.326","Green","Track","3.048","8.242","11.527","3.658","0.471","13.068","20.108","30.170","5.260","3.132","174.435"
"31","P","Eric Curran","3","1:38.870","5:05.005","Green","Track","3.056","8.316","11.486","3.595","0.463","13.178","20.238","30.003","5.388","3.147","177.449"
"8","PC","Renger Van Der Zande","3","1:39.370","5:06.009","Green","Track","3.116","8.277","11.767","3.735","0.483","12.994","20.448","30.019","5.338","3.193","170.102"
"20","PC","Johnny Mowlem","3","1:41.035","5:10.821","Green","Track","3.089","8.616","11.808","3.718","0.479","13.150","20.828","30.714","5.436","3.197","171.522"
"52","PC","Robert Alon","3","1:40.669","5:11.289","Green","Track","3.109","8.406","11.758","3.725","0.480","13.049","20.976","30.542","5.436","3.188","171.165"
"38","PC","James French","3","1:40.713","5:11.699","Green","Track","3.112","8.376","11.759","3.717","0.480","13.244","20.779","30.694","5.369","3.183","171.165"
"54","PC","Jonathan Bennett","3","1:41.304","5:14.385","Green","Track","3.143","8.425","11.938","3.806","0.491","13.532","20.785","30.546","5.418","3.220","167.330"
"85","PC","Misha Goikhberg","3","1:41.315","5:15.261","Green","Track","3.133","8.335","11.891","3.758","0.487","13.545","20.769","30.647","5.521","3.229","168.704"
"88","PC","Mark Kvamme","3","1:45.752","5:25.840","Green","Track","3.212","8.775","12.303","3.815","0.496","14.880","21.425","31.798","5.754","3.294","165.643"
"100","GTLM","John Edwards","3","1:43.355","5:34.559","Green","Track","3.232","8.573","12.131","3.834","0.497","13.603","21.118","31.311","5.698","3.358","165.310"
"67","GTLM","Richard Westbrook","3","1:42.996","5:35.271","Green","Track","3.228","8.538","12.103","3.782","0.486","13.605","20.991","31.332","5.605","3.326","169.052"
"25","GTLM","Dirk Werner","3","1:43.307","5:36.053","Green","Track","3.210","8.648","12.050","3.792","0.490","13.786","21.168","31.170","5.656","3.337","167.672"
"66","GTLM","Joey Hand","3","1:43.525","5:37.485","Green","Track","3.227","8.555","12.164","3.801","0.492","13.762","21.152","31.327","5.697","3.348","166.990"
"4","GTLM","Tommy Milner","3","1:44.201","5:39.013","Green","Track","3.262","8.594","12.299","3.859","0.497","13.534","21.566","31.455","5.748","3.387","165.310"
"62","GTLM","Toni Vilander","3","1:44.335","5:39.712","Green","Track","3.231","8.544","12.227","3.816","0.493","13.790","21.400","31.727","5.728","3.379","166.651"
"911","GTLM","Nick Tandy","3","1:44.350","5:41.004","Green","Track","3.238","8.728","12.238","3.809","0.492","13.840","21.215","31.668","5.740","3.382","166.990"
"68","GTLM","Alessandro Pier Guidi","3","1:44.480","5:41.495","Green","Track","3.250","8.604","12.291","3.831","0.494","13.791","21.321","31.825","5.695","3.378","166.314"
"3","GTLM","Jan Magnussen","3","1:44.715","5:42.411","Green","Track","3.231","8.620","12.260","3.825","0.494","13.860","21.426","31.855","5.766","3.378","166.314"
"912","GTLM","Frederic Makowiecki","3","1:44.839","5:42.952","Green","Track","3.223","8.756","12.199","3.787","0.488","13.886","21.461","31.787","5.853","3.399","168.359"
"23","GTD","Mario Farnbacher","3","1:46.586","5:48.370","Green","Track","3.303","8.860","12.458","3.901","0.503","13.955","21.925","32.448","5.812","3.421","163.338"
"9","GTD","Lawson Aschenbach","3","1:46.772","5:49.005","Green","Track","3.279","8.892","12.411","3.837","0.497","14.315","21.778","32.368","5.950","3.445","165.310"
"48","GTD","Madison Snow","3","1:47.543","5:51.012","Green","Track","3.276","8.842","12.348","3.821","0.490","14.546","22.166","32.603","6.021","3.430","167.672"
"73","GTD","Matthew McMurry","3","1:48.092","5:52.127","Green","Track","3.297","8.973","12.456","3.862","0.496","14.407","22.324","32.885","5.963","3.429","165.643"
"63","GTD","Christina Nielsen","3","1:48.387","5:53.202","Green","Track","3.300","9.074","12.514","3.901","0.502","14.455","22.209","32.863","6.113","3.456","163.664"
"16","GTD","Corey Lewis","3","1:46.896","5:53.683","Green","Track","3.270","8.802","12.547","3.876","0.496","14.045","21.933","32.480","5.989","3.458","165.643"
"6","GTD","Robin Liddell","3","1:46.479","5:54.093","Green","Track","3.258","8.742","12.426","3.835","0.492","14.419","21.707","32.330","5.843","3.427","166.990"
"44","GTD","John Potter","3","1:47.820","5:56.515","Green","Track","3.313","8.940","12.595","3.918","0.504","14.192","22.110","32.681","6.077","3.490","163.014"
"22","GTD","Cooper MacNeil","3","1:48.861","5:58.113","Green","Track","3.311","9.071","12.507","3.854","0.497","14.520","22.515","32.979","6.141","3.466","165.310"
"33","GTD","Ben Keating","3","1:48.877","5:58.950","Green","Track","3.254","9.051","12.382","3.817","0.490","14.779","22.371","33.172","6.139","3.422","167.672"
"97","GTD","Michael Marsal","3","1:49.577","5:59.266","Green","Track","3.300","9.022","12.644","3.899","0.511","15.150","22.578","32.791","6.225","3.457","160.781"
"540","GTD","Tim Pappas","3","1:50.491","6:01.945","Green","Track","3.343","9.204","12.639","3.918","0.508","15.159","22.583","33.473","6.165","3.499","161.730"
"96","GTD","Bret Curtis","3","1:48.207","6:06.223","Green","Track","3.279","9.012","12.435","3.873","0.498","14.551","22.142","32.880","6.108","3.429","164.978"
"0","P","Katherine Legge","3","1:40.920","5:10.389","Green","","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2","P","Johannes van Overbeek","4","1:36.293","6:31.403","Green","Track","3.026","7.930","11.438","3.651","0.474","12.399","19.757","29.331","5.177","3.110","173.331"
"55","P","Tristan Nunez","4","1:36.374","6:32.038","Green","Track","2.993","8.066","11.344","3.615","0.470","12.569","19.778","29.267","5.194","3.078","174.807"
"10","P","Ricky Taylor","4","1:37.629","6:37.577","Green","Track","3.048","8.182","11.459","3.626","0.469","12.714","20.046","29.507","5.406","3.172","175.179"
"5","P","Christian Fittipaldi","4","1:37.898","6:38.177","Green","Track","3.016","8.259","11.391","3.548","0.461","13.018","20.046","29.690","5.348","3.121","178.219"
"70","P","Tom Long","4","1:37.914","6:38.494","Green","Track","2.996","8.202","11.288","3.601","0.486","13.143","20.094","29.652","5.346","3.106","169.052"
"90","P","Ryan Dalziel","4","1:38.034","6:39.384","Green","Track","3.018","8.195","11.422","3.592","0.465","13.012","20.146","29.702","5.357","3.125","176.686"
"60","P","Oswaldo Negri Jr.","4","1:37.790","6:42.116","Green","Track","3.025","8.086","11.460","3.646","0.471","12.787","20.019","29.957","5.215","3.124","174.435"
"31","P","Eric Curran","4","1:38.104","6:43.109","Green","Track","3.022","8.273","11.472","3.581","0.468","12.917","20.169","29.707","5.359","3.136","175.554"
"8","PC","Renger Van Der Zande","4","1:38.597","6:44.606","Green","Track","3.099","8.253","11.774","3.737","0.483","12.736","20.245","29.790","5.298","3.182","170.102"
"20","PC","Johnny Mowlem","4","1:40.318","6:51.139","Green","Track","3.101","8.452","11.812","3.722","0.481","13.124","20.617","30.318","5.483","3.208","170.809"
"52","PC","Robert Alon","4","1:41.912","6:53.201","Green","Track","3.088","8.390","11.708","0.000","0.000","0.000","20.922","30.534","5.362","3.184","0.000"
"38","PC","James French","4","1:41.810","6:53.509","Green","Track","3.093","8.377","11.770","3.768","0.538","14.148","20.943","30.652","5.348","3.173","152.712"
"54","PC","Jonathan Bennett","4","1:41.421","6:55.806","Green","Track","3.136","8.474","11.968","3.813","0.493","13.485","20.849","30.520","5.464","3.219","166.651"
"85","PC","Misha Goikhberg","4","1:41.281","6:56.542","Green","Track","3.131","8.452","11.847","3.753","0.485","13.288","20.719","30.880","5.482","3.244","169.400"
"88","PC","Mark Kvamme","4","1:45.696","7:11.536","Green","Track","3.211","8.814","12.283","3.829","0.492","14.550","21.700","31.752","5.796","3.269","166.990"
"100","GTLM","John Edwards","4","1:43.126","7:17.685","Green","Track","3.235","8.513","12.129","3.845","0.498","13.587","21.144","31.136","5.684","3.355","164.978"
"67","GTLM","Richard Westbrook","4","1:42.820","7:18.091","Green","Track","3.208","8.528","12.077","3.790","0.487","13.542","21.023","31.227","5.611","3.327","168.704"
"25","GTLM","Dirk Werner","4","1:43.121","7:19.174","Green","Track","3.225","8.589","12.061","3.803","0.493","13.730","21.132","31.060","5.688","3.340","166.651"
"66","GTLM","Joey Hand","4","1:42.998","7:20.483","Green","Track","3.238","8.522","12.122","3.802","0.498","13.597","21.047","31.169","5.672","3.331","164.978"
"4","GTLM","Tommy Milner","4","1:43.883","7:22.896","Green","Track","3.257","8.604","12.364","3.881","0.503","13.397","21.415","31.411","5.676","3.375","163.338"
"62","GTLM","Toni Vilander","4","1:43.838","7:23.550","Green","Track","3.244","8.523","12.242","3.842","0.496","13.662","21.331","31.443","5.689","3.366","165.643"
"911","GTLM","Nick Tandy","4","1:43.957","7:24.961","Green","Track","3.243","8.690","12.226","3.834","0.495","13.819","21.199","31.330","5.741","3.380","165.978"
"68","GTLM","Alessandro Pier Guidi","4","1:44.352","7:25.847","Green","Track","3.251","8.580","12.341","3.874","0.501","13.732","21.371","31.615","5.703","3.384","163.990"
"3","GTLM","Jan Magnussen","4","1:44.347","7:26.758","Green","Track","3.234","8.673","12.313","3.857","0.498","13.732","21.384","31.601","5.696","3.359","164.978"
"912","GTLM","Frederic Makowiecki","4","1:44.441","7:27.393","Green","Track","3.251","8.642","12.261","3.830","0.494","13.834","21.530","31.424","5.793","3.382","166.314"
"0","P","Katherine Legge","4","1:40.027","6:50.416","Green","","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"23","GTD","Mario Farnbacher","4","1:46.799","7:35.169","Green","Track","3.299","8.985","12.557","3.918","0.504","14.081","21.933","32.329","5.789","3.404","163.014"
"9","GTD","Lawson Aschenbach","4","1:46.656","7:35.661","Green","Track","3.283","8.745","12.378","3.840","0.514","14.381","21.784","32.442","5.869","3.420","159.843"
"48","GTD","Madison Snow","4","1:47.201","7:38.213","Green","Track","3.268","8.836","12.386","3.846","0.496","14.492","22.048","32.506","5.914","3.409","165.643"
"73","GTD","Matthew McMurry","4","1:47.277","7:39.404","Green","Track","3.303","8.943","12.432","3.884","0.500","14.297","22.052","32.546","5.899","3.421","164.318"
"63","GTD","Christina Nielsen","4","1:47.756","7:40.958","Green","Track","3.317","9.006","12.476","3.913","0.504","14.183","21.984","32.849","6.086","3.438","163.014"
"6","GTD","Robin Liddell","4","1:47.034","7:41.127","Green","Track","3.259","8.813","12.361","3.834","0.493","14.472","21.734","32.515","6.101","3.452","166.651"
"16","GTD","Corey Lewis","4","1:47.914","7:41.597","Green","Track","3.279","8.962","12.487","3.832","0.496","15.025","21.960","32.362","6.043","3.468","165.643"
"44","GTD","John Potter","4","1:47.998","7:44.513","Green","Track","3.329","8.995","12.609","3.942","0.507","14.255","22.142","32.746","6.001","3.472","162.049"
"22","GTD","Cooper MacNeil","4","1:48.407","7:46.520","Green","Track","3.351","9.117","12.486","3.889","0.502","14.485","22.398","32.730","6.000","3.449","163.664"
"33","GTD","Ben Keating","4","1:48.114","7:47.064","Green","Track","3.243","9.245","12.445","3.821","0.490","14.376","22.313","32.704","6.067","3.410","167.672"
"97","GTD","Michael Marsal","4","1:48.271","7:47.537","Green","Track","3.297","9.090","12.556","3.887","0.500","14.719","22.362","32.456","5.998","3.406","164.318"
"540","GTD","Tim Pappas","4","1:49.731","7:51.676","Green","Track","3.363","9.130","12.630","3.948","0.509","14.977","22.550","33.043","6.103","3.478","161.413"
"96","GTD","Bret Curtis","4","1:47.881","7:54.104","Green","Track","3.299","9.102","12.413","3.893","0.502","14.632","22.129","32.556","5.960","3.395","163.664"
"2","P","Johannes van Overbeek","5","1:36.265","8:07.668","Green","Track","3.022","7.960","11.455","3.667","0.474","12.519","19.766","29.176","5.130","3.096","173.331"
"55","P","Tristan Nunez","5","1:36.247","8:08.285","Green","Track","3.001","8.070","11.356","3.632","0.472","12.623","19.720","29.134","5.167","3.072","174.066"
"10","P","Ricky Taylor","5","1:37.425","8:15.002","Green","Track","3.050","8.061","11.487","3.651","0.473","12.647","19.859","29.693","5.342","3.162","173.698"
"5","P","Christian Fittipaldi","5","1:37.420","8:15.597","Green","Track","3.003","8.183","11.429","3.575","0.461","12.831","20.015","29.522","5.292","3.109","178.219"
"70","P","Tom Long","5","1:37.551","8:16.045","Green","Track","2.997","8.092","11.353","3.631","0.474","13.096","20.017","29.390","5.391","3.110","173.331"
"90","P","Ryan Dalziel","5","1:37.682","8:17.066","Green","Track","3.020","8.154","11.465","3.607","0.467","12.914","20.025","29.535","5.366","3.129","175.930"
"60","P","Oswaldo Negri Jr.","5","1:37.707","8:19.823","Green","Track","3.024","8.082","11.486","3.667","0.473","12.795","19.993","29.861","5.204","3.122","173.698"
"31","P","Eric Curran","5","1:37.905","8:21.014","Green","Track","3.037","8.267","11.502","3.622","0.466","12.828","20.049","29.652","5.349","3.133","176.307"
"8","PC","Renger Van Der Zande","5","1:38.568","8:23.174","Green","Track","3.107","8.203","11.814","3.767","0.486","12.895","20.102","29.673","5.325","3.196","169.052"
"20","PC","Johnny Mowlem","5","1:40.224","8:31.363","Green","Track","3.101","8.399","11.831","3.760","0.485","13.174","20.686","30.198","5.379","3.211","169.400"
"52","PC","Robert Alon","5","1:39.875","8:33.076","Green","Track","3.103","8.378","11.807","3.785","0.488","13.327","20.361","30.182","5.276","3.168","168.359"
"38","PC","James French","5","1:40.827","8:34.336","Green","Track","3.087","8.276","11.686","3.708","0.483","14.189","20.801","30.179","5.250","3.168","170.102"
"54","PC","Jonathan Bennett","5","1:40.970","8:36.776","Green","Track","3.139","8.396","11.943","3.796","0.490","13.441","20.553","30.487","5.498","3.227","167.672"
"85","PC","Misha Goikhberg","5","1:40.545","8:37.087","Green","Track","3.130","8.368","11.887","3.750","0.484","13.265","20.566","30.445","5.436","3.214","169.750"
"88","PC","Mark Kvamme","5","1:45.138","8:56.674","Green","Track","3.163","8.672","12.278","3.831","0.493","14.437","21.816","31.538","5.639","3.271","166.651"
"100","GTLM","John Edwards","5","1:42.881","9:00.566","Green","Track","3.222","8.504","12.174","3.862","0.499","13.617","20.977","30.984","5.694","3.348","164.647"
"67","GTLM","Richard Westbrook","5","1:42.842","9:00.933","Green","Track","3.195","8.470","12.104","3.797","0.495","13.824","21.014","31.098","5.541","3.304","165.978"
