"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP3"
"52","PC","Robert Alon","1","2:34.107","2:34.107","Green","Track","0.000","11.862","15.064","4.147","0.579","16.900","23.663","33.214","5.855","3.274","141.898"
"62","GTLM","Giancarlo Fisichella","1","2:35.139","2:35.139","Green","Track","0.000","11.761","14.501","4.217","0.595","17.533","22.891","33.085","5.891","3.412","138.083"
"22","GTD","Gunnar Jeannette","1","2:40.577","2:40.577","Green","Track","0.000","12.721","16.101","4.447","0.656","18.828","25.262","35.201","6.329","3.522","125.243"
"912","GTLM","Frederic Makowiecki","1","2:40.623","2:40.623","Green","Pit","0.000","11.460","14.589","4.191","0.546","15.753","23.141","33.519","7.143","15.827","150.475"
"3","GTLM","Antonio Garcia","1","2:43.375","2:43.375","Green","Pit","0.000","11.624","15.116","4.289","0.594","16.161","23.092","35.521","8.429","15.686","138.315"
"911","GTLM","Patrick Pilet","1","2:44.386","2:44.386","Green","Pit","0.000","11.203","14.350","4.322","0.593","16.632","23.315","34.016","8.950","15.759","138.548"
"85","PC","","1","2:44.577","2:44.577","Green","Track","0.000","12.454","16.630","4.608","0.718","17.671","25.313","34.191","6.634","3.389","114.428"
"33","GTD","Jeroen Bleekemolen","1","2:45.106","2:45.106","Green","Track","0.000","11.374","16.284","4.379","0.651","18.085","25.012","34.308","6.293","3.474","126.204"
"4","GTLM","Oliver Gavin","1","2:45.356","2:45.356","Green","Pit","0.000","11.886","14.326","4.604","0.640","17.007","23.424","34.850","9.194","15.763","128.374"
"88","PC","Mark Kvamme","1","2:48.937","2:48.937","Green","Track","0.000","12.717","17.207","5.226","0.802","18.487","25.553","36.082","7.026","3.470","102.443"
"16","GTD","Spencer Pumpelly","1","2:49.381","2:49.381","Green","Track","15.009","10.385","15.588","4.420","0.621","17.575","24.957","36.039","6.878","3.561","132.301"
"6","GTD","Andrew Davis","1","2:57.263","2:57.263","Green","Track","15.011","12.911","15.624","4.340","0.567","16.978","25.441","38.335","6.402","3.537","144.901"
"70","P","Joel Miller","1","2:57.467","2:57.467","Green","Pit","0.000","11.875","16.594","4.363","0.678","17.318","25.296","34.030","7.368","16.037","121.179"
"48","GTD","Bryan Sellers","1","2:59.502","2:59.502","Green","Track","14.848","12.963","19.472","9.335","1.039","19.005","24.280","37.538","6.332","3.497","79.075"
"63","GTD","Alessandro Balzan","1","3:03.216","3:03.216","Green","Pit","0.000","12.804","18.155","4.429","0.583","18.177","27.678","36.268","12.624","12.357","140.925"
"9","GTD","Lawson Aschenbach","1","3:04.088","3:04.088","Green","Track","14.608","11.660","18.007","5.462","0.694","19.061","25.681","37.311","6.086","3.465","118.385"
"25","GTLM","Dirk Werner","1","3:21.044","3:21.044","Green","Track","14.872","10.008","13.972","4.117","0.528","16.062","23.149","32.866","6.089","3.416","155.604"
"27","GTD","Luca Persiani","1","3:24.404","3:24.404","Green","Track","15.036","11.348","16.592","4.833","0.624","17.733","24.776","34.663","6.343","3.512","131.665"
"540","GTD","Tim Pappas","1","3:30.335","3:30.335","Green","Track","14.687","12.731","18.352","5.019","0.710","22.870","27.566","37.266","6.764","3.613","115.717"
"100","GTLM","John Edwards","1","3:31.925","3:31.925","Green","Track","14.752","12.304","16.291","4.356","0.664","16.565","23.505","32.954","6.069","3.401","123.734"
"5","P","Christian Fittipaldi","2","1:40.462","3:35.790","Green","Track","3.066","8.671","11.752","3.711","0.480","13.373","20.374","30.446","5.443","3.146","171.165"
"2","P","Scott Sharp","2","1:41.544","3:43.206","Green","Track","3.144","8.618","11.783","3.768","0.487","13.536","21.062","30.681","5.321","3.144","168.704"
"0","P","Katherine Legge","1","3:47.985","3:47.985","Green","Track","14.788","10.953","15.253","5.759","0.688","16.431","25.339","32.575","6.183","3.226","119.417"
"55","P","Jonathan Bomarito","2","1:43.165","3:53.279","Green","Track","3.198","8.834","12.149","3.778","0.492","14.451","21.257","30.289","5.587","3.130","166.990"
"10","P","Max Angelelli","2","1:45.525","3:55.645","Green","Track","3.618","9.429","11.881","3.725","0.485","14.154","21.266","32.196","5.591","3.180","169.400"
"90","P","Marc Goossens","2","1:55.798","3:58.438","Green","Pit","3.123","8.795","11.835","3.714","0.480","13.726","21.104","30.691","9.918","12.412","171.165"
"96","GTD","Jens Klingmann","2","1:47.703","3:58.765","Green","Track","3.267","9.123","12.573","3.928","0.506","14.250","22.300","32.512","5.880","3.364","162.370"
"97","GTD","Markus Palttala","2","1:47.950","4:00.023","Green","Track","3.264","9.134","12.558","3.946","0.509","14.588","21.930","32.706","5.950","3.365","161.413"
"31","P","Dane Cameron","2","1:39.871","4:00.475","Green","Track","3.206","8.535","11.651","3.695","0.474","13.358","20.419","30.018","5.386","3.129","173.331"
"54","PC","Colin Braun","2","1:40.473","4:01.568","Green","Track","3.138","8.589","12.007","3.857","0.498","13.225","20.417","30.073","5.452","3.217","164.978"
"8","PC","Renger Van Der Zande","2","1:46.605","4:14.456","Green","Track","3.175","8.633","11.950","3.822","0.494","13.552","20.754","35.626","5.400","3.199","166.314"
"66","GTLM","Joey Hand","2","1:45.342","4:17.872","Green","Track","3.270","8.753","12.286","3.869","0.498","14.141","21.724","31.705","5.763","3.333","164.978"
"68","GTLM","Alessandro Pier Guidi","2","1:48.234","4:19.198","Green","Track","3.384","8.966","12.637","3.998","0.516","14.278","21.973","33.185","5.888","3.409","159.223"
"52","PC","Robert Alon","2","1:45.321","4:19.428","Green","Track","3.190","9.111","12.155","3.880","0.501","13.742","21.708","31.965","5.825","3.244","163.990"
"23","GTD","Mario Farnbacher","2","1:49.356","4:23.350","Green","Track","3.356","9.404","12.794","4.001","0.515","14.500","22.386","32.878","6.068","3.454","159.532"
"62","GTLM","Giancarlo Fisichella","2","1:48.410","4:23.549","Green","Track","3.305","10.033","12.856","4.001","0.516","14.242","21.730","32.235","6.091","3.401","159.223"
"22","GTD","Gunnar Jeannette","2","1:52.532","4:33.109","Green","Track","3.436","9.597","13.185","4.058","0.522","15.484","22.950","33.751","6.076","3.473","157.393"
"85","PC","","2","1:48.789","4:33.366","Green","Track","3.333","9.185","12.426","3.905","0.524","14.989","22.486","32.586","6.037","3.318","156.792"
"44","GTD","Andy Lally","2","2:09.761","4:34.928","Green","Pit","3.474","9.377","13.017","5.631","0.700","16.277","24.505","34.330","10.168","12.282","117.370"
"33","GTD","Jeroen Bleekemolen","2","1:49.918","4:35.024","Green","Track","3.326","9.809","12.782","3.980","0.511","14.624","22.496","32.973","5.997","3.420","160.781"
"88","PC","Mark Kvamme","2","1:52.984","4:41.921","Green","Track","3.264","9.287","13.805","4.035","0.515","15.218","23.134","34.051","6.345","3.330","159.532"
"16","GTD","Spencer Pumpelly","2","1:53.060","4:42.441","Green","Track","3.394","9.512","13.585","4.056","0.517","15.834","22.967","33.302","6.402","3.491","158.915"
"6","GTD","Andrew Davis","2","1:48.291","4:45.554","Green","Track","3.349","9.113","12.693","3.960","0.510","14.707","22.051","32.459","5.996","3.453","161.096"
"48","GTD","Bryan Sellers","2","1:48.934","4:48.436","Green","Track","3.299","9.117","12.676","3.940","0.505","14.614","22.570","32.713","6.055","3.445","162.691"
"9","GTD","Lawson Aschenbach","2","1:51.209","4:55.297","Green","Track","3.302","9.591","12.896","3.994","0.514","14.731","23.009","33.706","6.024","3.442","159.843"
"25","GTLM","Dirk Werner","2","1:44.755","5:05.799","Green","Track","3.280","8.892","12.413","3.921","0.508","13.970","21.439","31.299","5.694","3.339","161.730"
"27","GTD","Luca Persiani","2","1:49.773","5:14.177","Green","Track","3.343","9.229","12.953","3.992","0.512","14.460","22.445","33.173","6.181","3.485","160.467"
"5","P","Christian Fittipaldi","3","1:39.104","5:14.894","Green","Track","3.035","8.431","11.676","3.686","0.478","12.932","20.549","29.751","5.419","3.147","171.881"
"100","GTLM","John Edwards","2","1:50.668","5:22.593","Green","Track","3.302","9.026","12.332","3.900","0.505","14.529","22.207","35.737","5.791","3.339","162.691"
"2","P","Scott Sharp","3","1:41.077","5:24.283","Green","Track","3.054","8.390","11.738","3.763","0.487","13.287","20.991","30.881","5.349","3.137","168.704"
"540","GTD","Tim Pappas","2","1:59.920","5:30.255","Green","Track","3.678","10.505","14.275","4.184","0.585","17.013","24.293","35.392","6.446","3.549","140.443"
"0","P","Katherine Legge","2","1:43.306","5:31.291","Green","Track","3.146","8.688","11.698","3.745","0.483","14.101","21.091","31.400","5.783","3.171","170.102"
"55","P","Jonathan Bomarito","3","1:39.156","5:32.435","Green","Track","3.027","8.309","11.545","3.691","0.479","13.358","20.463","29.620","5.550","3.114","171.522"
"10","P","Max Angelelli","3","1:40.613","5:36.258","Green","Track","3.040","8.421","11.646","3.689","0.476","14.041","20.762","30.014","5.381","3.143","172.603"
"31","P","Dane Cameron","3","1:39.302","5:39.777","Green","Track","3.139","8.613","11.636","3.650","0.471","13.138","20.248","29.904","5.361","3.142","174.435"
"63","GTD","Alessandro Balzan","2","2:40.393","5:43.609","Green","Track","47.445","10.285","14.824","4.243","0.549","17.057","23.371","32.948","6.200","3.471","149.652"
"96","GTD","Jens Klingmann","3","1:47.544","5:46.309","Green","Track","3.232","9.010","12.489","3.925","0.505","14.646","22.001","32.413","5.932","3.391","162.691"
"97","GTD","Markus Palttala","3","1:47.062","5:47.085","Green","Track","3.223","9.244","12.568","3.941","0.505","14.159","21.919","32.252","5.891","3.360","162.691"
"8","PC","Renger Van Der Zande","3","1:40.648","5:55.104","Green","Track","3.138","8.643","11.943","3.828","0.494","13.148","20.627","30.275","5.351","3.201","166.314"
"66","GTLM","Joey Hand","3","1:44.147","6:02.019","Green","Track","3.214","8.759","12.279","3.865","0.497","13.793","21.124","31.371","5.880","3.365","165.310"
"52","PC","Robert Alon","3","1:45.662","6:05.090","Green","Track","3.280","8.834","12.426","3.869","0.500","15.040","21.598","31.375","5.527","3.213","164.318"
"68","GTLM","Alessandro Pier Guidi","3","1:47.586","6:06.784","Green","Track","3.289","8.913","12.499","3.950","0.512","15.354","21.975","31.966","5.753","3.375","160.467"
"62","GTLM","Giancarlo Fisichella","3","1:45.117","6:08.666","Green","Track","3.269","9.153","12.600","3.958","0.510","13.880","21.282","31.469","5.655","3.341","161.096"
"54","PC","Colin Braun","3","2:09.605","6:11.173","Green","Pit","3.091","19.137","12.969","3.899","0.502","13.147","21.163","32.824","6.812","16.061","163.664"
"23","GTD","Mario Farnbacher","3","1:48.846","6:12.196","Green","Track","3.318","9.498","12.764","3.962","0.509","14.384","22.380","32.695","5.902","3.434","161.413"
"22","GTD","Gunnar Jeannette","3","1:49.792","6:22.901","Green","Track","3.352","9.184","12.744","4.009","0.515","15.129","22.552","32.747","6.084","3.476","159.532"
"85","PC","","3","1:51.469","6:24.835","Green","Track","3.319","9.286","12.499","3.906","0.507","17.206","22.876","32.663","5.929","3.278","162.049"
"33","GTD","Jeroen Bleekemolen","3","1:53.483","6:28.507","Green","Track","3.261","9.110","12.643","3.947","0.508","15.263","22.578","36.726","6.017","3.430","161.730"
"88","PC","Mark Kvamme","3","1:53.719","6:35.640","Green","Track","3.248","9.187","13.415","4.220","0.558","15.499","23.755","34.208","6.287","3.342","147.239"
"6","GTD","Andrew Davis","3","1:50.534","6:36.088","Green","Track","3.267","9.908","13.033","3.969","0.509","14.353","22.757","33.121","6.163","3.454","161.413"
"48","GTD","Bryan Sellers","3","1:50.661","6:39.097","Green","Track","3.272","8.944","12.599","3.911","0.501","14.693","23.076","34.036","6.179","3.450","163.990"
"9","GTD","Lawson Aschenbach","3","1:48.262","6:43.559","Green","Track","3.272","9.203","12.747","3.952","0.511","14.297","22.011","32.892","5.949","3.428","160.781"
"25","GTLM","Dirk Werner","3","1:46.034","6:51.833","Green","Track","3.217","8.714","12.638","3.919","0.506","13.661","22.984","31.512","5.567","3.316","162.370"
"5","P","Christian Fittipaldi","4","1:39.597","6:54.491","Green","Track","3.042","8.517","11.659","3.684","0.475","12.925","20.862","29.961","5.340","3.132","172.967"
"20","PC","Don Yount","1","7:00.055","7:00.055","Green","Track","14.780","10.957","14.859","4.253","0.594","16.316","24.912","32.890","5.867","3.272","138.315"
"27","GTD","Luca Persiani","3","1:49.616","7:03.793","Green","Track","3.309","9.060","12.937","3.957","0.507","14.331","22.764","33.228","6.065","3.458","162.049"
"2","P","Scott Sharp","4","1:40.401","7:04.684","Green","Track","3.040","8.209","11.631","3.719","0.482","13.586","21.013","30.316","5.287","3.118","170.455"
"100","GTLM","John Edwards","3","1:44.600","7:07.193","Green","Track","3.228","8.641","12.269","3.894","0.504","13.597","22.202","31.235","5.695","3.335","163.014"
"55","P","Jonathan Bomarito","4","1:41.055","7:13.490","Green","Track","2.994","8.245","11.603","3.618","0.477","13.915","21.833","29.843","5.411","3.116","172.241"
"70","P","Joel Miller","2","4:17.905","7:15.372","Green","Track","150.627","9.756","13.175","3.858","0.517","14.842","24.415","31.855","5.696","3.164","158.915"
"0","P","Katherine Legge","3","1:45.676","7:16.967","Green","Track","3.095","9.068","11.704","3.694","0.489","14.933","22.075","31.483","5.962","3.173","168.015"
"31","P","Dane Cameron","4","1:40.162","7:19.939","Green","Track","3.017","8.273","11.613","3.658","0.470","12.639","21.791","30.317","5.266","3.118","174.807"
"10","P","Max Angelelli","4","1:46.539","7:22.797","Green","Track","3.016","8.262","11.612","3.671","0.474","15.655","22.075","33.197","5.423","3.154","173.331"
"540","GTD","Tim Pappas","3","1:58.446","7:28.701","Green","Track","3.505","10.147","13.780","4.100","0.539","16.919","24.165","35.451","6.313","3.527","152.429"
"16","GTD","Spencer Pumpelly","3","2:46.560","7:29.001","Green","Track","3.342","9.151","12.868","3.960","0.506","14.662","75.026","37.364","6.213","3.468","162.370"
"96","GTD","Jens Klingmann","4","1:47.173","7:33.482","Green","Track","3.245","8.869","12.465","3.915","0.504","14.106","22.484","32.313","5.895","3.377","163.014"
"63","GTD","Alessandro Balzan","3","1:50.823","7:34.432","Green","Track","3.308","8.908","14.608","4.309","0.544","15.060","22.250","32.453","5.964","3.419","151.028"
"97","GTD","Markus Palttala","4","1:47.636","7:34.721","Green","Track","3.225","8.962","12.471","3.938","0.515","14.677","22.270","32.389","5.835","3.354","159.532"
"8","PC","Renger Van Der Zande","4","1:39.819","7:34.923","Green","Track","3.093","8.276","11.956","3.830","0.494","12.971","20.660","30.017","5.353","3.169","166.314"
"50","P","Byron DeFoor","1","7:44.045","7:44.045","Green","Track","19.433","13.435","17.849","4.865","0.618","17.498","24.272","35.525","6.552","3.418","132.944"
"66","GTLM","Joey Hand","4","1:43.914","7:45.933","Green","Track","3.220","8.680","12.324","3.888","0.501","13.672","21.159","31.356","5.758","3.356","163.990"
"68","GTLM","Alessandro Pier Guidi","4","1:44.391","7:51.175","Green","Track","3.250","8.619","12.526","3.972","0.513","13.663","21.342","31.457","5.684","3.365","160.154"
"62","GTLM","Giancarlo Fisichella","4","1:44.379","7:53.045","Green","Track","3.250","8.616","12.427","3.943","0.509","13.772","21.268","31.545","5.692","3.357","161.413"
"23","GTD","Mario Farnbacher","4","1:47.784","7:59.980","Green","Track","3.289","9.175","12.755","4.009","0.516","14.080","22.089","32.554","5.883","3.434","159.223"
"52","PC","Robert Alon","4","1:56.229","8:01.319","Green","Pit","3.136","8.414","12.011","3.866","0.499","13.288","20.800","31.083","7.087","16.045","164.647"
"44","GTD","Andy Lally","3","3:34.120","8:09.048","Green","Track","97.951","11.906","14.992","4.217","0.548","16.883","23.987","33.952","6.148","3.536","149.925"
"22","GTD","Gunnar Jeannette","4","1:49.220","8:12.121","Green","Track","3.325","9.057","12.790","4.008","0.516","14.494","22.461","32.952","6.125","3.492","159.223"
"33","GTD","Jeroen Bleekemolen","4","1:47.520","8:16.027","Green","Track","3.265","8.914","12.623","3.967","0.509","14.050","22.323","32.512","5.922","3.435","161.413"
"85","PC","","4","2:00.697","8:25.532","Green","Pit","3.174","8.735","12.128","3.865","0.508","14.091","22.347","31.734","8.014","16.101","161.730"
"6","GTD","Andrew Davis","4","1:49.648","8:25.736","Green","Track","3.284","9.086","13.096","3.999","0.510","15.385","22.361","32.319","6.122","3.486","161.096"
"88","PC","Mark Kvamme","4","1:51.449","8:27.089","Green","Track","3.240","9.031","13.499","3.979","0.507","15.326","23.484","32.718","6.325","3.340","162.049"
"9","GTD","Lawson Aschenbach","4","1:46.794","8:30.353","Green","Track","3.265","8.779","12.550","3.932","0.505","14.370","21.867","32.255","5.858","3.413","162.691"
"5","P","Christian Fittipaldi","5","1:38.978","8:33.469","Green","Track","3.007","8.322","11.615","3.672","0.474","12.837","20.719","29.709","5.471","3.152","173.331"
"25","GTLM","Dirk Werner","4","1:44.002","8:35.835","Green","Track","3.200","8.637","12.268","3.891","0.503","13.537","21.645","31.398","5.594","3.329","163.338"
"20","PC","Don Yount","2","1:43.730","8:43.785","Green","Track","3.214","8.711","12.021","3.845","0.496","13.949","21.339","31.202","5.702","3.251","165.643"
"2","P","Scott Sharp","5","1:39.202","8:43.886","Green","Track","3.035","8.307","11.687","3.740","0.485","12.788","20.354","30.229","5.446","3.131","169.400"
"100","GTLM","John Edwards","4","1:43.504","8:50.697","Green","Track","3.203","8.534","12.241","3.888","0.502","13.475","21.152","31.506","5.665","3.338","163.664"
"55","P","Jonathan Bomarito","5","1:39.117","8:52.607","Green","Track","3.003","8.003","11.492","3.689","0.477","12.849","19.862","30.741","5.834","3.167","172.241"
"27","GTD","Luca Persiani","4","1:49.124","8:52.917","Green","Track","3.276","9.124","12.706","3.927","0.504","14.287","22.220","33.376","6.203","3.501","163.014"
"70","P","Joel Miller","3","1:40.041","8:55.413","Green","Track","3.070","8.523","11.677","3.733","0.484","13.443","20.500","30.076","5.431","3.104","169.750"
"31","P","Dane Cameron","5","1:37.667","8:57.606","Green","Track","2.999","8.186","11.569","3.642","0.466","12.495","20.113","29.803","5.273","3.121","176.307"
"10","P","Max Angelelli","5","1:38.600","9:01.397","Green","Track","3.018","8.376","11.622","3.678","0.475","12.618","20.246","29.750","5.626","3.191","172.967"
"60","P","Olivier Pla","2","7:03.533","9:18.709","Green","Track","319.811","9.994","12.673","3.839","0.496","14.775","21.778","31.417","5.567","3.183","165.643"
"8","PC","Renger Van Der Zande","5","1:45.338","9:20.261","Green","Track","3.070","8.757","11.958","3.791","0.488","14.324","21.401","32.725","5.605","3.219","168.359"
"16","GTD","Spencer Pumpelly","4","1:52.452","9:21.453","Green","Track","3.400","9.684","13.017","3.971","0.510","15.258","22.716","34.244","6.172","3.480","161.096"
"96","GTD","Jens Klingmann","5","1:48.146","9:21.628","Green","Track","3.242","8.895","12.437","3.888","0.501","14.925","22.479","32.387","6.013","3.379","163.990"
"63","GTD","Alessandro Balzan","4","1:48.289","9:22.721","Green","Track","3.262","9.351","12.686","3.963","0.508","14.375","22.012","32.622","6.065","3.445","161.730"
"540","GTD","Tim Pappas","4","1:55.268","9:23.969","Green","Track","3.450","9.604","13.111","4.074","0.534","16.223","23.787","34.734","6.259","3.492","153.856"
"97","GTD","Markus Palttala","5","1:49.285","9:24.006","Green","Track","3.250","9.262","12.699","3.908","0.502","14.713","22.117","33.306","6.150","3.378","163.664"
"73","GTD","Jorg Bergmeister","1","9:31.959","9:31.959","Green","Pit","15.137","11.135","16.188","4.442","0.626","17.765","25.145","36.992","9.010","403.367","131.245"
"66","GTLM","Joey Hand","5","1:47.291","9:33.224","Green","Track","3.374","9.220","13.842","4.091","0.516","14.208","21.521","31.393","5.769","3.357","159.223"
"62","GTLM","Giancarlo Fisichella","5","1:46.147","9:39.192","Green","Track","3.223","8.995","12.582","3.951","0.509","13.648","22.135","32.167","5.604","3.333","161.413"
"50","P","Byron DeFoor","2","1:57.255","9:41.300","Green","Track","4.203","9.988","13.981","4.289","0.629","16.884","23.859","33.913","6.188","3.321","130.619"
"912","GTLM","Frederic Makowiecki","2","7:03.414","9:44.037","Green","Track","318.005","9.271","13.224","4.068","0.523","14.808","22.097","32.088","5.888","3.442","157.092"
"3","GTLM","Antonio Garcia","2","7:05.148","9:48.523","Green","Track","318.916","10.065","13.626","4.099","0.526","14.514","21.965","32.105","5.910","3.422","156.196"
"911","GTLM","Patrick Pilet","2","7:05.974","9:50.360","Green","Track","318.630","10.055","13.122","4.066","0.526","14.863","21.959","33.310","6.011","3.432","156.196"
"68","GTLM","Alessandro Pier Guidi","5","1:59.875","9:51.050","Green","Pit","3.246","8.661","12.533","3.951","0.511","14.168","21.739","31.844","7.566","15.656","160.781"
"4","GTLM","Oliver Gavin","2","7:06.621","9:51.977","Green","Track","320.170","9.639","13.345","4.107","0.528","14.882","22.217","32.473","5.838","3.422","155.604"
"38","PC","Kyle Marcelli","1","9:59.856","9:59.856","Green","Pit","15.001","10.972","15.271","4.519","0.691","17.214","24.889","38.991","9.118","381.167","118.899"
"22","GTD","Gunnar Jeannette","5","1:48.330","10:00.451","Green","Track","3.332","9.068","12.744","3.992","0.514","14.375","22.210","32.609","6.016","3.470","159.843"
"23","GTD","Mario Farnbacher","5","2:07.233","10:07.213","Green","Pit","3.299","9.032","12.757","3.997","0.515","14.797","24.491","35.458","7.022","15.865","159.532"
"44","GTD","Andy Lally","4","2:02.747","10:11.795","Green","Pit","3.386","9.184","12.823","4.062","0.523","14.999","22.663","32.807","10.018","12.282","157.092"
"6","GTD","Andrew Davis","5","1:47.531","10:13.267","Green","Track","3.283","8.869","12.640","3.939","0.506","14.284","21.892","32.566","6.088","3.464","162.370"
"54","PC","Colin Braun","4","4:02.048","10:13.221","Green","Track","139.874","9.708","12.480","3.888","0.500","14.749","21.093","30.845","5.674","3.237","164.318"
"5","P","Christian Fittipaldi","6","1:40.969","10:14.438","Green","Track","3.019","8.422","11.679","3.679","0.475","13.616","21.096","30.370","5.436","3.177","172.967"
"88","PC","Mark Kvamme","5","1:50.758","10:17.847","Green","Track","3.229","9.007","13.226","3.969","0.507","15.232","22.983","33.131","6.151","3.323","162.049"
"33","GTD","Jeroen Bleekemolen","5","2:03.119","10:19.146","Green","Pit","3.265","9.071","12.692","3.964","0.509","14.885","22.657","32.867","7.547","15.662","161.413"
"25","GTLM","Dirk Werner","5","1:44.796","10:20.631","Green","Track","3.198","8.605","12.287","3.878","0.501","14.118","21.911","31.238","5.726","3.334","163.990"
"52","PC","Robert Alon","5","2:20.660","10:21.979","Green","Track","33.265","10.649","13.366","3.935","0.522","14.929","23.227","31.937","5.593","3.237","157.393"
"2","P","Scott Sharp","6","1:38.444","10:22.330","Green","Track","3.022","8.311","11.704","3.734","0.483","12.949","20.095","29.822","5.226","3.098","170.102"
"20","PC","Don Yount","3","1:40.667","10:24.452","Green","Track","3.172","8.575","11.957","3.824","0.493","13.099","20.728","30.048","5.547","3.224","166.651"
"70","P","Joel Miller","4","1:39.016","10:34.429","Green","Track","3.010","8.204","11.544","3.691","0.480","13.399","20.036","30.128","5.413","3.111","171.165"
"31","P","Dane Cameron","6","1:38.907","10:36.513","Green","Track","2.997","8.104","11.577","3.649","0.469","13.107","20.329","29.854","5.650","3.171","175.179"
"10","P","Max Angelelli","6","1:39.542","10:40.939","Green","Track","3.041","8.322","11.650","3.683","0.475","12.611","20.184","31.057","5.380","3.139","172.967"
"27","GTD","Luca Persiani","5","1:49.849","10:42.766","Green","Track","3.300","9.028","12.623","3.948","0.520","15.279","22.356","33.282","6.067","3.446","157.998"
"60","P","Olivier Pla","3","1:39.132","10:57.841","Green","Track","3.117","8.373","11.685","3.745","0.485","13.166","20.161","29.921","5.345","3.134","169.400"
"55","P","Jonathan Bomarito","6","2:05.348","10:57.955","Green","Pit","3.035","8.041","11.410","3.649","0.475","13.335","19.863","41.026","8.547","15.967","172.967"
"8","PC","Renger Van Der Zande","6","1:39.143","10:59.404","Green","Track","3.104","8.239","11.891","3.808","0.492","12.966","20.169","29.715","5.507","3.252","166.990"
"90","P","Marc Goossens","3","7:12.160","11:10.598","Green","Track","328.267","10.645","12.875","3.770","0.485","13.986","21.110","32.146","5.657","3.219","169.400"
"63","GTD","Alessandro Balzan","5","1:48.103","11:10.824","Green","Track","3.276","8.893","12.661","3.960","0.510","14.537","22.149","32.507","6.135","3.475","161.096"
"97","GTD","Markus Palttala","6","1:48.369","11:12.375","Green","Track","3.248","9.076","12.415","3.906","0.501","14.283","22.020","33.043","6.446","3.431","163.990"
"66","GTLM","Joey Hand","6","1:43.871","11:17.095","Green","Track","3.218","8.502","12.292","3.865","0.497","13.508","21.177","31.442","5.996","3.374","165.310"
"540","GTD","Tim Pappas","5","1:53.186","11:17.155","Green","Track","3.415","9.504","13.070","4.035","0.528","15.772","23.242","33.824","6.270","3.526","155.604"
"62","GTLM","Giancarlo Fisichella","6","1:44.152","11:23.344","Green","Track","3.230","8.773","12.493","3.946","0.510","13.710","21.227","31.321","5.602","3.340","161.096"
"912","GTLM","Frederic Makowiecki","3","1:45.709","11:29.746","Green","Track","3.317","8.853","12.538","3.972","0.511","14.091","21.475","31.626","5.882","3.444","160.781"
"3","GTLM","Antonio Garcia","3","1:45.589","11:34.112","Green","Track","3.302","8.720","12.536","3.975","0.512","13.907","21.689","31.816","5.744","3.388","160.467"
"911","GTLM","Patrick Pilet","3","1:46.560","11:36.920","Green","Track","3.318","8.777","12.628","4.025","0.520","13.860","21.479","32.424","6.065","3.464","157.998"
