"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"44","GTD","Andy Lally","1","2:39.996","3:11.438","Green","Track","23.964","10.590","30.440","17.363","31.146","30.486","0.569","11.134","1.504","2.800","148.985","114.845"
"66","GTLM","Joey Hand","1","2:31.184","3:13.833","Green","Track","23.548","10.139","28.045","16.464","28.278","28.809","0.543","11.108","1.478","2.772","156.119","116.866"
"70","P","Tom Long","1","2:35.177","3:21.014","Green","Track","23.961","10.614","29.598","16.861","29.310","28.265","0.666","11.884","1.407","2.611","127.286","122.763"
"67","GTLM","Scott Dixon","1","2:34.462","3:22.034","Green","Track","23.414","9.990","29.438","17.062","29.630","28.913","0.556","11.189","1.491","2.779","152.469","115.847"
"38","PC","Josh Norman","1","2:34.926","3:23.359","Green","Track","23.934","10.513","28.244","16.994","30.625","28.543","0.569","11.481","1.404","2.619","148.985","123.025"
"28","GTD","Josh Webster","1","2:49.951","3:30.646","Green","Pit","24.595","10.737","29.995","16.869","29.967","29.989","0.560","12.832","4.474","9.933","151.380","38.607"
"51","GTD","Raffaele Gianmaria","1","2:42.415","3:34.142","Green","Track","23.311","10.633","30.921","17.336","29.844","33.782","0.640","11.664","1.504","2.780","132.457","114.845"
"23","GTD","Ian James","1","2:41.787","3:45.207","Green","Track","23.481","12.027","29.349","16.715","29.940","32.818","0.649","12.347","1.575","2.886","130.621","109.668"
"21","GTD","Pierre Ehret","1","2:41.371","4:01.289","Green","Track","23.448","11.810","30.688","17.787","30.423","30.205","0.560","11.966","1.582","2.902","151.380","109.183"
"31","P","Dane Cameron","1","1:57.125","4:03.170","Green","Track","5.469","5.391","23.502","14.455","25.604","27.740","0.516","10.520","1.370","2.558","164.288","126.078"
"5","P","Joao Barbosa","1","1:54.769","4:09.545","Green","Track","5.432","5.242","23.776","14.668","25.550","25.698","0.515","9.967","1.366","2.555","164.607","126.447"
"55","P","Spencer Pigot","1","1:58.565","4:18.266","Green","Track","5.675","5.917","24.517","15.593","25.784","26.339","0.527","10.281","1.364","2.568","160.859","126.633"
"0","P","Andy Meyrick","1","2:30.024","4:27.961","Green","Track","23.335","11.231","27.974","15.414","27.981","27.965","0.520","11.549","1.440","2.615","163.024","119.949"
"22","GTD","Cooper MacNeil","1","2:36.749","4:28.059","Green","Track","22.991","10.489","29.449","17.019","29.558","30.010","0.556","12.282","1.551","2.844","152.469","111.365"
"16","GTD","Corey Lewis","1","2:06.947","4:28.802","Green","Track","6.002","6.117","26.030","15.654","27.814","28.412","0.603","11.997","1.513","2.805","140.585","114.162"
"9","GTD","Lawson Aschenbach","1","2:05.672","4:38.285","Green","Track","5.951","6.059","25.549","15.793","27.719","28.662","0.554","11.049","1.518","2.818","153.019","113.786"
"73","GTD","Patrick Lindsey","1","2:05.908","4:41.166","Green","Track","5.875","6.087","25.748","15.714","28.346","28.354","0.549","11.018","1.474","2.743","154.413","117.183"
"11","GTD","Richard Antinucci","1","2:09.345","4:44.050","Green","Track","5.936","6.351","25.962","16.123","28.472","30.119","0.550","11.508","1.514","2.810","154.132","114.087"
"96","GTD","Bret Curtis","1","2:16.785","4:45.134","Green","Track","6.011","6.405","26.352","15.960","35.682","29.816","0.552","11.641","1.544","2.822","153.574","111.870"
"6","GTD","Robin Liddell","1","2:05.805","4:45.293","Green","Track","5.946","6.155","25.563","15.508","27.510","28.725","0.551","11.454","1.541","2.852","153.852","112.088"
"97","GTD","Markus Palttala","1","2:04.028","4:47.577","Green","Track","5.900","6.031","25.571","15.455","27.293","28.238","0.553","10.766","1.475","2.746","153.296","117.103"
"90","P","Marc Goossens","1","1:56.369","4:54.838","Green","Track","5.466","5.439","23.957","14.716","25.923","26.199","0.521","10.205","1.370","2.573","162.712","126.078"
"50","P","Jim Pace","1","2:00.072","4:56.635","Green","Track","5.800","5.802","25.045","15.224","26.400","26.821","0.521","10.448","1.405","2.606","162.712","122.938"
"68","GTLM","Daniel Serra","1","2:24.875","5:03.476","Green","Track","5.866","5.955","25.249","15.438","47.721","28.397","0.553","11.418","1.490","2.788","153.296","115.924"
"10","P","Rubens Barrichello","1","1:59.591","5:04.732","Green","Track","5.679","5.883","24.161","14.719","26.430","27.235","0.543","10.960","1.392","2.589","156.119","124.086"
"25","GTLM","Bill Auberlen","1","2:02.487","5:05.456","Green","Track","5.747","6.254","24.863","15.177","26.762","27.510","0.552","11.449","1.460","2.713","153.574","118.306"
"912","GTLM","Michael Christensen","1","2:03.997","5:06.067","Green","Track","5.901","5.978","25.194","15.298","27.028","27.854","0.588","11.815","1.531","2.810","144.171","112.820"
"27","GTD","Fabio Babini","1","2:06.026","5:08.653","Green","Track","5.933","6.268","26.131","15.892","27.535","28.441","0.552","10.952","1.512","2.810","153.574","114.238"
"66","GTLM","Joey Hand","2","2:02.897","5:16.730","Green","Track","5.951","5.794","25.779","15.355","26.825","27.619","0.554","10.789","1.469","2.762","153.019","117.582"
"70","P","Tom Long","2","1:57.201","5:18.215","Green","Track","5.588","5.453","24.097","14.635","26.173","26.564","0.531","10.250","1.355","2.555","159.647","127.474"
"44","GTD","Andy Lally","2","2:08.700","5:20.138","Green","Track","5.901","6.088","25.768","15.872","27.539","31.160","0.675","11.449","1.480","2.768","125.589","116.708"
"33","GTD","Ben Keating","1","2:07.687","5:23.664","Green","Track","5.890","6.218","26.215","15.543","28.195","29.587","0.547","11.229","1.494","2.769","154.978","115.614"
"45","GTD","Nic Jonsson","1","2:13.617","5:24.820","Green","Track","6.423","6.811","27.510","16.397","29.144","30.321","0.638","12.009","1.530","2.834","132.873","112.894"
"67","GTLM","Scott Dixon","2","2:04.806","5:26.840","Green","Track","5.946","6.401","26.223","15.744","27.164","27.692","0.556","10.834","1.482","2.764","152.469","116.550"
"88","PC","Sean Johnston","1","2:04.392","5:27.351","Green","Track","5.641","6.088","26.284","15.929","27.738","27.164","0.529","10.967","1.418","2.634","160.251","121.810"
"62","GTLM","Toni Vilander","1","2:12.665","5:27.084","Green","Pit","5.893","5.993","25.324","15.596","26.959","27.693","0.549","11.047","4.050","9.561","154.413","42.649"
"38","PC","Josh Norman","2","2:04.427","5:27.786","Green","Track","5.768","6.107","26.027","15.808","28.074","27.299","0.527","10.774","1.409","2.634","160.859","122.589"
