"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPO"
"62","GTLM","Toni Vilander","2","1:39.529","7:12.218","Green","Track","5.099","0.905","7.352","28.376","21.721","15.913","9.194","10.969","73.330"
"4","GTLM","Tommy Milner","3","1:28.866","7:15.447","Green","Track","1.780","0.508","4.476","26.854","20.557","15.146","8.849","10.696","130.637"
"31","P","Dane Cameron","4","1:20.845","7:22.683","Green","Track","1.615","0.464","3.898","24.047","18.374","13.999","7.967","10.481","143.025"
"60","P","John Pew","2","2:02.325","7:23.705","Green","Track","2.487","0.000","0.000","35.444","28.092","18.874","10.364","12.151","0.000"
"68","GTLM","Alessandro Pier Guidi","4","1:24.036","7:30.686","Green","Track","1.749","0.494","4.087","25.214","19.486","14.309","8.240","10.457","134.339"
"5","P","Joao Barbosa","4","1:22.087","7:31.885","Green","Track","1.625","0.461","3.773","25.415","18.757","14.094","7.766","10.196","143.956"
"66","GTLM","Hand/Muller ","3","1:36.176","7:36.442","Green","Track","2.405","0.000","0.000","28.910","20.542","14.787","8.813","10.630","0.000"
"90","P","Ryan Dalziel","5","1:21.615","7:39.218","Green","Track","1.623","0.463","3.779","24.184","19.061","13.951","8.348","10.206","143.334"
"912","GTLM","Earl Bamber","2","1:43.917","7:41.158","Green","Track","2.414","3.437","7.493","31.349","22.314","16.116","9.735","11.059","19.309"
"10","P","Ricky Taylor","4","1:21.420","7:57.391","Green","Track","1.615","0.463","3.907","24.576","18.608","14.161","7.896","10.194","143.334"
"3","GTLM","Antonio Garcia","4","1:24.691","8:15.628","Green","Track","1.762","0.502","4.153","25.315","19.687","14.340","8.374","10.558","132.198"
"25","GTLM","Bill Auberlen","2","1:39.670","8:18.842","Green","Track","5.142","0.000","0.000","28.649","22.694","15.972","9.021","10.854","0.000"
"100","GTLM","Lucas Luhr","3","1:30.311","8:29.864","Green","Track","1.760","0.497","4.678","26.776","20.733","15.503","9.193","11.171","133.528"
"911","GTLM","Nick Tandy","3","1:28.070","8:34.570","Green","Track","1.766","0.503","4.399","26.132","20.230","15.136","9.111","10.793","131.936"
"70","P","Joel Miller","3","1:30.134","8:38.806","Green","Track","1.603","0.460","4.247","25.593","19.235","14.865","8.462","15.669","144.269"
"62","GTLM","Toni Vilander","3","1:27.742","8:39.960","Green","Track","1.751","0.500","4.490","26.355","20.488","14.713","8.708","10.737","132.727"
"4","GTLM","Tommy Milner","4","1:26.358","8:41.805","Green","Track","1.752","0.502","4.307","25.967","20.075","14.571","8.563","10.621","132.198"
"31","P","Dane Cameron","5","1:19.476","8:42.159","Green","Track","1.606","0.463","3.760","23.770","18.288","13.752","7.776","10.061","143.334"
"5","P","Joao Barbosa","5","1:21.319","8:53.204","Green","Track","1.614","0.464","3.760","24.312","19.394","13.865","7.665","10.245","143.025"
"68","GTLM","Alessandro Pier Guidi","5","1:24.181","8:54.867","Green","Track","1.748","0.492","4.095","25.024","19.939","14.167","8.230","10.486","134.885"
"90","P","Ryan Dalziel","6","1:21.433","9:00.651","Green","Track","1.607","0.458","3.828","24.100","18.780","13.860","8.026","10.774","144.899"
"60","P","John Pew","3","1:37.368","9:01.073","Green","Track","1.661","0.473","4.754","28.395","23.823","16.746","9.618","11.898","140.304"
"66","GTLM","Hand/Muller ","4","1:25.233","9:01.675","Green","Track","1.752","0.499","4.354","25.442","19.719","14.520","8.508","10.439","132.993"
"912","GTLM","Earl Bamber","3","1:31.791","9:12.949","Green","Track","1.766","0.498","5.017","27.552","21.323","15.452","9.429","10.754","133.260"
"10","P","Ricky Taylor","5","1:20.020","9:17.411","Green","Track","1.610","0.462","3.875","24.249","18.215","13.653","7.845","10.111","143.644"
"3","GTLM","Antonio Garcia","5","1:24.055","9:39.683","Green","Track","1.763","0.502","4.105","25.031","19.472","14.223","8.347","10.612","132.198"
"25","GTLM","Bill Auberlen","3","1:26.783","9:45.625","Green","Track","1.732","0.489","4.195","26.158","20.111","14.931","8.612","10.555","135.713"
"911","GTLM","Nick Tandy","4","1:25.918","10:00.488","Green","Track","1.758","0.500","4.330","25.710","19.844","14.779","8.541","10.456","132.727"
"100","GTLM","Lucas Luhr","4","1:32.406","10:02.270","Green","Track","1.757","0.499","4.713","26.661","23.360","15.760","8.847","10.809","132.993"
"70","P","Joel Miller","4","1:25.239","10:04.045","Green","Track","1.719","0.487","4.499","25.659","19.060","14.654","8.651","10.510","136.270"
"4","GTLM","Tommy Milner","5","1:25.817","10:07.622","Green","Track","1.761","0.501","4.339","25.666","19.861","14.507","8.602","10.580","132.462"
"62","GTLM","Toni Vilander","4","1:30.406","10:10.366","Green","Track","1.746","0.498","4.298","25.654","23.425","14.845","8.945","10.995","133.260"
"5","P","Joao Barbosa","6","1:19.360","10:12.564","Green","Track","1.611","0.467","3.775","23.669","18.320","13.628","7.658","10.232","142.106"
"68","GTLM","Alessandro Pier Guidi","6","1:22.975","10:17.842","Green","Track","1.735","0.492","4.020","24.794","19.336","13.975","8.141","10.482","134.885"
"90","P","Ryan Dalziel","7","1:19.893","10:20.544","Green","Track","1.631","0.470","3.801","23.987","18.269","13.603","7.806","10.326","141.199"
"66","GTLM","Hand/Muller ","5","1:24.326","10:26.001","Green","Track","1.740","0.497","4.426","25.220","19.523","14.098","8.377","10.445","133.528"
"60","P","John Pew","4","1:32.556","10:33.629","Green","Track","1.689","0.478","4.827","27.531","21.324","16.471","9.423","10.813","138.836"
"10","P","Ricky Taylor","6","1:19.743","10:37.154","Green","Track","1.607","0.459","3.801","23.827","18.566","13.528","7.840","10.115","144.583"
"912","GTLM","Earl Bamber","4","1:30.089","10:43.038","Green","Track","1.747","0.495","4.780","26.433","22.174","15.070","8.746","10.644","134.068"
"3","GTLM","Antonio Garcia","6","1:23.929","11:03.612","Green","Track","1.761","0.500","4.046","25.066","19.355","14.235","8.356","10.610","132.727"
"25","GTLM","Bill Auberlen","4","1:25.052","11:10.677","Green","Track","1.713","0.484","4.008","25.869","19.524","14.489","8.368","10.597","137.115"
"911","GTLM","Nick Tandy","5","1:25.038","11:25.526","Green","Track","1.747","0.496","4.167","25.479","19.576","14.432","8.690","10.451","133.798"
"70","P","Joel Miller","5","1:22.038","11:26.083","Green","Track","1.589","0.457","4.195","24.818","18.440","14.043","8.202","10.294","145.216"
"100","GTLM","Lucas Luhr","5","1:29.122","11:31.392","Green","Track","1.740","0.492","4.766","27.409","20.102","15.061","8.713","10.839","134.885"
"4","GTLM","Tommy Milner","6","1:24.990","11:32.612","Green","Track","1.745","0.500","4.256","25.358","19.647","14.394","8.516","10.574","132.727"
"5","P","Joao Barbosa","7","1:20.499","11:33.063","Green","Track","1.608","0.465","3.738","23.841","19.011","13.830","7.832","10.174","142.717"
"62","GTLM","Toni Vilander","5","1:24.632","11:34.998","Green","Track","1.733","0.496","4.162","25.062","20.090","14.278","8.321","10.490","133.798"
"68","GTLM","Alessandro Pier Guidi","7","1:23.462","11:41.304","Green","Track","1.742","0.491","3.994","25.016","19.365","14.083","8.202","10.569","135.160"
"66","GTLM","Hand/Muller ","6","1:23.047","11:49.048","Green","Track","1.745","0.499","4.122","24.795","19.238","13.876","8.305","10.467","132.993"
"10","P","Ricky Taylor","7","1:19.676","11:56.830","Green","Track","1.606","0.461","3.741","24.032","18.452","13.533","7.728","10.123","143.956"
"60","P","John Pew","5","1:26.963","12:00.592","Green","Track","1.620","0.461","4.215","25.847","20.254","15.229","8.752","10.585","143.956"
"912","GTLM","Earl Bamber","5","1:27.875","12:10.913","Green","Track","1.753","0.494","5.179","26.034","20.181","14.855","8.647","10.732","134.339"
"0","P","Sean Rayhall","2","9:44.445","12:12.289","Green","Pit","2.338","0.595","4.626","26.829","20.658","15.990","11.439","501.970","111.536"
"3","GTLM","Antonio Garcia","7","1:23.690","12:27.302","Green","Track","1.758","0.500","4.045","25.050","19.247","14.085","8.306","10.699","132.727"
"25","GTLM","Bill Auberlen","5","1:23.763","12:34.440","Green","Track","1.723","0.487","3.932","25.227","19.238","14.244","8.230","10.682","136.270"
"70","P","Joel Miller","6","1:20.198","12:46.281","Green","Track","1.580","0.457","4.018","24.151","18.302","13.553","7.905","10.232","145.216"
"911","GTLM","Nick Tandy","6","1:25.437","12:50.963","Green","Track","1.746","0.497","4.147","25.978","19.499","14.423","8.486","10.661","133.528"
"4","GTLM","Tommy Milner","7","1:24.538","12:57.150","Green","Track","1.739","0.502","4.198","25.234","19.561","14.262","8.466","10.576","132.198"
"62","GTLM","Toni Vilander","6","1:23.307","12:58.305","Green","Track","1.732","0.496","4.043","24.726","19.626","14.064","8.179","10.441","133.798"
"67","GTLM","Richard Westbrook","2","6:48.730","12:59.557","Green","Pit","1.800","0.511","4.862","28.624","21.681","16.375","10.831","324.046","129.870"
"100","GTLM","Lucas Luhr","6","1:30.248","13:01.640","Green","Track","1.987","0.623","5.873","27.454","20.007","15.075","8.535","10.694","106.523"
"68","GTLM","Alessandro Pier Guidi","8","1:23.882","13:05.186","Green","Track","1.749","0.495","4.010","25.232","19.393","14.138","8.181","10.684","134.068"
"10","P","Ricky Taylor","8","1:19.071","13:15.901","Green","Track","1.607","0.461","3.818","23.905","18.043","13.458","7.688","10.091","143.956"
"60","P","John Pew","6","1:25.189","13:25.781","Green","Track","1.618","0.462","4.136","25.000","19.301","15.369","8.627","10.676","143.644"
"912","GTLM","Earl Bamber","6","1:25.306","13:36.219","Green","Track","1.748","0.496","4.328","25.274","19.632","14.459","8.734","10.635","133.798"
"0","P","Sean Rayhall","3","1:35.658","13:47.947","Green","Track","2.684","0.000","0.000","27.610","20.044","15.511","8.662","10.365","0.000"
"3","GTLM","Antonio Garcia","8","1:23.772","13:51.074","Green","Track","1.759","0.499","4.043","25.053","19.254","14.163","8.358","10.643","132.993"
"25","GTLM","Bill Auberlen","6","1:23.955","13:58.395","Green","Track","1.727","0.487","3.947","25.212","19.316","14.202","8.273","10.791","136.270"
"70","P","Joel Miller","7","1:19.110","14:05.391","Green","Track","1.587","0.458","3.837","23.768","18.241","13.390","7.792","10.037","144.899"
"911","GTLM","Nick Tandy","7","1:23.853","14:14.816","Green","Track","1.750","0.496","4.061","24.999","19.276","14.255","8.518","10.498","133.798"
"4","GTLM","Tommy Milner","8","1:24.141","14:21.291","Green","Track","1.750","0.500","4.113","25.216","19.492","14.171","8.376","10.523","132.727"
"100","GTLM","Lucas Luhr","7","1:24.511","14:26.151","Green","Track","1.734","0.489","4.046","25.145","19.464","14.556","8.377","10.700","135.713"
"68","GTLM","Alessandro Pier Guidi","9","1:23.675","14:28.861","Green","Track","1.755","0.495","3.994","25.079","19.413","13.997","8.253","10.689","134.068"
"10","P","Ricky Taylor","9","1:19.055","14:34.956","Green","Track","1.604","0.459","3.749","23.915","17.991","13.534","7.759","10.044","144.583"
"60","P","John Pew","7","1:23.015","14:48.796","Green","Track","1.615","0.463","3.969","24.578","19.090","14.623","8.305","10.372","143.334"
"912","GTLM","Earl Bamber","7","1:24.799","15:01.018","Green","Track","1.742","0.494","4.165","25.097","19.461","14.762","8.438","10.640","134.339"
"0","P","Sean Rayhall","4","1:23.181","15:11.128","Green","Track","1.569","0.455","4.037","24.861","19.150","14.693","8.201","10.215","145.854"
"3","GTLM","Antonio Garcia","9","1:23.913","15:14.987","Green","Track","1.751","0.497","4.035","25.094","19.343","14.165","8.346","10.682","133.528"
"25","GTLM","Bill Auberlen","7","1:24.009","15:22.404","Green","Track","1.731","0.488","3.924","25.243","19.384","14.264","8.266","10.709","135.991"
"70","P","Joel Miller","8","1:18.564","15:23.955","Green","Track","1.583","0.458","3.727","23.520","18.023","13.414","7.783","10.056","144.899"
"911","GTLM","Nick Tandy","8","1:24.657","15:39.473","Green","Track","1.748","0.497","4.048","25.072","19.430","14.244","8.417","11.201","133.528"
"67","GTLM","Richard Westbrook","3","2:43.159","15:42.716","Green","Track","2.775","0.000","0.000","29.762","22.348","15.885","9.034","10.894","0.000"
"4","GTLM","Tommy Milner","9","1:23.980","15:45.271","Green","Track","1.750","0.502","4.058","25.248","19.394","14.159","8.346","10.523","132.198"
"100","GTLM","Lucas Luhr","8","1:24.959","15:51.110","Green","Track","1.735","0.490","4.025","25.308","19.474","14.586","8.376","10.965","135.436"
"60","P","John Pew","8","1:22.039","16:10.835","Green","Track","1.615","0.463","3.910","24.608","18.718","14.308","8.102","10.315","143.334"
"62","GTLM","Toni Vilander","7","3:20.669","16:18.974","Green","Pit","1.736","0.494","4.064","25.048","19.450","14.295","10.234","125.348","134.339"
"912","GTLM","Earl Bamber","8","1:24.270","16:25.288","Green","Track","1.748","0.494","4.137","25.137","19.328","14.449","8.424","10.553","134.339"
"25","GTLM","Bill Auberlen","8","1:24.430","16:46.834","Green","Track","1.722","0.488","3.881","25.359","19.574","14.345","8.313","10.748","135.991"
"911","GTLM","Nick Tandy","9","1:23.850","17:03.323","Green","Track","1.765","0.501","4.024","24.990","19.314","14.282","8.421","10.553","132.462"
"67","GTLM","Richard Westbrook","4","1:27.001","17:09.717","Green","Track","1.764","0.502","4.359","26.506","20.103","14.621","8.546","10.600","132.198"
"4","GTLM","Tommy Milner","10","1:24.824","17:10.095","Green","Track","1.755","0.500","4.058","25.262","19.429","14.574","8.587","10.659","132.727"
"90","P","Ryan Dalziel","8","6:51.207","17:11.751","Green","Pit","1.620","0.459","3.811","24.598","18.655","13.912","10.601","337.551","144.583"
"55","P","Tristan Nunez","1","17:02.520","17:13.826","Green","Pit","4.358","0.000","0.000","32.960","25.236","18.396","13.241","914.922","0.000"
"60","P","John Pew","9","1:22.402","17:33.237","Green","Track","1.617","0.463","3.968","24.458","18.504","14.331","8.662","10.399","143.334"
"912","GTLM","Earl Bamber","9","1:24.578","17:49.866","Green","Track","1.739","0.492","4.035","25.344","19.371","14.440","8.582","10.575","134.885"
"62","GTLM","Toni Vilander","8","1:33.741","17:52.715","Green","Track","2.395","3.461","6.015","27.518","20.438","14.630","8.573","10.711","19.175"
"31","P","Dane Cameron","6","9:12.971","17:55.130","Green","Pit","1.602","0.460","3.796","24.186","18.489","14.548","9.620","480.270","144.269"
"25","GTLM","Bill Auberlen","9","1:23.881","18:10.715","Green","Track","1.729","0.489","3.916","25.211","19.235","14.333","8.266","10.702","135.713"
"67","GTLM","Richard Westbrook","5","1:25.047","18:34.764","Green","Track","1.762","0.502","4.152","25.527","19.693","14.405","8.452","10.554","132.198"
"90","P","Ryan Dalziel","9","1:28.839","18:40.590","Green","Track","4.941","0.813","6.438","25.345","18.937","14.127","8.010","10.228","81.628"
"3","GTLM","Antonio Garcia","10","3:31.910","18:46.897","Green","Pit","1.753","0.498","3.999","25.221","19.363","14.243","10.389","136.444","133.260"
"60","P","John Pew","10","1:23.331","18:56.568","Green","Track","1.617","0.464","3.978","24.431","18.525","14.550","8.885","10.881","143.025"
"55","P","Tristan Nunez","2","1:43.213","18:57.039","Green","Track","2.427","0.000","0.000","29.963","21.832","16.345","9.263","11.552","0.000"
"912","GTLM","Earl Bamber","10","1:24.074","19:13.940","Green","Track","1.742","0.494","4.028","25.066","19.259","14.374","8.521","10.590","134.339"
"62","GTLM","Toni Vilander","9","1:24.172","19:16.887","Green","Track","1.743","0.499","4.133","25.136","19.698","14.097","8.214","10.652","132.993"
"68","GTLM","Alessandro Pier Guidi","10","4:50.624","19:19.485","Green","Pit","1.752","0.495","3.996","25.078","19.255","14.055","10.914","215.079","134.068"
"31","P","Dane Cameron","7","1:27.644","19:22.774","Green","Track","2.472","0.000","0.000","25.041","18.834","14.187","7.979","10.118","0.000"
"67","GTLM","Richard Westbrook","6","1:24.205","19:58.969","Green","Track","1.756","0.499","4.061","25.262","19.552","14.201","8.336","10.538","132.993"
"90","P","Ryan Dalziel","10","1:20.304","20:00.894","Green","Track","1.626","0.463","3.818","24.141","18.419","13.669","7.949","10.219","143.334"
"60","P","John Pew","11","1:21.916","20:18.484","Green","Track","1.621","0.466","3.896","24.410","18.604","14.465","8.121","10.333","142.411"
"4","GTLM","Tommy Milner","11","3:08.619","20:18.714","Green","Pit","1.750","0.496","4.182","25.513","19.929","14.798","10.223","111.728","133.798"
"3","GTLM","Antonio Garcia","11","1:34.054","20:20.951","Green","Track","2.412","0.000","0.000","26.705","21.267","14.737","8.458","10.682","0.000"
"10","P","Ricky Taylor","10","5:45.755","20:20.711","Green","Pit","1.614","0.462","3.761","23.789","18.079","13.949","10.708","273.393","143.644"
"55","P","Tristan Nunez","3","1:27.174","20:24.213","Green","Track","1.605","0.469","4.526","26.476","19.786","15.304","8.637","10.371","141.500"
"62","GTLM","Toni Vilander","10","1:23.895","20:40.782","Green","Track","1.749","0.500","4.020","25.176","19.555","14.012","8.243","10.640","132.727"
"31","P","Dane Cameron","8","1:19.339","20:42.113","Green","Track","1.617","0.464","3.852","23.710","18.149","13.689","7.782","10.076","143.025"
"68","GTLM","Daniel Serra","11","1:39.647","20:59.132","Green","Track","2.689","0.000","0.000","28.175","20.914","15.689","9.017","10.896","0.000"
"90","P","Ryan Dalziel","11","1:20.754","21:21.648","Green","Track","1.619","0.463","3.782","24.069","18.702","13.894","7.932","10.293","143.334"
"67","GTLM","Richard Westbrook","7","1:24.245","21:23.214","Green","Track","1.752","0.498","4.017","25.057","19.336","14.613","8.358","10.614","133.260"
"60","P","John Pew","12","1:21.122","21:39.606","Green","Track","1.615","0.465","3.898","24.240","18.422","14.060","8.150","10.272","142.717"
"3","GTLM","Antonio Garcia","12","1:25.089","21:46.040","Green","Track","1.761","0.500","4.212","25.553","19.475","14.431","8.416","10.741","132.727"
"55","P","Tristan Nunez","4","1:23.475","21:47.688","Green","Track","1.592","0.458","4.258","25.199","18.891","14.574","8.366","10.137","144.899"
"10","P","Ricky Taylor","11","1:29.780","21:50.491","Green","Track","2.409","3.403","6.676","26.236","18.950","13.833","8.105","10.168","19.502"
"4","GTLM","Tommy Milner","12","1:39.488","21:58.202","Green","Track","2.433","0.000","0.000","29.592","21.679","15.664","9.042","10.831","0.000"
"31","P","Dane Cameron","9","1:19.934","22:02.047","Green","Track","1.610","0.461","3.737","24.254","18.379","13.704","7.676","10.113","143.956"
"62","GTLM","Toni Vilander","11","1:24.035","22:04.817","Green","Track","1.751","0.500","4.021","25.195","19.577","14.009","8.429","10.553","132.727"
"5","P","Joao Barbosa","8","10:44.318","22:17.381","Green","Pit","1.594","0.459","4.255","26.703","33.753","0.000","0.000","526.629","144.583"
"68","GTLM","Daniel Serra","12","1:26.212","22:25.344","Green","Track","1.753","0.496","4.294","25.907","19.891","14.523","8.627","10.721","133.798"
"70","P","Joel Miller","9","7:17.974","22:41.929","Green","Pit","1.581","0.456","3.684","24.198","18.458","13.735","9.113","366.749","145.534"
"66","GTLM","Joey Hand","7","10:58.435","22:47.483","Green","Pit","1.746","0.499","4.082","25.092","19.612","14.844","10.667","581.893","132.993"
"67","GTLM","Richard Westbrook","8","1:24.337","22:47.551","Green","Track","1.755","0.498","4.049","25.349","19.465","14.309","8.351","10.561","133.260"
"60","P","John Pew","13","1:21.427","23:01.033","Green","Track","1.615","0.461","3.864","24.464","18.520","13.991","8.221","10.291","143.956"
"55","P","Tristan Nunez","5","1:22.501","23:10.189","Green","Track","1.582","0.456","3.912","24.411","19.173","14.442","8.288","10.237","145.534"
"3","GTLM","Antonio Garcia","13","1:24.460","23:10.500","Green","Track","1.764","0.501","4.042","25.237","19.477","14.310","8.277","10.852","132.462"
"10","P","Ricky Taylor","12","1:20.417","23:10.908","Green","Track","1.605","0.458","3.831","24.218","18.249","13.839","7.885","10.332","144.899"
"31","P","Dane Cameron","10","1:20.101","23:22.148","Green","Track","1.613","0.465","3.791","23.757","18.494","14.151","7.636","10.194","142.717"
"4","GTLM","Tommy Milner","13","1:27.842","23:26.044","Green","Track","1.758","0.503","4.372","26.356","20.463","15.027","8.695","10.668","131.936"
"62","GTLM","Toni Vilander","12","1:23.810","23:28.627","Green","Track","1.734","0.495","4.038","25.135","19.544","13.901","8.388","10.575","134.068"
"5","P","Joao Barbosa","9","1:30.495","23:47.876","Green","Track","2.676","0.000","0.000","25.982","19.428","14.468","8.089","10.314","0.000"
"68","GTLM","Daniel Serra","13","1:25.184","23:50.528","Green","Track","1.746","0.496","4.155","25.495","19.833","14.412","8.458","10.589","133.798"
"67","GTLM","Richard Westbrook","9","1:23.856","24:11.407","Green","Track","1.747","0.498","4.025","25.186","19.422","14.102","8.285","10.591","133.260"
"70","P","Joel Miller","10","1:30.025","24:11.954","Green","Track","2.425","0.000","0.000","25.817","19.158","14.293","8.171","10.188","0.000"
"66","GTLM","Joey Hand","8","1:31.778","24:19.261","Green","Track","2.402","0.000","0.000","26.367","19.937","14.425","8.504","10.496","0.000"
"25","GTLM","Bill Auberlen","10","6:09.849","24:20.564","Green","Pit","1.727","0.488","3.913","26.412","20.820","15.548","10.689","290.252","135.991"
"60","P","John Pew","14","1:21.362","24:22.395","Green","Track","1.619","0.464","3.866","24.485","18.221","14.229","8.141","10.337","143.025"
"0","P","Sean Rayhall","5","9:14.659","24:25.787","Green","Pit","1.573","0.453","3.769","24.074","18.551","14.038","10.748","481.453","146.498"
"55","P","Tristan Nunez","6","1:20.094","24:30.283","Green","Track","1.593","0.460","3.820","24.167","18.145","13.906","7.897","10.106","144.269"
"10","P","Ricky Taylor","13","1:19.962","24:30.870","Green","Track","1.612","0.466","3.840","24.088","18.241","13.643","7.878","10.194","142.411"
"3","GTLM","Antonio Garcia","14","1:24.652","24:35.152","Green","Track","1.764","0.501","4.086","25.481","19.587","14.228","8.344","10.661","132.462"
"31","P","Dane Cameron","11","1:19.262","24:41.410","Green","Track","1.618","0.467","3.778","23.607","18.124","13.658","7.857","10.153","142.106"
"4","GTLM","Tommy Milner","14","1:25.634","24:51.678","Green","Track","1.762","0.500","4.256","25.520","19.782","14.585","8.603","10.626","132.727"
"62","GTLM","Toni Vilander","13","1:24.066","24:52.693","Green","Track","1.745","0.500","4.009","25.259","19.416","14.126","8.310","10.701","132.727"
"5","P","Joao Barbosa","10","1:20.232","25:08.108","Green","Track","1.635","0.470","3.911","23.869","18.294","13.850","7.855","10.348","141.199"
"68","GTLM","Daniel Serra","14","1:24.322","25:14.850","Green","Track","1.742","0.492","4.042","25.248","19.633","14.180","8.369","10.616","134.885"
"911","GTLM","Nick Tandy","10","8:11.838","25:15.161","Green","Pit","1.744","0.495","4.056","25.765","19.555","14.543","9.832","415.848","134.068"
"70","P","Joel Miller","11","1:21.179","25:33.133","Green","Track","1.593","0.460","3.822","25.107","18.455","13.688","7.814","10.240","144.269"
