"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP4","SP5"
"85","PC","Misha Goikhberg","4","2:42.225","59:43.877","Green","Track","1.411","19.696","34.258","24.534","10.278","0.498","5.461","0.607","29.052","28.196","8.234","134.744","110.547"
"7","PC","Jose Gutierrez","5","2:02.271","1:00:33.679","Green","Track","1.404","19.144","23.064","9.350","9.380","0.446","4.543","0.409","22.707","23.653","8.171","150.454","164.064"
"8","PC","Alex Popow","5","2:03.412","1:00:36.212","Green","Track","1.401","19.292","23.645","9.175","9.339","0.443","4.528","0.409","22.602","24.412","8.166","151.472","164.064"
"38","PC","Nicholas Boulle","5","2:03.420","1:00:51.063","Green","Track","1.397","19.636","23.337","9.466","9.323","0.436","4.506","0.410","22.948","23.857","8.104","153.904","163.664"
"52","PC","Robert Alon","5","2:01.847","1:00:52.598","Green","Track","1.395","19.308","22.778","9.215","9.252","0.442","4.497","0.412","22.679","23.634","8.235","151.815","162.870"
"20","PC","Matthew McMurry","5","2:02.446","1:01:17.767","Green","Track","1.393","19.349","23.366","9.393","9.320","0.443","4.522","0.407","22.477","23.629","8.147","151.472","164.870"
"26","PC","Don Yount","5","2:07.154","1:01:40.696","Green","Track","1.402","20.482","24.521","9.803","9.440","0.442","4.477","0.423","23.694","24.231","8.239","151.815","158.634"
"85","PC","Misha Goikhberg","5","2:03.527","1:01:47.404","Green","Track","1.406","19.620","23.339","9.364","9.402","0.447","4.551","0.408","22.790","24.026","8.174","150.117","164.466"
"8","PC","Alex Popow","6","2:27.644","1:03:03.856","Red","Pit","1.397","19.366","23.425","9.296","9.351","0.446","4.546","0.411","24.225","29.243","25.938","150.454","163.266"
"7","PC","Jose Gutierrez","6","2:32.424","1:03:06.103","Red","Pit","1.401","19.323","23.428","11.502","12.439","0.554","5.591","0.608","25.215","26.306","26.057","121.123","110.366"
"10","P","Ricky Taylor","1","1:17:22.777","1:17:22.777","Green","Track","6.112","25.863","25.643","9.782","9.117","0.427","4.497","0.478","23.403","23.531","8.014","157.148","140.381"
"90","P","Marc Goossens","1","1:17:30.752","1:17:30.752","Green","Track","6.061","27.525","25.514","10.088","9.246","0.434","4.444","0.468","23.771","24.062","8.053","154.614","143.381"
"60","P","John Pew","1","1:17:35.318","1:17:35.318","Green","Track","6.180","26.701","25.560","10.272","9.189","0.431","4.476","0.492","24.765","24.500","8.084","155.690","136.387"
"70","P","Joel Miller","1","1:17:49.627","1:17:49.627","Green","Track","6.169","24.589","24.191","9.610","9.157","0.429","4.405","0.412","32.788","26.862","7.927","156.416","162.870"
"55","P","Tristan Nunez","1","1:18:11.593","1:18:11.593","Green","Track","6.167","24.976","24.775","9.674","9.035","0.427","4.460","0.487","23.579","23.144","7.988","157.148","137.787"
"31","P","Eric Curran","1","1:18:43.501","1:18:43.501","Green","Track","2106.565","27.492","28.995","11.273","10.098","0.461","5.419","0.694","26.451","27.498","7.973","145.558","96.689"
"0","P","Sean Rayhall","1","1:18:55.610","1:18:55.610","Green","Track","6.158","26.819","25.246","9.762","9.073","0.427","4.592","0.598","35.046","25.960","8.083","157.148","112.211"
"10","P","Ricky Taylor","2","2:00.127","1:19:22.904","Green","Track","1.365","19.160","22.762","8.992","8.978","0.425","4.334","0.389","22.436","23.381","7.905","157.888","172.499"
"90","P","Marc Goossens","2","2:01.602","1:19:32.354","Green","Track","1.373","19.194","23.223","9.264","9.141","0.431","4.387","0.408","22.835","23.413","7.933","155.690","164.466"
"60","P","John Pew","2","2:03.751","1:19:39.069","Green","Track","1.373","19.687","23.732","9.728","9.149","0.433","4.412","0.397","23.083","23.707","8.050","154.971","169.023"
"70","P","Joel Miller","2","2:00.283","1:19:49.910","Green","Track","1.365","19.385","22.580","9.105","9.084","0.429","4.400","0.398","22.602","22.901","8.034","156.416","168.599"
"55","P","Tristan Nunez","2","1:59.051","1:20:10.644","Green","Track","1.367","19.352","22.332","9.024","8.987","0.428","4.394","0.397","22.297","22.563","7.910","156.781","169.023"
"31","P","Eric Curran","2","1:59.902","1:20:43.403","Green","Track","1.367","19.062","22.520","9.037","9.113","0.427","4.369","0.398","22.567","22.909","8.133","157.148","168.599"
"0","P","Sean Rayhall","2","2:03.544","1:20:59.154","Green","Track","1.348","19.693","24.537","9.628","8.894","0.423","4.317","0.429","22.974","23.490","7.811","158.634","156.416"
"5","P","Christian Fittipaldi","1","1:21:14.480","1:21:14.480","Green","Track","2263.023","24.034","24.076","9.470","9.176","0.435","4.526","0.462","23.329","23.672","8.002","154.258","145.243"
"10","P","Ricky Taylor","3","1:59.618","1:21:22.522","Green","Track","1.355","18.693","22.630","9.080","8.983","0.424","4.327","0.388","22.651","23.134","7.953","158.260","172.944"
"90","P","Marc Goossens","3","2:00.809","1:21:33.163","Green","Track","1.368","19.000","22.923","9.147","9.081","0.431","4.373","0.400","22.744","23.378","7.964","155.690","167.756"
"60","P","John Pew","3","2:03.722","1:21:42.791","Green","Track","1.373","19.875","23.112","9.458","9.135","0.431","4.396","0.409","23.733","23.633","8.167","155.690","164.064"
"70","P","Joel Miller","3","1:59.289","1:21:49.199","Green","Track","1.367","19.073","22.436","9.022","9.018","0.428","4.390","0.397","22.287","22.925","7.946","156.781","169.023"
"55","P","Tristan Nunez","3","1:58.715","1:22:09.359","Green","Track","1.361","18.892","22.448","8.998","9.015","0.427","4.404","0.398","22.342","22.525","7.905","157.148","168.599"
"31","P","Eric Curran","3","1:59.404","1:22:42.807","Green","Track","1.368","18.906","22.380","9.107","9.048","0.426","4.352","0.401","22.384","22.965","8.067","157.517","167.337"
"0","P","Sean Rayhall","3","2:00.030","1:22:59.184","Green","Track","1.338","19.002","23.072","8.981","8.928","0.422","4.319","0.390","22.414","23.391","7.773","159.010","172.057"
"5","P","Christian Fittipaldi","2","2:00.510","1:23:14.990","Green","Track","1.368","19.181","23.460","9.044","9.063","0.428","4.364","0.394","22.214","22.981","8.013","156.781","170.310"
"10","P","Ricky Taylor","4","1:58.712","1:23:21.234","Green","Track","1.351","18.743","22.504","9.001","8.994","0.424","4.325","0.388","22.141","22.954","7.887","158.260","172.944"
"90","P","Marc Goossens","4","2:00.679","1:23:33.842","Green","Track","1.364","19.111","23.000","9.194","9.098","0.431","4.375","0.393","22.482","23.181","8.050","155.690","170.744"
"60","P","John Pew","4","2:02.595","1:23:45.386","Green","Track","1.371","19.638","23.325","9.406","9.097","0.430","4.388","0.399","23.077","23.317","8.147","156.052","168.176"
"70","P","Joel Miller","4","1:59.352","1:23:48.551","Green","Track","1.359","18.937","22.316","9.036","9.058","0.427","4.382","0.397","22.590","22.934","7.916","157.148","169.023"
"55","P","Tristan Nunez","4","1:59.379","1:24:08.738","Green","Track","1.359","19.012","22.603","9.000","9.020","0.429","4.417","0.401","22.391","22.710","8.037","156.416","167.337"
"31","P","Eric Curran","4","1:59.199","1:24:42.006","Green","Track","1.364","18.958","22.311","9.038","9.099","0.428","4.358","0.393","22.099","22.941","8.210","156.781","170.744"
"0","P","Sean Rayhall","4","2:00.103","1:24:59.287","Green","Track","1.336","19.099","23.050","8.956","8.865","0.423","4.312","0.389","22.483","23.313","7.877","158.634","172.499"
"5","P","Christian Fittipaldi","3","1:59.421","1:25:14.411","Green","Track","1.357","18.971","22.566","9.022","9.092","0.429","4.363","0.394","22.237","22.945","8.045","156.416","170.310"
"10","P","Ricky Taylor","5","1:59.210","1:25:20.444","Green","Track","1.350","18.689","22.615","9.054","8.998","0.425","4.336","0.390","22.392","22.934","8.027","157.888","172.057"
"90","P","Marc Goossens","5","2:00.506","1:25:34.348","Green","Track","1.366","19.023","22.834","9.163","9.137","0.431","4.380","0.393","22.467","23.197","8.115","155.690","170.744"
"60","P","John Pew","5","2:02.637","1:25:48.023","Green","Track","1.369","19.511","23.186","9.300","9.090","0.432","4.394","0.416","23.133","23.663","8.143","155.329","161.304"
"70","P","Joel Miller","5","2:09.465","1:25:58.016","Green","Track","1.355","20.810","28.061","11.401","9.056","0.428","4.391","0.399","22.635","22.971","7.958","156.781","168.176"
"55","P","Tristan Nunez","5","2:03.586","1:26:12.324","Green","Track","1.365","19.142","23.979","10.156","9.465","0.467","4.750","0.420","22.623","23.203","8.016","143.688","159.767"
"31","P","Eric Curran","5","2:04.091","1:26:46.097","Green","Track","1.365","18.877","22.565","9.501","9.673","0.432","4.550","0.484","23.423","25.119","8.102","155.329","138.641"
"5","P","Christian Fittipaldi","4","1:59.648","1:27:14.059","Green","Track","1.358","18.929","22.691","9.025","9.138","0.429","4.367","0.392","22.115","23.191","8.013","156.416","171.179"
"90","P","Marc Goossens","6","2:07.532","1:27:41.880","Green","Track","1.370","22.023","24.390","9.652","9.150","0.432","4.390","0.432","24.051","23.636","8.006","155.329","155.329"
"60","P","John Pew","6","2:05.097","1:27:53.120","Green","Track","1.372","19.585","24.454","9.485","9.159","0.431","4.413","0.415","23.739","23.891","8.153","155.690","161.692"
"70","P","Joel Miller","6","1:59.120","1:27:57.136","Green","Track","1.359","19.044","22.410","9.079","9.043","0.428","4.383","0.397","22.369","22.670","7.938","156.781","169.023"
"55","P","Tristan Nunez","6","1:59.117","1:28:11.441","Green","Track","1.364","18.927","22.288","9.133","9.069","0.428","4.424","0.401","22.400","22.689","7.994","156.781","167.337"
"31","P","Eric Curran","6","2:28.531","1:29:14.628","Green","Pit","1.368","18.850","24.840","10.296","10.569","0.504","5.514","0.588","24.495","26.340","25.167","133.139","114.120"
"5","P","Christian Fittipaldi","5","2:03.667","1:29:17.726","Green","Track","1.363","19.118","22.925","9.114","9.113","0.429","4.369","0.410","25.110","23.662","8.054","156.416","163.664"
"60","P","John Pew","7","2:03.252","1:29:56.372","Green","Track","1.376","19.600","23.278","9.260","9.115","0.432","4.402","0.397","23.175","23.899","8.318","155.329","169.023"
"70","P","Joel Miller","7","1:59.247","1:29:56.383","Green","Track","1.356","18.883","22.461","9.034","8.960","0.426","4.358","0.394","22.541","22.913","7.921","157.517","170.310"
"5","P","Christian Fittipaldi","6","2:25.341","1:31:43.067","Finish","Pit","1.371","19.090","22.933","9.049","9.081","0.431","4.381","0.444","26.458","26.993","25.110","155.690","151.131"
"60","P","John Pew","8","2:05.581","1:32:01.953","Finish","Track","1.383","20.130","24.063","9.291","9.077","0.429","4.385","0.397","23.647","24.560","8.219","156.416","169.023"
"0","P","Sean Rayhall","5","7:57.293","1:32:56.580","Finish","Pit","1.337","18.965","23.342","8.934","9.122","0.427","4.331","0.390","22.711","23.551","364.183","157.148","172.057"
"90","P","Marc Goossens","7","5:20.411","1:33:02.291","Finish","Pit","1.368","19.389","24.173","9.490","9.118","0.432","4.388","0.429","24.085","25.251","202.288","155.329","156.416"
"10","P","Ricky Taylor","6","8:18.817","1:33:39.261","Finish","Pit","1.355","18.747","22.513","9.027","9.031","0.425","4.343","0.390","22.410","24.718","385.858","157.888","172.057"
