"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"97","GTD","Markus Palttala","1","2:21.191","2:21.191","Green","Track","0.000","6.834","29.642","24.109","7.678","0.587","21.914","1.002","147.514"
"31","P","Dane Cameron","1","2:27.537","2:27.537","Green","Track","0.000","6.387","29.241","24.301","7.272","0.560","21.466","0.972","154.627"
"96","GTD","Jens Klingmann","1","2:29.555","2:29.555","Green","Track","788.533","7.259","29.922","29.893","8.740","0.735","23.551","1.061","117.811"
"44","GTD","Andy Lally","1","2:42.259","2:42.259","Green","Pit","145.777","5.671","30.518","26.233","9.422","0.821","24.688","9.419","105.470"
"7","PC","Stefano Coletti","1","2:44.443","2:44.443","Green","Track","0.000","7.841","33.586","26.862","7.803","0.675","24.687","1.099","128.283"
"0","P","Katherine Legge","1","2:47.235","2:47.235","Green","Track","0.000","6.090","34.783","28.838","13.303","0.920","29.736","1.228","94.121"
"52","PC","Robert Alon","1","2:48.898","2:48.898","Green","Track","0.000","6.913","29.893","25.896","8.055","0.641","24.644","1.075","135.087"
"38","PC","Kyle Marcelli","1","2:57.983","2:57.983","Green","Track","690.893","6.436","27.078","23.497","7.547","0.574","21.674","0.971","150.855"
"60","P","Oswaldo Negri Jr.","1","3:01.521","3:01.521","Green","Pit","240.169","6.901","29.699","24.423","7.058","0.522","24.752","9.565","165.883"
"27","GTD","Paolo Ruberti","1","3:04.027","3:04.027","Green","Pit","23.624","6.326","29.683","24.755","7.862","0.607","23.766","48.290","142.654"
"66","GTLM","Joey Hand","2","1:24.402","3:05.584","Green","Track","6.671","4.084","22.922","21.886","7.645","0.581","19.678","0.935","149.038"
"9","GTD","Lawson Aschenbach","2","1:28.311","3:11.201","Green","Track","6.737","4.432","24.690","22.977","7.604","0.556","20.360","0.955","155.739"
"3","GTLM","Mike Rockenfeller","2","1:24.223","3:18.801","Green","Track","6.551","4.107","22.816","22.111","7.598","0.557","19.571","0.912","155.459"
"88","PC","Maxwell Hanratty","2","1:30.022","3:28.930","Green","Track","6.932","4.334","25.212","22.906","7.320","0.542","21.796","0.980","159.762"
"25","GTLM","Bill Auberlen","2","1:28.875","3:32.085","Green","Track","6.520","4.192","26.211","23.004","7.561","0.557","19.900","0.930","155.459"
"85","PC","Chris Miller","2","1:30.602","3:32.931","Green","Track","6.622","4.217","26.697","23.761","7.243","0.533","20.570","0.959","162.459"
"911","GTLM","Richard Lietz","2","1:29.303","3:33.884","Green","Track","6.823","4.331","24.841","23.725","7.573","0.555","20.475","0.980","156.020"
"33","GTD","Jeroen Bleekemolen","2","1:33.982","3:35.286","Green","Track","6.981","4.531","26.782","25.230","7.471","0.585","21.409","0.993","148.019"
"48","GTD","Bryan Sellers","2","1:29.833","3:35.688","Green","Track","6.833","4.421","24.487","23.865","7.506","0.548","21.175","0.998","158.013"
"10","P","Ricky Taylor","2","1:30.988","3:35.958","Green","Track","6.952","4.430","24.812","23.888","7.544","0.568","21.760","1.034","152.449"
"2","P","Luis Felipe Derani","2","1:26.867","3:36.292","Green","Track","6.657","4.221","24.290","22.113","7.132","0.528","20.935","0.991","163.998"
"62","GTLM","Toni Vilander","2","1:26.138","3:37.263","Green","Track","6.764","4.302","23.706","22.049","7.549","0.556","20.224","0.988","155.739"
"73","GTD","Matthew McMurry","2","1:28.459","3:40.540","Green","Track","6.952","4.505","24.239","22.988","7.622","0.560","20.592","1.001","154.627"
"16","GTD","Spencer Pumpelly","2","1:28.150","3:41.635","Green","Track","6.880","4.388","24.179","23.075","7.584","0.552","20.502","0.990","156.868"
"67","GTLM","Ryan Briscoe","2","1:28.738","3:46.621","Green","Track","6.996","4.563","25.165","22.626","7.584","0.554","20.272","0.978","156.301"
"97","GTD","Markus Palttala","2","1:25.920","3:47.111","Green","Track","6.472","4.065","23.221","22.747","7.538","0.551","20.359","0.967","157.152"
"31","P","Dane Cameron","2","1:21.097","3:48.634","Green","Track","6.403","3.965","22.331","21.097","7.060","0.523","18.861","0.857","165.566"
"96","GTD","Jens Klingmann","2","1:24.457","3:54.012","Green","Track","6.592","4.156","22.634","22.280","7.598","0.557","19.713","0.927","155.459"
"90","P","Marc Goossens","2","2:11.923","3:58.813","Green","Track","50.926","6.029","24.872","22.046","7.154","0.527","19.509","0.860","164.309"
"20","PC","Tomy Drissi","2","1:44.745","3:59.302","Green","Pit","7.051","4.166","25.357","23.473","7.408","0.545","27.181","9.564","158.882"
"38","PC","Kyle Marcelli","2","1:27.252","4:25.235","Green","Track","6.325","4.064","23.508","22.876","7.317","0.559","21.652","0.951","154.903"
"912","GTLM","Frederic Makowiecki","2","2:17.864","4:25.875","Green","Track","51.897","5.739","25.861","23.312","7.582","0.563","21.866","1.044","153.803"
"66","GTLM","Joey Hand","3","1:21.664","4:27.248","Green","Track","6.238","3.839","22.288","21.339","7.502","0.550","19.000","0.908","157.438"
"7","PC","Stefano Coletti","2","1:43.130","4:27.573","Green","Pit","7.421","4.996","25.923","23.297","7.437","0.553","23.918","9.585","156.584"
"52","PC","Robert Alon","2","1:42.679","4:31.577","Green","Pit","7.656","4.493","25.466","23.732","7.459","0.549","23.757","9.567","157.725"
"5","P","Christian Fittipaldi","2","2:29.947","4:33.651","Green","Pit","51.080","6.538","29.688","23.460","7.142","0.534","21.971","9.534","162.155"
"100","GTLM","Lucas Luhr","2","2:23.685","4:38.575","Green","Track","49.483","6.386","31.584","24.340","8.001","0.623","22.216","1.052","138.990"
"3","GTLM","Mike Rockenfeller","3","1:20.852","4:39.653","Green","Track","5.998","3.768","21.469","21.469","7.567","0.554","19.138","0.889","156.301"
"0","P","Katherine Legge","2","1:59.340","4:46.575","Green","Pit","9.467","4.910","28.605","26.613","10.691","1.338","27.934","9.782","64.717"
"9","GTD","Lawson Aschenbach","3","1:36.025","4:47.226","Green","Pit","6.194","4.051","23.170","22.317","7.540","0.552","22.619","9.582","156.868"
"23","GTD","Ian James","2","2:35.652","4:51.726","Green","Track","64.071","6.943","29.090","24.894","7.842","0.583","21.180","1.049","148.526"
"88","PC","Maxwell Hanratty","3","1:28.210","4:57.140","Green","Track","6.466","4.069","24.184","23.158","7.441","0.565","21.326","1.001","153.258"
"85","PC","Chris Miller","3","1:25.450","4:58.381","Green","Track","6.234","3.953","22.871","22.842","7.293","0.538","20.759","0.960","160.950"
"911","GTLM","Richard Lietz","3","1:25.626","4:59.510","Green","Track","6.263","3.931","22.497","22.775","7.532","0.556","21.008","1.064","155.739"
"44","GTD","Andy Lally","2","2:17.630","4:59.889","Green","Track","46.712","5.183","27.875","23.890","8.295","0.593","23.992","1.090","146.022"
"33","GTD","Jeroen Bleekemolen","3","1:25.621","5:00.907","Green","Track","6.339","4.102","22.976","22.070","7.380","0.539","21.256","0.959","160.651"
"2","P","Luis Felipe Derani","3","1:25.240","5:01.532","Green","Track","6.435","4.263","23.001","21.461","6.989","0.516","21.626","0.949","167.812"
