"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP5"
"96","GTD","Jens Klingmann","1","2:08.403","2:08.403","Green","Track","29.306","17.583","13.867","16.391","11.291","0.518","24.057","5.506","0.225","157.950"
"9","GTD","Lawson Aschenbach","1","2:13.823","2:13.823","Green","Track","29.707","18.276","15.310","16.697","11.480","0.523","24.106","5.587","0.225","156.440"
"6","GTD","Robin Liddell","1","2:16.414","2:16.414","Green","Track","29.924","17.980","15.097","17.465","11.449","0.518","25.045","5.556","0.224","157.950"
"48","GTD","Bryan Sellers","1","2:16.908","2:16.908","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.935","0.000"
"44","GTD","Andy Lally","1","2:20.303","2:20.303","Green","Track","28.277","17.440","13.749","16.398","11.303","0.518","24.468","5.549","0.226","157.950"
"66","GTLM","Joey Hand","1","2:26.622","2:26.622","Green","Track","28.976","18.177","15.264","16.854","11.806","0.612","24.989","5.613","0.230","133.690"
"912","GTLM","Earl Bamber","1","2:41.973","2:41.973","Green","Track","32.889","18.827","14.015","17.965","13.700","0.689","29.117","5.866","0.238","118.749"
"97","GTD","Michael Marsal","1","2:52.423","2:52.423","Green","Track","29.598","18.117","15.452","17.235","11.371","0.520","26.702","5.783","0.232","157.343"
"23","GTD","Mario Farnbacher","1","2:59.320","2:59.320","Green","Track","31.451","21.754","18.202","19.161","15.503","0.720","27.494","7.571","0.297","113.636"
"27","GTD","Cedric Sbirrazzuoli","1","3:11.109","3:11.109","Green","Track","27.426","18.289","15.339","16.814","11.375","0.542","26.484","5.616","0.228","150.956"
"16","GTD","Spencer Pumpelly","1","3:32.220","3:32.220","Green","Track","28.886","18.433","14.546","16.560","11.357","0.515","25.396","5.552","0.225","158.870"
"96","GTD","Jens Klingmann","2","1:49.783","3:58.186","Green","Track","22.021","16.250","12.779","15.880","11.219","0.513","25.159","5.731","0.231","159.490"
"6","GTD","Robin Liddell","2","1:48.756","4:05.170","Green","Track","22.234","16.355","13.471","15.726","11.312","0.516","23.384","5.533","0.225","158.562"
"9","GTD","Lawson Aschenbach","2","1:53.566","4:07.389","Green","Track","22.913","16.942","14.294","16.078","11.859","0.579","25.060","5.615","0.226","141.309"
"4","GTLM","Tommy Milner","1","4:08.283","4:08.283","Green","Pit","29.458","18.279","14.470","16.577","11.802","0.567","29.247","107.738","0.886","144.300"
"44","GTD","Andy Lally","2","1:48.545","4:08.848","Green","Track","22.175","16.678","13.223","15.744","11.300","0.517","23.214","5.470","0.224","158.256"
"63","GTD","Alessandro Balzan","1","4:10.506","4:10.506","Green","Pit","29.766","18.697","16.573","18.705","11.595","0.547","29.242","113.495","0.926","149.576"
"48","GTD","Bryan Sellers","2","1:58.575","4:15.483","Green","Track","28.090","17.452","14.345","16.897","11.331","0.515","24.166","5.553","0.226","158.870"
"66","GTLM","Joey Hand","2","1:52.365","4:18.987","Green","Track","23.504","17.063","14.006","16.379","11.592","0.540","23.502","5.549","0.230","151.515"
"3","GTLM","Antonio Garcia","1","4:26.597","4:26.597","Green","Pit","29.344","18.532","14.220","17.227","11.520","0.555","29.812","123.336","0.881","147.420"
"25","GTLM","Bill Auberlen","1","4:30.332","4:30.332","Green","Pit","28.145","18.036","13.472","16.235","11.171","0.513","29.180","124.907","0.854","159.490"
"97","GTD","Michael Marsal","2","1:52.561","4:44.984","Green","Track","23.522","17.015","13.668","16.180","11.312","0.519","24.621","5.499","0.225","157.646"
"62","GTLM","Toni Vilander","1","4:59.402","4:59.402","Green","Pit","34.902","21.149","19.264","19.712","12.883","0.620","33.492","127.155","0.957","131.965"
"33","GTD","Jeroen Bleekemolen","1","5:02.146","5:02.146","Green","Pit","35.314","20.979","17.682","18.376","11.348","0.528","30.521","136.275","0.958","154.959"
"23","GTD","Mario Farnbacher","2","2:03.119","5:02.439","Green","Track","25.202","18.954","14.895","18.110","14.112","0.661","25.245","5.701","0.239","123.779"
"80","GTD","Mike Skeen","1","5:20.999","5:20.999","Green","Pit","29.470","19.389","15.861","17.747","11.357","0.519","30.354","153.538","0.900","157.646"
"16","GTD","Spencer Pumpelly","2","1:49.772","5:21.992","Green","Track","22.727","16.609","13.408","15.840","11.270","0.512","23.649","5.532","0.225","159.801"
"911","GTLM","Patrick Pilet","1","5:23.456","5:23.456","Green","Pit","32.202","18.514","14.615","16.826","11.539","0.556","29.724","167.686","0.842","147.155"
"67","GTLM","Ryan Briscoe","1","5:39.633","5:39.633","Green","Pit","27.986","18.645","15.126","16.687","11.329","0.518","29.940","195.156","0.868","157.950"
"96","GTD","Jens Klingmann","3","1:48.274","5:46.460","Green","Track","22.106","15.962","12.648","15.604","11.200","0.513","24.100","5.906","0.235","159.490"
"6","GTD","Robin Liddell","3","1:47.864","5:53.034","Green","Track","21.861","16.230","13.508","15.626","11.324","0.517","23.045","5.529","0.224","158.256"
"44","GTD","Andy Lally","3","1:47.944","5:56.792","Green","Track","22.104","16.265","13.215","15.902","11.333","0.518","22.899","5.484","0.224","157.950"
"4","GTLM","Tommy Milner","2","1:53.773","6:02.056","Green","Track","26.187","17.179","13.406","15.842","11.349","0.520","23.562","5.504","0.224","157.343"
"48","GTD","Bryan Sellers","3","1:50.343","6:05.826","Green","Track","22.388","16.761","13.944","16.295","11.192","0.509","23.541","5.490","0.223","160.743"
"63","GTD","Alessandro Balzan","2","1:58.393","6:08.899","Green","Track","26.968","17.708","14.870","16.909","11.429","0.525","24.189","5.568","0.227","155.844"
"66","GTLM","Joey Hand","3","1:50.148","6:09.135","Green","Track","22.733","16.450","13.399","16.251","11.443","0.525","23.601","5.520","0.226","155.844"
"25","GTLM","Bill Auberlen","2","1:51.935","6:22.267","Green","Track","25.602","16.651","12.926","15.785","11.214","0.517","23.544","5.470","0.226","158.256"
"3","GTLM","Antonio Garcia","2","1:57.825","6:24.422","Green","Track","27.051","16.775","13.352","16.546","12.951","0.610","24.796","5.518","0.226","134.128"
"97","GTD","Michael Marsal","3","1:49.195","6:34.179","Green","Track","22.566","16.433","13.197","15.790","11.277","0.517","23.738","5.453","0.224","158.256"
"62","GTLM","Toni Vilander","2","1:59.478","6:58.880","Green","Track","28.610","16.948","14.765","16.702","11.359","0.521","24.804","5.545","0.224","157.041"
"33","GTD","Jeroen Bleekemolen","2","1:57.625","6:59.771","Green","Track","28.167","17.463","13.996","16.609","11.281","0.519","23.918","5.449","0.223","157.646"
"23","GTD","Mario Farnbacher","3","2:03.921","7:06.360","Green","Track","23.717","18.587","16.563","19.394","13.780","0.703","25.342","5.604","0.231","116.384"
"16","GTD","Spencer Pumpelly","3","1:48.111","7:10.103","Green","Track","22.089","16.241","13.052","15.813","11.320","0.511","23.350","5.512","0.223","160.114"
"911","GTLM","Patrick Pilet","2","1:53.022","7:16.478","Green","Track","26.100","16.772","13.229","15.779","11.409","0.524","23.457","5.526","0.226","156.142"
"80","GTD","Mike Skeen","2","1:57.010","7:18.009","Green","Track","26.953","17.158","13.650","16.373","12.086","0.531","24.563","5.472","0.224","154.083"
"67","GTLM","Ryan Briscoe","2","1:58.064","7:37.697","Green","Track","26.951","17.366","14.377","17.354","11.403","0.521","24.330","5.535","0.227","157.041"
"6","GTD","Robin Liddell","4","1:47.937","7:40.971","Green","Track","22.354","16.224","13.161","15.716","11.373","0.518","22.849","5.519","0.223","157.950"
"4","GTLM","Tommy Milner","3","1:47.958","7:50.014","Green","Track","22.161","16.440","12.694","15.939","11.333","0.519","23.181","5.467","0.224","157.646"
"48","GTD","Bryan Sellers","4","1:48.712","7:54.538","Green","Track","22.217","16.355","13.613","16.020","11.167","0.507","23.164","5.448","0.221","161.377"
"27","GTD","Cedric Sbirrazzuoli","2","4:44.957","7:56.066","Green","Pit","24.240","16.811","15.566","16.908","11.944","0.600","28.139","169.962","0.787","136.364"
"912","GTLM","Earl Bamber","2","5:16.176","7:58.149","Green","Pit","24.393","18.325","15.131","16.077","11.266","0.517","26.983","202.701","0.783","158.256"
"63","GTD","Alessandro Balzan","3","1:50.999","7:59.898","Green","Track","22.817","16.442","13.646","16.246","11.408","0.523","24.128","5.561","0.228","156.440"
"25","GTLM","Bill Auberlen","3","1:46.737","8:09.004","Green","Track","22.141","16.207","12.620","15.717","11.203","0.516","22.684","5.426","0.223","158.562"
"3","GTLM","Antonio Garcia","3","1:48.726","8:13.148","Green","Track","22.508","16.314","12.774","16.304","11.360","0.519","23.233","5.489","0.225","157.646"
"97","GTD","Michael Marsal","4","1:48.767","8:22.946","Green","Track","22.369","16.319","13.099","15.716","11.278","0.516","23.775","5.471","0.224","158.562"
"62","GTLM","Toni Vilander","3","1:50.683","8:49.563","Green","Track","23.396","16.182","13.674","16.173","11.281","0.518","23.730","5.507","0.222","157.950"
"33","GTD","Jeroen Bleekemolen","3","1:52.610","8:52.381","Green","Track","23.055","16.317","13.254","16.664","11.577","0.677","25.384","5.459","0.223","120.854"
"23","GTD","Mario Farnbacher","4","1:48.321","8:54.681","Green","Track","22.435","16.167","12.965","15.653","11.472","0.525","23.312","5.562","0.230","155.844"
"16","GTD","Spencer Pumpelly","4","1:47.732","8:57.835","Green","Track","21.999","16.155","12.967","15.721","11.281","0.511","23.362","5.513","0.223","160.114"
"911","GTLM","Patrick Pilet","3","1:47.511","9:03.989","Green","Track","22.157","16.217","12.675","15.912","11.349","0.521","22.952","5.503","0.225","157.041"
"80","GTD","Mike Skeen","3","1:48.546","9:06.555","Green","Track","22.617","16.466","12.824","15.827","11.188","0.516","23.438","5.446","0.224","158.562"
"67","GTLM","Ryan Briscoe","3","1:48.475","9:26.172","Green","Track","22.340","16.383","13.205","15.865","11.330","0.517","23.138","5.476","0.221","158.256"
"6","GTD","Robin Liddell","5","1:47.018","9:27.989","Green","Track","21.887","16.077","13.103","15.564","11.317","0.515","22.834","5.498","0.223","158.870"
"48","GTD","Bryan Sellers","5","1:47.788","9:42.326","Green","Track","21.792","16.288","13.420","15.815","11.163","0.507","23.134","5.447","0.222","161.377"
"912","GTLM","Earl Bamber","3","1:53.031","9:51.180","Green","Track","25.605","16.383","13.581","16.307","11.361","0.519","23.581","5.470","0.224","157.646"
"63","GTD","Alessandro Balzan","4","1:51.955","9:51.853","Green","Track","23.286","16.661","13.691","16.847","11.304","0.516","23.909","5.515","0.226","158.562"
"4","GTLM","Tommy Milner","4","2:04.218","9:54.232","Green","Track","34.269","19.687","13.656","16.117","11.149","0.508","23.179","5.431","0.222","161.059"
"27","GTD","Cedric Sbirrazzuoli","3","2:00.158","9:56.224","Green","Track","28.936","17.483","14.516","16.442","11.327","0.538","25.146","5.545","0.225","152.078"
"96","GTD","Jens Klingmann","4","4:12.413","9:58.873","Green","Pit","22.110","15.982","13.763","16.218","11.180","0.512","26.041","145.733","0.874","159.801"
"3","GTLM","Antonio Garcia","4","1:47.363","10:00.511","Green","Track","22.220","16.024","12.709","16.089","11.287","0.516","22.844","5.451","0.223","158.562"
"97","GTD","Michael Marsal","5","1:48.383","10:11.329","Green","Track","22.449","16.300","13.097","15.665","11.240","0.516","23.413","5.480","0.223","158.562"
"62","GTLM","Toni Vilander","4","1:48.279","10:37.842","Green","Track","22.443","15.970","13.266","15.785","11.229","0.514","23.367","5.482","0.223","159.179"
"33","GTD","Jeroen Bleekemolen","4","1:47.618","10:39.999","Green","Track","22.112","16.286","12.736","15.751","11.171","0.513","23.394","5.433","0.222","159.490"
"23","GTD","Mario Farnbacher","5","1:48.066","10:42.747","Green","Track","22.044","16.090","12.769","16.027","11.551","0.526","23.262","5.570","0.227","155.548"
"16","GTD","Spencer Pumpelly","5","1:47.662","10:45.497","Green","Track","21.938","16.133","12.884","15.793","11.296","0.510","23.386","5.499","0.223","160.428"
"80","GTD","Mike Skeen","4","1:47.741","10:54.296","Green","Track","22.656","16.165","12.813","15.691","11.209","0.516","23.019","5.448","0.224","158.562"
"911","GTLM","Patrick Pilet","4","2:06.809","11:10.798","Green","Track","39.451","17.287","13.344","16.119","11.389","0.521","22.955","5.518","0.225","157.041"
"67","GTLM","Ryan Briscoe","4","1:46.653","11:12.825","Green","Track","21.905","16.082","12.868","15.584","11.318","0.516","22.735","5.422","0.223","158.562"
"912","GTLM","Earl Bamber","4","1:45.600","11:36.780","Green","Track","22.072","15.546","12.516","15.390","11.250","0.516","22.646","5.440","0.224","158.562"
"4","GTLM","Tommy Milner","5","1:46.438","11:40.670","Green","Track","21.770","15.975","12.603","15.934","11.117","0.511","22.872","5.434","0.222","160.114"
"63","GTD","Alessandro Balzan","5","1:49.976","11:41.829","Green","Track","22.698","16.558","13.178","16.045","11.365","0.521","23.881","5.504","0.226","157.041"
