"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"97","GTD","Michael Marsal","5","1:44.688","8:00.919","Green","Pit","6.366","4.046","23.069","25.205","9.092","0.674","25.733","10.503","128.473"
"44","GTD","John Potter","5","1:23.344","8:13.628","Green","Track","6.165","3.905","22.092","22.218","7.729","0.564","19.737","0.934","153.530"
"16","GTD","Corey Lewis","5","1:22.269","8:19.070","Green","Track","6.019","3.906","21.798","22.095","7.589","0.551","19.380","0.931","157.152"
"63","GTD","Christina Nielsen","6","1:22.549","8:40.527","Green","Track","6.087","3.919","22.067","22.009","7.596","0.557","19.387","0.927","155.459"
"73","GTD","Matthew McMurry","5","1:22.193","8:42.921","Green","Track","6.096","3.866","21.865","21.904","7.553","0.552","19.428","0.929","156.868"
"33","GTD","Jeroen Bleekemolen","6","1:33.162","8:44.861","Green","Track","5.883","3.880","21.728","25.254","8.499","0.656","26.059","1.203","131.998"
"6","GTD","Robin Liddell","6","1:22.139","8:47.877","Green","Track","6.066","3.811","21.702","22.082","7.676","0.561","19.320","0.921","154.351"
"9","GTD","Lawson Aschenbach","6","1:22.817","8:50.679","Green","Track","5.998","3.813","21.722","22.612","7.805","0.570","19.388","0.909","151.914"
"23","GTD","Mario Farnbacher","6","1:30.194","9:00.923","Green","Track","6.036","3.911","24.543","25.082","8.757","0.635","20.322","0.908","136.364"
"96","GTD","Bret Curtis","6","1:22.421","9:03.468","Green","Track","5.973","3.922","21.838","22.060","7.566","0.555","19.544","0.963","156.020"
"48","GTD","Madison Snow","6","1:33.163","9:03.583","Green","Pit","6.001","3.854","21.893","22.197","7.560","0.550","21.721","9.387","157.438"
"27","GTD","Paolo Ruberti","6","1:22.890","9:07.053","Green","Track","6.066","3.947","22.236","22.157","7.594","0.555","19.378","0.957","156.020"
"44","GTD","John Potter","6","1:22.950","9:36.578","Green","Track","6.113","3.870","21.989","22.186","7.711","0.563","19.592","0.926","153.803"
"16","GTD","Corey Lewis","6","1:22.679","9:41.749","Green","Track","5.991","3.943","21.941","22.293","7.579","0.551","19.447","0.934","157.152"
"73","GTD","Matthew McMurry","6","1:21.765","10:04.686","Green","Track","6.006","3.846","21.699","21.826","7.572","0.555","19.334","0.927","156.020"
"6","GTD","Robin Liddell","7","1:22.558","10:10.435","Green","Track","5.968","3.826","21.990","22.191","7.681","0.561","19.428","0.913","154.351"
"63","GTD","Christina Nielsen","7","1:32.669","10:13.196","Green","Track","6.109","3.913","23.187","29.469","8.667","0.588","19.811","0.925","147.263"
