"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPO"
"68","GTLM","Alessandro Pier Guidi","2","1:27.794","3:37.306","Green","Track","1.763","0.498","4.375","26.513","20.518","14.858","8.525","10.744","133.260"
"62","GTLM","Giancarlo Fisichella","2","1:26.459","3:39.179","Green","Track","1.729","0.495","4.081","25.880","20.175","14.956","8.482","10.661","134.068"
"912","GTLM","Earl Bamber","2","1:26.502","3:41.462","Green","Track","1.746","0.497","4.217","26.025","19.850","14.869","8.655","10.643","133.528"
"911","GTLM","Nick Tandy","2","1:26.079","4:05.790","Green","Track","1.739","0.495","4.234","25.954","19.797","14.591","8.782","10.487","134.068"
"5","P","Joao Barbosa","1","1:36.408","4:09.559","Green","Track","2.766","0.000","0.000","28.604","20.607","15.160","8.626","10.497","0.000"
"55","P","Tristan Nunez","1","1:40.386","4:11.082","Green","Track","2.450","0.000","0.000","30.083","21.339","15.612","9.031","10.658","0.000"
"60","P","Oswaldo Negri","3","1:20.014","4:29.579","Green","Track","1.610","0.464","3.888","24.184","18.247","13.656","7.924","10.041","143.025"
"10","P","Jordan Taylor","2","1:22.012","4:33.228","Green","Track","1.670","0.478","3.990","24.959","18.795","13.898","8.023","10.199","138.836"
"67","GTLM","Richard Westbrook","2","1:24.232","4:37.719","Green","Track","1.741","0.496","4.053","25.323","19.545","14.141","8.363","10.570","133.798"
"90","P","Ryan Dalziel","3","1:21.218","4:48.084","Green","Track","1.620","0.464","3.843","24.373","18.789","13.878","8.087","10.164","143.025"
"0","P","Katherine Legge","2","2:21.279","4:49.962","Green","Pit","1.562","0.443","3.754","36.449","20.039","14.877","11.286","52.869","149.805"
"66","GTLM","Dirk Muller","3","1:24.533","4:53.248","Green","Track","1.729","0.493","4.045","25.322","19.419","14.410","8.433","10.682","134.612"
"25","GTLM","Bill Auberlen","3","1:23.800","4:54.593","Green","Track","1.721","0.485","4.023","25.171","19.269","14.221","8.278","10.632","136.832"
"100","GTLM","John Edwards","3","1:25.068","4:57.826","Green","Track","1.711","0.483","4.090","25.524","19.453","14.744","8.335","10.728","137.399"
"4","GTLM","Tommy Milner","3","1:26.271","4:58.506","Green","Track","1.749","0.503","4.201","25.405","19.831","15.355","8.522","10.705","131.936"
"3","GTLM","Jan Magnussen","3","1:25.432","5:00.221","Green","Track","1.742","0.495","4.010","25.552","19.804","14.604","8.537","10.688","134.068"
"31","P","Dane Cameron","2","1:39.000","5:03.184","Green","Track","2.465","0.000","0.000","29.403","20.257","15.119","8.446","10.504","0.000"
"62","GTLM","Giancarlo Fisichella","3","1:24.987","5:04.166","Green","Track","1.729","0.493","3.979","25.302","19.779","14.636","8.350","10.719","134.612"
"68","GTLM","Alessandro Pier Guidi","3","1:27.432","5:04.738","Green","Track","1.753","0.496","4.064","25.716","20.326","15.926","8.549","10.602","133.798"
"912","GTLM","Earl Bamber","3","1:24.907","5:06.369","Green","Track","1.736","0.492","4.080","25.318","19.727","14.416","8.553","10.585","134.885"
"911","GTLM","Nick Tandy","3","1:24.353","5:30.143","Green","Track","1.732","0.492","4.062","25.236","19.356","14.299","8.618","10.558","134.885"
"5","P","Joao Barbosa","2","1:21.793","5:31.352","Green","Track","1.616","0.462","4.129","24.635","18.687","14.026","8.005","10.233","143.644"
"55","P","Tristan Nunez","2","1:21.616","5:32.698","Green","Track","1.592","0.458","4.110","24.920","18.652","13.833","7.999","10.052","144.899"
"60","P","Oswaldo Negri","4","1:19.016","5:48.595","Green","Track","1.605","0.459","3.794","23.729","18.072","13.535","7.786","10.036","144.583"
"10","P","Jordan Taylor","3","1:23.986","5:57.214","Green","Track","1.615","0.462","3.811","24.671","19.555","15.066","8.073","10.733","143.644"
"67","GTLM","Richard Westbrook","3","1:24.162","6:01.881","Green","Track","1.743","0.499","4.071","25.307","19.482","14.061","8.375","10.624","132.993"
"90","P","Ryan Dalziel","4","1:20.737","6:08.821","Green","Track","1.619","0.467","3.788","24.262","18.601","13.854","8.035","10.111","142.106"
"66","GTLM","Dirk Muller","4","1:23.618","6:16.866","Green","Track","1.737","0.494","4.039","25.248","19.218","14.068","8.356","10.458","134.339"
"25","GTLM","Bill Auberlen","4","1:26.338","6:20.931","Green","Track","1.717","0.486","3.961","25.413","20.798","14.962","8.416","10.585","136.551"
"100","GTLM","John Edwards","4","1:24.294","6:22.120","Green","Track","1.713","0.486","4.001","25.282","19.388","14.297","8.384","10.743","136.551"
"4","GTLM","Tommy Milner","4","1:24.695","6:23.201","Green","Track","1.744","0.504","4.169","25.311","19.611","14.332","8.391","10.633","131.674"
"3","GTLM","Jan Magnussen","4","1:24.806","6:25.027","Green","Track","1.741","0.495","3.978","25.523","19.665","14.310","8.354","10.740","134.068"
"31","P","Dane Cameron","3","1:22.761","6:25.945","Green","Track","1.626","0.465","4.050","25.211","18.856","14.121","8.164","10.268","142.717"
"62","GTLM","Giancarlo Fisichella","4","1:24.945","6:29.111","Green","Track","1.733","0.495","3.995","25.404","19.554","14.389","8.621","10.754","134.068"
"68","GTLM","Alessandro Pier Guidi","4","1:24.748","6:29.486","Green","Track","1.749","0.494","4.074","25.547","19.524","14.224","8.420","10.716","134.339"
"912","GTLM","Earl Bamber","4","1:24.703","6:31.072","Green","Track","1.732","0.491","4.019","25.343","19.511","14.331","8.625","10.651","135.160"
"0","P","Katherine Legge","3","1:56.393","6:46.355","Green","Track","2.448","0.000","0.000","31.665","24.669","20.001","13.822","11.567","0.000"
"5","P","Joao Barbosa","3","1:20.770","6:52.122","Green","Track","1.616","0.461","3.830","24.226","18.651","13.864","7.903","10.219","143.956"
"55","P","Tristan Nunez","3","1:19.959","6:52.657","Green","Track","1.586","0.457","3.772","23.972","18.521","13.592","7.814","10.245","145.216"
"911","GTLM","Nick Tandy","4","1:24.972","6:55.115","Green","Track","1.740","0.494","3.981","25.248","19.741","14.538","8.537","10.693","134.339"
"60","P","Oswaldo Negri","5","1:18.697","7:07.292","Green","Track","1.609","0.458","3.815","23.756","17.929","13.378","7.685","10.067","144.899"
"10","P","Jordan Taylor","4","1:19.621","7:16.835","Green","Track","1.611","0.463","3.742","24.007","18.148","13.742","7.826","10.082","143.334"
"67","GTLM","Richard Westbrook","4","1:23.347","7:25.228","Green","Track","1.738","0.496","4.021","25.082","19.280","13.977","8.286","10.467","133.798"
"90","P","Ryan Dalziel","5","1:20.556","7:29.377","Green","Track","1.628","0.463","3.774","24.232","18.508","13.771","7.995","10.185","143.334"
"66","GTLM","Dirk Muller","5","1:23.643","7:40.509","Green","Track","1.731","0.492","3.937","25.171","19.254","14.209","8.304","10.545","134.885"
"25","GTLM","Bill Auberlen","5","1:24.315","7:45.246","Green","Track","1.720","0.486","3.957","25.526","19.336","14.288","8.338","10.664","136.551"
"100","GTLM","John Edwards","5","1:24.201","7:46.321","Green","Track","1.716","0.486","3.975","25.384","19.378","14.159","8.325","10.778","136.551"
"4","GTLM","Tommy Milner","5","1:24.376","7:47.577","Green","Track","1.737","0.501","4.103","25.290","19.627","14.119","8.353","10.646","132.462"
"31","P","Dane Cameron","4","1:21.644","7:47.589","Green","Track","1.608","0.461","3.860","24.534","18.621","13.917","8.325","10.318","143.956"
"3","GTLM","Jan Magnussen","5","1:24.664","7:49.691","Green","Track","1.740","0.495","3.982","25.392","19.701","14.177","8.307","10.870","134.068"
"62","GTLM","Giancarlo Fisichella","5","1:24.984","7:54.095","Green","Track","1.737","0.496","3.956","25.375","19.987","14.383","8.341","10.709","133.798"
"912","GTLM","Earl Bamber","5","1:24.241","7:55.313","Green","Track","1.732","0.489","3.988","25.100","19.476","14.325","8.507","10.624","135.713"
"68","GTLM","Alessandro Pier Guidi","5","1:29.182","7:58.668","Green","Track","1.759","0.496","4.064","25.351","21.293","15.772","9.796","10.651","133.798"
"0","P","Katherine Legge","4","1:22.754","8:09.109","Green","Track","1.566","0.452","4.114","25.180","19.096","14.172","8.167","10.007","146.822"
"5","P","Joao Barbosa","4","1:19.591","8:11.713","Green","Track","1.605","0.461","3.760","23.763","18.327","13.665","7.741","10.269","143.956"
"55","P","Tristan Nunez","4","1:19.327","8:11.984","Green","Track","1.587","0.456","3.772","23.910","17.986","13.490","7.921","10.205","145.534"
"911","GTLM","Nick Tandy","5","1:24.060","8:19.175","Green","Track","1.730","0.494","3.956","25.256","19.361","14.187","8.474","10.602","134.339"
"60","P","Oswaldo Negri","6","1:18.744","8:26.036","Green","Track","1.605","0.461","3.798","23.723","17.875","13.445","7.775","10.062","143.956"
"10","P","Jordan Taylor","5","1:19.195","8:36.030","Green","Track","1.614","0.463","3.724","23.807","18.104","13.523","7.814","10.146","143.334"
"90","P","Ryan Dalziel","6","1:20.140","8:49.517","Green","Track","1.622","0.465","3.767","24.127","18.495","13.652","7.914","10.098","142.717"
"66","GTLM","Dirk Muller","6","1:23.244","9:03.753","Green","Track","1.733","0.000","0.000","25.108","19.206","14.068","8.231","10.406","0.000"
"31","P","Dane Cameron","5","1:21.614","9:09.203","Green","Track","1.598","0.461","3.778","24.460","18.518","14.511","8.062","10.226","143.956"
"25","GTLM","Bill Auberlen","6","1:25.017","9:10.263","Green","Track","1.712","0.487","3.904","25.525","19.358","14.348","8.844","10.839","136.270"
"4","GTLM","Tommy Milner","6","1:23.925","9:11.502","Green","Track","1.751","0.000","0.000","25.198","19.388","14.126","8.340","10.535","0.000"
"3","GTLM","Jan Magnussen","6","1:25.024","9:14.715","Green","Track","1.745","0.000","0.000","25.259","19.504","14.616","8.471","10.916","0.000"
"62","GTLM","Giancarlo Fisichella","6","1:24.344","9:18.439","Green","Track","1.733","0.496","3.977","25.284","19.579","14.327","8.199","10.749","133.798"
"912","GTLM","Earl Bamber","6","1:24.199","9:19.512","Green","Track","1.733","0.000","0.000","25.148","19.388","14.368","8.493","10.608","0.000"
"68","GTLM","Alessandro Pier Guidi","6","1:23.481","9:22.149","Green","Track","1.745","0.000","0.000","25.240","19.329","13.986","8.207","10.516","0.000"
"67","GTLM","Richard Westbrook","5","2:03.054","9:28.282","Green","Pit","1.731","0.493","3.985","25.190","19.401","14.236","10.558","47.460","134.612"
"0","P","Katherine Legge","5","1:19.425","9:28.534","Green","Track","1.547","0.000","0.000","24.039","18.337","13.590","7.863","9.916","0.000"
"55","P","Tristan Nunez","5","1:23.346","9:35.330","Green","Track","1.574","0.452","3.735","26.981","19.413","13.467","7.665","10.059","146.822"
"911","GTLM","Nick Tandy","6","1:24.278","9:43.453","Green","Track","1.739","0.493","4.001","25.371","19.468","14.223","8.416","10.567","134.612"
"10","P","Jordan Taylor","6","1:19.370","9:55.400","Green","Track","1.616","0.464","3.752","23.911","18.207","13.452","7.854","10.114","143.025"
"31","P","Dane Cameron","6","1:19.954","10:29.157","Green","Track","1.614","0.465","3.765","23.978","18.252","13.844","7.879","10.157","142.717"
"3","GTLM","Jan Magnussen","7","1:24.023","10:38.738","Green","Track","1.745","0.000","0.000","25.159","19.464","14.188","8.283","10.729","0.000"
"62","GTLM","Giancarlo Fisichella","7","1:24.091","10:42.530","Green","Track","1.729","0.496","3.920","25.424","19.492","14.170","8.256","10.604","133.798"
"912","GTLM","Earl Bamber","7","1:24.315","10:43.827","Green","Track","1.733","0.000","0.000","25.296","19.474","14.273","8.464","10.593","0.000"
"68","GTLM","Alessandro Pier Guidi","7","1:23.685","10:45.834","Green","Track","1.739","0.000","0.000","25.469","19.218","13.999","8.227","10.570","0.000"
"0","P","Katherine Legge","6","1:19.622","10:48.156","Green","Track","1.553","0.000","0.000","24.242","18.312","13.550","7.894","9.912","0.000"
"55","P","Tristan Nunez","6","1:18.501","10:53.831","Green","Track","1.587","0.458","3.780","23.890","17.798","13.203","7.746","10.039","144.899"
"67","GTLM","Richard Westbrook","6","1:36.964","11:05.246","Green","Track","2.415","0.000","0.000","28.492","21.127","15.086","8.895","10.786","0.000"
"911","GTLM","Nick Tandy","7","1:24.301","11:07.754","Green","Track","1.731","0.493","4.045","25.285","19.496","14.319","8.434","10.498","134.612"
"10","P","Jordan Taylor","7","1:19.218","11:14.618","Green","Track","1.616","0.462","3.733","23.871","18.063","13.568","7.820","10.085","143.644"
"100","GTLM","John Edwards","6","3:58.455","11:44.776","Green","Pit","1.717","0.488","3.996","25.448","19.634","14.374","9.612","163.186","135.991"
"31","P","Dane Cameron","7","1:19.082","11:48.239","Green","Track","1.610","0.463","3.678","23.655","18.093","13.577","7.886","10.120","143.334"
"62","GTLM","Giancarlo Fisichella","8","1:24.032","12:06.562","Green","Track","1.726","0.493","3.925","25.318","19.417","14.119","8.341","10.693","134.612"
"912","GTLM","Earl Bamber","8","1:24.465","12:08.292","Green","Track","1.734","0.488","4.020","25.248","19.430","14.404","8.512","10.629","135.991"
"68","GTLM","Alessandro Pier Guidi","8","1:23.623","12:09.457","Green","Track","1.737","0.492","3.937","25.229","19.258","13.940","8.234","10.796","134.885"
"55","P","Tristan Nunez","7","1:18.860","12:12.691","Green","Track","1.584","0.458","3.697","23.768","17.892","13.365","7.939","10.157","144.899"
"67","GTLM","Richard Westbrook","7","1:25.288","12:30.534","Green","Track","1.740","0.495","4.150","25.709","19.743","14.407","8.432","10.612","134.068"
"60","P","Oswaldo Negri","7","4:06.420","12:32.456","Green","Pit","1.603","0.000","0.000","25.653","19.211","14.715","9.948","170.445","0.000"
"911","GTLM","Nick Tandy","8","1:24.716","12:32.470","Green","Track","1.727","0.491","3.992","25.633","19.402","14.238","8.571","10.662","135.160"
"31","P","Dane Cameron","8","1:19.482","13:07.721","Green","Track","1.616","0.464","3.716","23.579","18.249","0.000","0.000","10.281","143.025"
"100","GTLM","John Edwards","7","1:30.036","13:14.812","Green","Track","2.410","0.000","0.000","25.349","19.552","14.387","0.000","10.849","0.000"
"62","GTLM","Giancarlo Fisichella","9","1:24.593","13:31.155","Green","Track","1.731","0.496","3.959","25.498","19.552","14.302","8.306","10.749","133.798"
"912","GTLM","Earl Bamber","9","1:24.336","13:32.628","Green","Track","1.733","0.000","0.000","25.283","19.476","14.363","8.415","10.594","0.000"
"55","P","Tristan Nunez","8","1:19.967","13:32.658","Green","Track","1.589","0.461","3.765","23.860","17.893","13.895","8.203","10.301","143.956"
"68","GTLM","Alessandro Pier Guidi","9","1:24.056","13:33.513","Green","Track","1.745","0.000","0.000","25.120","19.223","14.027","8.779","10.722","0.000"
"25","GTLM","Bill Auberlen","7","4:23.705","13:33.968","Green","Pit","1.715","0.488","3.944","25.546","19.471","14.504","10.053","187.984","135.991"
"3","GTLM","Jan Magnussen","8","3:11.689","13:50.427","Green","Pit","1.743","0.495","3.961","25.271","19.480","14.393","10.040","116.306","134.068"
"67","GTLM","Richard Westbrook","8","1:24.633","13:55.167","Green","Track","1.736","0.000","0.000","25.202","19.772","14.438","8.440","10.505","0.000"
"911","GTLM","Nick Tandy","9","1:24.440","13:56.910","Green","Track","1.728","0.491","4.012","25.229","19.511","14.323","8.535","10.611","135.160"
"60","P","Oswaldo Negri","8","1:34.705","14:07.161","Green","Track","2.468","0.000","0.000","31.758","19.281","13.967","7.978","10.076","0.000"
"5","P","Joao Barbosa","5","6:12.137","14:23.850","Green","Pit","1.607","0.459","3.675","23.768","18.394","13.676","9.419","301.139","144.583"
"100","GTLM","John Edwards","8","1:24.364","14:39.176","Green","Track","1.731","0.493","4.009","25.344","19.408","14.374","8.324","10.681","134.612"
"66","GTLM","Dirk Muller","7","5:40.121","14:43.874","Green","Pit","1.734","0.000","0.000","25.665","19.537","14.458","10.348","263.884","0.000"
"912","GTLM","Earl Bamber","10","1:24.381","14:57.009","Green","Track","1.738","0.000","0.000","25.265","19.428","14.337","8.469","10.642","0.000"
"62","GTLM","Giancarlo Fisichella","10","1:28.443","14:59.598","Green","Track","1.733","0.496","3.969","25.529","19.731","14.967","11.047","10.971","133.798"
"90","P","Ryan Dalziel","7","6:13.084","15:02.601","Green","Pit","1.635","0.468","4.086","26.759","22.686","16.101","11.889","289.460","141.803"
"68","GTLM","Alessandro Pier Guidi","10","1:29.799","15:03.312","Green","Track","1.735","0.000","0.000","25.222","19.543","14.277","13.724","10.858","0.000"
"25","GTLM","Dirk Werner","8","1:32.572","15:06.540","Green","Track","5.085","0.000","0.000","26.670","20.220","14.735","8.516","10.653","0.000"
"67","GTLM","Richard Westbrook","9","1:23.628","15:18.795","Green","Track","1.730","0.000","0.000","25.218","19.328","14.073","8.276","10.523","0.000"
"911","GTLM","Nick Tandy","10","1:24.741","15:21.651","Green","Track","1.733","0.494","4.031","25.329","19.504","14.498","8.568","10.584","134.339"
"3","GTLM","Jan Magnussen","9","1:33.556","15:23.983","Green","Track","2.403","0.000","0.000","28.238","20.060","14.429","8.428","10.730","0.000"
"60","P","Oswaldo Negri","9","1:19.102","15:26.263","Green","Track","1.607","0.000","0.000","23.829","18.057","13.377","7.747","10.186","0.000"
"0","P","Katherine Legge","7","4:48.478","15:36.634","Green","Pit","1.542","0.445","3.758","23.951","19.677","16.188","11.724","211.193","149.132"
"10","P","Jordan Taylor","8","4:24.494","15:39.112","Green","Pit","1.617","0.463","3.713","23.887","18.190","13.545","9.173","193.906","143.334"
"5","P","Joao Barbosa","6","1:27.399","15:51.249","Green","Track","2.579","0.000","0.000","24.655","18.689","14.052","8.082","10.267","0.000"
"4","GTLM","Tommy Milner","7","7:05.487","16:16.989","Green","Pit","1.742","0.000","0.000","25.235","19.459","14.173","9.944","350.411","0.000"
"66","GTLM","Dirk Muller","8","1:33.393","16:17.267","Green","Track","2.408","0.000","0.000","26.881","20.116","14.608","8.655","10.563","0.000"
"912","GTLM","Earl Bamber","11","1:24.872","16:21.881","Green","Track","1.737","0.000","0.000","25.361","19.532","14.632","8.466","10.652","0.000"
"68","GTLM","Alessandro Pier Guidi","11","1:23.763","16:27.075","Green","Track","1.743","0.000","0.000","25.334","19.305","0.000","0.000","10.628","0.000"
"25","GTLM","Dirk Werner","9","1:23.755","16:30.295","Green","Track","1.713","0.485","3.972","25.303","19.297","0.000","0.000","10.590","136.832"
"67","GTLM","Richard Westbrook","10","1:23.635","16:42.430","Green","Track","1.740","0.000","0.000","25.276","19.267","0.000","0.000","10.437","0.000"
"911","GTLM","Nick Tandy","11","1:24.277","16:45.928","Green","Track","1.731","0.490","4.023","25.288","19.368","14.269","0.000","10.555","135.436"
"3","GTLM","Jan Magnussen","10","1:24.798","16:48.781","Green","Track","1.731","0.000","0.000","25.457","19.657","14.388","0.000","10.772","0.000"
"31","P","Dane Cameron","9","3:53.868","17:01.589","Green","Pit","1.611","0.466","3.726","23.787","18.290","13.772","8.918","163.298","142.411"
"0","P","Katherine Legge","8","1:29.459","17:06.093","Green","Track","2.470","0.000","0.000","25.699","18.638","14.017","8.272","10.085","0.000"
"100","GTLM","John Edwards","9","2:28.115","17:07.291","Green","Pit","1.720","0.489","4.024","25.403","19.462","14.378","9.502","73.137","135.713"
"10","P","Jordan Taylor","9","1:30.098","17:09.210","Green","Track","5.034","0.000","0.000","24.807","18.721","13.885","10.721","10.218","0.000"
"5","P","Joao Barbosa","7","1:19.768","17:11.017","Green","Track","1.611","0.463","3.791","23.658","18.163","13.870","7.896","10.316","143.334"
"66","GTLM","Dirk Muller","9","1:23.465","17:40.732","Green","Track","1.734","0.000","0.000","25.117","19.178","14.100","8.310","10.506","0.000"
"912","GTLM","Earl Bamber","12","1:24.868","17:46.749","Green","Track","1.733","0.000","0.000","25.228","19.869","14.466","8.405","10.642","0.000"
"4","GTLM","Tommy Milner","8","1:31.832","17:48.821","Green","Track","2.414","0.000","0.000","26.494","19.672","14.476","8.386","10.843","0.000"
"68","GTLM","Alessandro Pier Guidi","12","1:23.404","17:50.479","Green","Track","1.739","0.000","0.000","25.289","19.279","13.930","8.234","10.531","0.000"
"25","GTLM","Dirk Werner","10","1:23.358","17:53.653","Green","Track","1.711","0.485","3.935","25.178","0.000","13.992","8.311","10.603","136.832"
"67","GTLM","Richard Westbrook","11","1:23.127","18:05.557","Green","Track","1.727","0.000","0.000","25.057","19.122","13.992","8.281","10.445","0.000"
"911","GTLM","Nick Tandy","12","1:24.415","18:10.343","Green","Track","1.728","0.492","4.002","25.343","19.414","14.344","8.571","10.521","134.885"
"3","GTLM","Jan Magnussen","11","1:25.130","18:13.911","Green","Track","1.736","0.000","0.000","25.602","19.779","14.301","8.333","10.937","0.000"
"55","P","Tristan Nunez","9","4:44.054","18:16.712","Green","Pit","1.591","0.460","3.821","24.149","18.327","13.580","8.771","213.355","144.269"
"62","GTLM","Giancarlo Fisichella","11","3:25.327","18:24.925","Green","Pit","1.740","0.496","4.020","25.811","19.876","14.624","10.136","128.624","133.798"
"10","P","Jordan Taylor","10","1:20.010","18:29.220","Green","Track","1.610","0.463","3.750","24.071","18.185","13.754","7.939","10.238","143.334"
"31","P","Dane Cameron","10","1:33.756","18:35.345","Green","Track","2.453","0.000","0.000","31.106","19.276","14.120","8.013","10.212","0.000"
"100","GTLM","Lucas Luhr","10","1:34.873","18:42.164","Green","Track","5.057","0.000","0.000","27.923","20.479","14.795","8.737","10.643","0.000"
"60","P","Oswaldo Negri","10","3:26.181","18:52.444","Green","Pit","1.606","0.000","0.000","28.626","18.279","13.609","0.000","129.747","0.000"
"66","GTLM","Dirk Muller","10","1:29.498","19:10.230","Green","Track","1.741","0.000","0.000","25.741","19.382","18.608","9.090","10.511","0.000"
"912","GTLM","Earl Bamber","13","1:24.945","19:11.694","Green","Track","1.738","0.000","0.000","25.255","19.948","14.384","8.487","10.635","0.000"
"4","GTLM","Tommy Milner","9","1:24.796","19:13.617","Green","Track","1.761","0.000","0.000","25.304","19.532","14.336","8.483","10.758","0.000"
"68","GTLM","Alessandro Pier Guidi","13","1:24.473","19:14.952","Green","Track","1.733","0.000","0.000","25.600","19.328","14.115","8.739","10.564","0.000"
"25","GTLM","Dirk Werner","11","1:23.470","19:17.123","Green","Track","1.708","0.486","3.903","25.185","19.160","14.043","8.310","10.675","136.551"
"911","GTLM","Nick Tandy","13","1:24.663","19:35.006","Green","Track","1.724","0.491","4.037","25.451","19.539","14.301","8.536","10.584","135.160"
"3","GTLM","Jan Magnussen","12","1:24.653","19:38.564","Green","Track","1.733","0.000","0.000","25.438","19.632","14.310","8.360","10.740","0.000"
"90","P","Ryan Dalziel","8","4:37.581","19:40.182","Green","Pit","5.044","0.000","0.000","29.255","21.947","17.249","0.000","184.053","0.000"
"55","P","Tristan Nunez","10","1:24.639","19:41.351","Green","Track","2.408","0.000","0.000","24.184","18.043","13.358","7.736","9.986","0.000"
"10","P","Jordan Taylor","11","1:20.097","19:49.317","Green","Track","1.625","0.466","3.778","24.110","18.280","13.645","7.928","10.265","142.411"
"31","P","Dane Cameron","11","1:20.811","19:56.156","Green","Track","1.612","0.465","3.789","24.044","18.436","13.917","8.191","10.357","142.717"
"62","GTLM","Toni Vilander","12","1:32.131","19:57.056","Green","Track","5.100","0.000","0.000","25.776","20.167","14.452","9.311","10.732","0.000"
"70","P","Tom Long","1","2:42.171","20:01.882","Green","Pit","2.473","0.000","0.000","31.335","22.665","16.678","10.500","66.599","0.000"
"100","GTLM","Lucas Luhr","11","1:24.529","20:06.693","Green","Track","1.728","0.491","3.933","25.345","19.535","14.320","8.473","10.704","135.160"
"67","GTLM","Richard Westbrook","12","2:17.411","20:22.968","Green","Pit","1.732","0.000","0.000","25.012","19.510","14.399","9.978","62.321","0.000"
"66","GTLM","Dirk Muller","11","1:23.703","20:33.933","Green","Track","1.732","0.000","0.000","25.259","19.257","14.104","8.482","10.385","0.000"
"60","P","John Pew","11","1:43.317","20:35.761","Green","Track","2.480","0.000","0.000","29.922","20.549","15.971","10.024","11.047","0.000"
"912","GTLM","Earl Bamber","14","1:24.812","20:36.506","Green","Track","1.736","0.000","0.000","25.352","19.625","14.423","8.503","10.702","0.000"
"4","GTLM","Tommy Milner","10","1:24.487","20:38.104","Green","Track","1.750","0.000","0.000","25.248","19.534","14.238","8.487","10.648","0.000"
"68","GTLM","Alessandro Pier Guidi","14","1:23.723","20:38.675","Green","Track","1.725","0.000","0.000","25.264","19.323","14.102","8.247","10.602","0.000"
"25","GTLM","Dirk Werner","12","1:23.819","20:40.942","Green","Track","1.710","0.486","3.908","25.346","19.238","14.125","8.363","10.643","136.551"
"911","GTLM","Nick Tandy","14","1:24.299","20:59.305","Green","Track","1.737","0.495","4.026","25.228","19.422","14.280","8.535","10.576","134.068"
