"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPO"
"44","GTD","Andy Lally","1","1:51.854","2:00.567","Green","Track","3.216","0.000","0.000","29.900","22.796","16.125","9.510","11.410","0.000"
"96","GTD","Jens Klingmann","1","1:49.818","2:01.581","Green","Track","2.582","4.098","13.805","30.138","22.019","16.663","9.350","11.163","16.194"
"97","GTD","Michael Marsal","1","1:51.059","2:06.772","Green","Track","5.510","1.064","11.254","31.727","23.143","16.945","9.900","11.516","62.372"
"6","GTD","Andrew Davis","1","2:00.218","2:07.988","Green","Track","3.319","0.000","0.000","33.337","24.352","17.911","10.973","12.200","0.000"
"27","GTD","Cedric Sbirrazzuoli","1","1:44.647","2:08.798","Green","Track","2.507","0.000","0.000","30.327","22.631","17.324","9.629","11.461","0.000"
"85","PC","Stephen Simpson","1","1:45.605","2:11.378","Green","Track","2.458","0.000","0.000","30.793","23.385","16.907","9.784","10.837","0.000"
"54","PC","Colin Braun","1","1:37.196","2:12.056","Green","Track","2.492","0.000","0.000","28.726","20.457","15.504","8.776","10.554","0.000"
"8","PC","Alex Popow","1","1:45.275","2:13.033","Green","Track","5.075","0.801","7.569","30.417","23.914","16.970","9.688","10.841","82.851"
"20","PC","Johnny Mowlem","1","1:43.339","2:18.823","Green","Track","5.500","1.244","8.939","30.689","21.499","15.916","8.982","10.570","53.347"
"52","PC","Robert Alon","1","1:49.670","2:23.732","Green","Track","2.792","0.000","0.000","32.701","23.259","16.632","9.457","11.199","0.000"
"33","GTD","Jeroen Bleekemolen","1","1:50.379","2:27.014","Green","Track","2.570","4.813","9.357","32.493","22.884","17.385","9.664","11.213","13.788"
"23","GTD","Alex Riberas","1","1:50.333","2:29.413","Green","Track","2.446","4.443","10.276","32.357","22.172","17.764","9.593","11.282","14.937"
"48","GTD","Madison Snow","1","1:52.440","2:32.581","Green","Track","5.542","1.050","10.512","32.632","23.149","17.424","10.347","11.784","63.203"
"540","GTD","Timothy Pappas","1","2:01.549","2:32.820","Green","Track","2.441","4.094","9.452","35.462","27.688","19.685","10.743","11.984","16.210"
"007","GTD","Brandon Davis","1","1:49.226","2:33.496","Green","Track","5.584","0.947","9.232","32.267","22.654","17.033","10.210","11.299","70.078"
"22","GTD","Leh Keen","1","1:57.109","2:35.366","Green","Track","2.458","4.323","9.770","34.620","24.663","17.584","11.643","12.048","15.351"
"9","GTD","Lawson Aschenbach","1","1:55.488","2:37.419","Green","Track","2.423","0.000","0.000","34.394","24.687","17.452","10.179","11.904","0.000"
"80","GTD","?? Driver 2 ??","1","1:45.215","2:41.412","Green","Track","2.445","3.979","7.069","29.598","24.101","17.485","9.485","11.053","16.678"
"88","PC","Renger Van DerZande","1","1:48.120","3:16.319","Green","Track","5.294","0.924","8.128","28.682","21.279","19.015","13.867","10.931","71.822"
"73","GTD","Patrick Lindsey","1","1:28.309","3:24.446","Green","Track","1.775","0.505","4.092","26.625","20.399","15.193","8.834","10.886","131.413"
"38","PC","Kyle Marcelli","1","1:27.378","3:25.465","Green","Track","1.671","0.478","4.269","26.635","20.158","15.053","8.637","10.477","138.836"
"96","GTD","Jens Klingmann","2","1:28.669","3:30.250","Green","Track","1.737","0.499","4.079","26.824","21.054","14.850","8.764","10.862","132.993"
"44","GTD","Andy Lally","2","1:31.463","3:32.030","Green","Track","1.807","0.514","4.267","27.323","21.704","15.522","9.146","11.180","129.112"
"54","PC","Colin Braun","2","1:26.047","3:38.103","Green","Track","1.638","0.469","4.039","26.990","19.733","14.571","8.277","10.330","141.500"
"97","GTD","Michael Marsal","2","1:31.473","3:38.245","Green","Track","1.787","0.514","4.368","28.001","21.078","15.684","8.926","11.115","129.112"
"85","PC","Stephen Simpson","2","1:29.584","3:40.962","Green","Track","1.665","0.475","4.159","27.484","21.169","15.418","8.757","10.457","139.713"
"8","PC","Alex Popow","2","1:28.626","3:41.659","Green","Track","1.666","0.472","4.121","26.618","20.855","15.384","9.034","10.476","140.601"
"27","GTD","Cedric Sbirrazzuoli","2","1:34.262","3:43.060","Green","Track","1.776","0.507","4.679","28.601","21.583","15.759","10.228","11.129","130.895"
"20","PC","Johnny Mowlem","2","1:27.085","3:45.908","Green","Track","1.650","0.471","3.955","26.499","20.080","15.105","8.822","10.503","140.899"
"6","GTD","Andrew Davis","2","1:39.015","3:47.003","Green","Track","1.829","0.531","5.176","29.891","23.031","17.015","9.941","11.601","124.979"
"52","PC","Robert Alon","2","1:27.985","3:51.717","Green","Track","1.698","0.484","4.555","26.648","20.261","15.011","8.641","10.687","137.115"
"23","GTD","Alex Riberas","2","1:28.301","3:57.714","Green","Track","1.790","0.510","4.208","26.643","20.382","15.046","8.831","10.891","130.125"
"33","GTD","Jeroen Bleekemolen","2","1:32.740","3:59.754","Green","Track","1.751","0.503","4.209","27.641","22.217","16.334","9.178","10.907","131.936"
"48","GTD","Madison Snow","2","1:31.145","4:03.726","Green","Track","1.802","0.510","4.286","27.667","21.091","15.564","9.100","11.125","130.125"
"007","GTD","Brandon Davis","2","1:30.881","4:04.377","Green","Track","1.762","0.502","4.561","27.703","20.896","15.440","9.072","10.945","132.198"
"540","GTD","Timothy Pappas","2","1:37.151","4:09.971","Green","Track","1.874","0.581","5.140","30.161","22.329","16.348","9.470","11.248","114.223"
"80","GTD","?? Driver 2 ??","2","1:29.231","4:10.643","Green","Track","1.748","0.498","4.186","26.851","20.568","15.450","9.040","10.890","133.260"
"22","GTD","Leh Keen","2","1:37.176","4:12.542","Green","Track","1.786","0.515","5.290","29.172","21.862","16.420","10.933","11.198","128.861"
"9","GTD","Lawson Aschenbach","2","1:39.402","4:16.821","Green","Track","1.842","0.523","4.793","28.807","24.869","17.518","9.776","11.274","126.890"
"88","PC","Renger Van DerZande","2","1:23.222","4:39.541","Green","Track","1.658","0.474","4.061","25.263","19.127","14.137","8.149","10.353","140.008"
"38","PC","Kyle Marcelli","2","1:25.956","4:51.421","Green","Track","1.645","0.472","4.005","25.909","19.808","15.087","8.541","10.489","140.601"
"73","GTD","Patrick Lindsey","2","1:28.818","4:53.264","Green","Track","1.749","0.496","3.994","26.790","20.621","15.352","8.866","10.950","133.798"
"16","GTD","Corey Lewis","1","1:46.135","4:55.186","Green","Track","2.494","3.762","7.038","30.873","23.041","17.835","9.495","11.597","17.641"
"96","GTD","Jens Klingmann","3","1:26.639","4:56.889","Green","Track","1.732","0.496","4.002","26.186","20.142","14.649","8.589","10.843","133.798"
"44","GTD","Andy Lally","3","1:27.577","4:59.607","Green","Track","1.782","0.506","4.018","26.576","20.204","14.910","8.630","10.951","131.153"
"54","PC","Colin Braun","3","1:22.787","5:00.890","Green","Track","1.635","0.468","3.840","24.603","19.338","14.215","7.984","10.704","141.803"
"85","PC","Stephen Simpson","3","1:26.146","5:07.108","Green","Track","1.655","0.472","4.071","25.734","20.155","14.730","8.743","10.586","140.601"
"97","GTD","Michael Marsal","3","1:29.032","5:07.277","Green","Track","1.774","0.509","4.106","26.758","20.859","15.195","8.837","10.994","130.380"
"20","PC","Johnny Mowlem","3","1:24.128","5:10.036","Green","Track","1.655","0.470","4.042","25.247","19.563","14.498","8.393","10.260","141.199"
"27","GTD","Cedric Sbirrazzuoli","3","1:29.156","5:12.216","Green","Track","1.767","0.504","4.062","26.915","20.425","15.683","8.864","10.936","131.674"
"52","PC","Robert Alon","3","1:27.807","5:19.524","Green","Track","1.660","0.474","4.103","25.231","19.718","15.705","9.849","11.067","140.008"
"6","GTD","Andrew Davis","3","1:33.330","5:20.333","Green","Track","1.783","0.509","4.380","27.480","21.381","15.956","10.043","11.798","130.380"
"23","GTD","Alex Riberas","3","1:27.462","5:25.176","Green","Track","1.757","0.502","4.060","26.355","20.146","15.067","8.788","10.787","132.198"
"33","GTD","Jeroen Bleekemolen","3","1:29.331","5:29.085","Green","Track","1.733","0.496","4.045","26.518","20.346","16.236","9.162","10.795","133.798"
"48","GTD","Madison Snow","3","1:28.625","5:32.351","Green","Track","1.773","0.503","4.093","26.826","20.489","15.152","8.844","10.945","131.936"
"007","GTD","Brandon Davis","3","1:28.488","5:32.865","Green","Track","1.740","0.496","4.099","26.563","20.324","15.416","8.958","10.892","133.798"
"80","GTD","?? Driver 2 ??","3","1:28.756","5:39.399","Green","Track","1.733","0.495","4.133","26.762","20.707","15.208","8.858","10.860","134.068"
"540","GTD","Timothy Pappas","3","1:30.490","5:40.461","Green","Track","1.766","0.504","4.164","27.136","20.831","15.844","9.267","10.978","131.674"
"22","GTD","Leh Keen","3","1:31.736","5:44.278","Green","Track","1.750","0.499","4.445","27.180","21.559","16.039","9.394","10.870","132.993"
"9","GTD","Lawson Aschenbach","3","1:33.354","5:50.175","Green","Track","1.790","0.507","4.227","27.193","20.718","15.366","12.425","11.128","130.895"
"88","PC","Renger Van DerZande","3","1:21.367","6:00.908","Green","Track","1.656","0.473","3.866","24.365","18.804","13.752","8.136","10.315","140.304"
