"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"63","GTD","Alessandro Balzan","85","2:15.718","6:04:43.153","Green","Track","6.039","6.985","28.016","16.620","29.928","30.539","0.553","12.579","1.585","2.874","153.296","108.976"
"68","GTLM","Andrea Bertolini","82","2:13.820","6:04:43.808","Green","Track","6.107","6.822","27.117","16.539","29.256","30.104","0.561","12.758","1.631","2.925","151.110","105.903"
"25","GTLM","Bruno Spengler","87","2:07.384","6:04:44.114","Green","Track","5.997","6.095","25.554","15.972","28.723","27.982","0.549","12.095","1.570","2.847","154.413","110.017"
"44","GTD","Andy Lally","84","2:15.584","6:04:48.091","Green","Track","6.061","6.858","27.661","16.658","29.910","30.695","0.562","12.636","1.610","2.933","150.841","107.284"
"6","GTD","Andrew Davis","85","2:16.138","6:04:57.404","Green","Track","6.160","6.820","27.510","16.809","30.029","30.993","0.567","12.698","1.611","2.941","149.511","107.217"
"98","GTD","Paul Dalla Lana","85","2:17.837","6:04:59.835","Green","Track","6.090","6.914","28.234","17.005","30.512","30.854","0.559","12.970","1.690","3.009","151.651","102.205"
"540","GTD","Andy Pilgrim","83","2:15.784","6:05:00.248","Green","Track","6.096","6.697","27.637","16.790","30.036","30.573","0.557","12.735","1.679","2.984","152.195","102.875"
"23","GTD","Ian James","85","2:16.908","6:05:01.860","Green","Track","6.136","6.870","27.900","17.035","29.924","30.788","0.568","13.084","1.649","2.954","149.248","104.747"
"5","P","Filipe Albuquerque","89","2:10.675","6:05:02.649","Green","Track","5.846","6.649","25.697","16.011","28.707","30.340","0.547","12.649","1.508","2.721","154.978","114.541"
"31","P","Scott Pruett","89","2:09.886","6:05:03.312","Green","Track","5.707","6.395","26.273","15.838","28.660","29.583","0.556","12.662","1.503","2.709","152.469","114.922"
"66","GTLM","Sebastien Bourdais","81","2:22.456","6:05:05.967","Green","Track","6.291","7.055","28.855","17.833","30.970","32.762","0.587","13.461","1.664","2.978","144.417","103.802"
"24","P","Daniel Morad","89","2:09.895","6:05:07.142","Green","Track","5.678","6.291","26.392","17.226","29.383","28.355","0.520","11.846","1.502","2.702","163.024","114.998"
"28","GTD","Terry Borcheller","85","2:18.137","6:05:12.642","Green","Track","6.097","6.997","27.896","17.222","30.840","31.267","0.560","12.661","1.638","2.959","151.380","105.450"
"97","GTD","Michael Marsal","85","2:18.633","6:05:13.328","Green","Track","6.097","7.041","27.841","17.305","31.189","30.858","0.570","13.064","1.683","2.985","148.724","102.631"
"45","GTD","Nic Jonsson","85","2:17.392","6:05:14.738","Green","Track","6.148","6.982","27.719","17.178","30.348","30.555","0.569","13.281","1.654","2.958","148.985","104.430"
"60","P","Oswaldo Negri","89","2:09.418","6:05:16.736","Green","Track","5.740","6.195","26.513","16.348","28.855","28.365","0.549","12.561","1.540","2.752","154.413","112.161"
"81","P","Nicolas Lapierre","88","2:07.370","6:05:17.063","Green","Track","5.739","6.139","25.284","16.095","28.535","28.218","0.552","12.446","1.572","2.790","153.574","109.877"
"90","P","Ryan Dalziel","89","2:10.010","6:05:19.825","Green","Track","5.880","6.694","26.401","16.391","28.535","28.820","0.541","12.478","1.531","2.739","156.696","112.820"
"10","P","Ricky Taylor","89","2:19.862","6:05:32.978","Green","Pit","5.670","6.411","25.871","16.397","28.872","29.372","0.551","12.957","3.918","9.843","153.852","44.086"
"33","GTD","Ben Keating","81","2:25.682","6:05:39.764","Green","Track","5.981","9.423","31.654","17.617","31.068","31.486","0.558","13.187","1.708","3.000","151.922","101.128"
"0","P","Katherine Legge","89","2:20.152","6:05:42.270","Green","Track","5.676","6.662","26.136","15.501","28.162","28.325","0.518","24.086","2.015","3.071","163.654","85.721"
"20","PC","Don Yount","83","2:13.352","6:05:46.424","Green","Track","5.828","6.480","27.132","16.923","29.953","29.035","0.590","13.023","1.578","2.810","143.683","109.460"
"911","GTLM","Nick Tandy","88","2:14.002","6:05:49.898","Green","Track","6.075","6.534","27.236","16.645","29.489","30.056","0.569","12.837","1.625","2.936","148.985","106.294"
"96","GTD","Jens Klingmann","85","2:16.960","6:05:49.919","Green","Track","6.160","6.895","27.469","16.967","30.143","30.984","0.573","13.107","1.666","2.996","147.945","103.678"
"54","PC","Colin Braun","88","2:10.659","6:05:52.404","Green","Track","5.819","6.685","26.334","16.395","28.751","29.164","0.543","12.606","1.562","2.800","156.119","110.581"
"912","GTLM","Michael Christensen","88","2:14.192","6:05:55.161","Green","Track","6.048","6.722","26.809","16.930","29.612","30.233","0.563","12.713","1.628","2.934","150.573","106.098"
"8","PC","Renger van der Zande","82","2:10.015","6:05:55.350","Green","Track","5.760","6.271","26.090","16.584","28.468","29.251","0.544","12.620","1.604","2.823","155.832","107.685"
"70","P","Ben Devlin","88","2:11.238","6:05:58.314","Green","Track","5.789","6.000","26.373","16.439","29.264","28.979","0.569","13.368","1.629","2.828","148.985","106.033"
"55","P","Tristan Nunez","88","2:12.527","6:06:12.153","Green","Track","6.011","6.544","26.339","17.342","29.164","29.107","0.571","13.064","1.591","2.794","148.464","108.565"
"3","GTLM","Jan Magnussen","88","2:16.859","6:06:16.509","Green","Track","6.182","6.818","27.631","17.320","30.216","30.627","0.562","12.899","1.650","2.954","150.841","104.683"
"4","GTLM","Marcel Fassler","88","2:17.260","6:06:20.948","Green","Track","6.056","6.826","27.843","17.199","30.283","30.837","0.557","13.081","1.639","2.939","152.195","105.386"
"52","PC","Robert Alon","88","2:16.332","6:06:21.406","Green","Track","5.989","7.099","27.390","17.376","30.604","30.050","0.599","12.866","1.563","2.796","141.524","110.510"
"67","GTLM","Scott Dixon","88","2:17.380","6:06:21.541","Green","Track","6.140","6.736","27.642","17.687","30.225","30.621","0.569","13.099","1.673","2.988","148.985","103.244"
"62","GTLM","Davide Rigon","88","2:17.441","6:06:22.353","Green","Track","6.095","7.082","27.141","17.422","30.467","30.878","0.590","13.151","1.656","2.959","143.683","104.304"
"88","PC","Michael Lyons","88","2:16.274","6:06:24.120","Green","Track","5.967","6.765","27.130","17.251","30.525","30.093","0.545","13.400","1.680","2.918","155.546","102.814"
"38","PC","Kyle Marcelli","88","2:12.064","6:06:25.384","Green","Track","5.885","6.769","27.022","16.805","28.916","29.315","0.537","12.465","1.564","2.786","157.864","110.439"
"2","P","Luis Felipe Derani","89","2:02.795","6:06:26.015","Green","Track","5.521","5.723","23.884","15.712","27.577","27.826","0.517","11.899","1.479","2.657","163.970","116.787"
