"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SPS"
"52","PC","Tom Kimber-Smith","13","1:17.960","21:53.549","Green","Track","0.609","6.817","7.118","10.870","7.885","9.962","11.664","16.171","1.658","5.206","135.468"
"0","P","Andy Meyrick","13","1:16.578","21:54.964","Green","Track","0.590","6.630","6.988","10.915","7.699","9.809","11.368","16.002","1.573","5.004","139.831"
"60","P","John Pew","13","1:31.992","21:58.545","Green","Pit","0.603","6.759","7.176","11.305","7.849","10.005","11.585","16.679","4.486","15.545","136.816"
"90","P","Marc Goossens","11","1:19.079","22:05.207","Green","Track","0.596","6.704","7.402","12.101","7.791","10.087","11.429","16.211","1.638","5.120","138.423"
"54","PC","Colin Braun","13","1:22.453","22:08.907","Green","Track","0.600","6.741","7.342","12.805","8.244","9.867","11.515","18.531","1.637","5.171","137.500"
"38","PC","James French","13","3:14.135","22:10.833","Green","Track","0.000","0.000","15.815","13.586","9.052","11.151","12.197","17.896","1.613","5.131","0.000"
"911","GTLM","Patrick Pilet","14","1:17.913","22:16.791","Green","Track","0.638","7.103","6.876","10.688","7.854","9.925","11.864","15.823","1.689","5.453","129.310"
"3","GTLM","Jan Magnussen","12","1:32.272","22:24.219","Green","Pit","0.641","7.148","7.222","10.993","8.019","10.124","11.918","16.860","4.033","15.314","128.705"
"88","PC","Mark Kvamme","11","1:23.105","22:27.801","Green","Track","0.625","7.030","7.677","12.091","8.323","10.333","12.264","17.673","1.754","5.335","132.000"
"85","PC","Misha Goikhberg","14","1:19.142","22:29.197","Green","Track","0.609","6.886","7.245","11.358","7.807","10.102","11.582","16.422","1.713","5.418","135.468"
"68","GTLM","Daniel Serra","14","1:19.330","22:30.958","Green","Track","0.632","7.101","7.251","11.060","7.978","10.149","11.895","16.099","1.714","5.451","130.538"
"4","GTLM","Oliver Gavin","13","1:18.806","22:33.301","Green","Track","0.639","7.131","7.124","10.955","8.032","10.031","11.922","15.837","1.684","5.451","129.108"
"25","GTLM","Bill Auberlen","13","1:18.172","22:34.746","Green","Track","0.634","7.039","6.956","10.943","7.805","10.018","11.744","15.778","1.763","5.492","130.126"
"912","GTLM","Earl Bamber","13","1:17.646","22:35.116","Green","Track","0.637","7.061","6.855","10.773","7.846","9.889","11.804","15.657","1.691","5.433","129.513"
"70","P","Tom Long","10","1:17.650","22:38.479","Green","Track","0.589","6.578","7.250","11.291","7.735","9.858","11.426","16.233","1.665","5.025","140.068"
"20","PC","Johnny Mowlem","13","1:19.448","22:42.030","Green","Track","0.610","6.876","7.348","11.281","7.961","10.113","11.691","16.650","1.680","5.238","135.246"
"62","GTLM","Giancarlo Fisichella","13","1:21.579","22:46.191","Green","Track","0.639","7.170","6.862","10.835","7.836","9.971","12.952","18.130","1.705","5.479","129.108"
"5","P","Christian Fittipaldi","14","1:17.467","22:54.010","Green","Track","0.604","6.719","7.106","11.057","7.749","9.794","11.470","16.224","1.638","5.106","136.589"
"100","GTLM","Lucas Luhr","14","1:23.990","22:57.528","Green","Track","0.635","7.064","7.899","11.560","9.732","11.174","12.233","16.315","1.809","5.569","129.921"
"66","GTLM","Joey Hand","14","1:18.847","23:01.920","Green","Track","0.637","7.086","7.230","10.988","7.955","9.958","11.729","16.064","1.737","5.463","129.513"
"10","P","Ricky Taylor","13","1:15.474","23:02.218","Green","Track","0.596","6.705","6.808","10.644","7.584","9.640","11.247","15.544","1.619","5.087","138.423"
"31","P","Eric Curran","15","1:16.329","23:04.209","Green","Track","0.589","6.622","7.125","10.791","7.633","9.855","11.262","15.815","1.597","5.040","140.068"
"52","PC","Tom Kimber-Smith","14","1:18.064","23:11.613","Green","Track","0.610","6.835","7.139","10.979","7.834","9.950","11.635","16.219","1.658","5.205","135.246"
"0","P","Andy Meyrick","14","1:21.020","23:15.984","Green","Track","0.590","6.624","6.911","11.074","7.721","9.820","11.484","20.230","1.565","5.001","139.831"
"90","P","Marc Goossens","12","1:15.873","23:21.080","Green","Track","0.597","6.692","6.997","10.765","7.515","9.673","11.189","15.642","1.683","5.120","138.191"
"54","PC","Colin Braun","14","1:16.944","23:25.851","Green","Track","0.602","6.783","6.916","10.880","7.746","9.811","11.513","15.878","1.649","5.166","137.043"
"38","PC","James French","14","1:20.138","23:30.971","Green","Track","0.603","6.795","7.253","11.441","7.921","10.547","11.746","17.106","1.600","5.126","136.816"
"911","GTLM","Patrick Pilet","15","1:17.710","23:34.501","Green","Track","0.639","7.128","6.853","10.723","7.833","9.887","11.828","15.674","1.693","5.452","129.108"
"85","PC","Misha Goikhberg","15","1:19.934","23:49.131","Green","Track","0.618","6.887","7.280","11.192","7.893","10.435","11.978","16.776","1.660","5.215","133.495"
"88","PC","Mark Kvamme","12","1:22.753","23:50.554","Green","Track","0.619","6.922","7.555","11.825","8.152","10.409","12.230","17.941","1.742","5.358","133.279"
"4","GTLM","Oliver Gavin","14","1:18.494","23:51.795","Green","Track","0.639","7.117","7.002","10.879","7.887","9.985","12.028","15.788","1.698","5.471","129.108"
"912","GTLM","Earl Bamber","14","1:19.812","23:54.928","Green","Track","0.636","7.093","8.196","11.079","7.882","9.955","11.884","15.964","1.686","5.437","129.717"
"68","GTLM","Daniel Serra","15","1:25.115","23:56.073","Green","Track","0.634","7.096","7.190","11.012","7.931","11.132","13.858","19.027","1.743","5.492","130.126"
"70","P","Tom Long","11","1:17.844","23:56.323","Green","Track","0.583","6.540","7.448","11.145","7.804","9.914","11.332","16.433","1.650","4.995","141.509"
"20","PC","Johnny Mowlem","14","1:19.174","24:01.204","Green","Track","0.610","6.870","7.340","11.201","7.827","10.215","11.722","16.463","1.691","5.235","135.246"
"25","GTLM","Bill Auberlen","14","1:29.269","24:04.015","Green","Pit","0.634","7.050","6.932","10.800","7.818","10.011","11.726","15.796","3.431","15.071","130.126"
"62","GTLM","Giancarlo Fisichella","14","1:20.497","24:06.688","Green","Track","0.640","7.188","6.953","11.873","8.150","10.248","12.057","16.171","1.725","5.492","128.906"
"8","PC","Renger van der Zande","14","2:41.800","24:17.123","Green","Track","0.000","0.000","15.472","14.004","9.419","12.089","14.248","19.796","1.993","5.715","0.000"
"10","P","Ricky Taylor","14","1:17.240","24:19.458","Green","Track","0.595","6.751","6.881","10.714","7.707","9.742","11.251","16.903","1.605","5.091","138.655"
"31","P","Eric Curran","16","1:17.370","24:21.579","Green","Track","0.590","6.606","6.953","10.928","7.738","9.974","11.473","16.437","1.609","5.062","139.831"
"5","P","Christian Fittipaldi","15","1:32.652","24:26.662","Green","Pit","0.601","6.691","6.869","10.749","7.620","9.665","13.090","17.981","4.147","15.239","137.271"
"60","P","Oswaldo Negri","14","2:31.168","24:29.713","Green","Track","0.000","0.000","13.503","12.225","8.136","10.174","12.260","16.628","1.606","5.090","0.000"
"52","PC","Tom Kimber-Smith","15","1:18.911","24:30.524","Green","Track","0.608","6.829","7.062","11.047","7.864","9.947","11.640","17.017","1.669","5.228","135.691"
"66","GTLM","Joey Hand","15","1:33.482","24:35.402","Green","Pit","0.636","7.073","7.468","11.272","8.195","10.779","12.237","17.197","3.383","15.242","129.717"
"90","P","Marc Goossens","13","1:16.906","24:37.986","Green","Track","0.596","6.670","6.894","10.621","7.540","10.435","11.354","16.068","1.633","5.095","138.423"
"100","GTLM","Lucas Luhr","15","1:40.764","24:38.292","Green","Pit","0.644","7.122","7.317","10.914","8.013","10.097","12.419","24.911","4.236","15.091","128.106"
"54","PC","Colin Braun","15","1:16.987","24:42.838","Green","Track","0.604","6.778","6.878","10.835","7.701","9.831","11.460","16.034","1.682","5.184","136.589"
"38","PC","James French","15","1:19.566","24:50.537","Green","Track","0.603","6.809","7.328","11.160","7.982","10.452","11.767","16.750","1.598","5.117","136.816"
"0","P","Andy Meyrick","15","1:39.209","24:55.193","Green","Pit","0.584","6.623","7.789","12.002","8.325","10.828","13.652","18.667","4.941","15.798","141.267"
"3","GTLM","Antonio Garcia","13","2:32.903","24:57.122","Green","Track","0.000","0.000","15.649","11.674","8.255","10.338","12.092","16.545","1.683","5.464","0.000"
"911","GTLM","Patrick Pilet","16","1:32.710","25:07.211","Finish","Pit","0.638","7.124","7.346","11.265","8.240","10.295","12.176","16.886","3.513","15.227","129.310"
"85","PC","Misha Goikhberg","16","1:18.530","25:07.661","Finish","Track","0.612","6.881","7.144","11.096","7.719","9.932","11.519","16.681","1.675","5.271","134.804"
"88","PC","Mark Kvamme","13","1:23.128","25:13.682","Finish","Track","0.620","6.930","7.517","11.955","8.333","10.549","12.508","17.564","1.763","5.389","133.065"
"70","P","Tom Long","12","1:18.497","25:14.820","Finish","Track","0.579","6.569","7.030","11.103","7.721","9.833","11.404","17.597","1.647","5.014","142.487"
"68","GTLM","Daniel Serra","16","1:19.972","25:16.045","Finish","Track","0.637","7.090","7.366","11.120","7.975","10.189","12.051","16.399","1.707","5.438","129.513"
"20","PC","Johnny Mowlem","15","1:19.132","25:20.336","Finish","Track","0.611","6.878","7.292","11.188","7.833","10.184","11.694","16.548","1.687","5.217","135.025"
"62","GTLM","Giancarlo Fisichella","15","1:18.753","25:25.441","Finish","Track","0.641","7.194","6.923","10.997","8.069","10.061","11.872","15.776","1.729","5.491","128.705"
"912","GTLM","Earl Bamber","15","1:30.972","25:25.900","Finish","Pit","0.637","7.070","6.893","10.720","7.811","9.848","11.890","17.236","3.636","15.231","129.513"
"4","GTLM","Oliver Gavin","15","1:34.855","25:26.650","Finish","Pit","0.638","7.125","7.104","11.291","8.277","10.426","13.193","17.770","3.879","15.152","129.310"
"10","P","Ricky Taylor","15","1:16.596","25:36.054","Finish","Track","0.599","6.720","7.108","10.895","7.784","9.757","11.263","15.737","1.630","5.103","137.730"
"31","P","Eric Curran","17","1:18.470","25:40.049","Finish","Track","0.586","6.644","7.082","12.061","7.812","9.885","11.497","16.243","1.596","5.064","140.785"
"60","P","Oswaldo Negri","15","1:16.902","25:46.615","Finish","Track","0.596","6.711","6.840","10.768","7.714","9.780","11.393","16.337","1.641","5.122","138.423"
"52","PC","Tom Kimber-Smith","16","1:18.360","25:48.884","Finish","Track","0.609","6.817","7.063","11.496","7.807","9.991","11.549","16.163","1.658","5.207","135.468"
"90","P","Marc Goossens","14","1:15.933","25:53.919","Finish","Track","0.593","6.698","6.960","10.581","7.569","9.744","11.199","15.751","1.691","5.147","139.123"
"8","PC","Renger van der Zande","15","1:42.629","25:59.752","Finish","Pit","0.657","7.617","9.786","13.584","8.571","11.011","12.440","18.725","4.615","15.623","125.571"
"38","PC","James French","16","1:18.792","26:09.329","Finish","Track","0.603","6.815","7.102","11.103","7.895","10.195","11.672","16.683","1.609","5.115","136.816"
"54","PC","Colin Braun","16","1:31.923","26:14.761","Finish","Pit","0.602","6.798","6.877","11.680","7.909","10.163","11.646","16.852","3.967","15.429","137.043"
"3","GTLM","Antonio Garcia","14","1:19.726","26:16.848","Finish","Track","0.642","7.165","7.219","10.979","8.074","10.128","11.958","16.300","1.749","5.512","128.505"
"85","PC","Misha Goikhberg","16","1:34.496","25:07.661","Finish","Track","0.616","6.966","7.539","11.717","8.009","10.282","11.735","17.202","4.831","0.000","133.929"
"70","P","Tom Long","12","1:30.528","25:14.820","Finish","Track","0.583","6.619","7.077","11.241","7.724","9.903","11.386","16.803","3.906","0.000","141.509"
