"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"52","PC","Robert Alon","1","1:19.087","1:19.087","Yellow","Track","0.790","1.500","13.180","13.406","20.122","11.122","14.920","4.045","87.816"
"85","PC","Misha Goikhberg","1","1:19.410","1:19.410","Yellow","Track","0.887","1.584","15.137","13.746","18.624","10.654","14.213","3.855","78.213"
"7","PC","Jose Gutierrez","1","1:20.078","1:20.078","Yellow","Track","0.792","1.526","14.156","13.446","19.605","10.874","14.926","4.538","87.595"
"38","PC","James French","1","1:20.054","1:20.054","Yellow","Track","0.783","1.524","13.716","13.293","19.785","11.350","15.022","4.470","88.602"
"8","PC","Alex Popow","1","1:20.485","1:20.485","Yellow","Track","0.826","1.549","14.318","13.471","19.530","10.775","14.940","4.656","83.989"
"20","PC","Matthew McMurry","1","1:20.826","1:20.826","Yellow","Track","0.863","1.655","15.036","13.201","19.224","10.481","15.093","4.723","80.388"
"54","PC","Jonathan Bennett","1","1:21.621","1:21.621","Yellow","Track","0.852","1.554","15.156","14.402","18.887","9.551","14.611","4.957","81.426"
"88","PC","Mark Kvamme","1","1:22.350","1:22.350","Yellow","Track","0.895","1.705","15.455","14.184","18.882","9.886","15.486","4.932","77.514"
"67","GTLM","Richard Westbrook","1","1:28.274","1:28.274","Yellow","Track","0.713","1.316","12.204","14.377","20.778","10.569","14.291","5.464","97.300"
"25","GTLM","Dirk Werner","1","1:28.995","1:28.995","Yellow","Track","0.767","1.444","12.837","14.045","20.214","10.169","14.804","5.575","90.450"
"4","GTLM","Tommy Milner","1","1:29.439","1:29.439","Yellow","Track","0.833","1.494","12.572","13.868","20.107","10.156","14.924","5.681","83.283"
"62","GTLM","Toni Vilander","1","1:29.947","1:29.947","Yellow","Track","0.831","1.568","12.837","14.075","19.608","10.084","15.091","5.766","83.484"
"66","GTLM","Joey Hand","1","1:30.443","1:30.443","Yellow","Track","0.864","1.469","13.225","14.058","19.031","9.785","14.996","6.043","80.295"
"3","GTLM","Jan Magnussen","1","1:30.923","1:30.923","Yellow","Track","0.844","1.612","12.713","14.259","19.791","9.548","15.211","6.268","82.198"
"911","GTLM","Patrick Pilet","1","1:31.278","1:31.278","Yellow","Track","0.882","1.565","13.467","13.991","19.004","9.486","14.953","6.327","78.656"
"100","GTLM","John Edwards","1","1:31.696","1:31.696","Yellow","Track","0.807","1.376","13.513","14.249","18.909","8.678","15.204","6.413","85.967"
"912","GTLM","Frederic Makowiecki","1","1:31.979","1:31.979","Yellow","Track","0.907","1.588","13.620","14.262","18.890","8.318","15.011","6.616","76.488"
"16","GTD","Spencer Pumpelly","1","1:32.549","1:32.549","Yellow","Track","0.932","1.528","13.547","14.367","18.876","8.190","14.709","6.788","74.437"
"6","GTD","Andrew Davis","1","1:33.220","1:33.220","Yellow","Track","0.916","1.522","13.832","14.083","19.044","7.703","14.980","6.980","75.737"
"9","GTD","Matt Bell","1","1:33.691","1:33.691","Yellow","Track","1.014","1.564","14.196","13.496","19.031","7.579","14.868","7.195","68.417"
"63","GTD","Christina Nielsen","1","1:34.270","1:34.270","Yellow","Track","0.994","1.592","13.983","13.253","19.327","7.266","14.996","7.165","69.794"
"48","GTD","Madison Snow","1","1:34.867","1:34.867","Yellow","Track","1.043","1.745","13.763","13.440","19.453","6.702","15.551","7.041","66.515"
"23","GTD","Mario Farnbacher","1","1:35.528","1:35.528","Yellow","Track","0.960","1.575","13.644","13.693","19.349","6.475","15.338","7.310","72.266"
"96","GTD","Bret Curtis","1","1:36.453","1:36.453","Yellow","Track","0.947","1.642","13.321","13.444","20.054","5.971","15.104","7.483","73.258"
"73","GTD","Patrick Lindsey","1","1:37.488","1:37.488","Yellow","Track","0.891","1.913","12.923","13.298","21.342","6.298","14.059","7.431","77.862"
"97","GTD","Michael Marsal","1","1:38.842","1:38.842","Yellow","Track","0.999","1.856","12.884","13.303","20.881","6.508","14.391","7.292","69.444"
"44","GTD","John Potter","1","1:39.832","1:39.832","Yellow","Track","0.976","1.919","12.854","13.103","20.614","6.747","14.594","7.400","71.081"
"22","GTD","Cooper MacNeil","1","1:41.612","1:41.612","Yellow","Track","0.897","1.400","12.039","13.118","21.251","6.388","15.182","7.812","77.341"
"33","GTD","Ben Keating","1","1:42.276","1:42.276","Yellow","Track","0.929","1.437","12.307","12.651","21.600","6.677","14.758","7.616","74.677"
"27","GTD","Lawrence DeGeorge","1","1:43.429","1:43.429","Yellow","Track","0.929","1.427","12.500","12.504","21.010","7.896","13.666","7.794","74.677"
"52","PC","Robert Alon","2","1:16.889","2:35.976","Green","Track","0.715","1.290","12.714","12.145","19.482","9.534","17.686","3.323","97.028"
"38","PC","James French","2","1:16.017","2:36.071","Green","Track","0.812","1.547","12.910","11.794","18.561","9.449","17.629","3.315","85.437"
"8","PC","Alex Popow","2","1:15.668","2:36.153","Green","Track","0.894","1.604","13.941","12.354","17.443","8.785","17.348","3.299","77.601"
"7","PC","Jose Gutierrez","2","1:16.116","2:36.194","Green","Track","0.872","1.633","13.662","12.063","18.020","9.314","17.233","3.319","79.558"
"20","PC","Matthew McMurry","2","1:15.530","2:36.356","Green","Track","0.869","1.642","14.357","12.145","17.442","8.622","17.168","3.285","79.833"
"85","PC","Misha Goikhberg","2","1:16.973","2:36.383","Green","Track","0.821","1.625","16.251","12.809","17.509","8.243","16.431","3.284","84.501"
"54","PC","Jonathan Bennett","2","1:14.997","2:36.618","Green","Track","0.895","1.572","15.222","13.052","17.514","7.474","16.005","3.263","77.514"
"88","PC","Mark Kvamme","2","1:14.496","2:36.846","Green","Track","0.853","1.456","14.045","12.764","17.750","7.854","16.419","3.355","81.331"
"25","GTLM","Dirk Werner","2","1:08.318","2:37.313","Green","Track","0.966","1.515","11.141","12.970","19.125","8.838","10.900","2.863","71.817"
"67","GTLM","Richard Westbrook","2","1:09.118","2:37.392","Green","Track","0.891","1.427","10.794","13.411","19.285","9.448","10.972","2.890","77.862"
"62","GTLM","Toni Vilander","2","1:07.579","2:37.526","Green","Track","1.088","1.905","11.518","12.370","19.008","8.167","10.688","2.835","63.764"
"4","GTLM","Tommy Milner","2","1:08.342","2:37.781","Green","Track","1.053","1.675","11.154","12.738","19.347","8.486","10.870","3.019","65.883"
"66","GTLM","Joey Hand","2","1:07.484","2:37.927","Green","Track","1.132","1.909","11.774","11.954","19.172","7.843","10.787","2.913","61.285"
"3","GTLM","Jan Magnussen","2","1:07.097","2:38.020","Green","Track","1.082","2.200","11.576","12.066","19.016","7.533","10.773","2.851","64.117"
"100","GTLM","John Edwards","2","1:06.481","2:38.177","Green","Track","1.148","2.253","13.123","11.571","18.800","6.369","10.419","2.798","60.431"
"911","GTLM","Patrick Pilet","2","1:07.173","2:38.451","Green","Track","1.170","2.235","11.972","12.436","18.500","7.295","10.695","2.870","59.295"
"912","GTLM","Frederic Makowiecki","2","1:06.746","2:38.725","Green","Track","1.236","2.246","13.314","11.649","18.661","6.280","10.520","2.840","56.129"
"16","GTD","Spencer Pumpelly","2","1:07.107","2:39.656","Green","Track","1.228","2.351","13.825","11.798","18.445","6.283","10.299","2.878","56.494"
"6","GTD","Andrew Davis","2","1:06.567","2:39.787","Green","Track","1.221","2.322","13.839","11.715","18.478","5.964","10.155","2.873","56.818"
"9","GTD","Matt Bell","2","1:06.356","2:40.047","Green","Track","1.273","2.322","14.266","11.128","18.734","5.816","9.931","2.886","54.497"
"63","GTD","Christina Nielsen","2","1:06.227","2:40.497","Green","Track","1.220","2.389","14.645","11.449","18.262","5.758","9.675","2.829","56.865"
"48","GTD","Madison Snow","2","1:06.037","2:40.904","Green","Track","1.167","2.370","14.840","11.185","18.080","5.887","9.722","2.786","59.447"
"23","GTD","Mario Farnbacher","2","1:05.859","2:41.387","Green","Track","1.176","2.391","15.115","11.297","17.401","5.798","9.823","2.858","58.992"
"96","GTD","Bret Curtis","2","1:05.672","2:42.125","Green","Track","1.104","2.248","15.372","11.650","16.786","5.931","9.764","2.817","62.840"
"73","GTD","Patrick Lindsey","2","1:05.537","2:43.025","Green","Track","1.291","2.086","15.383","11.428","17.180","5.740","9.627","2.802","53.737"
"97","GTD","Michael Marsal","2","1:05.925","2:44.767","Green","Track","1.309","2.270","16.356","11.998","15.382","5.908","9.892","2.810","52.998"
"44","GTD","John Potter","2","1:06.237","2:46.069","Green","Track","1.176","2.242","16.122","12.448","15.265","5.943","10.154","2.887","58.992"
"22","GTD","Cooper MacNeil","2","1:04.576","2:46.188","Green","Track","1.332","2.316","14.919","12.445","14.832","5.836","10.053","2.843","52.083"
"33","GTD","Ben Keating","2","1:04.295","2:46.571","Green","Track","1.268","2.338","14.908","12.447","15.178","5.658","9.694","2.804","54.712"
"52","PC","Robert Alon","3","52.726","3:28.702","Green","Track","0.524","0.916","10.267","10.523","13.830","5.344","8.690","2.632","132.395"
"8","PC","Alex Popow","3","53.225","3:29.378","Green","Track","0.523","0.916","10.392","10.818","13.840","5.308","8.812","2.616","132.648"
"7","PC","Jose Gutierrez","3","53.596","3:29.790","Green","Track","0.521","0.910","10.718","10.750","13.939","5.302","8.822","2.634","133.157"
"20","PC","Matthew McMurry","3","53.917","3:30.273","Green","Track","0.514","0.899","10.864","10.714","14.080","5.335","8.859","2.652","134.971"
"54","PC","Jonathan Bennett","3","54.189","3:30.807","Green","Track","0.511","0.911","10.962","10.821","13.984","5.333","9.013","2.654","135.763"
"85","PC","Misha Goikhberg","3","55.568","3:31.951","Green","Track","0.516","0.918","11.406","11.135","14.132","5.461","9.312","2.688","134.448"
"25","GTLM","Dirk Werner","3","55.016","3:32.329","Green","Track","0.479","0.857","10.914","11.152","14.235","5.392","9.232","2.755","144.833"
"62","GTLM","Toni Vilander","3","55.182","3:32.708","Green","Track","0.474","0.879","11.261","11.165","14.060","5.407","9.185","2.751","146.361"
"4","GTLM","Tommy Milner","3","55.843","3:33.624","Green","Track","0.495","0.879","10.918","11.871","14.480","5.348","9.138","2.714","140.152"
"88","PC","Mark Kvamme","3","57.369","3:34.215","Green","Track","0.527","0.964","11.359","12.049","15.009","5.478","9.276","2.707","131.641"
"66","GTLM","Joey Hand","3","56.945","3:34.872","Green","Track","0.491","0.881","11.173","11.790","15.095","5.470","9.288","2.757","141.293"
"3","GTLM","Jan Magnussen","3","57.753","3:35.773","Green","Track","0.478","0.874","11.286","11.561","15.905","5.556","9.350","2.743","145.136"
"911","GTLM","Patrick Pilet","3","57.846","3:36.297","Green","Track","0.479","0.860","11.238","11.665","15.637","5.811","9.386","2.770","144.833"
"100","GTLM","John Edwards","3","58.364","3:36.541","Green","Track","0.468","0.872","11.228","11.797","15.917","5.930","9.399","2.753","148.237"
"912","GTLM","Frederic Makowiecki","3","58.219","3:36.944","Green","Track","0.475","0.844","11.136","11.605","15.974","5.825","9.576","2.784","146.053"
"16","GTD","Spencer Pumpelly","3","57.769","3:37.425","Green","Track","0.481","0.851","10.719","11.413","15.831","5.968","9.693","2.813","144.231"
"6","GTD","Andrew Davis","3","57.958","3:37.745","Green","Track","0.481","0.854","10.895","11.476","15.722","5.994","9.705","2.831","144.231"
"9","GTD","Matt Bell","3","58.010","3:38.057","Green","Track","0.483","0.855","10.893","11.806","15.271","6.063","9.799","2.840","143.634"
"38","PC","James French","3","1:01.911","3:37.982","Green","Track","0.520","0.912","13.842","13.085","15.146","6.070","9.601","2.735","133.413"
"63","GTD","Christina Nielsen","3","58.485","3:38.982","Green","Track","0.477","0.852","10.799","11.877","16.025","5.822","9.810","2.823","145.440"
"48","GTD","Madison Snow","3","58.291","3:39.195","Green","Track","0.467","0.830","10.795","11.747","16.116","5.727","9.813","2.796","148.555"
"23","GTD","Mario Farnbacher","3","58.185","3:39.572","Green","Track","0.480","0.855","10.590","11.627","16.374","5.746","9.702","2.811","144.531"
"96","GTD","Bret Curtis","3","57.932","3:40.057","Green","Track","0.473","0.840","10.620","11.421","16.318","5.758","9.704","2.798","146.670"
"73","GTD","Patrick Lindsey","3","57.429","3:40.454","Green","Track","0.474","0.842","10.484","11.171","15.959","5.956","9.723","2.820","146.361"
"97","GTD","Michael Marsal","3","56.009","3:40.776","Green","Track","0.472","0.847","10.449","11.094","14.572","5.861","9.912","2.802","146.981"
"22","GTD","Cooper MacNeil","3","55.814","3:42.002","Green","Track","0.477","0.846","10.587","10.974","14.512","5.834","9.760","2.824","145.440"
"67","GTLM","Richard Westbrook","3","1:04.723","3:42.115","Green","Track","0.480","0.879","11.132","0.000","0.000","5.911","9.642","2.761","144.531"
"44","GTD","John Potter","3","56.767","3:42.836","Green","Track","0.483","0.859","11.008","11.177","14.767","5.786","9.830","2.857","143.634"
"33","GTD","Ben Keating","3","56.459","3:43.030","Green","Track","0.471","0.836","10.854","11.420","14.870","5.675","9.551","2.782","147.293"
"540","GTD","Andy Pilgrim","1","3:54.280","3:54.280","Green","Track","0.000","0.000","13.376","11.632","14.980","5.844","9.938","2.886","0.000"
"27","GTD","Lawrence DeGeorge","2","2:12.733","3:56.162","Green","Pit","1.517","2.337","15.236","12.670","16.966","8.039","16.335","59.633","45.732"
"52","PC","Robert Alon","4","51.099","4:19.801","Green","Track","0.449","0.803","9.773","10.205","13.555","5.192","8.517","2.605","154.510"
"8","PC","Alex Popow","4","51.304","4:20.682","Green","Track","0.445","0.794","9.741","10.458","13.453","5.165","8.633","2.615","155.899"
"7","PC","Jose Gutierrez","4","51.472","4:21.262","Green","Track","0.447","0.799","9.800","10.421","13.569","5.144","8.664","2.628","155.201"
"20","PC","Matthew McMurry","4","51.864","4:22.137","Green","Track","0.448","0.801","9.804","10.378","13.612","5.306","8.851","2.664","154.855"
"54","PC","Jonathan Bennett","4","51.875","4:22.682","Green","Track","0.449","0.806","9.807","10.495","13.459","5.221","8.977","2.661","154.510"
"85","PC","Misha Goikhberg","4","51.886","4:23.837","Green","Track","0.454","0.811","9.866","10.525","13.490","5.215","8.875","2.650","152.808"
"25","GTLM","Dirk Werner","4","52.788","4:25.117","Green","Track","0.465","0.828","9.926","10.618","13.829","5.325","9.076","2.721","149.194"
"62","GTLM","Toni Vilander","4","52.903","4:25.611","Green","Track","0.466","0.830","10.056","10.579","13.646","5.374","9.194","2.758","148.873"
"4","GTLM","Tommy Milner","4","52.494","4:26.118","Green","Track","0.462","0.830","9.907","10.440","13.800","5.268","9.073","2.714","150.162"
"88","PC","Mark Kvamme","4","54.727","4:28.942","Green","Track","0.456","0.839","10.390","10.824","14.334","5.563","9.562","2.759","152.138"
"66","GTLM","Joey Hand","4","54.273","4:29.145","Green","Track","0.466","0.831","10.048","10.732","14.369","5.466","9.579","2.782","148.873"
"3","GTLM","Jan Magnussen","4","53.449","4:29.222","Green","Track","0.464","0.830","10.068","10.553","13.875","5.558","9.362","2.739","149.515"
"911","GTLM","Patrick Pilet","4","53.240","4:29.537","Green","Track","0.468","0.833","9.950","10.536","13.781","5.588","9.309","2.775","148.237"
"100","GTLM","John Edwards","4","53.810","4:30.351","Green","Track","0.463","0.828","10.157","10.769","13.984","5.686","9.203","2.720","149.838"
"912","GTLM","Frederic Makowiecki","4","53.813","4:30.757","Green","Track","0.470","0.835","9.989","10.781","13.830","5.742","9.407","2.759","147.606"
"16","GTD","Spencer Pumpelly","4","54.403","4:31.828","Green","Track","0.473","0.842","10.371","10.912","14.053","5.596","9.386","2.770","146.670"
"38","PC","James French","4","54.483","4:32.465","Green","Track","0.462","0.829","10.447","11.003","14.098","5.732","9.223","2.689","150.162"
"6","GTD","Andrew Davis","4","54.787","4:32.532","Green","Track","0.476","0.848","10.416","10.977","14.210","5.615","9.446","2.799","145.746"
"9","GTD","Matt Bell","4","55.138","4:33.195","Green","Track","0.476","0.849","10.704","11.058","14.232","5.532","9.485","2.802","145.746"
"63","GTD","Christina Nielsen","4","54.976","4:33.958","Green","Track","0.474","0.847","10.388","11.100","14.140","5.652","9.576","2.799","146.361"
"48","GTD","Madison Snow","4","55.309","4:34.504","Green","Track","0.467","0.832","10.536","11.271","14.201","5.618","9.611","2.773","148.555"
"23","GTD","Mario Farnbacher","4","55.430","4:35.002","Green","Track","0.474","0.843","10.536","11.104","14.429","5.656","9.577","2.811","146.361"
"96","GTD","Bret Curtis","4","55.787","4:35.844","Green","Track","0.469","0.833","10.643","11.238","14.560","5.662","9.586","2.796","147.921"
"67","GTLM","Richard Westbrook","4","54.073","4:36.188","Green","Track","0.465","0.829","10.061","10.740","14.287","5.417","9.511","2.763","149.194"
"73","GTD","Patrick Lindsey","4","55.753","4:36.207","Green","Track","0.475","0.844","10.670","11.094","14.450","5.756","9.628","2.836","146.053"
"97","GTD","Michael Marsal","4","56.608","4:37.384","Green","Track","0.470","0.837","10.675","11.218","15.092","5.713","9.783","2.820","147.606"
"22","GTD","Cooper MacNeil","4","55.650","4:37.652","Green","Track","0.474","0.846","10.761","11.009","14.357","5.696","9.694","2.813","146.361"
"44","GTD","John Potter","4","55.341","4:38.177","Green","Track","0.478","0.850","10.535","11.076","14.236","5.657","9.666","2.843","145.136"
"33","GTD","Ben Keating","4","55.339","4:38.369","Green","Track","0.468","0.832","10.737","11.012","14.389","5.574","9.539","2.788","148.237"
"540","GTD","Andy Pilgrim","2","55.867","4:50.147","Green","Track","0.484","0.867","10.585","11.167","14.547","5.679","9.678","2.860","143.337"
"27","GTD","Cedric Sbirrazzuoli","3","1:03.524","4:59.686","Green","Track","0.000","0.000","12.445","11.429","14.406","5.699","10.019","2.873","0.000"
"52","PC","Robert Alon","5","51.053","5:10.854","Green","Track","0.444","0.794","9.506","10.186","13.760","5.233","8.523","2.607","156.250"
"8","PC","Alex Popow","5","50.857","5:11.539","Green","Track","0.443","0.792","9.656","10.357","13.237","5.186","8.576","2.610","156.603"
"7","PC","Jose Gutierrez","5","50.826","5:12.088","Green","Track","0.446","0.796","9.721","10.189","13.294","5.163","8.602","2.615","155.549"
"20","PC","Matthew McMurry","5","51.002","5:13.139","Green","Track","0.451","0.806","9.693","10.240","13.321","5.145","8.706","2.640","153.825"
"54","PC","Jonathan Bennett","5","51.222","5:13.904","Green","Track","0.451","0.805","9.699","10.299","13.416","5.198","8.736","2.618","153.825"
"85","PC","Misha Goikhberg","5","51.670","5:15.507","Green","Track","0.450","0.805","9.654","10.415","13.650","5.229","8.814","2.653","154.167"
"25","GTLM","Dirk Werner","5","51.987","5:17.104","Green","Track","0.460","0.822","9.698","10.335","13.618","5.328","9.005","2.721","150.815"
"62","GTLM","Toni Vilander","5","52.236","5:17.847","Green","Track","0.467","0.833","9.892","10.436","13.510","5.297","9.071","2.730","148.555"
"4","GTLM","Tommy Milner","5","52.132","5:18.250","Green","Track","0.462","0.823","9.872","10.352","13.606","5.284","9.023","2.710","150.162"
"66","GTLM","Joey Hand","5","52.345","5:21.490","Green","Track","0.469","0.837","9.893","10.410","13.648","5.354","9.015","2.719","147.921"
"3","GTLM","Jan Magnussen","5","52.855","5:22.077","Green","Track","0.463","0.827","10.211","10.418","13.684","5.426","9.109","2.717","149.838"
"911","GTLM","Patrick Pilet","5","52.988","5:22.525","Green","Track","0.469","0.836","10.041","10.573","13.824","5.359","9.135","2.751","147.921"
"88","PC","Mark Kvamme","5","55.237","5:24.179","Green","Track","0.463","0.840","11.149","10.756","14.107","5.581","9.562","2.779","149.838"
"38","PC","James French","5","53.567","5:26.032","Green","Track","0.457","0.815","9.978","10.952","13.723","5.199","9.530","2.913","151.805"
"912","GTLM","Frederic Makowiecki","5","55.857","5:26.614","Green","Track","0.466","0.829","9.851","10.837","13.906","5.724","11.074","3.170","148.873"
"16","GTD","Spencer Pumpelly","5","55.449","5:27.277","Green","Track","0.467","0.832","10.163","11.273","14.459","5.656","9.742","2.857","148.555"
"6","GTD","Andrew Davis","5","55.036","5:27.568","Green","Track","0.472","0.841","10.389","11.003","14.218","5.603","9.657","2.853","146.981"
"9","GTD","Matt Bell","5","54.681","5:27.876","Green","Track","0.473","0.840","10.231","10.862","14.248","5.534","9.641","2.852","146.670"
"63","GTD","Christina Nielsen","5","54.702","5:28.660","Green","Track","0.472","0.842","10.212","10.917","14.028","5.595","9.784","2.852","146.981"
"48","GTD","Madison Snow","5","54.679","5:29.183","Green","Track","0.465","0.828","10.239","11.018","14.055","5.548","9.711","2.815","149.194"
"23","GTD","Mario Farnbacher","5","54.720","5:29.722","Green","Track","0.474","0.844","10.185","10.991","14.046","5.593","9.758","2.829","146.361"
"67","GTLM","Richard Westbrook","5","53.666","5:29.854","Green","Track","0.468","0.831","10.080","10.963","13.939","5.355","9.270","2.760","148.237"
"96","GTD","Bret Curtis","5","55.414","5:31.258","Green","Track","0.471","0.838","10.248","11.419","14.504","5.536","9.597","2.801","147.293"
"73","GTD","Patrick Lindsey","5","55.704","5:31.911","Green","Track","0.476","0.852","10.559","11.038","14.377","5.747","9.798","2.857","145.746"
"97","GTD","Michael Marsal","5","54.974","5:32.358","Green","Track","0.473","0.841","10.341","10.986","14.186","5.639","9.688","2.820","146.670"
"22","GTD","Cooper MacNeil","5","55.467","5:33.119","Green","Track","0.474","0.845","10.514","11.024","14.229","5.680","9.821","2.880","146.361"
"44","GTD","John Potter","5","55.324","5:33.501","Green","Track","0.479","0.853","10.582","10.949","14.226","5.652","9.729","2.854","144.833"
"33","GTD","Ben Keating","5","55.605","5:33.974","Green","Track","0.472","0.850","10.591","11.189","14.132","5.689","9.858","2.824","146.981"
"540","GTD","Andy Pilgrim","3","55.931","5:46.078","Green","Track","0.482","0.858","10.363","11.077","14.589","5.689","9.957","2.916","143.932"
"27","GTD","Cedric Sbirrazzuoli","4","54.345","5:54.031","Green","Track","0.481","0.855","10.053","10.868","14.072","5.583","9.618","2.815","144.231"
"52","PC","Robert Alon","6","50.347","6:01.201","Green","Track","0.445","0.795","9.515","10.039","13.269","5.138","8.530","2.616","155.899"
"8","PC","Alex Popow","6","50.852","6:02.391","Green","Track","0.443","0.792","9.632","10.363","13.257","5.134","8.618","2.613","156.603"
"7","PC","Jose Gutierrez","6","50.954","6:03.042","Green","Track","0.445","0.793","9.599","10.274","13.536","5.105","8.595","2.607","155.899"
"20","PC","Matthew McMurry","6","51.127","6:04.266","Green","Track","0.448","0.801","9.528","10.374","13.328","5.179","8.812","2.657","154.855"
"54","PC","Jonathan Bennett","6","51.420","6:05.324","Green","Track","0.445","0.796","9.645","10.359","13.299","5.188","9.016","2.672","155.899"
"85","PC","Misha Goikhberg","6","51.358","6:06.865","Green","Track","0.451","0.805","9.627","10.372","13.364","5.180","8.896","2.663","153.825"
"25","GTLM","Dirk Werner","6","52.251","6:09.355","Green","Track","0.461","0.824","9.706","10.376","13.623","5.395","9.129","2.737","150.488"
"62","GTLM","Toni Vilander","6","52.386","6:10.233","Green","Track","0.462","0.826","9.777","10.410","13.531","5.372","9.255","2.753","150.162"
"4","GTLM","Tommy Milner","6","52.380","6:10.630","Green","Track","0.460","0.821","9.798","10.412","13.666","5.268","9.204","2.751","150.815"
"66","GTLM","Joey Hand","6","52.212","6:13.702","Yellow","Track","0.461","0.823","9.743","10.369","13.588","5.295","9.187","2.746","150.488"
"3","GTLM","Jan Magnussen","6","52.090","6:14.167","Yellow","Track","0.460","0.821","9.806","10.402","13.426","5.281","9.156","2.738","150.815"
"911","GTLM","Patrick Pilet","6","52.415","6:14.940","Yellow","Track","0.466","0.831","9.913","10.450","13.482","5.347","9.150","2.776","148.873"
"38","PC","James French","6","52.050","6:18.082","Yellow","Track","0.480","0.853","9.948","10.223","13.346","5.382","8.840","2.978","144.531"
"88","PC","Mark Kvamme","6","55.140","6:19.319","Yellow","Track","0.465","0.826","10.438","10.618","14.286","5.917","9.493","3.097","149.194"
"912","GTLM","Frederic Makowiecki","6","52.945","6:19.559","Yellow","Track","0.518","0.912","9.883","10.459","13.502","5.372","9.229","3.070","133.929"
"16","GTD","Spencer Pumpelly","6","54.614","6:21.891","Yellow","Track","0.480","0.853","10.294","10.748","14.048","5.638","9.658","2.895","144.531"
"6","GTD","Andrew Davis","6","54.808","6:22.376","Yellow","Track","0.479","0.852","10.415","10.895","13.857","5.624","9.805","2.881","144.833"
"9","GTD","Matt Bell","6","54.961","6:22.837","Yellow","Track","0.478","0.851","10.305","11.035","14.038","5.545","9.776","2.933","145.136"
"63","GTD","Christina Nielsen","6","54.684","6:23.344","Yellow","Track","0.479","0.852","10.268","10.835","14.048","5.686","9.666","2.850","144.833"
"67","GTLM","Richard Westbrook","6","54.739","6:24.593","Yellow","Track","0.465","0.831","10.033","10.754","14.052","5.329","10.295","2.980","149.194"
"48","GTD","Madison Snow","6","56.182","6:25.365","Yellow","Track","0.471","0.837","10.267","10.979","14.800","5.717","10.067","3.044","147.293"
"23","GTD","Mario Farnbacher","6","56.605","6:26.327","Yellow","Track","0.476","0.848","10.669","10.892","14.028","5.862","10.428","3.402","145.746"
"96","GTD","Bret Curtis","6","55.745","6:27.003","Yellow","Track","0.469","0.834","10.228","11.040","14.234","5.544","10.144","3.252","147.921"
"73","GTD","Patrick Lindsey","6","57.144","6:29.055","Yellow","Track","0.481","0.870","10.335","10.942","14.107","5.702","11.125","3.582","144.231"
"97","GTD","Michael Marsal","6","57.472","6:29.830","Yellow","Track","0.473","0.846","10.466","11.009","14.287","5.618","11.023","3.750","146.670"
"22","GTD","Cooper MacNeil","6","57.326","6:30.445","Yellow","Track","0.482","0.856","10.376","11.005","14.235","5.670","10.792","3.910","143.932"
"44","GTD","John Potter","6","57.503","6:31.004","Yellow","Track","0.480","0.853","10.421","10.938","14.341","5.777","10.733","3.960","144.531"
"33","GTD","Ben Keating","6","57.675","6:31.649","Yellow","Track","0.474","0.841","10.400","11.173","14.144","5.656","11.035","3.952","146.361"
"540","GTD","Andy Pilgrim","4","58.486","6:44.564","Yellow","Track","0.489","0.869","10.486","11.132","14.731","6.077","11.332","3.370","141.871"
"27","GTD","Cedric Sbirrazzuoli","5","55.883","6:49.914","Yellow","Track","0.473","0.843","10.039","10.989","14.386","6.099","10.204","2.850","146.670"
"52","PC","Robert Alon","7","1:23.198","7:24.399","Yellow","Track","0.447","0.796","9.498","11.172","21.221","9.141","23.993","6.930","155.201"
"8","PC","Alex Popow","7","1:22.606","7:24.997","Yellow","Track","0.444","0.793","9.635","11.451","20.339","8.951","24.174","6.819","156.250"
"7","PC","Jose Gutierrez","7","1:22.563","7:25.605","Yellow","Track","0.443","0.792","9.593","11.351","21.147","8.604","23.815","6.818","156.603"
"20","PC","Matthew McMurry","7","1:22.600","7:26.866","Yellow","Track","0.450","0.805","9.588","10.997","21.975","8.300","23.456","7.029","154.167"
"54","PC","Jonathan Bennett","7","1:22.645","7:27.969","Yellow","Track","0.452","0.809","9.742","11.116","21.524","8.407","24.232","6.363","153.485"
"85","PC","Misha Goikhberg","7","1:21.954","7:28.819","Yellow","Track","0.453","0.808","9.839","11.573","19.935","8.778","24.129","6.439","153.146"
"25","GTLM","Dirk Werner","7","1:21.492","7:30.847","Yellow","Track","0.463","0.827","10.142","11.171","19.678","8.008","24.745","6.458","149.838"
"62","GTLM","Toni Vilander","7","1:21.253","7:31.486","Yellow","Track","0.467","0.832","10.194","11.102","19.535","8.114","24.758","6.251","148.555"
"4","GTLM","Tommy Milner","7","1:21.885","7:32.515","Yellow","Track","0.465","0.835","10.519","10.979","19.657","8.016","25.357","6.057","149.194"
"66","GTLM","Joey Hand","7","1:20.314","7:34.016","Yellow","Track","0.467","0.846","10.158","10.972","17.847","7.877","25.660","6.487","148.555"
"3","GTLM","Jan Magnussen","7","1:20.646","7:34.813","Yellow","Track","0.463","0.850","10.492","10.856","17.520","7.975","25.851","6.639","149.838"
"911","GTLM","Patrick Pilet","7","1:21.255","7:36.195","Yellow","Track","0.470","0.841","10.546","11.139","18.187","7.083","25.738","7.251","147.606"
