"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SPS"
"10","P","Ricky Taylor","1","1:18.902","1:19.208","Green","Track","0.603","6.766","7.753","11.166","7.930","9.982","11.518","16.450","1.620","5.114","136.816"
"70","P","Tom Long","1","1:19.031","1:19.938","Green","Track","0.591","6.683","7.769","11.327","7.767","10.052","11.526","16.554","1.684","5.078","139.594"
"5","P","Christian Fittipaldi","1","1:20.420","1:20.421","Green","Track","0.619","6.901","8.630","11.627","7.940","10.292","11.572","16.176","1.594","5.069","133.279"
"31","P","Eric Curran","1","1:20.045","1:21.960","Green","Track","0.604","6.775","7.641","11.474","7.900","10.171","11.525","17.256","1.608","5.091","136.589"
"0","P","Andy Meyrick","1","1:20.208","1:22.593","Green","Track","0.591","6.719","7.910","11.441","8.108","10.231","11.658","16.886","1.599","5.065","139.594"
"90","P","Marc Goossens","1","1:19.784","1:23.357","Green","Track","0.601","6.705","7.576","11.301","7.855","10.282","11.614","17.041","1.668","5.141","137.271"
"60","P","John Pew","1","1:20.751","1:25.397","Green","Track","0.604","6.830","7.845","11.774","7.999","10.252","11.704","16.968","1.643","5.132","136.589"
"55","P","Tristan Nunez","1","1:20.382","1:25.869","Green","Track","0.595","6.711","7.416","11.769","7.965","10.369","11.490","17.353","1.668","5.046","138.655"
"85","PC","Misha Goikhberg","1","1:21.504","1:27.379","Green","Track","0.619","6.939","7.821","11.685","7.990","10.561","11.815","17.071","1.710","5.293","133.279"
"8","PC","Alex Popow","1","1:21.407","1:28.020","Green","Track","0.622","6.925","7.812","11.539","8.091","10.572","11.945","16.921","1.708","5.272","132.637"
"20","PC","Tomy Drissi","1","1:22.477","1:29.858","Green","Track","0.614","6.936","8.185","11.956","8.246","10.392","12.150","17.024","1.704","5.270","134.365"
"54","PC","Jonathan Bennett","1","1:22.229","1:32.307","Green","Track","0.613","6.854","7.851","11.748","8.213","10.577","12.024","17.335","1.716","5.298","134.584"
"38","PC","James French","1","1:21.655","1:32.688","Green","Track","0.609","6.858","7.693","11.677","8.083","10.686","12.141","17.106","1.635","5.167","135.468"
"52","PC","Robert Alon","1","1:21.522","1:34.260","Green","Track","0.612","6.850","7.909","11.521","8.157","10.594","11.896","17.023","1.701","5.259","134.804"
"88","PC","Mark Kvamme","1","1:25.234","1:42.907","Green","Track","0.630","7.154","7.877","12.445","8.402","11.015","12.458","18.114","1.777","5.362","130.952"
"25","GTLM","Bill Auberlen","1","1:22.288","2:15.037","Green","Track","0.656","7.227","7.940","11.534","8.323","10.507","12.310","16.529","1.736","5.526","125.762"
"912","GTLM","Earl Bamber","1","1:22.509","2:15.393","Green","Track","0.653","7.237","7.995","11.757","8.139","10.488","12.203","16.807","1.717","5.513","126.340"
"911","GTLM","Patrick Pilet","1","1:22.636","2:15.852","Green","Track","0.652","7.211","7.980","11.719","8.318","10.441","12.290","16.827","1.702","5.496","126.534"
"4","GTLM","Oliver Gavin","1","1:23.058","2:16.498","Green","Track","0.652","7.209","8.118","11.679","8.382","10.671","12.254","16.876","1.711","5.506","126.534"
"3","GTLM","Jan Magnussen","1","1:23.608","2:17.185","Green","Track","0.652","7.287","8.389","11.731","8.314","10.497","12.245","17.201","1.724","5.568","126.534"
"62","GTLM","Giancarlo Fisichella","1","1:23.079","2:17.796","Green","Track","0.640","7.160","8.103","11.859","8.230","10.546","12.664","16.647","1.719","5.511","128.906"
"100","GTLM","Lucas Luhr","1","1:25.471","2:19.575","Green","Track","0.642","7.137","8.478","11.738","8.340","10.671","13.737","17.413","1.751","5.564","128.505"
"67","GTLM","Richard Westbrook","1","1:24.490","2:19.856","Green","Track","0.640","7.136","8.345","11.930","8.294","10.778","12.429","17.733","1.725","5.480","128.906"
"66","GTLM","Joey Hand","1","1:24.567","2:20.475","Green","Track","0.640","7.141","8.038","11.999","8.203","10.729","12.561","18.067","1.709","0.000","128.906"
"68","GTLM","Alessandro Balzan","1","1:35.032","2:30.194","Green","Pit","0.639","7.170","8.115","11.914","8.300","10.583","12.745","16.926","3.406","15.234","129.108"
"10","P","Ricky Taylor","2","1:17.475","2:36.683","Green","Track","0.599","6.757","7.098","11.007","7.757","9.992","11.528","16.009","1.618","5.110","137.730"
"70","P","Tom Long","2","1:17.777","2:37.715","Green","Track","0.593","6.701","7.199","11.200","7.716","9.939","11.621","16.042","1.682","5.084","139.123"
"5","P","Christian Fittipaldi","2","1:18.288","2:38.709","Green","Track","0.595","6.721","7.224","11.001","7.791","9.984","11.492","16.722","1.640","5.118","138.655"
"31","P","Eric Curran","2","1:17.315","2:39.275","Green","Track","0.595","6.724","7.233","11.007","7.697","9.970","11.400","16.029","1.590","5.070","138.655"
"0","P","Andy Meyrick","2","1:19.196","2:41.789","Green","Track","0.595","6.732","7.532","11.372","7.900","10.089","11.560","16.715","1.608","5.093","138.655"
"90","P","Marc Goossens","2","1:19.015","2:42.372","Green","Track","0.595","6.637","7.281","11.237","8.004","10.270","11.477","16.712","1.675","5.127","138.655"
"60","P","John Pew","2","1:18.215","2:43.612","Green","Track","0.598","6.722","7.201","11.205","7.820","9.991","11.610","16.297","1.641","5.130","137.960"
"55","P","Tristan Nunez","2","1:18.183","2:44.052","Green","Track","0.590","6.653","7.080","11.312","7.803","10.064","11.376","16.601","1.651","5.053","139.831"
"85","PC","Misha Goikhberg","2","1:20.167","2:47.546","Green","Track","0.616","6.901","7.345","11.484","8.023","10.329","11.720","16.745","1.695","5.309","133.929"
"8","PC","Alex Popow","2","1:20.238","2:48.258","Green","Track","0.612","6.861","7.444","11.354","8.051","10.229","11.828","16.819","1.724","5.316","134.804"
"20","PC","Tomy Drissi","2","1:21.264","2:51.122","Green","Track","0.612","6.886","7.764","11.756","8.253","10.336","11.973","16.761","1.677","5.246","134.804"
"54","PC","Jonathan Bennett","2","1:20.933","2:53.240","Green","Track","0.615","6.869","7.547","11.319","8.063","10.447","11.917","17.167","1.711","5.278","134.146"
"38","PC","James French","2","1:20.833","2:53.521","Green","Track","0.604","6.777","7.787","11.498","8.031","10.457","11.830","16.972","1.670","5.207","136.589"
"52","PC","Robert Alon","2","1:20.109","2:54.369","Green","Track","0.610","6.850","7.544","11.367","8.006","10.335","11.826","16.623","1.699","5.249","135.246"
"88","PC","Mark Kvamme","2","1:23.780","3:06.687","Green","Track","0.621","6.963","7.789","12.290","8.399","10.895","12.340","17.414","1.713","5.356","132.850"
"25","GTLM","Bill Auberlen","2","1:19.855","3:34.892","Green","Track","0.641","7.144","7.311","11.112","8.020","10.243","12.034","16.089","1.724","5.537","128.705"
"912","GTLM","Earl Bamber","2","1:20.058","3:35.451","Green","Track","0.645","7.160","7.286","11.170","8.064","10.213","12.159","16.134","1.710","5.517","127.907"
"911","GTLM","Patrick Pilet","2","1:20.090","3:35.942","Green","Track","0.646","7.124","7.395","11.175","7.975","10.237","12.085","16.248","1.704","5.501","127.709"
"4","GTLM","Oliver Gavin","2","1:20.127","3:36.625","Green","Track","0.643","7.144","7.509","11.085","8.128","10.269","11.927","16.246","1.690","5.486","128.305"
"3","GTLM","Jan Magnussen","2","1:20.017","3:37.202","Green","Track","0.653","7.190","7.494","11.052","8.010","10.206","11.976","16.210","1.707","5.519","126.340"
"62","GTLM","Giancarlo Fisichella","2","1:20.373","3:38.169","Green","Track","0.642","7.135","7.396","11.155","8.016","10.507","12.119","16.177","1.716","5.510","128.505"
"67","GTLM","Richard Westbrook","2","1:21.178","3:41.034","Green","Track","0.637","7.047","7.667","11.358","8.127","10.298","12.047","16.744","1.746","5.507","129.513"
"100","GTLM","Lucas Luhr","2","1:21.914","3:41.489","Green","Track","0.644","7.137","7.522","11.303","8.267","10.310","12.248","17.217","1.739","5.527","128.106"
"66","GTLM","Joey Hand","2","1:21.968","3:42.443","Green","Track","0.641","7.098","7.412","11.354","8.215","10.749","12.399","16.911","1.710","5.479","128.705"
"10","P","Ricky Taylor","3","1:17.523","3:54.206","Green","Track","0.601","6.743","7.009","11.025","7.811","10.022","11.507","16.062","1.618","5.125","137.271"
"70","P","Tom Long","3","1:17.302","3:55.017","Green","Track","0.594","6.684","7.181","10.985","7.687","9.845","11.289","16.265","1.683","5.089","138.889"
"5","P","Christian Fittipaldi","3","1:16.795","3:55.504","Green","Track","0.598","6.734","7.146","10.879","7.672","9.925","11.341","15.800","1.605","5.095","137.960"
"31","P","Eric Curran","3","1:17.396","3:56.671","Green","Track","0.594","6.689","7.368","11.081","7.675","9.919","11.344","16.057","1.595","5.074","138.889"
"0","P","Andy Meyrick","3","1:18.428","4:00.217","Green","Track","0.596","6.723","7.102","11.221","7.770","10.133","11.586","16.588","1.616","5.093","138.423"
"90","P","Marc Goossens","3","1:18.602","4:00.974","Green","Track","0.594","6.615","7.068","11.109","7.863","10.066","11.761","16.731","1.666","5.129","138.889"
"55","P","Tristan Nunez","3","1:17.419","4:01.471","Green","Track","0.590","6.653","7.175","11.185","7.747","10.086","11.293","15.998","1.641","5.051","139.831"
"60","P","John Pew","3","1:19.771","4:03.383","Green","Track","0.598","6.734","7.219","11.205","7.906","10.867","11.610","16.746","1.683","5.203","137.960"
"85","PC","Misha Goikhberg","3","1:19.210","4:06.756","Green","Track","0.617","6.908","7.172","11.252","7.885","10.287","11.567","16.559","1.693","5.270","133.712"
"8","PC","Alex Popow","3","1:19.858","4:08.116","Green","Track","0.616","6.888","7.283","11.372","7.877","10.232","12.036","16.622","1.679","5.253","133.929"
"20","PC","Tomy Drissi","3","1:20.975","4:12.097","Green","Track","0.611","6.886","7.748","11.654","8.170","10.208","11.917","16.801","1.705","5.275","135.025"
"54","PC","Jonathan Bennett","3","1:20.589","4:13.829","Green","Track","0.612","6.851","7.361","11.445","8.015","10.286","11.930","17.144","1.695","5.250","134.804"
"38","PC","James French","3","1:20.577","4:14.098","Green","Track","0.605","6.766","7.581","11.500","7.923","10.464","11.807","17.102","1.650","5.179","136.364"
"52","PC","Robert Alon","3","1:20.286","4:14.655","Green","Track","0.609","6.823","7.385","11.430","8.019","10.266","11.817","17.018","1.680","5.239","135.468"
"88","PC","Mark Kvamme","3","1:24.149","4:30.836","Green","Track","0.623","6.979","7.897","12.223","8.176","11.198","12.455","17.568","1.712","5.318","132.424"
"68","GTLM","Serra/Balzan ","2","2:12.878","4:43.072","Green","Track","0.000","0.000","13.960","12.608","8.614","10.844","12.550","17.102","1.779","5.555","0.000"
"25","GTLM","Bill Auberlen","3","1:19.337","4:54.229","Green","Track","0.644","7.169","7.159","11.073","8.053","10.173","11.901","15.929","1.710","5.526","128.106"
"912","GTLM","Earl Bamber","3","1:19.198","4:54.649","Green","Track","0.644","7.140","7.136","11.024","8.030","10.115","11.984","15.918","1.708","5.499","128.106"
"911","GTLM","Patrick Pilet","3","1:19.370","4:55.312","Green","Track","0.642","7.120","7.223","11.038","7.935","10.094","12.008","16.096","1.709","5.505","128.505"
"4","GTLM","Oliver Gavin","3","1:19.290","4:55.915","Green","Track","0.641","7.115","7.286","11.038","8.113","10.157","11.809","15.953","1.701","5.477","128.705"
"3","GTLM","Jan Magnussen","3","1:19.469","4:56.671","Green","Track","0.645","7.157","7.351","11.106","7.955","10.143","11.936","15.951","1.717","5.508","127.907"
"62","GTLM","Giancarlo Fisichella","3","1:19.784","4:57.953","Green","Track","0.644","7.155","7.257","10.970","8.022","10.177","12.323","16.004","1.712","5.520","128.106"
"67","GTLM","Richard Westbrook","3","1:20.085","5:01.119","Green","Track","0.638","7.081","7.428","11.065","8.153","10.256","11.961","16.238","1.751","5.514","129.310"
"100","GTLM","Lucas Luhr","3","1:20.921","5:02.410","Green","Track","0.639","7.074","7.504","11.366","8.248","10.373","12.191","16.233","1.748","5.545","129.108"
"66","GTLM","Joey Hand","3","1:22.590","5:05.033","Green","Track","0.639","7.133","8.218","11.789","8.245","10.242","12.033","17.034","1.732","5.525","129.108"
"10","P","Ricky Taylor","4","1:16.928","5:11.134","Green","Track","0.600","6.745","7.045","10.831","7.740","9.805","11.499","15.928","1.628","5.107","137.500"
"70","P","Tom Long","4","1:16.937","5:11.954","Green","Track","0.594","6.681","7.097","10.914","7.697","9.727","11.323","16.160","1.675","5.069","138.889"
"5","P","Christian Fittipaldi","4","1:16.870","5:12.374","Green","Track","0.600","6.716","7.073","10.944","7.703","9.847","11.364","15.913","1.616","5.094","137.500"
"31","P","Eric Curran","4","1:17.395","5:14.066","Green","Track","0.596","6.692","7.196","11.012","7.699","9.853","11.634","16.061","1.588","5.064","138.423"
"0","P","Andy Meyrick","4","1:18.117","5:18.334","Green","Track","0.597","6.720","7.334","11.056","7.824","9.988","11.577","16.352","1.605","5.064","138.191"
"90","P","Marc Goossens","4","1:18.100","5:19.074","Green","Track","0.593","6.645","7.104","11.032","7.796","10.051","11.395","16.705","1.666","5.113","139.123"
"55","P","Tristan Nunez","4","1:18.087","5:19.558","Green","Track","0.591","6.663","7.061","10.987","7.765","9.977","11.401","16.912","1.660","5.070","139.594"
"60","P","John Pew","4","1:18.572","5:21.955","Green","Track","0.603","6.770","7.363","11.257","7.863","10.175","11.514","16.209","1.659","5.159","136.816"
"85","PC","Misha Goikhberg","4","1:19.540","5:26.296","Green","Track","0.615","6.889","7.323","11.572","7.937","10.214","11.610","16.476","1.659","5.245","134.146"
"8","PC","Alex Popow","4","1:20.260","5:28.376","Green","Track","0.613","6.885","7.227","11.689","8.160","10.196","11.836","16.746","1.669","5.239","134.584"
"20","PC","Tomy Drissi","4","1:21.368","5:33.465","Green","Track","0.614","6.889","7.685","11.806","8.188","10.257","11.965","17.012","1.702","5.250","134.365"
"54","PC","Jonathan Bennett","4","1:20.462","5:34.291","Green","Track","0.609","6.808","7.511","11.443","7.979","10.215","11.844","17.052","1.732","5.269","135.468"
"38","PC","James French","4","1:20.392","5:34.490","Green","Track","0.601","6.726","7.611","11.573","7.921","10.454","11.771","16.921","1.641","5.173","137.271"
"52","PC","Robert Alon","4","1:20.343","5:34.998","Green","Track","0.608","6.798","7.378","11.629","8.052","10.316","11.806","16.908","1.659","5.189","135.691"
"88","PC","Mark Kvamme","4","1:23.849","5:54.685","Green","Track","0.620","6.939","8.025","12.019","8.366","10.943","12.380","17.558","1.695","5.304","133.065"
"68","GTLM","Daniel Serra","3","1:20.774","6:03.846","Green","Track","0.644","7.216","7.418","11.220","8.132","10.362","12.155","16.455","1.701","5.471","128.106"
"25","GTLM","Bill Auberlen","4","1:18.817","6:13.046","Green","Track","0.644","7.169","7.043","10.971","7.907","10.152","11.891","15.809","1.711","5.520","128.106"
"912","GTLM","Earl Bamber","4","1:18.968","6:13.617","Green","Track","0.643","7.146","7.137","10.948","7.963","10.072","11.986","15.836","1.721","5.516","128.305"
"911","GTLM","Patrick Pilet","4","1:19.016","6:14.328","Green","Track","0.644","7.126","7.053","11.041","7.892","10.116","11.980","15.958","1.708","5.498","128.106"
"4","GTLM","Oliver Gavin","4","1:19.244","6:15.159","Green","Track","0.639","7.118","7.120","10.917","7.981","10.153","11.806","16.333","1.697","5.480","129.108"
"3","GTLM","Jan Magnussen","4","1:19.156","6:15.827","Green","Track","0.644","7.143","7.261","10.982","8.011","10.155","11.803","15.937","1.713","5.507","128.106"
"62","GTLM","Giancarlo Fisichella","4","1:19.301","6:17.254","Green","Track","0.642","7.162","7.170","11.000","7.953","10.189","11.999","15.972","1.709","5.505","128.505"
"67","GTLM","Richard Westbrook","4","1:19.763","6:20.882","Green","Track","0.641","7.080","7.246","11.010","8.102","10.164","11.994","16.236","1.766","5.524","128.705"
"10","P","Ricky Taylor","5","1:16.735","6:27.869","Green","Track","0.597","6.708","6.856","10.814","7.752","9.815","11.485","15.986","1.609","5.113","138.191"
"70","P","Tom Long","5","1:16.832","6:28.786","Green","Track","0.592","6.647","6.993","10.879","7.701","9.799","11.372","16.101","1.672","5.076","139.358"
"5","P","Christian Fittipaldi","5","1:16.692","6:29.066","Green","Track","0.598","6.674","6.984","10.964","7.668","9.869","11.357","15.874","1.619","5.085","137.960"
"31","P","Eric Curran","5","1:16.503","6:30.569","Green","Track","0.593","6.664","7.165","10.904","7.636","9.830","11.248","15.799","1.597","5.067","139.123"
"0","P","Andy Meyrick","5","1:17.995","6:36.329","Green","Track","0.597","6.684","7.174","11.013","7.818","10.006","11.563","16.476","1.601","5.063","138.191"
"90","P","Marc Goossens","5","1:17.962","6:37.036","Green","Track","0.595","6.599","7.104","10.879","7.702","10.011","11.455","16.858","1.655","5.104","138.655"
"55","P","Tristan Nunez","5","1:17.954","6:37.512","Green","Track","0.592","6.649","6.947","11.058","7.674","9.926","11.305","17.099","1.656","5.048","139.358"
"66","GTLM","Joey Hand","4","1:32.769","6:37.802","Green","Pit","0.641","7.122","7.613","11.407","8.348","10.305","12.079","16.627","3.470","15.157","128.705"
"60","P","John Pew","5","1:17.823","6:39.778","Green","Track","0.598","6.698","7.016","11.106","7.754","9.946","11.662","16.258","1.643","5.142","137.960"
"85","PC","Misha Goikhberg","5","1:19.424","6:45.720","Green","Track","0.612","6.892","7.336","11.438","7.900","10.184","11.603","16.532","1.669","5.258","134.804"
"8","PC","Alex Popow","5","1:20.182","6:48.558","Green","Track","0.613","6.889","7.276","11.475","8.114","10.116","11.897","16.890","1.678","5.234","134.584"
"100","GTLM","Lucas Luhr","4","1:49.609","6:52.019","Green","Pit","0.641","7.103","7.271","11.124","8.071","10.267","12.096","17.511","19.743","15.782","128.705"
"20","PC","Tomy Drissi","5","1:21.416","6:54.881","Green","Track","0.610","6.885","7.832","11.843","8.190","10.306","12.035","16.789","1.690","5.236","135.246"
"38","PC","James French","5","1:20.773","6:55.263","Green","Track","0.601","6.701","7.557","11.629","7.964","10.720","11.737","17.052","1.639","5.173","137.271"
"54","PC","Jonathan Bennett","5","1:21.914","6:56.205","Green","Track","0.611","6.802","8.055","11.711","8.119","10.657","11.845","17.174","1.699","5.241","135.025"
"52","PC","Robert Alon","5","1:21.421","6:56.419","Green","Track","0.605","6.765","7.670","11.827","8.232","10.364","11.911","17.211","1.652","5.184","136.364"
"88","PC","Mark Kvamme","5","1:22.840","7:17.525","Green","Track","0.620","6.951","7.776","11.747","8.148","10.929","12.185","17.436","1.715","5.333","133.065"
"68","GTLM","Daniel Serra","4","1:20.199","7:24.045","Green","Track","0.640","7.163","7.247","11.206","8.064","10.207","12.050","16.377","1.726","5.519","128.906"
"25","GTLM","Bill Auberlen","5","1:18.884","7:31.930","Green","Track","0.641","7.143","7.007","11.010","7.973","10.150","11.894","15.790","1.745","5.531","128.705"
"912","GTLM","Earl Bamber","5","1:18.754","7:32.371","Green","Track","0.645","7.135","7.119","10.941","7.941","10.053","11.949","15.756","1.711","5.504","127.907"
"911","GTLM","Patrick Pilet","5","1:18.757","7:33.085","Green","Track","0.643","7.109","7.072","10.890","7.880","10.059","11.986","15.905","1.709","5.504","128.305"
"4","GTLM","Oliver Gavin","5","1:18.946","7:34.105","Green","Track","0.645","7.103","7.163","10.861","7.978","10.150","11.837","16.026","1.702","5.481","127.907"
"3","GTLM","Jan Magnussen","5","1:18.895","7:34.722","Green","Track","0.646","7.125","7.176","10.962","7.879","10.087","11.864","15.960","1.706","5.490","127.709"
"62","GTLM","Giancarlo Fisichella","5","1:19.141","7:36.395","Green","Track","0.643","7.147","7.120","10.887","8.005","10.164","11.951","15.980","1.726","5.518","128.305"
"67","GTLM","Richard Westbrook","5","1:19.433","7:40.315","Green","Track","0.640","7.075","7.305","11.082","8.127","10.176","11.925","15.903","1.727","5.473","128.906"
"10","P","Ricky Taylor","6","1:16.722","7:44.591","Green","Track","0.599","6.722","6.959","10.809","7.767","9.854","11.395","15.886","1.619","5.112","137.730"
"70","P","Tom Long","6","1:17.381","7:46.167","Green","Track","0.592","6.655","7.046","10.984","7.757","9.855","11.429","16.256","1.718","5.089","139.358"
"5","P","Christian Fittipaldi","6","1:17.297","7:46.363","Green","Track","0.596","6.655","7.047","11.008","7.786","10.009","11.379","16.085","1.635","5.097","138.423"
"31","P","Eric Curran","6","1:16.826","7:47.395","Green","Track","0.593","6.650","7.242","10.845","7.621","9.855","11.299","16.021","1.617","5.083","139.123"
"0","P","Andy Meyrick","6","1:17.632","7:53.961","Green","Track","0.594","6.681","7.092","11.094","7.764","9.951","11.491","16.306","1.589","5.070","138.889"
"90","P","Marc Goossens","6","1:17.663","7:54.699","Green","Track","0.592","6.591","6.941","10.994","7.819","9.987","11.379","16.491","1.704","5.165","139.358"
"55","P","Tristan Nunez","6","1:17.617","7:55.129","Green","Track","0.589","6.650","6.957","10.935","7.777","9.893","11.454","16.671","1.641","5.050","140.068"
"60","P","John Pew","6","1:17.609","7:57.387","Green","Track","0.603","6.707","7.118","10.933","7.762","9.964","11.657","16.030","1.668","5.167","136.816"
"85","PC","Misha Goikhberg","6","1:19.482","8:05.202","Green","Track","0.615","6.901","7.364","11.327","7.848","10.121","11.764","16.581","1.675","5.286","134.146"
"8","PC","Alex Popow","6","1:20.150","8:08.708","Green","Track","0.612","6.874","7.361","11.381","8.047","10.259","11.951","16.694","1.697","5.274","134.804"
"38","PC","James French","6","1:21.011","8:16.274","Green","Track","0.603","6.765","7.899","11.718","8.044","10.558","11.635","16.952","1.662","5.175","136.816"
"20","PC","Tomy Drissi","6","1:21.240","8:16.121","Green","Track","0.611","6.890","7.808","11.712","8.199","10.288","11.909","16.842","1.712","5.269","135.025"
"52","PC","Robert Alon","6","1:20.476","8:16.895","Green","Track","0.602","6.719","7.828","11.279","7.988","10.437","11.834","16.845","1.689","5.255","137.043"
"54","PC","Jonathan Bennett","6","1:21.621","8:17.826","Green","Track","0.608","6.781","8.391","11.556","8.049","10.472","11.835","16.863","1.739","5.327","135.691"
"88","PC","Mark Kvamme","6","1:22.687","8:40.212","Green","Track","0.619","6.939","7.589","11.751","8.176","10.726","12.232","17.657","1.700","5.298","133.279"
"68","GTLM","Daniel Serra","5","1:19.423","8:43.468","Green","Track","0.641","7.167","7.220","11.047","7.978","10.140","11.989","16.034","1.716","5.491","128.705"
"25","GTLM","Bill Auberlen","6","1:18.560","8:50.490","Green","Track","0.640","7.114","6.928","10.907","7.977","10.109","11.773","15.822","1.743","5.547","128.906"
"912","GTLM","Earl Bamber","6","1:18.801","8:51.172","Green","Track","0.645","7.125","7.062","10.877","8.022","10.035","11.935","15.890","1.705","5.505","127.907"
"911","GTLM","Patrick Pilet","6","1:18.662","8:51.747","Green","Track","0.643","7.104","7.054","10.878","7.883","10.052","11.972","15.892","1.696","5.488","128.305"
"4","GTLM","Oliver Gavin","6","1:18.743","8:52.848","Green","Track","0.641","7.114","7.141","10.814","7.959","10.088","11.865","15.941","1.693","5.487","128.705"
"3","GTLM","Jan Magnussen","6","1:19.022","8:53.744","Green","Track","0.643","7.120","7.265","11.018","7.937","10.197","11.816","15.805","1.715","5.506","128.305"
"62","GTLM","Giancarlo Fisichella","6","1:19.399","8:55.794","Green","Track","0.642","7.157","7.246","10.875","7.962","10.199","12.037","16.025","1.730","5.526","128.505"
"66","GTLM","Dirk Muller","5","2:21.308","8:59.110","Green","Track","0.000","0.000","13.527","11.900","8.613","10.329","12.084","16.221","1.718","5.473","0.000"
"67","GTLM","Richard Westbrook","6","1:19.579","8:59.894","Green","Track","0.637","7.054","7.281","11.086","8.162","10.215","11.938","16.012","1.723","5.471","129.513"
"10","P","Ricky Taylor","7","1:17.642","9:02.233","Green","Track","0.597","6.707","7.240","11.105","7.851","9.896","11.519","16.008","1.612","5.107","138.191"
"70","P","Tom Long","7","1:17.929","9:04.096","Green","Track","0.590","6.625","7.043","11.760","7.839","9.894","11.388","16.005","1.694","5.091","139.831"
"5","P","Christian Fittipaldi","7","1:17.957","9:04.320","Green","Track","0.595","6.623","7.168","11.778","7.799","9.878","11.445","16.030","1.589","5.052","138.655"
"31","P","Eric Curran","7","1:17.939","9:05.334","Green","Track","0.593","6.629","7.139","11.483","7.863","9.952","11.478","16.116","1.607","5.079","139.123"
"100","GTLM","Lucas Luhr","5","2:18.401","9:10.420","Green","Track","0.000","0.000","14.698","14.250","8.918","11.022","12.624","16.955","1.747","5.581","0.000"
"0","P","Andy Meyrick","7","1:17.028","9:10.989","Green","Track","0.591","6.679","6.949","10.774","7.692","9.796","11.456","16.459","1.594","5.038","139.594"
"90","P","Marc Goossens","7","1:17.106","9:11.805","Green","Track","0.591","6.608","6.908","10.796","7.729","9.851","11.397","16.370","1.700","5.156","139.594"
"55","P","Tristan Nunez","7","1:17.236","9:12.365","Green","Track","0.591","6.636","7.030","10.764","7.800","9.761","11.275","16.599","1.679","5.101","139.594"
"60","P","John Pew","7","1:18.212","9:15.599","Green","Track","0.598","6.685","7.115","11.136","7.965","10.004","11.646","16.193","1.680","5.190","137.960"
"85","PC","Misha Goikhberg","7","1:19.953","9:25.155","Green","Track","0.614","6.899","7.367","11.463","7.866","10.292","11.644","16.814","1.703","5.291","134.365"
"8","PC","Alex Popow","7","1:20.352","9:29.060","Green","Track","0.613","6.870","7.438","11.334","8.017","10.449","11.874","16.837","1.678","5.242","134.584"
"38","PC","James French","7","1:19.230","9:35.504","Green","Track","0.599","6.744","7.481","11.089","7.797","10.357","11.686","16.627","1.642","5.208","137.730"
"20","PC","Tomy Drissi","7","1:21.894","9:38.015","Green","Track","0.611","6.896","8.360","11.912","8.150","10.366","11.940","16.703","1.697","5.259","135.025"
"52","PC","Robert Alon","7","1:21.555","9:38.450","Green","Track","0.609","6.793","7.985","11.919","8.100","10.510","11.949","16.800","1.678","5.212","135.468"
"54","PC","Jonathan Bennett","7","1:21.377","9:39.203","Green","Track","0.613","6.799","7.407","11.894","8.192","10.449","11.884","17.121","1.721","5.297","134.584"
"68","GTLM","Daniel Serra","6","1:19.243","10:02.711","Green","Track","0.642","7.145","7.184","10.953","7.910","10.138","12.024","16.111","1.683","5.453","128.505"
"88","PC","Mark Kvamme","7","1:22.327","10:02.539","Green","Track","0.619","6.937","7.810","11.643","8.163","10.727","12.141","16.980","1.783","5.524","133.279"
"25","GTLM","Bill Auberlen","7","1:19.237","10:09.727","Green","Track","0.643","7.145","7.025","10.923","7.965","10.310","11.917","16.045","1.738","5.526","128.305"
"912","GTLM","Earl Bamber","7","1:18.810","10:09.982","Green","Track","0.644","7.127","7.062","10.970","7.915","10.074","11.949","15.892","1.699","5.478","128.106"
"911","GTLM","Patrick Pilet","7","1:18.764","10:10.511","Green","Track","0.643","7.101","7.117","10.870","7.915","10.024","11.971","15.927","1.704","5.492","128.305"
"4","GTLM","Oliver Gavin","7","1:18.962","10:11.810","Green","Track","0.640","7.125","7.230","10.798","7.953","10.076","11.860","16.127","1.691","5.462","128.906"
"3","GTLM","Jan Magnussen","7","1:19.013","10:12.757","Green","Track","0.645","7.125","7.166","10.979","7.939","10.149","11.835","15.964","1.715","5.496","127.907"
"62","GTLM","Giancarlo Fisichella","7","1:19.233","10:15.027","Green","Track","0.644","7.201","7.094","11.042","7.946","10.163","12.002","15.916","1.723","5.502","128.106"
"67","GTLM","Richard Westbrook","7","1:19.744","10:19.638","Green","Track","0.638","7.048","7.283","11.338","8.072","10.163","11.916","16.089","1.726","5.471","129.310"
"10","P","Ricky Taylor","8","1:17.548","10:19.781","Green","Track","0.599","6.693","6.893","11.090","8.165","9.882","11.531","15.985","1.614","5.096","137.730"
"70","P","Tom Long","8","1:17.764","10:21.860","Green","Track","0.590","6.647","7.057","10.893","7.927","10.086","11.802","16.019","1.673","5.070","139.831"
"5","P","Christian Fittipaldi","8","1:17.922","10:22.242","Green","Track","0.590","6.634","7.097","10.987","7.812","10.048","11.827","16.206","1.630","5.091","139.831"
"31","P","Eric Curran","8","1:17.495","10:22.829","Green","Track","0.594","6.639","7.130","10.970","7.695","9.915","11.574","16.294","1.607","5.077","138.889"
