"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"20","PC","Ricardo Vera","0","3:45.617","2:01.189","Red","Pit","45.714","39.963","33.791","12.743","9.978","10.388","18.802","11.702","9.847","15.829","0.000","0.000","0.000"
"6","GTD","Andrew Davis","0","2:53.484","2:54.595","Red","Track","15.723","33.832","30.701","9.454","6.920","7.862","17.364","9.853","9.453","17.835","0.000","0.000","0.000"
"21","GTD","TBA","0","3:51.370","2:11.181","Red","Pit","42.064","45.104","36.786","13.008","9.465","10.113","19.430","10.957","8.730","17.600","0.000","0.000","0.000"
"45","GTD","Tracy Krohn","0","4:49.425","1:14.079","Red","Pit","109.630","45.544","35.636","11.821","9.103","8.539","17.955","11.388","9.486","15.302","0.000","0.000","0.000"
"26","PC","Ryan Lewis","0","3:12.355","2:57.895","Red","Pit","17.352","37.628","33.491","11.736","10.299","10.995","17.794","10.113","9.741","16.866","0.000","0.000","0.000"
"9","GTD","Dion von Molke","0","3:13.495","3:10.845","Red","Track","18.246","37.595","33.312","10.415","8.550","9.248","18.261","10.231","9.722","17.201","0.000","0.000","0.000"
"85","PC","Kenton Koch","1","7:47.359","9:10.113","Green","Pit","30.664","35.399","29.456","8.727","7.007","8.421","14.902","8.880","8.447","15.818","0.000","0.000","0.000"
"52","PC","Robert Alon","1","7:39.454","9:55.039","Green","Pit","40.192","37.815","34.391","11.327","8.608","9.323","17.670","10.616","9.458","16.606","0.000","0.000","0.000"
"6","GTD","Andrew Davis","1","8:29.143","11:23.738","Green","Track","207.711","36.702","29.163","8.845","6.787","6.740","15.302","8.236","6.802","5.617","0.510","3.244","160.428"
"26","PC","Ryan Lewis","1","8:35.409","11:33.304","Green","Track","187.219","37.308","30.670","9.660","7.720","8.742","16.167","8.273","7.144","5.936","0.567","3.648","144.300"
"9","GTD","Dion von Molke","1","8:24.668","11:35.513","Green","Track","175.416","36.861","30.446","9.377","7.748","8.547","16.062","8.642","7.398","6.335","0.584","3.757","140.100"
"54","PC","Colin Braun","1","9:39.676","11:42.059","Green","Pit","43.244","38.840","31.877","10.974","8.599","9.302","19.565","10.882","9.337","14.650","0.000","0.000","0.000"
"85","PC","Kenton Koch","2","2:48.259","11:58.372","Green","Track","34.714","37.866","28.433","8.961","7.146","8.363","15.573","8.083","6.742","6.669","0.877","4.832","93.293"
"45","GTD","Tracy Krohn","1","10:47.643","12:01.722","Green","Track","213.071","40.472","31.843","10.317","8.077","9.111","17.468","9.525","7.970","6.264","0.549","3.551","149.031"
"38","PC","Josh Norman","1","2:51.548","12:04.906","Green","Track","34.533","39.000","31.391","9.766","6.974","7.814","16.287","8.456","6.898","6.040","0.591","3.798","138.440"
"100","GTLM","Graham Rahal","1","2:51.431","12:09.800","Green","Track","31.591","38.435","30.636","10.495","7.776","8.701","16.015","8.861","7.509","6.569","0.644","4.199","127.047"
"25","GTLM","Auberlen/Werner/Farfus/ Spengler","1","2:59.047","12:14.131","Green","Pit","33.731","36.003","27.666","8.356","6.914","8.988","17.144","7.990","6.650","12.060","0.000","0.000","0.000"
"30","GTD","Sabine Schmitz","1","10:27.581","12:24.560","Green","Track","463.355","44.290","32.986","12.062","9.379","10.596","18.994","11.593","9.599","8.489","0.849","5.389","96.370"
"007","GTD","James Davison","1","3:01.975","12:27.307","Green","Pit","31.303","36.724","29.838","8.870","7.631","10.322","16.235","8.365","6.806","11.645","0.000","0.000","0.000"
"20","PC","Ricardo Vera","1","10:26.302","12:27.491","Green","Track","231.015","45.786","33.189","11.910","9.262","10.165","18.508","12.880","11.062","10.467","0.877","5.564","93.293"
"52","PC","Robert Alon","2","2:58.922","12:53.961","Green","Track","33.515","38.579","32.545","10.886","8.031","8.373","17.603","9.693","7.973","6.847","0.650","4.227","125.874"
"2","P","Ed Brown","1","3:32.541","13:43.609","Green","Track","55.407","44.294","34.978","11.301","8.226","9.127","19.267","9.865","8.141","6.947","0.662","4.326","123.592"
"3","GTLM","Jan Magnussen","1","4:48.535","13:54.746","Green","Pit","35.786","37.495","29.165","9.050","6.815","7.224","14.772","8.222","6.934","10.721","0.000","0.000","0.000"
"97","GTD","Markus Palttala","1","2:25.293","13:56.972","Green","Track","16.326","35.187","29.642","9.157","6.989","7.094","15.174","8.312","6.748","6.114","0.636","3.914","128.645"
"6","GTD","Andrew Davis","2","2:36.684","14:00.422","Green","Pit","15.468","33.023","28.570","8.824","6.763","6.606","15.161","8.260","6.816","12.373","0.000","0.000","0.000"
"9","GTD","Dion von Molke","2","2:25.396","14:00.909","Green","Track","16.884","34.184","29.277","9.051","7.031","7.123","15.687","8.559","7.246","6.151","0.564","3.639","145.068"
"26","PC","Ryan Lewis","2","2:44.585","14:17.889","Green","Pit","16.409","35.057","28.939","9.114","7.470","7.658","15.169","8.237","7.228","13.652","0.000","0.000","0.000"
"44","GTD","Rene Rast","1","2:22.734","14:26.010","Green","Track","16.487","33.436","30.137","9.095","6.851","6.953","15.243","8.116","6.758","5.626","0.532","3.500","153.794"
"45","GTD","Tracy Krohn","2","2:28.103","14:29.825","Green","Track","15.624","34.691","31.107","9.474","7.372","7.623","15.285","8.990","7.264","6.220","0.631","3.822","129.664"
"4","GTLM","Oliver Gavin","1","5:24.614","14:32.221","Green","Pit","35.463","37.241","29.662","9.062","6.770","7.491","15.827","8.332","6.748","12.621","0.000","0.000","0.000"
"96","GTD","Ashley Freiberg","1","2:38.287","14:40.577","Green","Track","16.829","33.488","32.793","10.642","8.343","8.783","17.731","10.664","8.059","6.603","0.589","3.763","138.910"
"100","GTLM","Graham Rahal","2","2:34.028","14:43.828","Green","Track","17.567","36.285","32.530","9.861","7.773","8.061","16.444","8.461","6.890","5.813","0.566","3.777","144.555"
"25","GTLM","Augusto Farfus","2","2:29.993","14:44.124","Green","Track","29.968","32.975","25.187","8.240","6.617","7.306","14.095","8.674","6.746","5.969","0.559","3.657","146.365"
"98","GTD","Paul Dalla Lana","1","2:31.628","14:49.630","Green","Track","16.931","35.700","30.379","10.049","8.155","7.882","16.115","8.868","7.260","6.085","0.566","3.638","144.555"
"38","PC","Josh Norman","2","2:48.832","14:53.738","Green","Track","17.553","35.787","29.914","8.836","7.059","7.395","19.571","23.339","8.590","6.545","0.580","3.663","141.066"
"85","PC","Kenton Koch","3","3:02.878","15:01.250","Green","Track","53.799","37.099","28.684","8.835","7.036","7.531","14.773","8.166","6.999","5.962","0.537","3.457","152.362"
"33","GTD","Ben Keating","1","2:45.133","15:03.428","Green","Pit","17.149","35.993","29.965","9.686","7.433","7.912","16.323","8.783","7.292","0.000","0.000","0.000","0.000"
"30","GTD","Sabine Schmitz","2","2:43.152","15:07.712","Green","Track","18.866","38.857","30.569","9.580","7.434","8.073","17.832","9.815","8.376","8.083","0.769","4.898","106.396"
"20","PC","Ricardo Vera","2","2:56.004","15:23.495","Green","Track","20.170","39.711","32.537","11.037","9.050","9.308","18.103","10.717","9.320","9.608","0.947","5.496","86.397"
"52","PC","Robert Alon","3","2:45.109","15:39.070","Green","Track","17.739","36.171","32.671","11.396","8.561","8.190","18.386","10.995","8.466","7.399","0.703","4.432","116.384"
"28","GTD","Franz Konrad","1","2:43.540","15:47.524","Green","Pit","18.418","36.769","30.648","8.743","6.850","7.727","16.431","8.366","7.162","11.710","0.000","0.000","0.000"
"50","P","Dorsey Schroeder","1","13:51.141","15:58.483","Green","Track","702.734","38.831","28.819","8.795","6.709","6.934","14.444","7.933","6.598","5.584","0.505","3.255","162.016"
"37","P","Mauizio Mediani","1","3:54.393","16:18.424","Green","Track","86.977","41.169","31.975","10.372","8.109","9.198","18.032","9.294","7.992","6.666","0.628","3.981","130.284"
"97","GTD","Markus Palttala","2","2:25.415","16:22.387","Green","Track","16.287","33.916","29.115","9.143","7.697","7.704","15.226","8.408","6.775","6.641","0.610","3.893","134.128"
"88","PC","Mark Kvamme","1","6:52.468","16:24.379","Green","Track","0.000","0.000","34.047","11.603","9.197","9.372","18.181","10.970","9.436","8.491","0.820","5.281","99.778"
"3","GTLM","Jan Magnussen","2","2:30.656","16:25.402","Green","Track","30.240","31.308","25.531","8.476","6.887","7.424","16.310","8.194","6.716","5.559","0.508","3.503","161.059"
"2","P","Ed Brown","2","2:52.776","16:36.385","Green","Track","18.200","38.542","32.914","10.930","8.597","9.691","19.584","11.106","9.453","8.089","0.762","4.908","107.373"
"44","GTD","Rene Rast","2","2:15.883","16:41.893","Green","Track","15.771","31.318","27.882","8.670","6.762","6.553","14.716","8.082","6.740","5.598","0.507","3.284","161.377"
"9","GTD","Dion von Molke","3","2:44.220","16:45.129","Green","Pit","16.681","33.586","29.720","9.216","7.347","7.924","16.438","8.870","7.792","12.782","0.000","0.000","0.000"
"21","GTD","TBA","1","14:35.994","16:47.175","Green","Track","486.106","46.207","33.832","10.706","8.391","8.781","17.538","9.635","8.079","9.399","0.871","5.079","93.936"
"93","GTD","Jeff Mosing","1","2:31.066","16:50.336","Green","Track","17.654","34.947","31.296","9.071","7.207","8.103","16.616","8.334","7.001","6.118","0.605","4.114","135.237"
"25","GTLM","Augusto Farfus","3","2:08.372","16:52.496","Green","Track","14.542","29.395","25.207","8.278","6.601","7.031","13.600","7.787","6.547","5.456","0.523","3.405","156.440"
"63","GTD","Robert Renauer","1","2:49.791","16:52.493","Green","Track","35.077","39.251","30.666","9.641","7.004","7.557","15.462","8.555","6.824","5.614","0.525","3.615","155.844"
"45","GTD","Tracy Krohn","3","2:25.651","16:55.476","Green","Track","15.621","33.822","29.403","9.417","7.533","7.685","15.231","9.032","7.254","6.306","0.613","3.734","133.472"
"4","GTLM","Oliver Gavin","2","2:28.814","17:01.035","Green","Track","30.812","31.781","25.774","8.686","6.702","6.943","14.417","8.002","6.621","5.440","0.492","3.144","166.297"
"98","GTD","Paul Dalla Lana","2","2:27.806","17:17.436","Green","Track","16.127","34.613","29.633","9.486","7.285","7.332","16.085","9.166","7.549","6.256","0.575","3.699","142.292"
"007","GTD","James Davison","2","4:55.661","17:22.968","Green","Pit","30.684","34.904","29.593","8.728","6.766","7.118","15.062","8.130","6.770","13.002","0.000","0.000","0.000"
"96","GTD","Ashley Freiberg","2","2:48.586","17:29.163","Green","Pit","16.841","34.052","29.703","9.572","7.337","7.545","15.784","8.999","8.331","13.345","0.000","0.000","0.000"
"30","GTD","Sabine Schmitz","3","2:35.849","17:43.561","Green","Track","17.975","38.132","29.627","9.337","7.348","7.669","17.202","8.898","7.789","6.786","0.677","4.409","120.854"
"6","GTD","Matt Bell","3","4:08.825","18:09.247","Green","Track","101.649","40.066","31.925","11.909","9.951","9.401","17.117","9.579","7.430","5.806","0.533","3.459","153.505"
"50","P","Dorsey Schroeder","2","2:14.193","18:12.676","Green","Track","14.759","31.307","27.629","8.505","6.388","6.801","14.980","8.122","6.523","5.474","0.499","3.206","163.964"
"52","PC","Robert Alon","4","2:39.109","18:18.179","Green","Track","17.554","35.929","31.007","9.976","8.040","8.576","17.706","9.771","8.187","7.431","0.685","4.247","119.443"
"20","PC","Ricardo Vera","3","3:09.540","18:33.035","Green","Pit","18.726","38.750","31.907","11.461","9.063","9.652","17.868","10.990","9.806","16.894","0.000","0.000","0.000"
"3","GTLM","Jan Magnussen","3","2:13.476","18:38.878","Green","Track","15.226","31.511","26.084","8.556","6.685","6.899","14.200","8.146","6.692","5.676","0.521","3.280","157.041"
"37","P","Mauizio Mediani","2","2:31.588","18:50.012","Green","Track","17.475","36.265","30.680","9.230","7.572","7.657","16.025","8.538","7.287","6.354","0.613","3.892","133.472"
"97","GTD","Jesse Krohn","3","2:31.849","18:54.236","Green","Track","16.756","0.000","0.000","9.238","7.059","9.196","17.002","8.756","7.622","6.345","0.590","3.846","138.675"
"28","GTD","Franz Konrad","2","3:07.687","18:55.211","Green","Pit","39.966","37.310","28.870","8.652","6.813","7.301","16.292","8.255","7.253","11.928","0.000","0.000","0.000"
"11","GTD","Bill Sweedler","1","9:22.584","18:55.786","Green","Track","418.832","38.096","31.168","10.255","8.319","9.277","17.317","9.261","8.000","7.032","0.671","4.356","121.935"
"44","GTD","Rene Rast","3","2:15.479","18:57.372","Green","Track","15.369","31.618","27.995","8.649","6.764","6.580","14.361","8.098","6.738","5.544","0.500","3.263","163.636"
"85","PC","Kenton Koch","4","3:56.901","18:58.151","Green","Pit","15.431","31.226","27.644","8.664","6.860","7.263","14.550","8.032","6.942","12.845","0.000","0.000","0.000"
"25","GTLM","Augusto Farfus","4","2:10.215","19:02.711","Green","Track","15.003","30.604","25.490","8.252","6.600","6.636","13.921","7.907","6.619","5.494","0.500","3.189","163.636"
"38","PC","Josh Norman","3","4:15.175","19:08.913","Green","Pit","17.508","35.220","30.393","8.853","6.754","7.667","15.745","8.364","6.825","12.352","0.000","0.000","0.000"
"4","GTLM","Oliver Gavin","3","2:15.761","19:16.796","Green","Track","14.578","28.653","29.415","10.091","6.900","7.025","14.981","8.243","6.736","5.489","0.495","3.155","165.289"
"63","GTD","Robert Renauer","2","2:26.609","19:19.102","Green","Track","16.888","34.303","30.166","10.039","7.398","7.739","15.309","8.252","6.741","5.847","0.539","3.388","151.796"
"88","PC","Mark Kvamme","2","2:57.134","19:21.513","Green","Track","19.965","40.466","34.942","11.438","9.034","9.594","18.252","10.383","9.263","8.026","0.770","5.001","106.257"
"93","GTD","Jeff Mosing","2","2:35.557","19:25.893","Green","Track","16.905","35.939","30.284","10.817","8.412","9.487","15.814","8.612","7.577","6.815","0.657","4.238","124.533"
"45","GTD","Tracy Krohn","4","2:36.342","19:31.818","Green","Track","15.338","35.719","30.797","9.985","8.321","8.466","18.268","10.211","8.732","6.481","0.554","3.470","147.686"
"26","PC","Adam Merzon","3","5:18.647","19:36.536","Green","Track","147.720","47.673","35.050","12.845","10.118","10.879","19.052","11.147","9.680","8.296","0.829","5.358","98.695"
"8","PC","Chris Cumming","1","3:23.758","19:51.842","Green","Track","34.223","41.009","35.713","13.696","11.839","11.096","19.651","11.750","10.370","8.574","0.786","5.051","104.094"
"21","GTD","TBA","2","3:24.307","20:11.482","Green","Pit","19.689","41.404","32.937","12.077","10.141","9.720","17.600","11.037","10.399","16.582","0.000","0.000","0.000"
"30","GTD","Sabine Schmitz","4","2:33.422","20:16.983","Green","Track","17.477","36.618","30.162","9.490","7.415","7.538","17.387","8.520","7.138","6.474","0.649","4.554","126.068"
"6","GTD","Matt Bell","4","2:23.393","20:32.640","Green","Track","16.681","32.844","30.273","8.977","6.864","7.438","15.635","8.310","6.840","5.624","0.518","3.389","157.950"
"007","GTD","Santiago Creel","3","3:15.785","20:38.753","Green","Track","39.061","43.951","33.633","11.833","9.021","9.563","17.886","10.219","8.440","7.232","0.672","4.274","121.753"
"50","P","Dorsey Schroeder","3","2:28.372","20:41.048","Green","Track","14.969","31.667","41.484","8.597","6.424","6.862","14.636","8.185","6.490","5.372","0.488","3.198","167.660"
"3","GTLM","Jan Magnussen","4","2:05.881","20:44.759","Green","Track","14.048","28.024","24.919","8.462","6.648","6.649","13.428","7.928","6.626","5.483","0.497","3.169","164.624"
"37","P","Mauizio Mediani","3","2:25.863","21:15.875","Green","Track","16.766","34.220","28.807","8.785","7.075","7.469","16.038","8.626","7.527","6.215","0.579","3.756","141.309"
"44","GTD","Rene Rast","4","2:19.052","21:16.424","Green","Track","16.978","31.953","28.015","8.638","6.711","7.927","14.723","8.094","6.741","5.566","0.504","3.202","162.338"
"97","GTD","Jesse Krohn","4","2:27.098","21:21.334","Green","Track","16.044","33.797","28.922","9.127","6.974","8.856","15.856","8.394","7.455","7.040","0.629","4.004","130.077"
"4","GTLM","Oliver Gavin","4","2:09.744","21:26.540","Green","Track","13.866","27.599","24.880","8.584","6.654","7.557","16.497","8.281","6.693","5.489","0.496","3.148","164.956"
