"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP3"
"31","P","Dane Cameron","1","1:50.314","1:50.314","Green","Track","0.000","9.881","13.173","3.866","0.543","14.865","22.052","31.188","5.594","3.214","151.306"
"5","P","Joao Barbosa","1","1:53.474","1:53.474","Green","Track","0.000","10.244","13.704","3.892","0.549","15.166","22.350","31.314","5.585","3.213","149.652"
"10","P","Ricky Taylor","1","2:07.033","2:07.033","Green","Track","0.000","11.017","15.238","4.394","0.651","17.068","24.392","34.972","6.117","3.350","126.204"
"55","P","Spencer Pigot","1","2:11.566","2:11.566","Green","Track","0.000","11.079","15.368","4.309","0.673","16.975","23.335","33.335","5.867","3.207","122.079"
"6","GTD","Robin Liddell","1","2:19.020","2:19.020","Green","Track","0.000","11.474","16.599","4.843","0.845","18.742","26.129","35.276","6.387","3.559","97.230"
"50","P","Byron DeFoor","1","2:23.148","2:23.148","Green","Track","530.855","11.236","16.644","4.570","0.735","18.240","25.269","36.586","6.443","3.381","111.781"
"2","P","Johannes van Overbeek","1","2:23.250","2:23.250","Green","Track","443.671","11.523","15.185","4.005","0.616","17.621","24.503","36.265","6.260","3.289","133.375"
"44","GTD","Andy Lally","1","2:23.995","2:23.995","Green","Track","431.290","10.935","15.240","4.229","0.554","17.334","24.174","36.443","6.325","3.551","148.302"
"20","PC","Matthew McMurry","1","2:26.458","2:26.458","Green","Track","411.759","11.501","13.440","4.803","0.859","19.544","23.493","32.997","6.197","3.394","95.645"
"63","GTD","Alessandro Balzan","1","2:26.683","2:26.683","Green","Track","0.000","11.567","17.206","5.090","0.896","20.581","26.860","39.839","7.043","3.645","91.695"
"97","GTD","Michael Marsal","1","2:29.186","2:29.186","Green","Track","355.763","11.168","15.545","4.225","0.602","17.583","24.317","34.060","6.381","3.503","136.477"
"4","GTLM","Tommy Milner","1","2:35.255","2:35.255","Green","Track","543.082","11.053","15.084","4.292","0.608","17.232","24.332","34.691","6.201","3.515","135.130"
"912","GTLM","Earl Bamber","1","2:36.273","2:36.273","Green","Track","556.080","11.811","14.123","4.224","0.694","17.152","23.962","33.539","5.936","3.422","118.385"
"3","GTLM","Jan Magnussen","1","2:39.775","2:39.775","Green","Track","542.311","11.271","15.765","4.414","0.660","17.849","24.221","36.279","6.696","3.540","124.483"
"52","PC","Tom Kimber-Smith","1","2:40.281","2:40.281","Green","Track","0.000","11.172","15.507","4.171","0.638","15.816","23.149","33.692","6.670","3.414","128.776"
"8","PC","Renger Van Der Zande","1","2:40.451","2:40.451","Green","Track","548.939","10.885","15.443","4.645","0.719","18.090","24.249","35.844","6.852","3.698","114.269"
"68","GTLM","Alessandro Pier Guidi","1","2:40.923","2:40.923","Green","Track","0.000","11.783","15.106","4.290","0.626","17.012","24.005","35.536","6.986","3.544","131.245"
"88","PC","Mark Kvamme","1","2:42.587","2:42.587","Green","Track","0.000","12.065","16.143","4.686","0.680","18.178","25.430","34.604","6.558","3.378","120.822"
"23","GTD","Ian James","1","2:45.977","2:45.977","Green","Track","0.000","11.717","16.542","4.583","0.665","17.952","24.623","35.568","6.571","3.568","123.548"
"85","PC","Chris Miller","1","2:50.147","2:50.147","Green","Track","0.000","11.821","15.174","4.698","0.719","17.288","25.193","35.821","6.689","3.453","114.269"
"33","GTD","Jeroen Bleekemolen","1","2:50.567","2:50.567","Green","Track","0.000","11.693","15.800","4.476","0.649","17.570","24.392","35.864","6.628","3.528","126.593"
"60","P","John Pew","1","2:56.235","2:56.235","Green","Pit","460.978","13.058","18.465","5.693","0.848","20.485","28.805","40.041","10.112","16.647","96.886"
"9","GTD","Lawson Aschenbach","1","2:58.159","2:58.159","Green","Track","14.600","11.622","16.314","5.006","0.756","18.162","26.759","36.801","6.029","3.481","108.676"
"96","GTD","Jens Klingmann","1","3:01.425","3:01.425","Green","Pit","422.412","13.112","20.553","6.110","0.790","18.736","26.732","41.916","8.885","15.701","103.999"
"90","P","Ryan Dalziel","1","3:02.428","3:02.428","Green","Pit","533.748","11.764","16.381","4.810","0.725","18.168","25.508","35.351","9.023","15.846","113.323"
"0","P","Sean Rayhall","1","3:03.776","3:03.776","Green","Pit","14.445","10.365","14.606","4.147","0.692","17.639","22.652","33.326","9.159","16.064","118.727"
"48","GTD","Bryan Sellers","1","3:05.780","3:05.780","Green","Track","14.448","10.849","17.460","5.506","0.724","19.450","27.121","38.629","6.225","3.475","113.479"
"70","P","Tom Long","1","3:07.598","3:07.598","Green","Pit","553.257","11.696","15.669","4.349","0.701","18.663","25.809","34.727","8.377","15.751","117.203"
"911","GTLM","Nick Tandy","1","3:11.794","3:11.794","Green","Track","578.107","10.301","14.435","4.139","0.555","15.989","22.897","33.667","6.286","3.488","148.034"
"22","GTD","Leh Keen","1","3:12.028","3:12.028","Green","Track","566.000","12.985","17.755","5.302","0.814","19.903","27.279","38.706","6.670","3.750","100.933"
"38","PC","Kenton Koch","1","3:13.586","3:13.586","Green","Track","14.941","10.431","14.179","4.043","0.569","15.776","22.787","32.513","6.143","3.370","144.392"
"540","GTD","Andy Pilgrim","1","3:14.580","3:14.580","Green","Track","14.945","12.959","19.458","5.899","0.824","18.956","25.256","36.369","6.838","3.638","99.708"
"62","GTLM","Toni Vilander","1","3:27.736","3:27.736","Green","Track","580.604","10.871","15.667","4.481","0.606","21.627","25.190","34.417","6.175","3.494","135.576"
"31","P","Dane Cameron","2","1:40.843","3:31.157","Green","Track","3.110","8.523","11.561","3.616","0.468","13.468","20.735","30.331","5.805","3.226","175.554"
"67","GTLM","Richard Westbrook","1","3:32.297","3:32.297","Green","Track","506.090","12.855","17.023","4.433","0.631","17.925","24.774","35.019","6.421","3.490","130.205"
"54","PC","Jonathan Bennett","1","3:33.550","3:33.550","Green","Pit","0.000","10.743","14.681","4.027","0.547","16.311","23.516","33.524","7.111","16.018","150.199"
"5","P","Joao Barbosa","2","1:42.619","3:36.093","Green","Track","3.110","8.456","11.662","3.626","0.465","15.109","21.261","30.299","5.474","3.157","176.686"
"25","GTLM","Bill Auberlen","1","3:43.119","3:43.119","Green","Track","16.797","17.208","24.739","4.831","0.625","18.107","23.630","32.874","5.947","3.405","131.455"
"100","GTLM","Lucas Luhr","1","3:44.543","3:44.543","Green","Track","16.445","16.157","24.797","6.566","1.001","17.165","23.250","33.055","5.939","3.381","82.077"
"55","P","Spencer Pigot","2","1:44.936","3:56.502","Green","Track","3.273","8.911","12.261","3.750","0.570","15.053","21.622","30.869","5.489","3.138","144.139"
"10","P","Ricky Taylor","2","1:50.660","3:57.693","Green","Track","3.437","9.306","13.385","4.130","0.576","16.164","22.558","32.223","5.649","3.232","142.637"
"2","P","Johannes van Overbeek","2","1:44.984","4:08.234","Green","Track","3.341","9.257","11.947","3.699","0.479","14.580","21.558","31.616","5.352","3.155","171.522"
"6","GTD","Robin Liddell","2","1:51.741","4:10.761","Green","Track","3.649","9.969","12.682","3.919","0.504","15.143","22.754","33.676","5.979","3.466","163.014"
"20","PC","Matthew McMurry","2","1:46.170","4:12.628","Green","Track","3.326","9.106","11.902","3.747","0.536","15.721","21.723","31.283","5.562","3.264","153.282"
"16","GTD","Corey Lewis","1","4:12.820","4:12.820","Green","Pit","15.013","10.742","15.460","4.587","0.634","17.337","26.071","36.944","7.513","75.600","129.588"
"50","P","Byron DeFoor","2","1:55.517","4:18.665","Green","Track","3.757","9.855","12.947","3.894","0.564","16.274","23.826","34.927","6.152","3.321","145.672"
"44","GTD","Andy Lally","2","1:56.615","4:20.610","Green","Track","3.495","9.525","13.018","4.003","0.563","16.778","23.378","36.219","6.165","3.471","145.931"
"97","GTD","Michael Marsal","2","1:52.646","4:21.832","Green","Track","3.362","9.314","13.467","4.101","0.522","15.741","23.009","33.440","6.225","3.465","157.393"
"912","GTLM","Earl Bamber","2","1:45.748","4:22.021","Green","Track","3.305","8.789","12.252","3.844","0.499","14.239","21.726","31.652","6.038","3.404","164.647"
"4","GTLM","Tommy Milner","2","1:49.042","4:24.297","Green","Track","3.462","9.196","12.521","4.177","0.567","14.833","22.527","32.528","5.822","3.409","144.901"
"52","PC","Tom Kimber-Smith","2","1:45.024","4:25.305","Green","Track","3.371","9.038","12.753","3.875","0.495","13.920","21.019","31.665","5.631","3.257","165.978"
"63","GTD","Alessandro Balzan","2","2:00.688","4:27.371","Green","Track","3.843","10.173","14.489","4.598","0.857","17.005","25.482","34.287","6.431","3.523","95.868"
"8","PC","Renger Van Der Zande","2","1:48.217","4:28.668","Green","Track","3.699","9.311","12.142","4.027","0.615","15.122","22.605","31.766","5.672","3.258","133.592"
"88","PC","Mark Kvamme","2","1:46.823","4:29.410","Green","Track","3.249","9.142","12.239","3.742","0.521","14.796","22.142","32.092","5.672","3.228","157.695"
"3","GTLM","Jan Magnussen","2","1:51.620","4:31.395","Green","Track","3.395","9.354","12.826","3.956","0.582","15.282","22.613","34.133","6.035","3.444","141.167"
"68","GTLM","Alessandro Pier Guidi","2","1:50.665","4:31.588","Green","Track","3.577","9.521","12.692","3.958","0.599","15.895","22.502","32.551","5.968","3.402","137.160"
"23","GTD","Ian James","2","1:51.966","4:37.943","Green","Track","3.400","9.412","13.134","3.992","0.512","15.577","23.033","33.242","6.179","3.485","160.467"
"85","PC","Chris Miller","2","1:48.112","4:38.259","Green","Track","3.421","9.395","12.322","3.848","0.536","14.729","22.246","32.532","5.800","3.283","153.282"
"66","GTLM","Dirk Mueller","1","4:45.947","4:45.947","Green","Track","589.992","10.253","14.005","4.042","0.542","15.999","22.825","33.058","6.016","3.435","151.585"
"9","GTD","Lawson Aschenbach","2","1:49.895","4:48.054","Green","Track","3.345","8.990","12.532","3.889","0.501","14.691","22.207","34.323","5.965","3.452","163.990"
"73","GTD","Patrick Lindsey","1","4:47.948","4:47.948","Green","Pit","0.000","10.703","16.089","5.908","0.822","18.158","25.997","37.826","8.064","153.302","99.950"
"48","GTD","Bryan Sellers","2","1:48.518","4:54.298","Green","Track","3.334","9.139","12.436","3.828","0.490","14.640","22.608","32.587","6.024","3.432","167.672"
"33","GTD","Jeroen Bleekemolen","2","2:04.078","4:54.645","Green","Pit","3.478","9.614","12.770","3.884","0.496","15.312","22.923","33.053","6.906","15.642","165.643"
"38","PC","Kenton Koch","2","1:44.106","4:57.692","Green","Track","3.344","9.180","12.631","3.799","0.490","13.624","21.129","31.135","5.521","3.253","167.672"
"911","GTLM","Nick Tandy","2","1:47.238","4:59.032","Green","Track","3.378","8.967","12.570","3.930","0.507","14.415","21.541","32.678","5.846","3.406","162.049"
"540","GTD","Andy Pilgrim","2","1:53.071","5:07.651","Green","Track","3.548","9.755","13.373","3.996","0.517","15.555","23.086","33.520","6.201","3.520","158.915"
"22","GTD","Leh Keen","2","1:57.653","5:09.681","Green","Track","3.845","9.995","14.160","4.025","0.530","15.664","23.748","35.919","6.242","3.525","155.017"
"31","P","Dane Cameron","3","1:39.855","5:11.012","Green","Track","3.077","8.261","11.416","3.575","0.477","13.788","20.874","29.825","5.412","3.150","172.241"
"62","GTLM","Toni Vilander","2","1:47.957","5:15.693","Green","Track","3.428","9.199","12.550","3.882","0.505","15.136","22.244","31.921","5.708","3.384","162.691"
"5","P","Joao Barbosa","3","1:40.490","5:16.583","Green","Track","3.052","8.283","11.370","3.570","0.501","14.701","20.629","29.833","5.418","3.133","163.990"
"67","GTLM","Richard Westbrook","2","1:49.508","5:21.805","Green","Track","3.505","9.444","12.710","3.894","0.520","15.889","22.283","32.147","5.739","3.377","157.998"
"90","P","Ryan Dalziel","2","2:25.234","5:27.662","Green","Track","41.377","10.156","12.843","3.751","0.529","14.702","21.721","31.380","5.572","3.203","155.310"
"96","GTD","Jens Klingmann","2","2:27.197","5:28.622","Green","Track","14.469","12.282","17.442","5.697","0.748","17.908","28.330","39.195","6.844","4.282","109.838"
"25","GTLM","Bill Auberlen","2","1:49.289","5:32.408","Green","Track","3.281","8.929","12.209","3.812","0.499","14.532","22.502","34.510","5.679","3.336","164.647"
"100","GTLM","Lucas Luhr","2","1:49.179","5:33.722","Green","Track","3.260","8.883","12.084","3.785","0.490","14.002","23.837","33.790","5.700","3.348","167.672"
"55","P","Spencer Pigot","3","1:41.138","5:37.640","Green","Track","3.106","8.290","11.647","3.655","0.493","15.101","20.621","29.847","5.278","3.100","166.651"
"10","P","Ricky Taylor","3","1:45.852","5:43.545","Green","Track","3.139","8.609","11.635","3.679","0.563","16.464","22.091","30.893","5.563","3.216","145.931"
"2","P","Johannes van Overbeek","3","1:39.799","5:48.033","Green","Track","3.100","8.382","11.458","3.637","0.468","13.154","20.139","31.036","5.277","3.148","175.554"
"70","P","Tom Long","2","2:42.698","5:50.296","Green","Track","46.670","10.839","14.262","4.460","0.673","17.607","25.090","33.836","6.050","3.211","122.079"
"60","P","John Pew","2","2:54.113","5:50.348","Green","Track","54.698","11.284","15.082","4.118","0.606","18.329","25.059","34.886","6.475","3.576","135.576"
"20","PC","Matthew McMurry","3","1:43.405","5:56.033","Green","Track","3.217","8.535","11.759","3.730","0.481","14.089","22.089","30.839","5.434","3.232","170.809"
"6","GTD","Robin Liddell","3","1:47.629","5:58.390","Green","Track","3.310","8.818","12.436","3.858","0.496","14.612","22.143","32.491","5.989","3.476","165.643"
"912","GTLM","Earl Bamber","3","1:45.905","6:07.926","Green","Track","3.280","8.785","12.590","3.944","0.503","14.092","21.471","32.032","5.819","3.389","163.338"
"54","PC","Jonathan Bennett","2","2:34.834","6:08.384","Green","Track","49.848","9.524","13.651","3.987","0.601","14.610","21.770","31.455","6.076","3.312","136.704"
"44","GTD","Andy Lally","3","1:48.279","6:08.889","Green","Track","3.322","8.867","12.600","3.898","0.500","14.276","22.076","32.759","6.439","3.542","164.318"
"52","PC","Tom Kimber-Smith","3","1:43.545","6:08.850","Green","Track","3.163","8.432","11.869","3.727","0.486","15.066","21.476","30.598","5.500","3.228","169.052"
"97","GTD","Michael Marsal","3","1:50.286","6:12.118","Green","Track","3.346","9.544","12.472","3.866","0.533","15.100","22.728","33.088","6.176","3.433","154.145"
"4","GTLM","Tommy Milner","3","1:48.065","6:12.362","Green","Track","3.325","8.888","12.310","3.879","0.517","15.453","21.989","32.314","5.974","3.416","158.915"
"8","PC","Renger Van Der Zande","3","1:43.835","6:12.503","Green","Track","3.229","8.738","12.345","3.765","0.488","13.703","21.402","31.184","5.743","3.238","168.359"
"88","PC","Mark Kvamme","3","1:43.678","6:13.088","Green","Track","3.139","8.510","12.178","3.775","0.523","14.230","21.308","30.737","6.017","3.261","157.092"
"3","GTLM","Jan Magnussen","3","1:48.462","6:19.857","Green","Track","3.306","8.958","12.325","3.843","0.496","14.561","22.384","32.516","6.542","3.531","165.643"
"68","GTLM","Alessandro Pier Guidi","3","1:48.944","6:20.532","Green","Track","3.383","8.981","12.230","3.812","0.511","14.596","22.693","33.531","5.818","3.389","160.781"
"63","GTD","Alessandro Balzan","3","1:54.603","6:21.974","Green","Track","3.384","9.164","12.997","4.370","0.730","16.634","23.997","33.741","6.115","3.471","112.547"
"85","PC","Chris Miller","3","1:45.349","6:23.608","Green","Track","3.301","9.126","12.476","3.802","0.492","13.930","21.754","31.329","5.828","3.311","166.990"
"16","GTD","Spencer Pumpelly","2","2:10.780","6:23.600","Green","Track","14.997","10.151","14.496","4.346","0.603","16.705","24.405","35.208","6.354","3.515","136.251"
"23","GTD","Ian James","3","1:49.758","6:27.701","Green","Track","3.379","9.183","12.567","3.908","0.505","15.244","22.537","32.861","6.105","3.469","162.691"
"0","P","Sean Rayhall","2","3:24.281","6:28.057","Green","Pit","80.571","12.523","13.037","3.783","0.553","14.994","22.364","31.995","8.049","16.412","148.570"
"66","GTLM","Dirk Mueller","2","1:45.423","6:31.370","Green","Track","3.338","8.849","12.316","3.848","0.498","14.084","21.496","31.722","5.861","3.411","164.978"
"9","GTD","Lawson Aschenbach","3","1:46.713","6:34.767","Green","Track","3.308","8.789","12.414","3.858","0.497","14.438","21.793","32.368","5.829","3.419","165.310"
"50","P","Byron DeFoor","3","2:18.549","6:37.214","Green","Pit","3.704","10.151","14.329","4.426","0.652","16.466","24.444","36.181","8.691","19.505","126.011"
"38","PC","Kenton Koch","3","1:43.303","6:40.995","Green","Track","3.167","8.484","11.876","3.761","0.488","13.364","20.641","32.429","5.800","3.293","168.359"
"48","GTD","Bryan Sellers","3","1:46.757","6:41.055","Green","Track","3.276","8.863","12.284","3.795","0.488","14.205","21.801","32.633","5.985","3.427","168.359"
"911","GTLM","Nick Tandy","3","1:44.895","6:43.927","Green","Track","3.277","8.808","12.243","3.830","0.495","13.978","21.308","31.735","5.815","3.406","165.978"
"73","GTD","Patrick Lindsey","2","2:02.656","6:50.604","Green","Track","14.675","9.573","13.188","4.001","0.521","15.715","22.626","32.887","6.012","3.458","157.695"
"31","P","Dane Cameron","4","1:39.766","6:50.778","Green","Track","3.089","8.358","11.403","3.582","0.477","14.509","20.280","29.560","5.364","3.144","172.241"
"5","P","Joao Barbosa","4","1:38.999","6:55.582","Green","Track","3.052","8.141","11.457","3.581","0.464","12.870","21.058","29.953","5.289","3.134","177.067"
"540","GTD","Andy Pilgrim","3","1:50.359","6:58.010","Green","Track","3.422","9.316","12.743","3.945","0.509","15.062","22.635","33.114","6.108","3.505","161.413"
"62","GTLM","Toni Vilander","3","1:45.439","7:01.132","Green","Track","3.304","8.803","12.668","3.875","0.500","13.974","21.438","31.810","5.682","3.385","164.318"
"22","GTD","Leh Keen","3","1:53.318","7:02.999","Green","Track","3.489","9.566","13.155","3.965","0.522","15.079","23.843","34.212","6.007","3.480","157.393"
"67","GTLM","Richard Westbrook","3","1:43.991","7:05.796","Green","Track","3.280","8.645","12.120","3.800","0.491","13.963","21.215","31.483","5.633","3.361","167.330"
"90","P","Ryan Dalziel","3","1:39.814","7:07.476","Green","Track","3.135","8.472","11.507","3.628","0.469","13.431","20.494","30.064","5.444","3.170","175.179"
"25","GTLM","Bill Auberlen","3","1:42.682","7:15.090","Green","Track","3.228","8.582","12.041","3.801","0.493","13.587","21.019","30.941","5.651","3.339","166.651"
"55","P","Spencer Pigot","4","1:39.370","7:17.010","Green","Track","3.034","7.919","11.520","3.802","0.609","14.944","19.948","29.271","5.204","3.119","134.908"
"10","P","Ricky Taylor","4","1:38.631","7:22.176","Green","Track","3.102","8.548","11.442","3.600","0.465","13.071","20.172","29.680","5.374","3.177","176.686"
"2","P","Johannes van Overbeek","4","1:38.176","7:26.209","Green","Track","3.065","8.214","11.364","3.610","0.467","12.713","20.130","30.240","5.228","3.145","175.930"
"100","GTLM","Lucas Luhr","3","1:54.271","7:27.993","Green","Track","3.220","9.108","13.729","4.002","0.534","16.100","21.447","36.932","5.838","3.361","153.856"
"33","GTD","Jeroen Bleekemolen","3","2:34.464","7:29.109","Green","Track","37.627","11.970","15.312","4.189","0.617","17.485","23.527","33.967","6.303","3.467","133.159"
"70","P","Tom Long","3","1:43.331","7:33.627","Green","Track","3.144","8.580","11.740","3.667","0.476","14.277","21.431","31.176","5.654","3.186","172.603"
"20","PC","Matthew McMurry","4","1:41.379","7:37.412","Green","Track","3.173","8.467","11.725","3.725","0.483","13.317","20.631","31.018","5.585","3.255","170.102"
"60","P","John Pew","3","1:47.903","7:38.251","Green","Track","3.507","9.219","11.841","3.660","0.478","14.763","22.422","32.956","5.818","3.239","171.881"
"96","GTD","Jens Klingmann","3","2:09.946","7:38.568","Green","Track","4.252","10.483","17.493","5.323","0.683","16.767","25.379","38.766","6.664","4.136","120.291"
"6","GTD","Robin Liddell","4","1:46.791","7:45.181","Green","Track","3.303","8.778","12.346","3.817","0.492","14.559","21.777","32.344","5.925","3.450","166.990"
"54","PC","Jonathan Bennett","3","1:40.620","7:49.004","Green","Track","3.220","8.518","11.769","3.698","0.481","13.200","20.598","30.470","5.434","3.232","170.809"
"52","PC","Tom Kimber-Smith","4","1:42.278","7:51.128","Green","Track","3.183","8.336","11.657","3.658","0.485","14.127","21.143","31.088","5.381","3.220","169.400"
"8","PC","Renger Van Der Zande","4","1:41.585","7:54.088","Green","Track","3.206","8.718","12.243","3.722","0.479","13.206","20.372","30.876","5.520","3.243","171.522"
"44","GTD","Andy Lally","4","1:46.590","7:55.479","Green","Track","3.373","8.863","12.317","3.817","0.490","13.972","22.043","32.460","5.815","3.440","167.672"
"4","GTLM","Tommy Milner","4","1:46.989","7:59.351","Green","Track","3.479","9.081","12.109","3.843","0.541","15.339","21.904","31.656","5.656","3.381","151.865"
"88","PC","Mark Kvamme","4","1:46.879","7:59.967","Green","Track","3.193","8.927","11.956","3.680","0.476","16.062","22.125","31.694","5.561","3.205","172.603"
"97","GTD","Michael Marsal","4","1:50.064","8:02.182","Green","Track","3.287","8.885","12.395","3.855","0.498","15.481","22.728","33.412","6.099","3.424","164.978"
"68","GTLM","Alessandro Pier Guidi","4","1:44.381","8:04.913","Green","Track","3.285","8.610","12.154","3.792","0.492","14.353","21.222","31.441","5.662","3.370","166.990"
"912","GTLM","Earl Bamber","4","1:57.292","8:05.218","Green","Pit","3.260","8.577","12.088","3.796","0.490","14.007","21.182","31.831","6.231","15.830","167.672"
"3","GTLM","Jan Magnussen","4","1:47.013","8:06.870","Green","Track","3.351","8.845","12.241","3.827","0.495","15.174","21.876","32.022","5.799","3.383","165.978"
"85","PC","Chris Miller","4","1:43.304","8:06.912","Green","Track","3.268","8.791","11.728","3.698","0.477","13.878","21.144","31.314","5.733","3.273","172.241"
"16","GTD","Spencer Pumpelly","3","1:48.906","8:12.506","Green","Track","3.469","9.381","12.721","3.880","0.497","14.544","22.334","32.731","5.912","3.437","165.310"
"23","GTD","Ian James","4","1:48.395","8:16.096","Green","Track","3.337","8.987","12.387","3.861","0.497","14.804","22.295","32.722","6.051","3.454","165.310"
"66","GTLM","Dirk Mueller","3","1:44.807","8:16.177","Green","Track","3.299","8.670","12.187","3.793","0.489","14.237","21.149","31.589","6.002","3.392","168.015"
"9","GTD","Lawson Aschenbach","4","1:46.392","8:21.159","Green","Track","3.279","8.959","12.493","3.836","0.493","14.173","21.756","32.179","5.814","3.410","166.651"
"0","P","Sean Rayhall","3","1:54.720","8:22.777","Green","Track","14.861","9.516","11.852","3.631","0.492","14.132","20.965","30.645","5.482","3.144","166.990"
"38","PC","Kenton Koch","4","1:42.169","8:23.164","Green","Track","3.230","8.480","11.893","3.663","0.487","13.956","21.093","30.620","5.540","3.207","168.704"
"63","GTD","Alessandro Balzan","4","2:05.396","8:27.370","Green","Pit","3.332","8.838","12.418","3.874","0.499","14.360","23.416","35.675","10.662","12.322","164.647"
"911","GTLM","Nick Tandy","4","1:43.726","8:27.653","Green","Track","3.279","8.693","12.128","3.793","0.490","13.643","21.059","31.546","5.717","3.378","167.672"
"31","P","Dane Cameron","5","1:37.555","8:28.333","Green","Track","3.049","8.343","11.344","3.547","0.459","12.520","20.176","29.723","5.283","3.111","178.996"
"5","P","Joao Barbosa","5","1:37.241","8:32.823","Green","Track","3.033","8.084","11.271","3.543","0.457","12.628","20.392","29.400","5.311","3.122","179.779"
"73","GTD","Patrick Lindsey","3","1:47.622","8:38.226","Green","Track","3.345","9.061","12.383","3.843","0.495","14.386","22.244","32.458","5.963","3.444","165.978"
"62","GTLM","Toni Vilander","4","1:44.255","8:45.387","Green","Track","3.265","8.539","12.425","3.851","0.498","13.816","21.311","31.596","5.594","3.360","164.978"
"540","GTD","Andy Pilgrim","4","1:49.300","8:47.310","Green","Track","3.364","9.018","12.533","3.901","0.504","14.670","22.598","33.185","6.051","3.476","163.014"
"90","P","Ryan Dalziel","4","1:40.999","8:48.475","Green","Track","3.075","8.260","11.418","3.584","0.480","14.100","21.472","30.093","5.372","3.145","171.165"
"67","GTLM","Richard Westbrook","4","1:44.288","8:50.084","Green","Track","3.242","8.543","12.046","3.766","0.485","14.215","21.360","31.728","5.571","3.332","169.400"
"22","GTD","Leh Keen","4","1:50.053","8:53.052","Green","Track","3.338","8.946","12.410","3.864","0.513","15.845","22.939","32.776","5.964","3.458","160.154"
"55","P","Spencer Pigot","5","1:38.035","8:55.045","Green","Track","3.049","7.927","11.182","3.558","0.462","13.001","19.584","30.160","5.917","3.195","177.834"
"50","P","Byron DeFoor","4","2:18.769","8:55.983","Green","Track","24.153","10.519","14.981","4.037","0.590","16.440","23.991","33.975","6.721","3.362","139.253"
"10","P","Ricky Taylor","5","1:37.424","8:59.600","Green","Track","3.066","8.156","11.442","3.603","0.466","12.679","20.013","29.515","5.320","3.164","176.307"
"2","P","Johannes van Overbeek","5","1:36.314","9:02.523","Green","Track","3.059","8.083","11.400","3.619","0.467","12.598","19.803","29.127","5.063","3.095","175.930"
"25","GTLM","Bill Auberlen","4","1:49.652","9:04.742","Green","Track","3.226","8.516","12.014","3.792","0.534","14.686","21.438","36.486","5.640","3.320","153.856"
"100","GTLM","Lucas Luhr","4","1:43.129","9:11.122","Green","Track","3.232","8.497","12.067","3.795","0.491","13.419","20.842","31.651","5.564","3.571","167.330"
"70","P","Tom Long","4","1:40.709","9:14.336","Green","Track","3.081","8.285","11.394","3.626","0.469","13.582","21.063","30.523","5.535","3.151","175.179"
"33","GTD","Jeroen Bleekemolen","4","1:47.676","9:16.785","Green","Track","3.287","9.043","12.311","3.806","0.489","14.609","22.247","32.532","5.943","3.409","168.015"
"60","P","John Pew","4","1:42.844","9:21.095","Green","Track","3.164","8.658","11.408","3.613","0.487","13.866","21.525","31.232","5.685","3.206","168.704"
"54","PC","Jonathan Bennett","4","1:42.058","9:31.062","Green","Track","3.176","8.366","11.732","3.736","0.482","13.935","20.710","31.222","5.460","3.239","170.455"
"52","PC","Tom Kimber-Smith","5","1:40.521","9:31.649","Green","Track","3.155","8.231","11.727","3.737","0.483","13.359","20.248","30.786","5.550","3.245","170.102"
"6","GTD","Robin Liddell","5","1:47.494","9:32.675","Green","Track","3.292","8.771","12.361","3.830","0.490","14.716","21.668","32.588","6.280","3.498","167.672"
"20","PC","Matthew McMurry","5","1:56.701","9:34.113","Green","Pit","3.176","8.429","11.743","3.733","0.482","13.387","20.685","31.072","11.427","12.567","170.455"
"8","PC","Renger Van Der Zande","5","1:45.009","9:39.097","Green","Track","3.170","8.299","11.731","3.716","0.478","13.240","20.240","35.555","5.381","3.199","171.881"
"44","GTD","Andy Lally","5","1:46.044","9:41.523","Green","Track","3.305","8.711","12.385","3.865","0.497","13.828","21.662","32.152","6.142","3.497","165.310"
"88","PC","Remo Ruscitti","5","1:41.719","9:41.686","Green","Track","3.126","8.387","11.850","3.724","0.481","13.195","20.746","30.550","6.110","3.550","170.809"
"4","GTLM","Tommy Milner","5","1:45.548","9:44.899","Green","Track","3.265","8.652","12.697","3.901","0.500","13.854","21.594","32.056","5.658","3.371","164.318"
"96","GTD","Jens Klingmann","4","2:06.950","9:45.518","Green","Track","4.047","10.263","15.486","5.009","0.644","17.142","25.195","38.540","6.533","4.091","127.576"
"68","GTLM","Alessandro Pier Guidi","5","1:43.829","9:48.742","Green","Track","3.263","8.466","12.197","3.819","0.494","13.745","21.375","31.390","5.706","3.374","166.314"
"85","PC","Chris Miller","5","1:43.250","9:50.162","Green","Track","3.216","9.009","11.886","3.747","0.484","13.453","20.991","31.536","5.644","3.284","169.750"
"97","GTD","Michael Marsal","5","1:49.178","9:51.360","Green","Track","3.284","8.942","12.274","3.835","0.494","14.790","22.809","33.133","6.173","3.444","166.314"
"3","GTLM","Jan Magnussen","5","1:45.883","9:52.753","Green","Track","3.279","9.474","12.259","3.821","0.494","14.012","21.602","31.823","5.746","3.373","166.314"
"16","GTD","Spencer Pumpelly","4","1:47.105","9:59.611","Green","Track","3.307","8.881","12.427","3.831","0.491","14.045","22.202","32.529","5.922","3.470","167.330"
