"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP3"
"5","P","Joao Barbosa","13","1:12.825","21:40.960","Green","Track","2.830","18.688","22.791","10.897","0.414","7.117","3.962","6.126","164.965"
"33","GTD","Jeroen Bleekemolen","12","1:19.725","21:43.536","Green","Track","3.045","20.945","24.634","11.651","0.438","8.019","4.353","6.640","155.926"
"912","GTLM","Earl Bamber","13","1:29.214","21:44.630","Green","Track","9.656","24.296","24.110","11.849","0.444","7.980","4.306","6.573","153.819"
"44","GTD","John Potter","15","1:22.705","21:45.286","Green","Track","3.167","21.554","24.949","11.912","0.487","9.121","4.727","6.788","140.237"
"20","PC","Johnny Mowlem","13","1:13.832","21:45.345","Green","Track","2.880","19.061","22.655","11.101","0.423","7.021","4.158","6.533","161.455"
"97","GTD","Markus Palttala","15","1:19.144","21:50.602","Green","Track","3.169","20.860","24.191","11.655","0.436","7.787","4.302","6.744","156.641"
"88","PC","Richard Bradley","15","1:16.717","21:52.093","Green","Track","3.040","20.541","23.186","11.275","0.490","7.842","4.015","6.328","139.378"
"66","GTLM","Joey Hand","12","4:15.908","21:54.300","Green","Track","176.762","24.900","24.028","11.633","0.437","7.616","4.085","6.447","156.283"
"96","GTD","Jens Klingmann","11","2:28.018","21:55.883","Green","Pit","9.537","23.007","24.383","11.733","0.440","7.818","6.840","64.260","155.217"
"54","PC","Colin Braun","12","1:11.901","21:56.793","Green","Track","2.764","18.367","22.435","11.148","0.425","6.791","3.921","6.050","160.695"
"62","GTLM","Giancarlo Fisichella","14","4:15.613","22:05.302","Green","Pit","2.992","19.777","23.582","11.714","0.440","8.045","7.335","181.728","155.217"
"60","P","Oswaldo Negri","9","7:03.631","22:07.481","Green","Pit","3.032","20.782","22.522","12.329","0.487","8.343","6.740","349.396","140.237"
"9","GTD","Lawson Aschenbach","9","1:19.351","22:14.437","Green","Track","3.072","21.010","24.288","11.907","0.444","7.540","4.375","6.715","153.819"
"16","GTD","Spencer Pumpelly","13","1:18.029","22:14.808","Green","Track","3.060","20.566","23.662","11.572","0.429","7.782","4.360","6.598","159.197"
"85","PC","Stephen Simpson","13","6:00.885","22:16.782","Green","Pit","3.074","19.390","26.285","12.231","0.442","7.957","6.943","284.563","154.515"
"22","GTD","Cooper MacNeil","13","3:31.054","22:19.719","Green","Track","124.270","28.658","25.739","11.880","0.444","8.613","4.499","6.951","153.819"
"67","GTLM","Ryan Briscoe","13","1:17.805","22:28.473","Green","Track","3.030","20.842","23.666","11.642","0.437","7.623","4.104","6.461","156.283"
"70","P","Tom Long","14","1:12.593","22:28.667","Green","Track","2.773","18.477","22.653","10.758","0.414","7.143","4.106","6.269","164.965"
"63","GTD","Christina Nielsen","12","1:22.901","22:31.832","Green","Track","3.255","22.778","24.913","11.927","0.445","8.360","4.454","6.769","153.473"
"52","PC","Tom Kimber-Smith","15","1:12.607","22:36.110","Green","Track","2.806","18.577","22.687","11.161","0.425","6.673","4.016","6.262","160.695"
"31","P","Dane Cameron","15","1:10.772","22:38.595","Green","Track","2.807","17.974","22.135","10.846","0.409","6.769","3.816","6.016","166.982"
"90","P","Ryan Dalziel","13","1:25.483","22:40.206","Green","Pit","2.764","18.329","24.064","10.884","0.410","7.808","7.579","13.645","166.574"
"0","P","Katherine Legge","8","5:13.031","22:43.012","Green","Pit","2.949","19.869","23.368","10.617","0.403","8.208","8.377","239.240","169.468"
