"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP4","SP5"
"66","GTLM","Joey Hand","1","4:07.585","4:07.585","Green","Track","5.959","27.230","26.818","10.309","9.897","0.480","5.114","0.508","24.602","25.267","8.591","139.796","132.091"
"48","GTD","Bryan Sellers","1","4:13.592","4:13.592","Green","Track","5.985","27.675","28.508","9.928","10.148","0.474","4.765","0.425","29.997","34.627","8.712","141.566","157.888"
"0","P","Sean Rayhall","1","4:16.477","4:16.477","Green","Track","6.799","29.279","31.525","10.578","9.323","0.438","4.568","0.501","26.355","24.219","7.864","153.202","133.937"
"31","P","Eric Curran","2","2:02.957","4:19.842","Green","Track","1.363","19.350","22.979","9.147","9.051","0.429","4.377","0.440","23.574","24.348","7.899","156.416","152.505"
"55","P","Tristan Nunez","2","2:02.450","4:22.047","Green","Track","1.346","20.069","22.790","9.179","8.985","0.426","4.383","0.412","23.036","23.925","7.899","157.517","162.870"
"007","GTD","David Calvert-Jones","1","4:22.557","4:22.557","Green","Track","6.689","28.420","29.239","11.018","10.484","0.487","5.023","0.549","26.188","27.937","8.955","137.787","122.226"
"5","P","Joao Barbosa","2","2:01.596","4:22.695","Green","Track","1.358","19.362","22.906","9.200","9.000","0.427","4.357","0.394","22.677","23.953","7.962","157.148","170.310"
"67","GTLM","Richard Westbrook","1","4:23.725","4:23.725","Green","Track","5.959","26.826","26.639","10.388","9.878","0.466","4.851","0.537","25.243","26.232","8.516","143.996","124.958"
"70","P","Joel Miller","2","2:00.769","4:25.060","Green","Track","1.346","19.092","23.082","9.053","9.001","0.428","4.393","0.397","22.387","23.724","7.866","156.781","169.023"
"85","PC","Misha Goikhberg","1","4:28.732","4:28.732","Green","Track","6.123","28.892","28.893","12.082","9.571","0.453","5.224","0.651","29.661","27.821","8.318","148.129","103.076"
"912","GTLM","Frederic Makowiecki","1","4:33.818","4:33.818","Green","Track","6.069","28.623","26.797","9.959","9.963","0.471","4.792","0.467","24.090","25.424","8.584","142.468","143.688"
"38","PC","James French","2","2:04.292","4:35.849","Green","Track","1.392","19.776","23.388","9.700","9.284","0.447","4.537","0.458","23.164","24.067","8.079","150.117","146.512"
"10","P","Jordan Taylor","2","2:01.536","4:36.042","Green","Track","1.376","20.065","22.970","9.166","9.056","0.430","4.395","0.401","22.523","23.288","7.866","156.052","167.337"
"60","P","Oswaldo Negri Jr.","2","2:04.215","4:43.782","Green","Track","1.355","20.797","23.967","9.471","9.053","0.429","4.392","0.441","23.042","23.227","8.041","156.416","152.159"
"96","GTD","Jens Klingmann","2","2:11.264","4:45.015","Green","Track","1.463","21.293","24.980","9.508","9.798","0.464","4.709","0.422","23.314","26.772","8.541","144.617","159.010"
"20","PC","Bruno Junqueira","2","2:04.099","4:50.328","Green","Track","1.401","20.107","23.705","9.397","9.291","0.442","4.541","0.420","22.888","23.800","8.107","151.815","159.767"
"8","PC","Renger van der Zande","2","2:02.805","4:50.846","Green","Track","1.386","20.029","23.027","9.224","9.306","0.442","4.544","0.411","22.715","23.562","8.159","151.815","163.266"
"7","PC","Gustavo Yacaman","2","2:04.578","4:53.335","Green","Track","1.392","20.373","23.628","9.350","9.337","0.447","4.572","0.414","22.952","23.994","8.119","150.117","162.083"
"90","P","Ryan Dalziel","2","2:03.475","4:57.889","Green","Track","1.363","19.845","23.507","9.222","9.139","0.433","4.476","0.503","23.617","23.390","7.980","154.971","133.404"
"26","PC","John Falb","2","2:14.438","5:02.181","Green","Track","1.412","22.381","25.746","10.113","9.438","0.445","4.621","0.524","25.618","25.711","8.429","150.792","128.058"
"4","GTLM","Oliver Gavin","2","2:09.365","5:02.677","Green","Track","1.480","20.392","25.053","9.701","9.835","0.466","4.711","0.429","23.222","25.465","8.611","143.996","156.416"
"52","PC","Tom Kimber-Smith","2","2:04.496","5:02.636","Green","Track","1.399","19.717","23.604","9.377","9.298","0.442","4.510","0.430","23.111","24.440","8.168","151.815","156.052"
"33","GTD","Ben Keating","1","5:03.017","5:03.017","Green","Track","5.996","30.396","31.315","11.896","9.875","0.460","4.682","0.454","25.328","28.643","8.599","145.875","147.802"
"911","GTLM","Patrick Pilet","2","2:08.449","5:04.935","Green","Track","1.468","20.192","23.856","9.229","9.760","0.462","4.699","0.426","23.059","26.751","8.547","145.243","157.517"
"25","GTLM","Dirk Werner","2","2:07.870","5:06.013","Green","Track","1.457","20.543","24.238","9.335","9.755","0.461","4.702","0.422","22.833","25.698","8.426","145.558","159.010"
"100","GTLM","John Edwards","2","2:06.013","5:06.397","Green","Track","1.458","20.290","23.893","9.281","9.757","0.461","4.693","0.426","22.798","24.495","8.461","145.558","157.517"
"6","GTD","Andrew Davis","2","2:09.294","5:15.882","Green","Track","1.482","20.726","24.553","9.501","9.934","0.464","4.722","0.423","23.215","25.545","8.729","144.617","158.634"
"44","GTD","Andy Lally","2","2:08.419","5:18.418","Green","Track","1.484","20.927","24.501","9.391","9.945","0.467","4.735","0.424","22.965","24.925","8.655","143.688","158.260"
"27","GTD","Luca Persiani","2","2:11.998","5:40.604","Green","Track","1.475","21.423","25.755","9.685","9.956","0.462","4.679","0.419","23.630","25.726","8.788","145.243","160.149"
"97","GTD","Michael Marsal","2","2:12.435","5:46.856","Green","Track","1.471","21.574","25.660","9.595","9.932","0.467","4.720","0.432","24.180","25.642","8.762","143.688","155.329"
"73","GTD","Patrick Lindsey","2","2:12.392","5:49.662","Green","Track","1.480","20.942","26.566","9.889","9.907","0.465","4.735","0.436","23.646","25.717","8.609","144.306","153.904"
"80","GTD","Dan Knox","2","2:17.628","5:52.230","Green","Track","1.562","22.853","27.694","10.277","9.805","0.460","4.681","0.456","24.941","26.358","8.541","145.875","147.154"
"23","GTD","Mario Farnbacher","2","2:22.355","5:54.064","Green","Track","1.729","22.831","28.169","9.994","13.530","0.690","6.012","0.496","24.390","25.733","8.781","97.250","135.287"
"62","GTLM","Toni Vilander","2","2:06.967","5:59.703","Green","Track","1.456","20.585","24.092","9.471","9.737","0.457","4.653","0.465","23.349","24.224","8.478","146.832","144.306"
"88","PC","Mark Kvamme","2","2:13.111","6:01.686","Green","Track","1.408","23.068","24.911","10.141","9.592","0.447","4.595","0.470","25.053","25.161","8.265","150.117","142.771"
"16","GTD","Corey Lewis","2","2:09.145","6:04.529","Green","Track","1.485","20.722","24.738","9.408","9.929","0.466","4.683","0.419","23.334","25.270","8.691","143.996","160.149"
"9","GTD","Lawson Aschenbach","2","2:25.374","6:10.241","Green","Track","7.579","27.214","25.729","10.013","10.048","0.468","4.784","0.453","24.389","26.011","8.686","143.381","148.129"
"3","GTLM","Jan Magnussen","2","2:06.809","6:12.260","Green","Track","1.472","20.578","24.126","9.365","9.885","0.463","4.678","0.430","22.921","24.393","8.498","144.929","156.052"
"66","GTLM","Joey Hand","2","2:06.730","6:14.315","Green","Track","1.460","20.570","24.140","9.368","9.718","0.457","4.655","0.430","22.891","24.534","8.507","146.832","156.052"
"63","GTD","Alessandro Balzan","2","2:28.218","6:15.350","Green","Track","7.182","26.830","26.649","9.976","9.943","0.466","4.782","0.502","25.523","27.714","8.651","143.996","133.670"
"0","P","Sean Rayhall","2","2:02.618","6:19.095","Green","Track","1.325","19.887","23.798","9.088","8.925","0.420","4.320","0.425","23.052","23.512","7.866","159.767","157.888"
"31","P","Eric Curran","3","2:00.016","6:19.858","Green","Track","1.353","18.953","22.622","9.066","9.056","0.432","4.355","0.395","22.717","23.237","7.830","155.329","169.879"
"55","P","Tristan Nunez","3","1:59.752","6:21.799","Green","Track","1.340","18.974","22.446","9.115","8.976","0.426","4.375","0.397","22.390","23.364","7.949","157.517","169.023"
"5","P","Joao Barbosa","3","1:59.809","6:22.504","Green","Track","1.342","19.028","22.697","9.027","8.961","0.426","4.343","0.391","22.551","23.149","7.894","157.517","171.617"
"48","GTD","Bryan Sellers","2","2:09.408","6:23.000","Green","Track","1.476","20.663","24.723","9.337","9.888","0.465","4.675","0.418","23.160","25.792","8.811","144.306","160.532"
"70","P","Joel Miller","3","2:00.288","6:25.348","Green","Track","1.333","20.009","23.224","8.918","8.958","0.429","4.384","0.396","22.164","22.639","7.834","156.416","169.450"
"67","GTLM","Richard Westbrook","2","2:11.523","6:35.248","Green","Track","1.463","20.916","25.114","9.718","9.805","0.463","4.714","0.444","24.005","26.399","8.482","144.929","151.131"
"10","P","Jordan Taylor","3","2:00.255","6:36.297","Green","Track","1.343","19.270","23.317","9.127","9.034","0.429","4.387","0.396","22.055","23.017","7.880","156.416","169.450"
"007","GTD","David Calvert-Jones","2","2:13.927","6:36.484","Green","Track","1.529","21.400","26.181","10.105","10.189","0.476","4.851","0.439","24.012","25.924","8.821","140.971","152.853"
"38","PC","James French","3","2:04.982","6:40.831","Green","Track","1.387","20.056","23.967","10.022","9.235","0.441","4.520","0.451","23.059","23.761","8.083","152.159","148.786"
"60","P","Oswaldo Negri Jr.","3","1:58.312","6:42.094","Green","Track","1.354","18.929","22.073","9.071","9.004","0.427","4.381","0.396","22.256","22.546","7.875","157.148","169.450"
"912","GTLM","Frederic Makowiecki","2","2:11.114","6:44.932","Green","Track","1.473","20.612","25.240","9.770","9.944","0.467","4.730","0.431","24.904","25.071","8.472","143.688","155.690"
"20","PC","Bruno Junqueira","3","2:03.095","6:53.423","Green","Track","1.389","19.384","23.090","9.281","9.263","0.441","4.559","0.416","23.221","23.933","8.118","152.159","161.304"
"96","GTD","Jens Klingmann","3","2:08.453","6:53.468","Green","Track","1.459","20.298","24.623","9.691","9.841","0.464","4.706","0.422","23.421","25.000","8.528","144.617","159.010"
"8","PC","Renger van der Zande","3","2:02.881","6:53.727","Green","Track","1.383","19.198","22.924","9.064","9.305","0.443","4.565","0.415","23.380","24.085","8.119","151.472","161.692"
"85","PC","Misha Goikhberg","2","2:27.567","6:56.299","Green","Track","1.403","21.286","36.968","13.504","9.500","0.494","5.735","0.520","25.135","24.844","8.178","135.835","129.043"
"7","PC","Gustavo Yacaman","3","2:03.385","6:56.720","Green","Track","1.393","19.503","23.379","9.286","9.383","0.446","4.567","0.413","22.813","24.110","8.092","150.454","162.475"
"90","P","Ryan Dalziel","3","1:59.506","6:57.395","Green","Track","1.366","19.102","22.288","9.037","9.118","0.434","4.418","0.397","22.246","23.116","7.984","154.614","169.023"
"52","PC","Tom Kimber-Smith","3","2:04.342","7:06.978","Green","Track","1.402","20.288","24.293","9.208","9.317","0.447","4.577","0.411","22.671","23.599","8.129","150.117","163.266"
"4","GTLM","Oliver Gavin","3","2:08.096","7:10.773","Green","Track","1.465","20.573","25.720","9.338","9.751","0.463","4.682","0.422","22.795","24.301","8.586","144.929","159.010"
"911","GTLM","Patrick Pilet","3","2:07.820","7:12.755","Green","Track","1.466","20.338","24.936","9.433","9.770","0.460","4.688","0.421","22.624","25.286","8.398","145.875","159.388"
"25","GTLM","Dirk Werner","3","2:08.351","7:14.364","Green","Track","1.446","20.029","24.593","9.463","9.665","0.455","4.625","0.437","22.920","26.276","8.442","147.478","153.552"
"100","GTLM","John Edwards","3","2:08.904","7:15.301","Green","Track","1.450","19.938","24.661","9.441","9.716","0.460","4.680","0.430","22.906","26.700","8.522","145.875","156.052"
"33","GTD","Ben Keating","2","2:14.993","7:18.010","Green","Track","1.441","21.984","27.045","9.687","9.720","0.454","4.611","0.417","24.566","26.602","8.466","147.802","160.917"
"6","GTD","Andrew Davis","3","2:08.235","7:24.117","Green","Track","1.480","20.307","24.352","9.379","9.888","0.463","4.710","0.422","23.148","25.402","8.684","144.929","159.010"
"44","GTD","Andy Lally","3","2:07.698","7:26.116","Green","Track","1.478","20.829","24.087","9.312","9.955","0.467","4.727","0.424","22.964","24.807","8.648","143.688","158.260"
"27","GTD","Luca Persiani","3","2:10.315","7:50.919","Green","Track","1.473","20.993","25.017","9.688","9.938","0.460","4.669","0.416","23.527","25.475","8.659","145.875","161.304"
"97","GTD","Michael Marsal","3","2:10.532","7:57.388","Green","Track","1.464","21.044","25.125","9.675","9.937","0.464","4.692","0.420","23.661","25.392","8.658","144.617","159.767"
"73","GTD","Patrick Lindsey","3","2:10.270","7:59.932","Green","Track","1.468","20.700","24.822","9.637","9.902","0.462","4.724","0.426","23.642","25.894","8.593","145.243","157.517"
"62","GTLM","Toni Vilander","3","2:04.160","8:03.863","Green","Track","1.448","19.758","23.479","9.133","9.638","0.456","4.624","0.417","22.492","24.308","8.407","147.154","160.917"
"80","GTD","Dan Knox","3","2:12.615","8:04.845","Green","Track","1.456","21.725","25.654","9.536","9.763","0.459","4.667","0.417","24.182","26.168","8.588","146.192","160.917"
"88","PC","Mark Kvamme","3","2:10.085","8:11.771","Green","Track","1.411","20.569","24.953","9.594","9.396","0.443","4.573","0.463","23.684","26.639","8.360","151.472","144.929"
"23","GTD","Mario Farnbacher","3","2:18.500","8:12.564","Green","Track","1.493","22.170","26.827","10.793","11.154","0.537","5.818","0.610","24.404","25.908","8.786","124.958","110.004"
"16","GTD","Corey Lewis","3","2:08.397","8:12.926","Green","Track","1.469","20.313","24.535","9.466","9.960","0.467","4.670","0.416","23.233","25.214","8.654","143.688","161.304"
"3","GTLM","Jan Magnussen","3","2:04.950","8:17.210","Green","Track","1.449","20.067","23.710","9.155","9.755","0.458","4.634","0.418","22.520","24.251","8.533","146.512","160.532"
"66","GTLM","Joey Hand","3","2:04.502","8:18.817","Green","Track","1.450","19.955","23.482","9.156","9.709","0.458","4.647","0.417","22.371","24.425","8.432","146.512","160.917"
"9","GTD","Lawson Aschenbach","3","2:09.396","8:19.637","Green","Track","1.476","20.492","24.236","9.335","9.960","0.463","4.715","0.423","23.488","26.143","8.665","144.929","158.634"
"0","P","Sean Rayhall","3","2:00.958","8:20.053","Green","Track","1.318","19.302","23.380","9.139","8.893","0.419","4.283","0.409","22.385","23.709","7.721","160.149","164.064"
"31","P","Eric Curran","4","2:01.076","8:20.934","Green","Track","1.331","19.002","23.143","9.356","9.045","0.425","4.320","0.402","22.725","23.430","7.897","157.888","166.921"
"55","P","Tristan Nunez","4","1:59.630","8:21.429","Green","Track","1.334","18.886","22.481","9.088","8.950","0.421","4.315","0.403","22.488","23.374","7.890","159.388","166.507"
"5","P","Joao Barbosa","4","1:59.648","8:22.152","Green","Track","1.336","18.846","22.513","9.088","8.972","0.426","4.313","0.389","22.713","23.146","7.906","157.517","172.499"
"70","P","Joel Miller","4","1:58.863","8:24.211","Green","Track","1.332","18.805","22.747","8.872","8.984","0.427","4.379","0.396","22.201","22.752","7.968","157.148","169.450"
"63","GTD","Alessandro Balzan","3","2:12.565","8:27.915","Green","Track","1.464","20.661","25.063","9.548","9.859","0.463","4.731","0.472","26.473","25.203","8.628","144.929","142.166"
"48","GTD","Bryan Sellers","3","2:07.546","8:30.546","Green","Track","1.471","20.460","24.558","9.246","9.864","0.464","4.672","0.417","22.764","24.889","8.741","144.617","160.917"
"10","P","Jordan Taylor","4","1:58.299","8:34.596","Green","Track","1.346","19.169","22.121","8.909","9.007","0.430","4.385","0.394","21.816","22.747","7.975","156.052","170.310"
"38","PC","James French","4","2:02.545","8:43.376","Green","Track","1.384","19.411","23.244","9.556","9.277","0.442","4.501","0.421","22.667","23.569","8.073","151.815","159.388"
"67","GTLM","Richard Westbrook","3","2:10.587","8:45.835","Green","Track","1.465","22.317","24.941","9.527","9.794","0.464","5.090","0.521","23.422","24.551","8.495","144.617","128.795"
"007","GTD","David Calvert-Jones","3","2:11.790","8:48.274","Green","Track","1.513","21.299","25.242","9.701","10.086","0.470","4.800","0.449","23.807","25.581","8.842","142.771","149.448"
"912","GTLM","Frederic Makowiecki","3","2:04.652","8:49.584","Green","Track","1.461","19.881","23.610","9.155","9.751","0.463","4.706","0.422","22.404","24.291","8.508","144.929","159.010"
"8","PC","Renger van der Zande","4","2:01.165","8:54.892","Green","Track","1.378","19.583","22.709","9.137","9.186","0.434","4.429","0.404","22.611","23.249","8.045","154.614","166.095"
"20","PC","Bruno Junqueira","4","2:02.688","8:56.111","Green","Track","1.389","19.605","22.753","9.066","9.296","0.442","4.530","0.408","23.121","23.930","8.148","151.815","164.466"
"7","PC","Gustavo Yacaman","4","2:02.970","8:59.690","Green","Track","1.380","19.695","23.340","9.191","9.264","0.443","4.538","0.412","22.682","23.857","8.168","151.472","162.870"
"85","PC","Misha Goikhberg","3","2:06.519","9:02.818","Green","Track","1.392","21.168","23.410","9.795","9.311","0.447","4.562","0.454","23.482","24.396","8.102","150.117","147.802"
"52","PC","Tom Kimber-Smith","4","2:01.672","9:08.650","Green","Track","1.393","19.170","23.016","9.159","9.318","0.448","4.566","0.413","22.633","23.384","8.172","149.782","162.475"
"4","GTLM","Oliver Gavin","4","2:05.711","9:16.484","Green","Track","1.456","19.898","23.619","9.703","9.823","0.465","4.688","0.420","22.803","24.270","8.566","144.306","159.767"
"911","GTLM","Patrick Pilet","4","2:04.345","9:17.100","Green","Track","1.453","19.729","23.429","9.305","9.754","0.461","4.691","0.423","22.512","24.009","8.579","145.558","158.634"
"25","GTLM","Dirk Werner","4","2:04.599","9:18.963","Green","Track","1.446","19.755","23.641","9.277","9.696","0.459","4.676","0.419","22.509","24.156","8.565","146.192","160.149"
"33","GTD","Ben Keating","3","2:09.763","9:27.773","Green","Track","1.435","20.785","25.486","9.384","9.736","0.456","4.632","0.415","23.573","25.290","8.571","147.154","161.692"
"6","GTD","Andrew Davis","4","2:08.279","9:32.396","Green","Track","1.472","20.302","24.264","9.524","9.933","0.464","4.712","0.422","23.136","25.355","8.695","144.617","159.010"
"44","GTD","Andy Lally","4","2:07.946","9:34.062","Green","Track","1.473","20.494","24.388","9.415","9.914","0.465","4.715","0.422","23.031","24.867","8.762","144.306","159.010"
"97","GTD","Michael Marsal","4","2:10.515","10:07.903","Green","Track","1.454","20.835","24.996","9.522","9.931","0.462","4.682","0.426","23.823","25.678","8.706","145.243","157.517"
"62","GTLM","Toni Vilander","4","2:04.521","10:08.384","Green","Track","1.441","19.631","23.408","9.118","9.614","0.453","4.613","0.414","23.143","24.326","8.360","148.129","162.083"
"80","GTD","Dan Knox","4","2:11.750","10:16.595","Green","Track","1.447","21.320","25.447","9.677","9.832","0.460","4.668","0.417","24.053","25.847","8.582","145.875","160.917"
"88","PC","Mark Kvamme","4","2:09.455","10:21.226","Green","Track","1.411","21.017","24.969","9.870","9.522","0.453","4.618","0.421","23.795","25.135","8.244","148.129","159.388"
"0","P","Sean Rayhall","4","2:02.193","10:22.246","Green","Track","1.307","19.299","23.540","9.087","8.831","0.415","4.247","0.400","22.876","24.494","7.697","161.692","167.756"
"3","GTLM","Jan Magnussen","4","2:05.258","10:22.468","Green","Track","1.453","19.926","23.740","9.176","9.767","0.457","4.630","0.415","22.412","24.713","8.569","146.832","161.692"
"23","GTD","Mario Farnbacher","4","2:16.816","10:29.380","Green","Track","1.490","20.664","25.378","10.627","11.310","0.600","6.012","0.526","26.455","25.142","8.612","111.837","127.571"
"10","P","Jordan Taylor","5","1:59.400","10:33.996","Green","Track","1.351","18.690","22.308","8.897","9.012","0.428","4.358","0.393","22.667","23.378","7.918","156.781","170.744"
"9","GTD","Lawson Aschenbach","4","2:16.180","10:35.817","Green","Track","1.471","20.426","26.457","10.631","10.102","0.467","4.905","0.494","26.266","26.239","8.722","143.688","135.835"
"63","GTD","Alessandro Balzan","4","2:08.866","10:36.781","Green","Track","1.466","20.384","24.713","9.550","9.826","0.463","4.718","0.422","23.611","25.142","8.571","144.929","159.010"
"48","GTD","Bryan Sellers","4","2:07.765","10:38.311","Green","Track","1.468","20.447","24.469","9.404","9.836","0.464","4.665","0.416","23.021","24.874","8.701","144.617","161.304"
"31","P","Eric Curran","5","2:21.026","10:41.960","Green","Pit","1.339","19.490","23.690","9.110","9.007","0.424","4.323","0.417","22.701","24.336","26.189","158.260","160.917"
"5","P","Joao Barbosa","5","2:20.955","10:43.107","Green","Pit","1.336","19.559","23.593","9.138","8.996","0.426","4.327","0.399","22.643","23.860","26.678","157.517","168.176"
"67","GTLM","Richard Westbrook","4","2:04.592","10:50.427","Green","Track","1.459","19.926","23.758","9.104","9.684","0.458","4.672","0.419","22.486","24.112","8.514","146.512","160.149"
"912","GTLM","Frederic Makowiecki","4","2:04.361","10:53.945","Green","Track","1.459","19.749","23.713","9.107","9.741","0.463","4.703","0.421","22.357","24.114","8.534","144.929","159.388"
"8","PC","Renger van der Zande","5","2:00.689","10:55.581","Green","Track","1.381","19.299","22.477","9.056","9.248","0.437","4.474","0.405","22.357","23.400","8.155","153.552","165.685"
"27","GTD","Luca Persiani","4","3:06.742","10:57.661","Green","Pit","1.467","20.880","25.476","9.467","9.884","0.462","4.663","0.416","24.196","25.834","63.997","145.243","161.304"
"7","PC","Gustavo Yacaman","5","2:02.660","11:02.350","Green","Track","1.393","19.323","23.284","9.129","9.300","0.446","4.561","0.413","22.765","23.830","8.216","150.454","162.475"
"85","PC","Misha Goikhberg","4","2:04.295","11:07.113","Green","Track","1.394","19.555","23.103","9.530","9.319","0.447","4.560","0.413","23.122","24.786","8.066","150.117","162.475"
"52","PC","Tom Kimber-Smith","5","2:01.641","11:10.291","Green","Track","1.395","19.145","23.112","9.128","9.308","0.445","4.553","0.413","22.494","23.557","8.091","150.792","162.475"
"4","GTLM","Oliver Gavin","5","2:05.274","11:21.758","Green","Track","1.455","19.956","23.565","9.454","9.802","0.462","4.668","0.419","22.779","24.159","8.555","145.243","160.149"
"25","GTLM","Dirk Werner","5","2:04.586","11:23.549","Green","Track","1.458","19.701","23.733","9.208","9.684","0.457","4.659","0.418","22.436","24.346","8.486","146.832","160.532"
"911","GTLM","Patrick Pilet","5","2:08.892","11:25.992","Green","Track","1.462","19.935","23.464","9.304","9.689","0.458","4.665","0.432","22.878","28.160","8.445","146.512","155.329"
"100","GTLM","John Edwards","4","4:20.364","11:35.665","Green","Pit","1.453","19.735","23.619","9.172","9.693","0.460","4.676","0.420","22.561","22.902","145.673","145.875","159.767"
"33","GTD","Ben Keating","4","2:09.215","11:36.988","Green","Track","1.441","20.967","24.881","9.349","9.689","0.454","4.627","0.415","23.479","25.336","8.577","147.802","161.692"
