"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"48","GTD","Mirko Bortolotti","1","2:19.644","2:52.732","Green","Track","31.224","28.227","24.754","8.309","7.072","6.298","11.297","7.356","6.335","5.224","0.479","3.069","170.810"
"911","GTLM","Patrick Pilet","1","2:17.527","2:55.415","Green","Track","32.276","28.411","22.181","7.999","6.583","6.229","11.196","7.375","6.453","5.298","0.477","3.049","171.527"
"02","P","Jamie McMurray","1","2:11.513","2:55.699","Green","Track","29.810","28.148","22.422","7.648","6.110","5.955","10.631","6.754","5.924","4.855","0.441","2.815","185.529"
"100","GTLM","Lucas Luhr","1","2:18.132","2:56.582","Green","Track","32.421","28.485","22.025","7.822","6.398","6.548","11.369","7.204","6.291","5.650","0.538","3.381","152.078"
"52","PC","Nicholas Boulle","1","2:22.170","2:59.123","Green","Track","32.625","31.117","23.480","7.903","6.595","6.684","11.771","7.050","6.263","5.216","0.470","2.996","174.081"
"912","GTLM","Frederic Makowiecki","1","2:18.424","3:10.716","Green","Track","29.650","28.882","23.709","8.158","6.578","6.447","12.108","7.522","6.498","5.328","0.480","3.064","170.455"
"68","GTLM","Alexandre Premat","1","2:39.169","3:41.611","Green","Track","31.831","35.403","26.449","9.960","8.242","7.483","13.040","8.679","8.026","6.041","0.526","3.489","155.548"
"5","P","Joao Barbosa","1","1:44.775","3:44.747","Green","Track","11.682","23.411","20.677","7.236","5.945","5.549","9.831","6.584","5.798","4.836","0.436","2.790","187.656"
"31","P","Simon Pagenaud","1","1:45.804","3:50.940","Green","Track","11.190","23.357","20.015","7.170","5.926","5.781","11.565","6.785","5.932","4.848","0.438","2.797","186.800"
"38","PC","Jim Norman","1","2:25.609","3:52.968","Green","Track","33.204","29.862","26.140","8.326","6.661","6.558","12.111","7.351","6.432","5.367","0.488","3.109","167.660"
"2","P","Luis Felipe Derani","1","1:45.321","3:54.377","Green","Track","11.909","23.735","20.378","7.192","5.986","5.640","9.865","6.619","5.863","4.882","0.439","2.813","186.374"
"55","P","Tristan Nunez","1","1:47.510","4:05.125","Green","Track","12.372","24.427","21.141","7.209","5.884","5.575","10.501","6.609","5.799","4.781","0.433","2.779","188.957"
"85","PC","Stephen Simpson","1","1:52.365","4:07.876","Green","Track","12.617","24.851","20.918","7.673","6.459","6.491","11.173","7.071","6.315","5.276","0.476","3.045","171.887"
"63","GTD","Robert Renauer","1","1:52.090","4:10.280","Green","Track","12.505","25.146","21.141","7.875","6.428","6.109","10.679","7.206","6.298","5.233","0.471","2.999","173.712"
"10","P","Ricky Taylor","1","1:54.256","4:21.059","Green","Track","12.201","25.894","21.959","7.626","6.343","6.118","10.665","7.364","6.647","5.561","0.507","3.371","161.377"
"60","P","Oswaldo Negri","1","1:41.163","4:22.011","Green","Track","11.104","22.483","19.519","7.043","5.869","5.528","9.206","6.537","5.789","4.848","0.439","2.798","186.374"
"007","GTD","Ricardo Perez de Lara","1","1:55.269","4:27.234","Green","Track","12.819","26.013","21.678","7.999","6.574","6.224","11.077","7.432","6.477","5.383","0.488","3.105","167.660"
"33","GTD","Jeroen Bleekemolen","1","1:49.632","4:30.939","Green","Track","11.793","24.449","20.738","7.829","6.442","5.989","10.234","7.141","6.301","5.235","0.472","3.009","173.344"
"02","P","Jamie McMurray","2","1:45.180","4:40.879","Green","Track","11.187","24.874","20.179","7.222","5.978","5.600","9.477","6.622","5.875","4.897","0.444","2.825","184.275"
"54","PC","Colin Braun","1","4:05.702","4:42.385","Green","Pit","28.807","27.569","22.790","7.666","6.388","6.303","11.468","7.040","6.291","8.948","0.000","0.000","0.000"
