"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP2"
"5","P","Joao Barbosa","1","2:12.735","2:12.735","Green","Track","0.000","12.628","20.495","0.564","24.905","29.806","21.361","11.501","4.506","145.773"
"31","P","Eric Curran","1","2:19.506","2:19.506","Green","Track","0.000","16.034","21.922","0.604","24.983","30.635","21.710","11.984","4.542","136.119"
"55","P","Jonathan Bomarito","1","2:19.956","2:19.956","Green","Track","0.000","13.946","21.294","0.603","25.083","29.557","21.360","11.990","4.486","136.345"
"20","PC","Matthew McMurry","1","2:33.400","2:33.400","Green","Track","542.299","14.511","23.386","0.633","26.671","31.652","22.769","12.396","4.740","129.883"
"77","GTD","Gunnar Jeannette","1","2:35.495","2:35.495","Green","Track","461.950","14.829","23.104","0.563","26.022","31.926","22.862","12.715","4.999","146.032"
"44","GTD","Andy Lally","1","2:43.531","2:43.531","Green","Track","368.249","14.955","23.721","0.577","26.593","32.773","24.164","12.953","5.042","142.489"
"73","GTD","Patrick Lindsey","1","2:51.580","2:51.580","Green","Pit","402.582","14.415","22.666","0.564","25.899","31.789","23.257","14.193","18.782","145.773"
"52","PC","Tom Kimber-Smith","1","2:57.127","2:57.127","Green","Track","847.010","15.185","22.553","0.644","30.091","31.206","22.204","12.211","4.714","127.664"
"63","GTD","Alessandro Balzan","1","3:01.759","3:01.759","Green","Pit","625.688","15.948","26.042","0.655","28.495","34.229","25.840","16.121","18.492","125.520"
"90","P","Ryan Dalziel","1","3:01.868","3:01.868","Green","Track","543.487","15.260","23.004","0.659","29.680","34.220","22.533","12.157","4.606","124.759"
"96","GTD","Jens Klingmann","1","3:03.039","3:03.039","Green","Pit","368.246","15.259","23.746","0.606","26.735","33.090","23.076","16.811","18.716","135.670"
"88","PC","Richard Bradley","1","3:03.482","3:03.482","Green","Track","0.000","16.331","22.812","0.711","30.304","35.976","24.244","12.563","4.721","115.634"
"85","PC","Stephen Simpson","1","3:04.233","3:04.233","Green","Track","870.249","14.932","22.236","0.577","27.505","33.708","24.000","12.619","4.739","142.489"
"7","PC","Gustavo Yacaman","1","3:05.074","3:05.074","Green","Track","0.000","16.170","23.169","0.609","29.953","37.136","23.863","12.669","4.731","135.001"
"60","P","John Pew","1","3:06.689","3:06.689","Green","Pit","760.333","17.938","27.772","0.799","31.646","34.960","24.503","17.531","18.961","102.899"
"4","GTLM","Oliver Gavin","1","3:07.952","3:07.952","Green","Pit","776.091","16.720","23.338","0.576","25.838","32.975","23.414","15.871","18.528","142.736"
"0","P","Katherine Legge","1","3:14.962","3:14.962","Green","Track","839.166","16.980","23.967","0.818","31.055","32.968","23.095","12.719","4.558","100.508"
"6","GTD","Robin Liddell","1","3:16.273","3:16.273","Green","Pit","244.119","17.905","24.467","0.728","28.183","34.212","25.147","17.856","22.217","112.934"
"3","GTLM","Antonio Garcia","1","3:17.761","3:17.761","Green","Pit","775.594","16.761","23.899","0.660","30.130","33.898","24.726","16.951","18.558","124.570"
"23","GTD","Mario Farnbacher","1","3:19.064","3:19.064","Green","Track","26.821","14.957","23.306","0.616","29.577","33.600","22.877","12.844","4.980","133.467"
"22","GTD","Sven Muller","1","3:20.264","3:20.264","Green","Track","25.420","15.525","22.981","0.579","28.691","33.596","23.422","12.898","4.970","141.996"
"10","P","Ricky Taylor","1","3:20.949","3:20.949","Green","Pit","715.524","15.911","23.449","0.621","30.184","34.427","24.311","15.794","18.575","132.393"
"27","GTD","Cedric Sbirrazzuoli","1","3:22.399","3:22.399","Green","Track","831.919","15.460","23.403","0.561","30.107","34.244","25.043","13.449","5.055","146.552"
"912","GTLM","Earl Bamber","1","3:28.384","3:28.384","Green","Pit","822.255","15.966","24.939","0.677","29.917","36.018","25.367","15.797","18.610","121.442"
"97","GTD","Michael Marsal","1","3:29.842","3:29.842","Green","Track","891.699","14.652","23.085","0.690","30.384","36.300","23.698","13.348","4.970","119.153"
"911","GTLM","Patrick Pilet","1","3:29.989","3:29.989","Green","Pit","821.353","15.770","25.065","0.709","30.397","35.575","25.206","16.775","18.580","115.960"
"33","GTD","Jeroen Bleekemolen","1","3:31.123","3:31.123","Green","Pit","855.811","16.550","23.536","0.674","29.152","34.763","25.006","17.540","18.433","121.982"
"70","P","Joel Miller","1","3:32.128","3:32.128","Green","Pit","874.243","15.167","23.200","0.718","29.869","31.273","24.009","18.049","18.674","114.507"
"8","PC","Alex Popow","1","3:32.749","3:32.749","Green","Track","846.757","14.483","22.908","0.623","57.522","36.132","27.309","14.021","4.991","131.968"
"62","GTLM","Toni Vilander","1","3:34.353","3:34.353","Green","Pit","847.950","16.052","26.260","0.710","30.672","34.583","25.775","18.383","18.828","115.797"
"54","PC","Jonathan Bennett","1","3:37.899","3:37.899","Green","Pit","0.000","15.144","23.276","0.759","30.844","32.999","23.938","19.272","18.975","108.321"
"16","GTD","Spencer Pumpelly","1","3:39.146","3:39.146","Green","Pit","501.478","15.604","22.834","0.618","29.826","33.427","23.499","19.842","19.261","133.035"
"25","GTLM","Dirk Werner","1","3:43.706","3:43.706","Green","Track","868.815","18.204","30.665","0.771","33.645","40.569","29.068","15.445","7.468","106.635"
