"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SPS"
"4","GTLM","Tommy Milner","12","1:20.639","26:41.829","Green","Track","0.642","7.156","7.637","11.179","8.058","10.276","12.083","16.407","1.714","5.487","128.505"
"52","PC","Robert Alon","12","1:25.048","26:48.558","Green","Track","0.620","6.911","7.948","12.204","8.534","10.836","12.473","18.442","1.766","5.314","133.065"
"20","PC","Tomy Drissi","14","1:23.437","26:50.774","Green","Track","0.608","6.871","7.848","11.908","8.257","10.584","12.106","18.269","1.739","5.247","135.691"
"67","GTLM","Ryan Briscoe","6","1:21.731","26:51.319","Green","Track","0.649","7.175","7.396","11.410","8.154","10.350","11.945","17.478","1.710","5.464","127.119"
"3","GTLM","Antonio Garcia","11","1:20.718","27:08.918","Green","Track","0.646","7.168","7.471","11.140","8.036","10.337","12.020","16.619","1.763","5.518","127.709"
"54","PC","Jonathan Bennett","16","1:21.816","27:16.761","Green","Track","0.614","6.885","7.603","11.408","8.060","10.465","11.989","17.732","1.762","5.298","134.365"
"10","P","Jordan Taylor","13","1:20.378","27:18.701","Green","Track","0.596","6.738","7.869","11.877","7.951","10.355","11.750","16.549","1.614","5.079","138.423"
"38","PC","James French","13","1:22.438","27:20.143","Green","Track","0.599","6.820","7.724","11.540","8.022","10.862","12.128","17.893","1.670","5.180","137.730"
"100","GTLM","John Edwards","7","1:25.106","27:22.528","Green","Track","0.637","7.112","8.078","11.731","8.213","10.979","12.500","18.662","1.730","5.464","129.513"
"70","P","Tom Long","13","1:20.592","27:30.895","Green","Track","0.593","6.682","7.456","11.596","7.969","10.600","11.923","16.849","1.779","5.145","139.123"
"911","GTLM","Nick Tandy","11","8:22.431","27:33.461","Green","Track","0.000","0.000","12.527","11.882","8.281","10.542","13.435","18.494","1.727","5.528","0.000"
"90","P","Marc Goossens","15","1:32.072","27:33.872","Green","Pit","0.594","6.680","7.445","11.155","7.785","10.118","11.811","16.914","4.273","15.297","138.889"
"62","GTLM","Giancarlo Fisichella","14","1:20.022","27:34.702","Green","Track","0.640","7.172","7.118","11.079","7.988","10.245","12.135","16.434","1.730","5.481","128.906"
"25","GTLM","Dirk Werner","8","1:22.281","27:55.790","Green","Track","0.635","7.113","7.507","11.226","8.067","11.255","12.347","16.994","1.711","5.426","129.921"
"4","GTLM","Tommy Milner","13","1:20.119","28:01.948","Green","Track","0.644","7.147","7.313","11.174","8.073","10.221","12.014","16.335","1.720","5.478","128.106"
"5","P","Joao Barbosa","16","1:30.948","28:05.283","Green","Pit","0.587","6.596","7.782","11.386","7.832","10.256","11.379","16.293","3.575","15.262","140.545"
"68","GTLM","Daniel Serra","18","1:37.313","28:14.115","Green","Pit","0.639","7.187","7.613","11.480","8.073","11.187","12.741","18.169","5.022","15.202","129.108"
"20","PC","Tomy Drissi","15","1:26.462","28:17.236","Green","Track","0.608","6.855","8.151","12.914","8.489","11.253","12.854","18.248","1.790","5.300","135.691"
"52","PC","Robert Alon","13","1:30.470","28:19.028","Green","Track","0.615","6.907","8.499","14.311","8.694","11.288","14.203","18.844","1.789","5.320","134.146"
"3","GTLM","Antonio Garcia","12","1:20.981","28:29.899","Green","Track","0.646","7.168","7.305","11.087","8.168","10.307","12.058","17.020","1.735","5.487","127.709"
"10","P","Jordan Taylor","14","1:17.319","28:36.020","Green","Track","0.596","6.736","7.199","10.912","7.679","10.068","11.433","16.012","1.606","5.078","138.423"
"8","PC","Alex Popow","14","7:19.820","28:39.369","Green","Track","0.000","0.000","15.395","17.202","9.580","11.833","13.736","35.505","1.923","5.700","0.000"
"54","PC","Jonathan Bennett","17","1:22.593","28:39.354","Green","Track","0.615","6.881","7.516","11.470","8.056","10.827","12.091","18.036","1.785","5.316","134.146"
"38","PC","James French","14","1:21.153","28:41.296","Green","Track","0.606","6.832","7.574","11.509","7.962","10.569","12.101","17.175","1.653","5.172","136.139"
"100","GTLM","John Edwards","8","1:21.144","28:43.672","Green","Track","0.637","7.089","7.514","11.253","8.133","10.411","12.144","16.767","1.736","5.460","129.513"
"70","P","Tom Long","14","1:19.322","28:50.217","Green","Track","0.594","6.671","7.225","11.452","7.953","10.110","11.914","16.501","1.761","5.141","138.889"
"911","GTLM","Nick Tandy","12","1:19.887","28:53.348","Green","Track","0.649","7.219","7.249","10.951","8.058","10.208","12.008","16.283","1.743","5.519","127.119"
"62","GTLM","Giancarlo Fisichella","15","1:20.442","28:55.144","Green","Track","0.640","7.138","7.228","11.180","8.032","10.310","12.057","16.642","1.734","5.481","128.906"
"25","GTLM","Dirk Werner","9","1:20.782","29:16.572","Green","Track","0.634","7.102","7.617","11.286","8.095","10.205","12.039","16.661","1.723","5.420","130.126"
"4","GTLM","Tommy Milner","14","1:20.144","29:22.092","Green","Track","0.640","7.134","7.290","11.179","8.025","10.188","12.016","16.406","1.750","5.516","128.906"
"66","GTLM","Dirk Muller","10","1:21.655","22:08.640","Green","Pit","0.000","0.000","15.055","12.477","8.490","10.861","12.372","0.000","0.000","0.000","0.000"
"20","PC","Tomy Drissi","16","1:22.291","29:39.527","Green","Track","0.611","6.861","7.772","11.958","8.245","10.262","12.028","17.624","1.716","5.214","135.025"
"31","P","Dane Cameron","13","7:21.518","29:43.161","Green","Track","0.000","0.000","12.836","12.570","8.153","10.792","11.734","17.730","1.585","5.034","0.000"
"52","PC","Robert Alon","14","1:24.732","29:43.760","Green","Track","0.613","6.872","8.067","12.048","8.325","10.772","12.379","18.419","1.855","5.382","134.584"
"3","GTLM","Antonio Garcia","13","1:32.511","30:02.410","Green","Pit","0.645","7.147","7.407","11.163","8.071","10.324","12.022","16.625","3.942","15.165","127.907"
"54","PC","Jonathan Bennett","18","1:24.254","30:03.608","Green","Track","0.610","6.846","8.071","12.953","8.316","10.569","12.053","17.789","1.778","5.269","135.246"
"0","P","Andy Meyrick","11","7:10.962","30:03.797","Green","Track","0.000","0.000","13.934","12.935","8.480","11.213","11.820","17.992","1.669","5.045","0.000"
"38","PC","James French","15","1:24.390","30:05.686","Green","Track","0.608","6.834","8.224","12.909","8.563","10.791","12.164","17.457","1.669","5.171","135.691"
"10","P","Jordan Taylor","15","1:30.434","30:06.454","Green","Pit","0.596","6.744","7.133","10.999","7.859","9.951","11.610","16.791","3.516","15.235","138.423"
"100","GTLM","John Edwards","9","1:24.699","30:08.371","Green","Track","0.636","7.091","7.318","11.548","8.544","10.698","12.490","19.150","1.750","5.474","129.717"
"70","P","Tom Long","15","1:20.349","30:10.566","Green","Track","0.592","6.685","7.233","11.433","7.936","10.272","11.859","17.455","1.743","5.141","139.358"
"8","PC","Alex Popow","15","1:31.110","30:10.479","Green","Track","0.726","7.818","8.648","12.950","9.317","11.873","12.618","20.078","1.793","5.289","113.636"
"911","GTLM","Nick Tandy","13","1:20.914","30:14.262","Green","Track","0.646","7.210","7.054","10.842","7.965","10.156","12.134","17.683","1.723","5.501","127.709"
"912","GTLM","Frederic Makowiecki","12","8:51.083","30:28.436","Green","Track","0.000","0.000","12.704","12.365","8.379","10.582","12.221","17.007","1.714","5.504","0.000"
"62","GTLM","Giancarlo Fisichella","16","1:34.929","30:30.073","Green","Pit","0.639","7.158","7.537","11.475","8.158","10.673","12.308","17.779","4.141","15.061","129.108"
"25","GTLM","Dirk Werner","10","1:20.172","30:36.744","Green","Track","0.633","7.101","7.378","11.142","7.984","10.225","12.121","16.449","1.720","5.419","130.332"
"4","GTLM","Tommy Milner","15","1:19.819","30:41.911","Green","Track","0.646","7.145","7.343","11.107","8.007","10.162","11.943","16.238","1.736","5.492","127.709"
"55","P","Jonathan Bomarito","10","8:02.786","30:56.532","Green","Track","0.000","0.000","16.562","14.322","9.028","11.327","12.926","18.933","1.752","5.161","0.000"
"60","P","Oswaldo Negri","13","7:04.276","31:01.479","Green","Track","0.000","0.000","14.031","13.624","8.358","11.326","12.968","17.253","1.641","5.112","0.000"
"20","PC","Tomy Drissi","17","1:23.476","31:03.003","Green","Track","0.606","6.849","7.654","11.986","8.235","10.923","12.164","18.032","1.764","5.263","136.139"
"31","P","Dane Cameron","14","1:19.892","31:03.053","Green","Track","0.586","6.627","7.291","11.012","7.719","10.219","11.594","18.238","1.591","5.015","140.785"
"52","PC","Robert Alon","15","1:23.152","31:06.912","Green","Track","0.617","6.885","7.795","11.763","8.210","10.560","12.388","17.888","1.755","5.291","133.712"
"88","PC","Mark Kvamme","10","5:19.639","31:17.203","Green","Track","0.000","0.000","19.296","18.474","10.773","15.310","16.996","23.802","2.314","6.590","0.000"
"54","PC","Jonathan Bennett","19","1:21.302","31:24.910","Green","Track","0.607","6.837","7.439","11.591","8.052","10.317","11.860","17.521","1.787","5.291","135.914"
"0","P","Andy Meyrick","12","1:21.305","31:25.102","Green","Track","0.589","6.772","7.869","11.642","7.926","10.248","11.728","17.826","1.649","5.056","140.068"
"38","PC","James French","16","1:20.231","31:25.917","Green","Track","0.603","6.790","7.384","11.478","7.904","10.386","11.830","17.017","1.678","5.161","136.816"
"67","GTLM","Ryan Briscoe","7","4:35.988","31:27.307","Green","Pit","183.343","7.178","7.240","11.150","8.029","10.116","11.873","17.872","4.021","15.166","0.450"
"100","GTLM","John Edwards","10","1:20.408","31:28.779","Green","Track","0.634","7.083","7.300","11.247","8.075","10.330","12.070","16.443","1.748","5.478","130.126"
"911","GTLM","Nick Tandy","14","1:20.194","31:34.456","Green","Track","0.642","7.181","7.163","10.985","7.956","10.383","12.230","16.453","1.708","5.493","128.505"
"8","PC","Alex Popow","16","1:28.513","31:38.992","Green","Track","0.612","7.258","8.261","12.468","8.611","11.503","12.758","19.950","1.793","5.299","134.804"
"70","P","Tom Long","16","1:32.304","31:42.870","Green","Pit","0.591","6.643","7.214","11.580","7.967","10.289","11.725","16.942","4.037","15.316","139.594"
"912","GTLM","Frederic Makowiecki","13","1:19.988","31:48.424","Green","Track","0.643","7.179","7.206","11.079","7.999","10.166","11.998","16.471","1.737","5.510","128.305"
"4","GTLM","Tommy Milner","16","1:19.886","32:01.797","Green","Track","0.640","7.122","7.283","11.099","8.001","10.156","11.973","16.391","1.734","5.487","128.906"
"25","GTLM","Dirk Werner","11","1:34.074","32:10.818","Green","Pit","0.634","7.088","7.250","11.133","8.023","10.322","12.024","18.527","3.960","15.113","130.126"
"60","P","Oswaldo Negri","14","1:19.416","32:20.895","Green","Track","0.601","6.714","7.283","11.322","7.764","9.925","11.626","17.241","1.741","5.199","137.271"
"31","P","Dane Cameron","15","1:17.964","32:21.017","Green","Track","0.584","6.679","7.443","11.113","7.746","10.127","11.355","16.322","1.574","5.021","141.267"
"55","P","Jonathan Bomarito","11","1:24.760","32:21.292","Green","Track","0.595","6.767","8.204","12.356","8.298","10.672","12.019","18.206","2.012","5.631","138.655"
"20","PC","Tomy Drissi","18","1:22.449","32:25.452","Green","Track","0.608","6.859","8.198","11.802","8.185","10.538","11.980","17.222","1.777","5.280","135.691"
"52","PC","Robert Alon","16","1:22.167","32:29.079","Green","Track","0.611","6.869","7.598","11.729","8.227","10.495","12.209","17.434","1.741","5.254","135.025"
"66","GTLM","Dirk Muller","11","8:47.372","32:31.923","Green","Track","447.512","7.161","7.360","11.252","8.152","10.268","11.882","16.503","1.771","5.511","0.184"
"5","P","Christian Fittipaldi","17","4:30.999","32:36.282","Green","Track","0.000","0.000","16.281","14.418","9.441","11.341","12.688","17.999","1.679","5.102","0.000"
"0","P","Andy Meyrick","13","1:20.327","32:45.429","Green","Track","0.585","6.661","7.454","11.653","8.351","10.165","11.615","17.141","1.659","5.043","141.026"
"54","PC","Jonathan Bennett","20","1:23.223","32:48.133","Green","Track","0.608","6.819","7.867","11.869","8.292","10.744","12.042","17.713","1.796","5.473","135.691"
"100","GTLM","John Edwards","11","1:22.013","32:50.792","Green","Track","0.636","7.086","7.226","11.199","8.085","10.327","13.261","16.947","1.759","5.487","129.717"
"911","GTLM","Nick Tandy","15","1:20.008","32:54.464","Green","Track","0.644","7.187","7.051","10.871","8.014","10.187","12.215","16.593","1.723","5.523","128.106"
"88","PC","Mark Kvamme","11","1:37.977","32:55.180","Green","Track","0.778","9.292","9.753","14.017","10.032","12.493","14.075","19.792","2.034","5.711","106.041"
"38","PC","James French","17","1:36.569","33:02.486","Green","Pit","0.601","6.765","7.967","12.113","8.148","11.412","12.210","17.672","4.243","15.438","137.271"
"8","PC","Alex Popow","17","1:24.050","33:03.042","Green","Track","0.614","7.036","7.863","12.145","8.420","10.673","12.411","17.950","1.704","5.234","134.365"
"912","GTLM","Frederic Makowiecki","14","1:20.397","33:08.821","Green","Track","0.644","7.171","7.140","11.054","7.927","10.260","12.109","16.820","1.756","5.516","128.106"
"4","GTLM","Tommy Milner","17","1:31.876","33:33.673","Green","Pit","0.639","7.132","7.249","11.140","8.052","10.220","12.058","16.365","3.866","15.155","129.108"
"31","P","Dane Cameron","16","1:18.006","33:39.023","Green","Track","0.587","6.638","7.295","10.949","7.743","10.027","11.671","16.432","1.617","5.047","140.545"
"60","P","Oswaldo Negri","15","1:21.540","33:42.435","Green","Track","0.597","6.686","7.743","11.179","7.830","10.171","12.814","17.744","1.647","5.129","138.191"
"68","GTLM","Alessandro Balzan","19","5:31.366","33:45.481","Green","Track","0.000","0.000","14.847","14.609","9.248","11.953","13.757","19.973","1.816","5.625","0.000"
"55","P","Jonathan Bomarito","12","1:25.001","33:46.293","Green","Track","0.610","6.789","7.882","11.727","7.959","10.505","12.064","20.151","1.999","5.315","135.246"
"20","PC","Tomy Drissi","19","1:22.071","33:47.523","Green","Track","0.610","6.882","7.647","11.828","8.222","10.447","12.110","17.313","1.762","5.250","135.246"
"52","PC","Robert Alon","17","1:22.202","33:51.281","Green","Track","0.609","6.834","7.748","11.802","8.132","10.477","12.085","17.416","1.781","5.318","135.468"
"66","GTLM","Dirk Muller","12","1:20.830","33:52.753","Green","Track","0.642","7.158","7.368","11.243","8.086","10.480","11.946","16.615","1.779","5.513","128.505"
"5","P","Christian Fittipaldi","18","1:20.844","33:57.126","Green","Track","0.591","6.671","7.854","11.694","8.030","10.255","11.883","17.123","1.657","5.086","139.594"
"0","P","Andy Meyrick","14","1:19.144","34:04.573","Green","Track","0.586","6.695","7.492","11.298","7.781","10.092","11.624","16.876","1.645","5.055","140.785"
"100","GTLM","John Edwards","12","1:20.688","34:11.480","Green","Track","0.637","7.085","7.352","11.220","8.152","10.276","12.091","16.713","1.724","5.438","129.513"
"911","GTLM","Nick Tandy","16","1:19.383","34:13.847","Green","Track","0.644","7.187","6.997","10.882","8.039","10.104","12.051","16.301","1.702","5.476","128.106"
"90","P","Marc Goossens","16","6:47.142","34:21.014","Green","Track","0.000","0.000","14.693","12.760","8.896","10.428","11.571","16.842","1.657","5.112","0.000"
"54","PC","Jonathan Bennett","21","1:33.923","34:22.056","Green","Pit","0.619","6.902","7.381","11.445","7.997","10.444","11.874","17.469","4.285","15.507","133.279"
"8","PC","Alex Popow","18","1:23.610","34:26.652","Green","Track","0.612","6.901","7.695","12.026","8.272","10.514","12.601","17.963","1.742","5.284","134.804"
"912","GTLM","Frederic Makowiecki","15","1:20.357","34:29.178","Green","Track","0.643","7.170","7.127","11.037","8.006","10.208","11.949","17.059","1.698","5.460","128.305"
"88","PC","Mark Kvamme","12","1:35.590","34:30.770","Green","Track","0.653","7.863","9.064","13.383","10.282","11.621","14.407","20.724","2.025","5.568","126.340"
"31","P","Dane Cameron","17","1:16.621","34:55.644","Green","Track","0.587","6.635","7.204","10.772","7.653","9.752","11.261","16.107","1.612","5.038","140.545"
"60","P","Oswaldo Negri","16","1:17.773","35:00.208","Green","Track","0.594","6.713","7.267","11.140","7.763","9.820","11.526","16.193","1.650","5.107","138.889"
"55","P","Jonathan Bomarito","13","1:21.671","35:07.964","Green","Track","0.596","6.739","7.914","11.993","8.356","10.186","11.802","17.153","1.774","5.158","138.423"
"20","PC","Tomy Drissi","20","1:25.259","35:12.782","Green","Track","0.605","6.832","7.829","12.778","8.859","10.981","12.478","17.866","1.771","5.260","136.364"
"68","GTLM","Alessandro Balzan","20","1:28.491","35:13.972","Green","Track","0.646","7.255","8.876","12.833","8.825","11.026","13.063","18.638","1.795","5.534","127.709"
"52","PC","Robert Alon","18","1:23.065","35:14.346","Green","Track","0.611","6.848","7.569","11.651","8.376","10.564","12.170","18.255","1.756","5.265","135.025"
"5","P","Christian Fittipaldi","19","1:19.827","35:16.953","Green","Track","0.590","6.654","7.413","11.434","7.870","10.491","11.691","16.941","1.656","5.087","139.831"
"0","P","Andy Meyrick","15","1:19.244","35:23.817","Green","Track","0.589","6.682","7.390","11.246","7.871","9.968","11.604","17.123","1.691","5.080","140.068"
"66","GTLM","Dirk Muller","13","1:36.997","35:29.750","Green","Pit","0.642","7.160","8.291","12.100","8.414","11.529","12.278","17.914","3.572","15.097","128.505"
"85","PC","Misha Goikhberg","13","9:19.495","35:31.165","Green","Track","0.000","0.000","19.982","16.485","14.032","15.839","15.924","23.902","2.085","6.085","0.000"
"100","GTLM","John Edwards","13","1:19.968","35:31.448","Green","Track","0.631","7.080","7.222","11.141","8.078","10.233","11.945","16.445","1.743","5.450","130.745"
"911","GTLM","Nick Tandy","17","1:19.111","35:32.958","Green","Track","0.642","7.176","7.001","10.890","7.964","10.105","11.987","16.194","1.698","5.454","128.505"
"90","P","Marc Goossens","17","1:18.471","35:39.485","Green","Track","0.594","6.711","7.561","11.122","7.827","10.061","11.538","16.324","1.652","5.081","138.889"
"10","P","Jordan Taylor","16","5:42.041","35:48.495","Green","Track","0.000","0.000","13.973","12.143","8.017","10.163","11.847","16.669","1.621","5.078","0.000"
"8","PC","Alex Popow","19","1:24.243","35:50.895","Green","Track","0.616","6.927","7.931","11.739","8.310","10.465","12.441","18.646","1.788","5.380","133.929"
"912","GTLM","Frederic Makowiecki","16","1:21.913","35:51.091","Green","Track","0.641","7.140","7.245","11.337","8.201","10.458","12.070","17.691","1.681","5.449","128.705"
"88","PC","Mark Kvamme","13","1:29.434","36:00.204","Green","Track","0.633","7.504","8.273","13.335","8.676","11.424","13.205","19.042","1.921","5.421","130.332"
"31","P","Dane Cameron","18","1:17.806","36:13.450","Green","Track","0.585","6.643","7.088","11.272","7.950","9.892","11.446","16.286","1.613","5.031","141.026"
"60","P","Oswaldo Negri","17","1:17.767","36:17.975","Green","Track","0.595","6.707","7.022","10.863","7.800","9.869","11.821","16.312","1.661","5.117","138.655"
"62","GTLM","Giancarlo Fisichella","17","5:50.778","36:20.851","Green","Track","0.000","0.000","13.564","13.827","9.396","11.267","13.460","17.932","1.812","5.571","0.000"
"55","P","Jonathan Bomarito","14","1:19.271","36:27.235","Green","Track","0.594","6.755","7.580","11.407","7.942","9.943","11.570","16.624","1.735","5.121","138.889"
"20","PC","Tomy Drissi","21","1:21.941","36:34.723","Green","Track","0.608","6.859","7.700","11.773","8.091","10.647","11.883","17.362","1.760","5.258","135.691"
"5","P","Christian Fittipaldi","20","1:20.229","36:37.182","Green","Track","0.593","6.692","7.466","11.569","8.038","10.556","11.889","16.714","1.647","5.065","139.123"
"52","PC","Robert Alon","19","1:22.877","36:37.223","Green","Track","0.605","6.877","8.193","11.729","8.195","10.616","12.120","17.442","1.776","5.324","136.364"
"68","GTLM","Alessandro Balzan","21","1:26.027","36:39.999","Green","Track","0.639","7.179","8.568","12.239","8.443","10.846","12.843","17.822","1.852","5.596","129.108"
"100","GTLM","John Edwards","14","1:21.289","36:52.737","Green","Track","0.632","7.088","7.208","11.076","8.173","10.285","11.981","17.670","1.734","5.442","130.538"
"90","P","Marc Goossens","18","1:19.973","36:59.458","Green","Track","0.593","6.698","7.239","11.206","7.820","10.067","11.636","18.010","1.627","5.077","139.123"
"911","GTLM","Nick Tandy","18","1:32.800","37:05.758","Green","Pit","0.639","7.254","7.109","11.056","8.019","10.116","12.027","17.835","3.468","15.277","129.108"
"10","P","Jordan Taylor","17","1:21.244","37:09.739","Green","Track","0.597","6.745","7.259","10.911","7.797","9.890","11.501","19.851","1.614","5.079","138.191"
"912","GTLM","Frederic Makowiecki","17","1:21.723","37:12.814","Green","Track","0.639","7.116","7.238","11.010","7.999","10.161","11.992","18.376","1.715","5.477","129.108"
"0","P","Andy Meyrick","16","1:49.560","37:13.377","Green","Pit","0.589","6.684","7.371","11.238","7.813","10.067","11.493","33.609","5.209","15.487","140.068"
"3","GTLM","Antonio Garcia","14","7:11.054","37:13.464","Green","Track","0.000","0.000","14.315","14.638","8.747","10.676","12.135","17.270","1.699","5.472","0.000"
"85","PC","Misha Goikhberg","14","1:42.891","37:14.056","Green","Track","0.777","9.605","10.321","14.721","9.314","12.599","13.554","23.916","2.236","5.848","106.178"
"8","PC","Alex Popow","20","1:24.392","37:15.287","Green","Track","0.623","7.537","7.959","11.852","8.254","10.550","12.167","18.472","1.724","5.254","132.424"
"25","GTLM","Dirk Werner","12","5:15.043","37:25.861","Green","Track","0.000","0.000","12.599","12.492","8.808","10.830","12.374","17.007","1.701","5.421","0.000"
"31","P","Dane Cameron","19","1:16.445","37:29.895","Green","Track","0.588","6.621","7.024","10.838","7.656","9.794","11.310","15.994","1.597","5.023","140.306"
"88","PC","Mark Kvamme","14","1:30.214","37:30.418","Green","Track","0.620","7.191","8.692","12.752","9.196","12.081","13.046","18.865","1.928","5.843","133.065"
"60","P","Oswaldo Negri","18","1:16.884","37:34.859","Green","Track","0.595","6.706","6.986","10.824","7.717","9.793","11.526","16.026","1.638","5.073","138.655"
"62","GTLM","Giancarlo Fisichella","18","1:22.366","37:43.217","Green","Track","0.646","7.201","7.664","11.675","8.346","10.387","12.448","16.746","1.741","5.512","127.709"
"55","P","Jonathan Bomarito","15","1:17.958","37:45.193","Green","Track","0.592","6.715","7.319","11.080","7.674","9.786","11.456","16.495","1.732","5.109","139.358"
"20","PC","Tomy Drissi","22","1:21.250","37:55.973","Green","Track","0.608","6.844","7.663","11.553","8.053","10.345","11.852","17.329","1.755","5.248","135.691"
"5","P","Christian Fittipaldi","21","1:19.032","37:56.214","Green","Track","0.592","6.679","7.425","11.284","7.904","9.957","11.572","16.909","1.657","5.053","139.358"
"52","PC","Robert Alon","20","1:22.433","37:59.656","Green","Track","0.612","7.023","7.915","11.763","8.292","10.394","12.055","17.340","1.731","5.308","134.804"
"4","GTLM","Tommy Milner","18","4:27.193","38:00.866","Green","Track","0.000","0.000","14.634","11.986","8.319","10.555","12.235","16.663","1.731","5.478","0.000"
"68","GTLM","Alessandro Balzan","22","1:24.530","38:04.529","Green","Track","0.644","7.209","8.126","12.017","8.330","10.597","12.450","17.760","1.816","5.581","128.106"
"90","P","Marc Goossens","19","1:18.193","38:17.651","Green","Track","0.592","6.685","7.256","11.088","7.827","9.997","11.461","16.520","1.662","5.105","139.358"
"10","P","Jordan Taylor","18","1:16.993","38:26.732","Green","Track","0.598","6.751","7.023","10.865","7.734","9.911","11.396","15.996","1.621","5.098","137.960"
"912","GTLM","Frederic Makowiecki","18","1:19.532","38:32.346","Green","Track","0.641","7.129","7.106","11.030","7.945","10.184","11.953","16.379","1.705","5.460","128.705"
"3","GTLM","Antonio Garcia","15","1:20.324","38:33.788","Green","Track","0.643","7.117","7.400","11.183","8.124","10.260","11.962","16.425","1.730","5.480","128.305"
"100","GTLM","John Edwards","15","1:43.000","38:35.737","Green","Pit","0.633","7.600","8.934","13.630","9.573","12.836","13.162","18.052","3.481","15.099","130.332"
"8","PC","Alex Popow","21","1:22.952","38:38.239","Green","Track","0.612","6.892","8.189","11.781","8.149","10.353","12.245","17.760","1.715","5.256","134.804"
"66","GTLM","Dirk Muller","14","6:04.394","29:48.945","Green","Pit","0.642","7.160","8.291","12.100","8.414","11.529","12.278","17.914","3.572","15.097","128.505"
"25","GTLM","Dirk Werner","13","1:21.577","38:47.438","Green","Track","0.636","7.139","7.296","11.325","8.112","10.266","12.038","17.466","1.787","5.512","129.717"
"85","PC","Misha Goikhberg","15","1:33.613","38:47.669","Green","Track","0.650","7.673","9.379","13.274","8.799","12.013","12.895","21.059","1.899","5.972","126.923"
"88","PC","Mark Kvamme","15","1:29.768","39:00.186","Green","Track","0.677","7.647","8.092","13.058","9.762","11.551","12.867","18.810","1.894","5.410","121.861"
"31","P","Dane Cameron","20","1:30.313","39:00.208","Green","Pit","0.587","6.583","7.245","11.172","7.773","9.958","11.455","16.746","3.546","15.248","140.545"
"55","P","Jonathan Bomarito","16","1:18.433","39:03.626","Green","Track","0.592","6.675","7.228","11.118","7.713","10.264","11.545","16.461","1.727","5.110","139.358"
"62","GTLM","Giancarlo Fisichella","19","1:22.119","39:05.336","Green","Track","0.641","7.174","7.550","11.574","8.290","10.799","12.354","16.522","1.724","5.491","128.705"
"60","P","Oswaldo Negri","19","1:35.127","39:09.986","Green","Pit","0.593","6.651","6.933","11.425","8.665","10.592","12.253","17.989","4.512","15.514","139.123"
"5","P","Christian Fittipaldi","22","1:18.026","39:14.240","Green","Track","0.587","6.671","7.448","11.194","7.864","9.847","11.415","16.317","1.632","5.051","140.545"
"20","PC","Tomy Drissi","23","1:22.022","39:17.995","Green","Track","0.606","6.802","8.014","11.735","8.010","10.415","11.834","17.548","1.787","5.271","136.139"
"52","PC","Robert Alon","21","1:21.447","39:21.103","Green","Track","0.611","6.828","7.415","11.588","8.236","10.406","11.982","17.350","1.736","5.295","135.025"
"4","GTLM","Tommy Milner","19","1:20.704","39:21.570","Green","Track","0.640","7.122","7.386","11.122","8.038","10.294","12.040","16.851","1.735","5.476","128.906"
"68","GTLM","Alessandro Balzan","23","1:23.270","39:27.799","Green","Track","0.645","7.198","7.689","11.853","8.238","10.501","12.337","17.490","1.779","5.540","127.907"
"70","P","Tom Long","17","7:49.007","39:31.877","Green","Track","0.000","0.000","15.226","13.330","8.511","11.495","12.176","17.792","1.800","5.146","0.000"
"90","P","Marc Goossens","20","1:17.515","39:35.166","Green","Track","0.595","6.711","7.237","10.915","7.757","10.054","11.457","16.020","1.664","5.105","138.655"
"10","P","Jordan Taylor","19","1:16.704","39:43.436","Green","Track","0.598","6.761","6.938","10.771","7.709","9.819","11.502","15.875","1.626","5.105","137.960"
"66","GTLM","Dirk Muller","15","24.436","21:11.421","Green","Pit","0.642","7.160","8.291","12.100","8.414","11.529","12.278","17.914","3.572","15.097","128.505"
"912","GTLM","Frederic Makowiecki","19","1:19.640","39:51.986","Green","Track","0.640","7.138","7.099","10.943","7.926","10.180","12.064","16.426","1.729","5.495","128.906"
"3","GTLM","Antonio Garcia","16","1:19.946","39:53.734","Green","Track","0.640","7.119","7.336","10.979","7.974","10.261","11.927","16.458","1.741","5.511","128.906"
"8","PC","Alex Popow","22","1:22.184","40:00.423","Green","Track","0.610","6.880","7.638","11.542","8.124","10.447","12.117","17.808","1.744","5.274","135.246"
"25","GTLM","Dirk Werner","14","1:19.858","40:07.296","Green","Track","0.641","7.154","7.319","11.144","8.016","10.150","11.951","16.362","1.707","5.414","128.705"
"85","PC","Misha Goikhberg","16","1:30.206","40:17.875","Green","Track","0.742","7.548","8.559","12.625","8.632","11.791","12.814","20.297","1.867","5.331","111.186"
"54","PC","Jonathan Bennett","22","6:03.012","40:25.068","Green","Track","0.000","0.000","13.462","12.361","8.457","11.042","12.337","18.461","1.774","5.294","0.000"
"55","P","Jonathan Bomarito","17","1:22.102","40:25.728","Green","Track","0.589","6.676","7.398","11.686","8.129","10.505","11.884","18.335","1.771","5.129","140.068"
"62","GTLM","Giancarlo Fisichella","20","1:21.796","40:27.132","Green","Track","0.639","7.146","7.280","11.315","8.222","10.383","12.527","17.024","1.745","5.515","129.108"
"88","PC","Mark Kvamme","16","1:28.941","40:29.127","Green","Track","0.620","7.045","8.321","12.883","8.894","11.758","13.577","18.646","1.806","5.391","133.065"
