"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"20","PC","Matthew McMurry","13","50.093","18:51.058","Green","Track","0.444","0.793","9.306","10.187","13.119","5.056","8.584","2.604","156.250"
"48","GTD","Bryan Sellers","15","53.237","18:56.634","Green","Track","0.465","0.830","9.998","10.742","13.656","5.438","9.364","2.744","149.194"
"66","GTLM","Dirk Mueller","18","52.796","19:00.533","Green","Track","0.460","0.825","10.224","10.682","13.842","5.271","8.809","2.683","150.815"
"44","GTD","John Potter","18","54.589","19:01.978","Green","Track","0.471","0.839","10.260","10.766","14.504","5.641","9.349","2.759","147.293"
"62","GTLM","Toni Vilander","20","51.352","19:11.126","Green","Track","0.460","0.823","9.557","10.230","13.461","5.146","8.965","2.710","150.815"
"540","GTD","Andy Pilgrim","20","55.609","19:12.828","Green","Track","0.477","0.849","10.318","11.197","14.452","5.833","9.656","2.827","145.440"
"4","GTLM","Oliver Gavin","20","51.467","19:13.022","Green","Track","0.460","0.822","9.686","10.304","13.397","5.218","8.885","2.695","150.815"
"88","PC","Remo Ruscitti","11","50.540","19:14.848","Green","Track","0.454","0.810","9.695","10.147","13.178","5.083","8.579","2.594","152.808"
"7","PC","Jose Gutierrez","15","50.430","19:15.171","Green","Track","0.457","0.813","9.626","10.114","13.198","5.109","8.521","2.592","151.805"
"52","PC","Tom Kimber-Smith","20","51.536","19:16.423","Green","Track","0.450","0.802","9.878","10.231","13.242","5.572","8.770","2.591","154.167"
"23","GTD","Alex Riberas","16","55.098","19:17.691","Green","Track","0.474","0.846","9.948","10.746","14.144","6.643","9.493","2.804","146.361"
"67","GTLM","Richard Westbrook","18","1:37.782","19:19.932","Green","Track","0.000","0.000","13.370","10.827","13.806","5.641","9.983","2.865","0.000"
"9","GTD","Lawson Aschenbach","18","55.673","19:20.566","Green","Track","0.498","0.895","10.743","11.263","14.329","5.666","9.486","2.793","139.307"
"96","GTD","Bret Curtis","18","55.394","19:22.916","Green","Track","0.465","0.828","10.488","11.275","14.243","5.604","9.699","2.792","149.194"
"33","GTD","Jeroen Bleekemolen","16","1:12.508","19:23.392","Green","Pit","0.470","0.836","10.173","10.926","14.517","5.911","16.108","13.567","147.606"
"3","GTLM","Antonio Garcia","19","51.539","19:23.772","Green","Track","0.468","0.835","9.654","10.198","13.559","5.228","8.900","2.697","148.237"
"6","GTD","Robin Liddell","19","54.071","19:27.827","Green","Track","0.477","0.849","10.086","10.806","13.818","5.549","9.644","2.842","145.440"
"22","GTD","Leh Keen","20","53.567","19:34.124","Green","Track","0.469","0.838","10.022","10.815","13.755","5.482","9.399","2.787","147.921"
"25","GTLM","Bill Auberlen","17","52.326","19:34.959","Green","Track","0.458","0.819","9.663","10.386","13.830","5.445","9.018","2.707","151.474"
"97","GTD","Markus Palttala","21","54.281","19:35.739","Green","Track","0.463","0.827","10.062","10.852","13.916","5.924","9.456","2.781","149.838"
"911","GTLM","Nick Tandy","18","52.336","19:36.010","Green","Track","0.474","0.000","0.000","0.000","0.000","0.000","0.000","0.000","146.361"
"100","GTLM","Lucas Luhr","18","52.558","19:36.484","Green","Track","0.465","0.828","9.888","10.496","13.632","5.371","9.145","2.733","149.194"
"20","PC","Matthew McMurry","14","50.033","19:41.091","Green","Track","0.442","0.791","9.263","10.188","13.078","5.045","8.640","2.586","156.957"
"48","GTD","Bryan Sellers","16","53.318","19:49.952","Green","Track","0.463","0.824","9.982","10.728","13.687","5.397","9.459","2.778","149.838"
"66","GTLM","Dirk Mueller","19","51.351","19:51.884","Green","Track","0.455","0.813","9.506","10.263","13.442","5.286","8.901","2.685","152.473"
"44","GTD","John Potter","19","53.541","19:55.519","Green","Track","0.466","0.831","10.086","10.726","13.879","5.436","9.339","2.778","148.873"
"62","GTLM","Toni Vilander","21","51.092","20:02.218","Finish","Track","0.459","0.823","9.519","10.227","13.313","5.188","8.864","2.699","151.144"
"4","GTLM","Oliver Gavin","21","51.668","20:04.690","Finish","Track","0.457","0.820","9.753","10.318","13.435","5.238","8.941","2.706","151.805"
"88","PC","Remo Ruscitti","12","50.437","20:05.285","Finish","Track","0.440","0.785","9.436","10.438","13.204","4.967","8.572","2.595","157.670"
"7","PC","Jose Gutierrez","16","50.432","20:05.603","Finish","Track","0.439","0.783","9.430","10.502","13.098","5.034","8.564","2.582","158.030"
"52","PC","Tom Kimber-Smith","21","49.707","20:06.130","Finish","Track","0.440","0.787","9.187","9.968","13.204","5.033","8.507","2.581","157.670"
"540","GTD","Andy Pilgrim","21","56.450","20:09.278","Finish","Track","0.476","0.876","10.709","11.576","14.733","5.647","9.617","2.816","145.746"
"67","GTLM","Richard Westbrook","19","54.754","20:14.686","Finish","Track","0.482","0.889","10.456","10.687","13.840","5.640","9.910","2.850","143.932"
"9","GTD","Lawson Aschenbach","19","55.399","20:15.965","Finish","Track","0.471","0.841","10.396","10.926","14.801","5.609","9.541","2.814","147.293"
"3","GTLM","Antonio Garcia","20","52.969","20:16.741","Finish","Track","0.459","0.819","9.908","10.838","13.982","5.277","8.983","2.703","151.144"
"85","PC","Stephen Simpson","15","3:14.783","20:18.058","Finish","Pit","0.447","0.835","10.160","10.362","13.395","5.392","11.291","142.901","155.201"
"96","GTD","Bret Curtis","19","56.745","20:19.661","Finish","Track","0.469","0.834","10.254","11.158","15.730","5.799","9.702","2.799","147.921"
"6","GTD","Robin Liddell","20","54.108","20:21.935","Finish","Track","0.478","0.851","10.185","10.783","13.896","5.525","9.559","2.831","145.136"
"23","GTD","Alex Riberas","17","1:07.829","20:25.520","Finish","Pit","0.473","0.844","10.026","10.679","13.840","5.522","14.271","12.174","146.670"
"911","GTLM","Nick Tandy","19","53.192","20:29.202","Finish","Track","0.474","0.845","9.965","10.559","13.783","5.512","9.281","2.773","146.361"
"25","GTLM","Bill Auberlen","18","55.087","20:30.046","Finish","Track","0.459","0.820","9.706","10.879","15.211","5.787","9.425","2.800","151.144"
"22","GTD","Leh Keen","21","56.189","20:30.313","Finish","Track","0.471","0.841","10.140","11.141","15.000","5.774","9.632","3.190","147.293"
"100","GTLM","Lucas Luhr","19","54.013","20:30.497","Finish","Track","0.461","0.823","9.840","10.885","13.908","5.793","9.546","2.757","150.488"
"20","PC","Matthew McMurry","15","50.994","20:32.085","Finish","Track","0.441","0.790","9.279","10.043","12.928","5.170","9.554","2.789","157.313"
"48","GTD","Bryan Sellers","17","53.530","20:43.482","Finish","Track","0.468","0.832","10.037","10.751","13.673","5.489","9.505","2.775","148.237"
"66","GTLM","Dirk Mueller","20","52.391","20:44.275","Finish","Track","0.455","0.814","9.626","10.292","13.971","5.365","8.993","2.875","152.473"
"44","GTD","John Potter","20","53.699","20:49.218","Finish","Track","0.470","0.838","10.194","10.676","13.996","5.452","9.308","2.765","147.606"
"62","GTLM","Toni Vilander","22","51.153","20:53.371","Finish","Track","0.459","0.822","9.536","10.310","13.218","5.188","8.913","2.707","151.144"
"912","GTLM","Earl Bamber","19","3:10.980","20:53.900","Finish","Pit","0.462","0.824","9.717","10.455","14.021","5.586","11.845","138.070","150.162"
"33","GTD","Jeroen Bleekemolen","17","1:50.939","21:14.331","Finish","Pit","0.470","0.836","10.173","10.926","14.517","5.911","16.108","124.506","147.606"
