"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"48","GTD","Madison Snow","1","1:45.142","1:45.142","Green","Track","0.000","0.000","14.069","12.651","17.234","6.824","11.107","2.963","0.000"
"62","GTLM","Toni Vilander","1","1:45.893","1:45.893","Green","Track","0.000","0.000","14.205","12.207","16.430","6.635","10.975","3.014","0.000"
"88","PC","Remo Ruscitti","1","1:45.964","1:45.964","Green","Track","0.000","0.000","13.883","12.206","15.334","6.080","10.562","2.796","0.000"
"16","GTD","Spencer Pumpelly","1","1:46.560","1:46.560","Green","Track","0.000","0.000","14.142","12.928","15.406","6.170","11.267","2.927","0.000"
"27","GTD","Cedric Sbirrazzuoli","1","1:49.823","1:49.823","Green","Track","0.000","0.000","13.850","12.426","15.766","6.576","10.897","2.941","0.000"
"8","PC","Alex Popow","1","1:51.656","1:51.656","Green","Track","0.000","0.000","14.488","12.725","16.548","6.379","10.250","2.835","0.000"
"540","GTD","Andy Pilgrim","1","1:53.538","1:53.538","Green","Track","0.000","0.000","14.436","12.429","16.031","6.013","10.355","2.953","0.000"
"33","GTD","Jeroen Bleekemolen","1","1:57.571","1:57.571","Green","Pit","0.000","0.000","16.475","14.756","17.389","6.691","13.518","13.390","0.000"
"23","GTD","Mario Farnbacher","1","2:02.282","2:02.282","Green","Track","0.000","0.000","15.425","13.378","17.419","6.874","10.580","3.974","0.000"
"66","GTLM","Joey Hand","1","2:02.334","2:02.334","Green","Track","0.000","0.000","12.928","11.422","14.848","5.674","9.923","2.972","0.000"
"73","GTD","Jorg Bergmeister","2","59.223","2:12.893","Green","Track","0.564","1.100","11.491","11.788","15.483","5.963","9.910","2.924","123.005"
"9","GTD","Matt Bell","2","57.592","2:16.352","Green","Track","0.497","0.950","11.029","11.608","14.932","5.831","9.870","2.875","139.588"
"6","GTD","Andrew Davis","2","58.518","2:18.470","Green","Track","0.509","0.979","11.097","11.658","15.051","6.080","10.214","2.930","136.297"
"97","GTD","Michael Marsal","2","57.927","2:19.224","Green","Track","0.488","0.939","11.013","11.523","15.169","5.915","10.029","2.851","142.162"
"38","PC","James French","1","2:20.472","2:20.472","Green","Pit","0.000","0.000","13.879","12.479","17.070","6.763","14.399","34.573","0.000"
"52","PC","Tom Kimber-Smith","2","52.445","2:21.875","Green","Track","0.463","0.838","9.982","10.405","13.767","5.259","9.047","2.684","149.838"
"54","PC","Colin Braun","2","51.315","2:23.854","Green","Track","0.475","0.848","9.817","10.334","13.359","5.110","8.731","2.641","146.053"
"63","GTD","Alessandro Balzan","2","1:08.691","2:26.349","Green","Pit","0.496","0.889","11.126","11.834","15.324","5.938","11.327","11.757","139.869"
"22","GTD","Leh Keen","2","55.750","2:28.723","Green","Track","0.487","0.870","10.562","11.067","14.773","5.607","9.560","2.824","142.454"
"44","GTD","Andy Lally","2","1:09.673","2:33.623","Green","Pit","0.503","0.897","11.056","11.966","14.837","5.896","12.182","12.336","137.922"
"85","PC","Stephen Simpson","2","55.227","2:33.972","Green","Track","0.543","0.979","10.610","11.009","13.941","5.817","9.588","2.740","127.762"
"62","GTLM","Toni Vilander","2","58.763","2:44.656","Green","Track","0.551","1.014","11.386","11.463","15.204","6.159","10.100","2.886","125.907"
"48","GTD","Madison Snow","2","59.999","2:45.141","Green","Track","0.494","0.906","11.624","11.572","15.612","6.554","10.373","2.864","140.435"
"16","GTD","Spencer Pumpelly","2","58.774","2:45.334","Green","Track","0.500","0.979","11.229","11.558","15.086","6.255","10.294","2.873","138.750"
"67","GTLM","Ryan Briscoe","2","1:07.957","2:46.040","Green","Pit","0.491","0.940","10.800","11.220","14.146","6.236","12.312","11.812","141.293"
"27","GTD","Cedric Sbirrazzuoli","2","57.597","2:47.420","Green","Track","0.491","0.872","10.735","11.695","14.547","6.129","10.252","2.876","141.293"
"8","PC","Alex Popow","2","55.929","2:47.585","Green","Track","0.486","0.949","11.033","11.200","14.552","5.578","9.428","2.703","142.747"
"540","GTD","Andy Pilgrim","2","57.309","2:50.847","Green","Track","0.496","0.901","10.843","11.486","14.677","5.829","10.138","2.939","139.869"
"96","GTD","Jens Klingmann","1","2:52.340","2:52.340","Green","Pit","0.000","0.000","14.129","12.415","16.165","6.360","13.404","85.950","0.000"
"23","GTD","Mario Farnbacher","2","1:01.873","3:04.155","Green","Track","0.817","1.363","11.232","11.721","15.409","6.668","11.160","3.503","84.914"
"9","GTD","Matt Bell","3","56.160","3:12.512","Green","Track","0.485","0.881","10.701","11.091","14.885","5.692","9.585","2.840","143.041"
"100","GTLM","John Edwards","1","3:13.837","3:13.837","Green","Pit","0.000","0.000","13.646","12.251","15.780","6.012","13.535","93.345","0.000"
"6","GTD","Andrew Davis","3","56.153","3:14.623","Green","Track","0.493","0.896","10.547","11.242","14.391","5.888","9.817","2.879","140.720"
"66","GTLM","Joey Hand","2","1:13.020","3:15.354","Green","Pit","0.508","0.928","10.960","11.763","15.952","6.394","13.810","12.705","136.565"
"54","PC","Colin Braun","3","51.627","3:15.481","Green","Track","0.450","0.803","9.397","10.063","13.203","5.492","9.492","2.727","154.167"
"97","GTD","Michael Marsal","3","56.272","3:15.496","Green","Track","0.480","0.876","10.586","11.164","14.588","5.865","9.891","2.822","144.531"
"52","PC","Tom Kimber-Smith","3","53.704","3:15.579","Green","Track","0.456","0.814","9.677","10.181","14.051","6.234","9.612","2.679","152.138"
"38","PC","James French","2","1:01.165","3:21.637","Green","Track","0.000","0.000","12.437","11.018","13.975","5.399","9.086","2.664","0.000"
"22","GTD","Leh Keen","3","54.944","3:23.667","Green","Track","0.478","0.854","10.327","11.027","14.343","5.580","9.494","2.841","145.136"
"25","GTLM","Bill Auberlen","1","3:26.164","3:26.164","Green","Pit","0.000","0.000","13.965","12.205","16.089","6.047","13.202","106.323","0.000"
"85","PC","Stephen Simpson","3","53.020","3:26.992","Green","Track","0.464","0.857","10.049","10.640","13.613","5.565","9.134","2.698","149.515"
"62","GTLM","Toni Vilander","3","54.520","3:39.176","Green","Track","0.485","0.869","10.262","10.702","14.075","5.693","9.606","2.828","143.041"
"33","GTD","Jeroen Bleekemolen","2","1:41.455","3:39.026","Green","Pit","0.000","0.000","16.475","14.756","17.389","6.691","13.518","114.845","0.000"
"16","GTD","Spencer Pumpelly","3","55.444","3:40.778","Green","Track","0.484","0.872","10.937","11.060","14.039","5.618","9.602","2.832","143.337"
"8","PC","Alex Popow","3","54.413","3:41.998","Green","Track","0.458","0.855","10.278","10.798","14.115","5.559","9.632","2.718","151.474"
"48","GTD","Madison Snow","3","56.919","3:42.060","Green","Track","0.479","0.862","10.939","11.797","14.222","5.857","9.932","2.831","144.833"
"27","GTD","Cedric Sbirrazzuoli","3","56.363","3:43.783","Green","Track","0.481","0.855","11.127","11.269","14.175","5.800","9.834","2.822","144.231"
"540","GTD","Andy Pilgrim","3","56.313","3:47.160","Green","Track","0.493","0.879","10.660","11.320","14.394","5.739","9.927","2.901","140.720"
"4","GTLM","Oliver Gavin","2","2:08.638","3:51.508","Green","Track","0.000","0.000","12.411","11.077","14.132","5.664","9.493","2.819","0.000"
"96","GTD","Jens Klingmann","2","1:02.510","3:54.850","Green","Track","0.000","0.000","12.770","11.269","14.056","5.515","9.554","2.789","0.000"
"911","GTLM","Nick Tandy","1","3:56.957","3:56.957","Green","Pit","0.000","0.000","14.410","12.473","15.672","6.198","12.987","139.140","0.000"
"73","GTD","Jorg Bergmeister","3","1:45.531","3:58.424","Green","Pit","0.558","1.147","12.167","11.242","14.518","5.641","11.414","48.844","124.328"
"23","GTD","Mario Farnbacher","3","56.535","4:00.690","Green","Track","0.645","1.114","10.741","11.306","14.388","5.760","9.745","2.836","107.558"
"54","PC","Colin Braun","4","52.197","4:07.678","Green","Track","0.460","0.817","9.694","10.374","13.239","5.576","9.319","2.718","150.815"
"3","GTLM","Jan Magnussen","2","2:23.773","4:07.756","Green","Track","0.000","0.000","12.349","11.237","14.566","5.689","9.702","2.857","0.000"
"9","GTD","Matt Bell","4","55.750","4:08.262","Green","Track","0.480","0.856","10.445","11.024","14.521","5.677","9.889","2.858","144.531"
"52","PC","Tom Kimber-Smith","4","52.660","4:08.239","Green","Track","0.455","0.842","9.894","10.988","13.869","5.146","8.811","2.655","152.473"
"6","GTD","Andrew Davis","4","56.051","4:10.674","Green","Track","0.485","0.863","10.316","11.285","14.937","5.678","9.645","2.842","143.041"
"97","GTD","Michael Marsal","4","55.845","4:11.341","Green","Track","0.475","0.866","10.693","11.034","14.569","5.693","9.723","2.792","146.053"
"38","PC","James French","3","52.914","4:14.551","Green","Track","0.454","0.843","10.188","10.708","14.039","5.315","8.743","2.624","152.808"
"22","GTD","Leh Keen","4","54.994","4:18.661","Green","Track","0.480","0.857","10.360","11.119","14.128","5.613","9.617","2.820","144.531"
"85","PC","Stephen Simpson","4","52.196","4:19.188","Green","Track","0.458","0.834","9.800","10.199","13.402","5.397","9.400","2.706","151.474"
"63","GTD","Alessandro Balzan","3","1:53.089","4:19.438","Green","Track","0.000","0.000","14.454","13.171","16.417","6.098","10.522","2.879","0.000"
"100","GTLM","John Edwards","2","1:06.929","4:20.766","Green","Track","0.000","0.000","14.878","10.963","15.641","6.516","9.667","2.814","0.000"
"25","GTLM","Bill Auberlen","2","1:02.128","4:28.292","Green","Track","0.000","0.000","12.255","11.100","14.758","5.549","9.243","2.777","0.000"
"62","GTLM","Toni Vilander","4","53.394","4:32.570","Green","Track","0.477","0.852","9.874","10.600","13.793","5.531","9.473","2.794","145.440"
"7","PC","Sean Rayhall","1","4:34.344","4:34.344","Green","Pit","0.000","0.000","13.711","12.206","15.038","6.179","14.387","167.111","0.000"
"16","GTD","Spencer Pumpelly","4","54.039","4:34.817","Green","Track","0.479","0.854","10.191","10.813","13.834","5.548","9.506","2.814","144.833"
"8","PC","Alex Popow","4","53.300","4:35.298","Green","Track","0.461","0.825","10.067","10.649","14.088","5.449","9.101","2.660","150.488"
"912","GTLM","Earl Bamber","1","4:36.781","4:36.781","Green","Pit","0.000","0.000","13.480","12.262","17.325","7.380","13.126","204.949","0.000"
"48","GTD","Madison Snow","4","55.885","4:37.945","Green","Track","0.476","0.859","10.762","11.248","13.965","5.864","9.889","2.822","145.746"
"27","GTD","Cedric Sbirrazzuoli","4","54.999","4:38.782","Green","Track","0.474","0.844","10.072","11.148","14.173","5.750","9.733","2.805","146.361"
"44","GTD","Andy Lally","3","2:07.758","4:41.381","Green","Track","0.000","0.000","12.222","11.026","14.525","5.923","9.710","2.859","0.000"
"540","GTD","Andy Pilgrim","4","56.845","4:44.005","Green","Track","0.490","0.875","11.392","11.319","14.344","5.733","9.820","2.872","141.582"
"4","GTLM","Oliver Gavin","3","54.429","4:45.937","Green","Track","0.477","0.863","10.401","10.785","13.813","5.775","9.519","2.796","145.440"
"33","GTD","Jeroen Bleekemolen","3","1:08.313","4:47.339","Green","Track","0.000","0.000","14.033","12.125","14.856","7.289","10.026","2.867","0.000"
"96","GTD","Jens Klingmann","3","53.675","4:48.525","Green","Track","0.474","0.846","10.214","10.929","13.623","5.415","9.401","2.773","146.361"
"23","GTD","Mario Farnbacher","4","55.406","4:56.096","Green","Track","0.488","0.912","10.492","11.191","14.247","5.716","9.543","2.817","142.162"
"54","PC","Colin Braun","5","50.696","4:58.374","Green","Track","0.460","0.820","9.576","10.005","13.084","5.287","8.823","2.641","150.815"
"52","PC","Tom Kimber-Smith","5","51.060","4:59.299","Green","Track","0.452","0.805","9.601","10.118","13.266","5.148","9.006","2.664","153.485"
"911","GTLM","Nick Tandy","2","1:02.508","4:59.465","Green","Track","0.000","0.000","12.053","11.182","14.280","5.773","9.855","2.825","0.000"
"20","PC","Matthew McMurry","1","5:00.000","5:00.000","Green","Pit","0.000","0.000","13.335","11.507","15.365","6.934","13.749","227.243","0.000"
"3","GTLM","Jan Magnussen","3","54.730","5:02.486","Green","Track","0.482","0.903","10.435","11.007","14.026","5.548","9.508","2.821","143.932"
"9","GTD","Matt Bell","5","54.923","5:03.185","Green","Track","0.482","0.878","10.504","11.012","14.196","5.534","9.507","2.810","143.932"
"73","GTD","Jorg Bergmeister","4","1:06.850","5:05.274","Green","Track","0.000","0.000","13.309","13.749","14.933","5.695","9.656","2.901","0.000"
"6","GTD","Andrew Davis","5","55.183","5:05.857","Green","Track","0.479","0.855","10.143","11.078","14.124","5.875","9.788","2.841","144.833"
"38","PC","James French","4","51.657","5:06.208","Green","Track","0.448","0.802","9.480","10.249","13.290","5.307","9.392","2.689","154.855"
"97","GTD","Michael Marsal","5","54.901","5:06.242","Green","Track","0.470","0.842","10.270","10.996","14.210","5.598","9.717","2.798","147.606"
"88","PC","Remo Ruscitti","2","3:25.020","5:10.984","Green","Pit","0.468","0.878","11.204","11.497","14.687","5.770","13.057","147.459","148.237"
"85","PC","Stephen Simpson","5","52.337","5:11.525","Green","Track","0.459","0.828","9.833","10.668","13.672","5.409","8.823","2.645","151.144"
"100","GTLM","John Edwards","3","54.318","5:15.084","Green","Track","0.476","0.875","10.262","11.057","14.032","5.518","9.317","2.781","145.746"
"63","GTD","Alessandro Balzan","4","57.007","5:16.445","Green","Track","0.483","0.889","10.895","11.516","15.135","5.689","9.580","2.820","143.634"
"25","GTLM","Bill Auberlen","3","53.218","5:21.510","Green","Track","0.471","0.840","9.925","10.497","14.166","5.370","9.193","2.756","147.293"
"22","GTD","Leh Keen","5","1:05.329","5:23.990","Green","Pit","0.477","0.852","9.979","10.816","14.427","5.587","11.100","12.091","145.440"
"62","GTLM","Toni Vilander","5","52.729","5:25.299","Green","Track","0.473","0.843","9.724","10.444","13.669","5.457","9.346","2.773","146.670"
"16","GTD","Spencer Pumpelly","5","54.180","5:28.997","Green","Track","0.475","0.849","10.068","10.937","13.889","5.660","9.497","2.805","146.053"
"8","PC","Alex Popow","5","54.696","5:29.994","Green","Track","0.450","0.841","10.444","11.362","14.502","5.413","9.038","2.646","154.167"
"48","GTD","Madison Snow","5","55.115","5:33.060","Green","Track","0.474","0.844","10.598","11.009","13.939","5.683","9.761","2.807","146.361"
"27","GTD","Cedric Sbirrazzuoli","5","56.223","5:35.005","Green","Track","0.471","0.840","10.337","11.161","14.188","6.553","9.857","2.816","147.293"
"44","GTD","Andy Lally","4","55.193","5:36.574","Green","Track","0.484","0.863","10.396","10.892","14.444","5.640","9.651","2.823","143.337"
"7","PC","Sean Rayhall","2","1:02.972","5:37.316","Green","Track","0.000","0.000","12.714","11.415","14.336","5.665","9.456","2.708","0.000"
"4","GTLM","Oliver Gavin","4","53.592","5:39.529","Green","Track","0.473","0.848","10.097","10.507","14.065","5.621","9.227","2.754","146.670"
"912","GTLM","Earl Bamber","2","1:03.554","5:40.335","Green","Track","0.000","0.000","12.298","11.329","14.483","6.509","9.572","2.788","0.000"
"540","GTD","Andy Pilgrim","5","57.055","5:41.060","Green","Track","0.484","0.863","10.684","11.476","15.060","5.817","9.801","2.870","143.337"
"96","GTD","Jens Klingmann","4","53.379","5:41.904","Green","Track","0.468","0.836","10.106","10.885","13.665","5.423","9.255","2.741","148.237"
"33","GTD","Jeroen Bleekemolen","4","57.748","5:45.087","Green","Track","0.481","0.858","10.777","11.190","16.122","5.861","9.653","2.806","144.231"
"54","PC","Colin Braun","6","49.389","5:47.763","Green","Track","0.447","0.800","9.279","9.867","13.128","4.905","8.383","2.580","155.201"
"52","PC","Tom Kimber-Smith","6","49.908","5:49.207","Green","Track","0.451","0.806","9.340","9.988","13.106","5.052","8.556","2.609","153.825"
"911","GTLM","Nick Tandy","3","53.798","5:53.263","Green","Track","0.475","0.867","10.348","10.562","13.862","5.547","9.355","2.782","146.053"
"23","GTD","Mario Farnbacher","5","1:00.276","5:56.372","Green","Track","0.476","0.852","11.152","12.672","16.400","6.105","9.765","2.854","145.746"
"3","GTLM","Jan Magnussen","4","54.124","5:56.610","Green","Track","0.477","0.852","10.040","10.609","14.252","5.531","9.546","2.817","145.440"
"9","GTD","Matt Bell","6","54.481","5:57.666","Green","Track","0.473","0.844","10.252","10.983","14.049","5.542","9.518","2.820","146.670"
"38","PC","James French","5","53.230","5:59.438","Green","Track","0.457","0.816","10.366","10.955","13.982","5.186","8.818","2.650","151.805"
"6","GTD","Andrew Davis","6","55.574","6:01.431","Green","Track","0.478","0.851","10.416","10.942","14.817","5.628","9.603","2.839","145.136"
"97","GTD","Michael Marsal","6","55.729","6:01.971","Green","Track","0.472","0.863","10.772","11.118","14.429","5.639","9.644","2.792","146.981"
"73","GTD","Jorg Bergmeister","5","57.382","6:02.656","Green","Track","0.493","0.914","12.444","11.085","14.430","5.592","9.570","2.854","140.720"
"20","PC","Matthew McMurry","2","1:02.890","6:02.890","Green","Track","0.000","0.000","13.441","11.082","14.473","5.457","9.185","2.704","0.000"
"85","PC","Stephen Simpson","6","51.563","6:03.088","Green","Track","0.449","0.802","9.583","10.109","13.211","5.713","9.059","2.637","154.510"
"100","GTLM","John Edwards","4","52.943","6:08.027","Green","Track","0.470","0.843","9.828","10.467","13.847","5.408","9.300","2.780","147.606"
"63","GTD","Alessandro Balzan","5","54.500","6:10.945","Green","Track","0.475","0.850","10.199","11.066","13.923","5.596","9.569","2.822","146.053"
"88","PC","Remo Ruscitti","3","1:01.323","6:12.307","Green","Track","0.451","0.000","0.000","0.000","0.000","0.000","0.000","0.000","153.825"
"25","GTLM","Bill Auberlen","4","52.141","6:13.651","Green","Track","0.466","0.834","9.701","10.337","13.746","5.313","9.007","2.737","148.873"
"62","GTLM","Toni Vilander","6","52.201","6:17.500","Green","Track","0.468","0.839","9.699","10.347","13.407","5.347","9.320","2.774","148.237"
"16","GTD","Spencer Pumpelly","6","53.545","6:22.542","Green","Track","0.473","0.843","10.075","10.642","13.694","5.526","9.482","2.810","146.670"
"8","PC","Alex Popow","6","52.954","6:22.948","Green","Track","0.449","0.812","9.890","10.880","14.057","5.246","8.960","2.660","154.510"
"48","GTD","Madison Snow","6","54.893","6:27.953","Green","Track","0.471","0.839","10.587","10.982","13.847","5.651","9.714","2.802","147.293"
"44","GTD","Andy Lally","5","53.723","6:30.297","Green","Track","0.476","0.848","10.072","10.682","14.008","5.516","9.346","2.775","145.746"
"7","PC","Sean Rayhall","3","53.014","6:30.330","Green","Track","0.461","0.821","10.175","10.529","13.544","5.633","9.185","2.666","150.488"
"4","GTLM","Oliver Gavin","5","52.466","6:31.995","Green","Track","0.468","0.836","9.798","10.485","13.707","5.386","9.052","2.734","148.237"
"912","GTLM","Earl Bamber","3","53.660","6:33.995","Green","Track","0.471","0.841","10.029","10.634","13.894","5.556","9.465","2.770","147.293"
"96","GTD","Jens Klingmann","5","53.374","6:35.278","Green","Track","0.464","0.829","9.944","10.924","13.684","5.404","9.364","2.761","149.515"
"27","GTD","Cedric Sbirrazzuoli","6","1:00.252","6:35.257","Green","Track","0.472","0.842","10.215","11.100","18.124","6.610","10.064","2.825","146.981"
"540","GTD","Andy Pilgrim","6","56.464","6:37.524","Green","Track","0.483","0.860","10.503","11.726","14.484","5.720","9.825","2.863","143.634"
"54","PC","Colin Braun","7","50.341","6:38.104","Green","Track","0.440","0.787","9.199","10.046","13.581","5.245","8.478","2.565","157.670"
"52","PC","Tom Kimber-Smith","7","50.602","6:39.809","Green","Track","0.444","0.792","9.269","9.873","13.073","5.106","9.326","2.719","156.250"
"33","GTD","Jeroen Bleekemolen","5","54.836","6:39.923","Green","Track","0.473","0.842","10.240","11.162","14.049","5.651","9.605","2.814","146.670"
"911","GTLM","Nick Tandy","4","52.616","6:45.879","Green","Track","0.471","0.841","10.025","10.351","13.552","5.414","9.202","2.760","147.293"
"3","GTLM","Jan Magnussen","5","53.298","6:49.908","Green","Track","0.478","0.852","9.982","10.427","13.813","5.489","9.442","2.815","145.136"
"23","GTD","Mario Farnbacher","6","54.795","6:51.167","Green","Track","0.503","0.944","10.783","10.881","13.980","5.528","9.397","2.779","137.922"
"38","PC","James French","6","52.055","6:51.493","Green","Track","0.450","0.804","9.541","10.405","13.568","5.683","8.995","2.609","154.167"
"9","GTD","Matt Bell","7","54.943","6:52.609","Green","Track","0.476","0.846","10.251","10.858","14.056","5.955","9.682","2.819","145.746"
"6","GTD","Andrew Davis","7","54.743","6:56.174","Green","Track","0.478","0.853","10.050","10.941","14.348","5.676","9.563","2.834","145.136"
"97","GTD","Michael Marsal","7","54.699","6:56.670","Green","Track","0.466","0.000","0.000","0.000","0.000","0.000","0.000","0.000","148.873"
"85","PC","Stephen Simpson","7","53.679","6:56.767","Green","Track","0.448","0.836","10.283","10.574","14.039","5.603","9.194","2.702","154.855"
"20","PC","Matthew McMurry","3","53.955","6:56.845","Green","Track","0.483","0.000","0.000","0.000","0.000","0.000","0.000","0.000","143.634"
"100","GTLM","John Edwards","5","52.279","7:00.306","Green","Track","0.470","0.839","9.803","10.362","13.648","5.315","9.096","2.746","147.606"
"63","GTD","Alessandro Balzan","6","53.996","7:04.941","Green","Track","0.476","0.851","10.110","10.905","13.872","5.577","9.395","2.810","145.746"
"25","GTLM","Bill Auberlen","5","52.355","7:06.006","Green","Track","0.464","0.829","9.632","10.274","14.048","5.378","9.001","2.729","149.515"
"88","PC","Remo Ruscitti","4","56.439","7:08.746","Green","Track","0.451","0.804","9.892","10.564","16.976","5.845","9.233","2.674","153.825"
"62","GTLM","Toni Vilander","7","52.739","7:10.239","Green","Track","0.470","0.838","9.639","10.255","14.022","5.428","9.313","2.774","147.606"
"8","PC","Alex Popow","7","53.294","7:16.242","Green","Track","0.454","0.838","10.029","10.729","13.865","5.725","9.006","2.648","152.808"
"7","PC","Sean Rayhall","4","52.586","7:22.916","Green","Track","0.453","0.811","9.896","10.411","13.463","5.326","9.504","2.722","153.146"
"48","GTD","Madison Snow","7","54.994","7:22.947","Green","Track","0.471","0.839","10.393","10.931","14.040","5.788","9.732","2.800","147.293"
"4","GTLM","Oliver Gavin","6","52.060","7:24.055","Green","Track","0.465","0.831","9.680","10.541","13.504","5.276","9.037","2.726","149.194"
"44","GTD","Andy Lally","6","55.187","7:25.484","Green","Track","0.471","0.840","10.340","10.692","14.611","6.037","9.417","2.779","147.293"
"912","GTLM","Earl Bamber","4","52.718","7:26.713","Green","Track","0.469","0.835","9.762","10.670","13.696","5.355","9.189","2.742","147.921"
"96","GTD","Jens Klingmann","6","53.239","7:28.517","Green","Track","0.467","0.834","9.975","10.738","13.532","5.382","9.554","2.757","148.555"
"52","PC","Tom Kimber-Smith","8","50.170","7:29.979","Green","Track","0.458","0.817","9.354","10.335","13.113","5.033","8.468","2.592","151.474"
"540","GTD","Andy Pilgrim","7","56.658","7:34.182","Green","Track","0.483","0.859","11.015","11.533","14.488","5.656","9.749","2.875","143.634"
"33","GTD","Jeroen Bleekemolen","6","54.525","7:34.448","Green","Track","0.473","0.856","10.392","11.002","14.092","5.566","9.375","2.769","146.670"
"27","GTD","Cedric Sbirrazzuoli","7","1:01.879","7:37.136","Green","Track","0.475","0.849","10.531","11.176","18.350","7.070","10.551","2.877","146.053"
"911","GTLM","Nick Tandy","5","52.331","7:38.210","Green","Track","0.467","0.836","9.856","10.312","13.514","5.417","9.172","2.757","148.555"
"73","GTD","Jorg Bergmeister","6","1:36.475","7:39.131","Green","Pit","0.482","0.885","11.696","10.798","14.215","5.651","11.890","40.858","143.932"
"3","GTLM","Jan Magnussen","6","53.077","7:42.985","Green","Track","0.477","0.854","10.118","10.412","13.835","5.407","9.202","2.772","145.440"
"38","PC","James French","7","53.087","7:44.580","Green","Track","0.445","0.816","10.462","10.613","13.735","5.331","9.045","2.640","155.899"
"22","GTD","Leh Keen","6","2:20.696","7:44.686","Green","Track","0.000","0.000","13.667","10.749","13.932","5.462","9.486","2.823","0.000"
"23","GTD","Mario Farnbacher","7","54.363","7:45.530","Green","Track","0.472","0.843","10.315","10.717","13.935","5.803","9.463","2.815","146.981"
"9","GTD","Matt Bell","8","53.983","7:46.592","Green","Track","0.476","0.846","10.227","10.772","13.893","5.534","9.424","2.811","145.746"
"85","PC","Stephen Simpson","8","53.184","7:49.951","Green","Track","0.458","0.817","9.793","10.939","13.723","5.909","8.914","2.631","151.474"
"6","GTD","Andrew Davis","8","55.039","7:51.213","Green","Track","0.478","0.852","10.122","10.886","14.009","6.184","9.673","2.835","145.136"
"97","GTD","Michael Marsal","8","54.950","7:51.620","Green","Track","0.466","0.831","10.354","10.935","14.164","5.643","9.760","2.797","148.873"
"20","PC","Matthew McMurry","4","54.823","7:51.668","Green","Track","0.483","0.888","10.456","10.890","14.252","5.516","9.608","2.730","143.634"
"100","GTLM","John Edwards","6","52.146","7:52.452","Green","Track","0.465","0.834","9.620","10.423","13.693","5.304","9.069","2.738","149.194"
"25","GTLM","Bill Auberlen","6","52.344","7:58.350","Green","Track","0.462","0.828","9.620","10.658","13.864","5.291","8.905","2.716","150.162"
"63","GTD","Alessandro Balzan","7","55.175","8:00.116","Green","Track","0.474","0.850","10.125","11.733","14.172","5.576","9.440","2.805","146.361"
"88","PC","Remo Ruscitti","5","51.822","8:00.568","Green","Track","0.452","0.809","9.793","10.401","13.425","5.278","9.019","2.645","153.485"
"62","GTLM","Toni Vilander","8","52.039","8:02.278","Green","Track","0.469","0.839","9.681","10.297","13.486","5.365","9.145","2.757","147.921"
"8","PC","Alex Popow","8","51.651","8:07.893","Green","Track","0.450","0.807","9.795","10.400","13.373","5.210","8.961","2.655","154.167"
"7","PC","Sean Rayhall","5","51.137","8:14.053","Green","Track","0.463","0.829","9.717","10.333","13.235","5.147","8.773","2.640","149.838"
"4","GTLM","Oliver Gavin","7","52.820","8:16.875","Green","Track","0.463","0.830","9.852","10.513","14.133","5.238","9.055","2.736","149.838"
"48","GTD","Madison Snow","8","55.841","8:18.788","Green","Track","0.471","0.862","10.472","10.760","15.192","5.713","9.605","2.766","147.293"
