"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP4","SP5"
"31","P","Dane Cameron","5","2:00.880","13:37.666","Green","Track","1.359","18.989","23.300","9.191","9.120","0.428","4.398","0.395","22.665","23.056","7.979","156.781","169.879"
"80","GTD","Mike Skeen","5","2:51.997","14:00.823","Green","Pit","1.466","20.674","26.555","9.552","9.835","0.463","4.703","0.424","24.073","24.993","49.259","144.929","158.260"
"67","GTLM","Richard Westbrook","5","2:18.609","14:02.342","Green","Track","5.945","25.163","26.181","9.504","9.775","0.463","4.711","0.424","23.186","24.684","8.573","144.929","158.260"
"912","GTLM","Earl Bamber","6","2:05.762","14:15.458","Green","Track","1.477","19.996","24.025","9.250","9.834","0.467","4.738","0.424","22.594","24.318","8.639","143.688","158.260"
"911","GTLM","Nick Tandy","5","2:05.831","14:22.574","Green","Track","1.477","19.938","24.108","9.259","9.769","0.464","4.718","0.424","22.683","24.184","8.807","144.617","158.260"
"90","P","Marc Goossens","6","3:24.066","14:27.036","Green","Pit","1.370","19.097","23.405","9.311","9.120","0.433","4.420","0.399","22.772","22.431","91.308","154.971","168.176"
"9","GTD","Matt Bell","6","2:10.499","14:32.072","Green","Track","1.490","20.582","25.355","9.542","10.035","0.467","4.749","0.422","23.416","25.591","8.850","143.688","159.010"
"52","PC","Tom Kimber-Smith","6","2:03.234","14:38.248","Green","Track","1.401","19.329","23.683","9.319","9.313","0.447","4.582","0.415","22.676","23.835","8.234","150.117","161.692"
"4","GTLM","Tommy Milner","6","3:04.122","14:41.305","Green","Track","52.025","24.386","25.279","9.534","9.787","0.461","4.714","0.478","23.876","24.968","8.614","145.558","140.381"
"96","GTD","Jens Klingmann","5","3:12.503","14:43.029","Green","Pit","1.463","20.347","24.903","9.481","9.844","0.463","4.699","0.420","25.400","23.952","71.531","144.929","159.767"
"66","GTLM","Dirk Mueller","5","4:36.203","14:53.866","Green","Pit","1.464","19.714","23.913","9.273","9.858","0.463","4.705","0.423","23.134","23.895","159.361","144.929","158.634"
"100","GTLM","Lucas Luhr","6","2:08.381","14:56.635","Green","Track","1.488","20.690","25.098","9.284","9.849","0.469","4.769","0.428","22.837","24.674","8.795","143.075","156.781"
