"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"96","GTD","Bret Curtis","1","2:36.530","3:35.394","Green","Track","31.750","36.228","28.090","9.343","6.823","6.490","14.206","7.872","6.594","5.474","0.494","3.166","165.624"
"72","GTLM","James Calado","1","2:52.001","3:45.704","Green","Pit","31.396","34.543","27.023","8.678","6.908","8.060","12.641","7.692","7.149","13.989","0.000","0.000","0.000"
"52","PC","Tom Kimber-Smith","1","2:33.920","3:55.646","Green","Track","31.365","34.429","28.431","8.935","6.619","6.919","13.923","7.802","6.508","5.388","0.487","3.114","168.004"
"007","GTD","James Davison","1","2:13.105","4:40.836","Green","Track","15.262","31.147","27.197","8.509","6.692","6.673","14.196","7.689","6.584","5.492","0.497","3.167","164.624"
"73","GTD","Patrick Lindsey","1","2:11.654","4:43.729","Green","Track","15.027","31.686","26.247","8.443","6.715","6.605","13.623","7.714","6.562","5.438","0.488","3.106","167.660"
"02","P","Jamie McMurray","1","2:05.436","4:44.227","Green","Track","13.798","30.049","26.071","8.018","6.134","6.329","13.334","7.275","6.069","5.013","0.452","2.894","181.014"
"54","PC","Martin Plowman","1","2:42.018","4:47.063","Green","Track","34.179","38.094","29.978","8.563","6.545","7.167","14.548","7.532","6.417","5.385","0.489","3.121","167.317"
"5","P","Christian Fittipaldi","1","2:38.554","5:05.924","Green","Track","31.154","35.789","29.284","9.551","7.427","7.750","14.387","7.571","6.668","5.420","0.481","3.072","170.100"
"62","GTLM","Toni Vilander","1","2:03.398","5:21.929","Green","Track","14.124","28.710","23.744","8.130","6.496","6.560","12.824","7.465","6.444","5.324","0.483","3.094","169.396"
"23","GTD","Mario Farnbacher","1","2:11.397","5:21.987","Green","Track","15.095","30.912","26.561","8.391","6.610","6.879","13.803","7.593","6.505","5.423","0.492","3.133","166.297"
"55","P","Tristan Nunez","1","2:06.280","5:28.963","Green","Track","14.033","30.554","26.740","8.239","6.114","6.161","13.161","7.001","5.892","4.941","0.000","2.972","0.000"
"3","GTLM","Jan Magnussen","1","4:52.361","5:29.024","Green","Pit","31.167","31.509","24.650","8.338","6.657","6.905","13.123","8.347","7.940","13.042","0.000","0.000","0.000"
"37","P","Mikhail Aleshin","1","4:42.652","5:33.768","Green","Pit","133.024","38.875","30.975","8.503","6.354","7.646","14.758","8.238","6.980","12.631","0.000","0.000","0.000"
"96","GTD","Bret Curtis","2","2:12.883","5:48.277","Green","Track","15.723","31.780","27.067","8.562","6.606","6.420","13.467","7.652","6.511","5.452","0.493","3.150","165.960"
"4","GTLM","Oliver Gavin","1","5:10.538","5:49.098","Green","Pit","32.590","33.581","25.347","8.317","6.633","6.920","13.355","7.683","6.599","14.396","0.000","0.000","0.000"
"44","GTD","Andy Lally","1","2:16.087","5:55.965","Green","Track","16.078","32.063","27.741","8.656","6.779","6.580","14.210","7.918","6.689","5.555","0.510","3.308","160.428"
"60","P","Oswaldo Negri","1","2:33.108","5:58.727","Green","Pit","15.322","32.137","26.795","9.396","7.094","6.931","14.264","7.968","7.190","11.705","0.000","0.000","0.000"
"28","GTD","Fabio Babini","1","2:54.461","6:02.879","Green","Track","34.688","39.426","29.822","10.424","8.164","8.039","16.371","8.706","7.927","6.348","0.585","3.961","139.860"
"52","PC","Tom Kimber-Smith","2","2:10.298","6:05.944","Green","Track","14.745","29.782","25.385","8.770","6.569","7.271","14.337","7.979","6.515","5.372","0.485","3.088","168.697"
"911","GTLM","Kevin Estre","1","5:49.467","6:38.533","Green","Pit","33.842","34.691","28.277","8.786","6.656","7.621","13.471","7.736","6.461","12.481","0.000","0.000","0.000"
"02","P","Jamie McMurray","2","2:03.373","6:47.600","Green","Track","13.714","29.081","25.172","7.941","6.144","6.432","13.019","7.332","6.136","5.033","0.456","2.913","179.426"
"007","GTD","James Davison","2","2:07.831","6:48.667","Green","Track","14.377","29.362","25.827","8.478","6.680","6.567","13.151","7.724","6.574","5.460","0.493","3.138","165.960"
"73","GTD","Patrick Lindsey","2","2:08.505","6:52.234","Green","Track","15.023","29.922","26.001","8.325","6.542","6.421","13.346","7.582","6.448","5.341","0.481","3.073","170.100"
"54","PC","Martin Plowman","2","2:07.302","6:54.365","Green","Track","14.322","30.528","25.844","8.167","6.456","6.493","12.927","7.299","6.355","5.337","0.484","3.090","169.046"
"5","P","Christian Fittipaldi","2","2:10.107","7:16.031","Green","Track","15.375","32.053","27.114","8.096","6.240","6.341","13.139","7.229","6.107","5.042","0.456","2.915","179.426"
"62","GTLM","Toni Vilander","2","1:56.464","7:18.393","Green","Track","12.905","26.284","22.375","8.047","6.472","6.233","11.634","7.299","6.355","5.313","0.481","3.066","170.100"
"51","GTD","Marco Cioci","1","4:06.050","7:25.950","Green","Track","116.109","35.729","31.071","9.706","7.591","7.213","14.962","8.038","6.592","5.441","0.487","3.111","168.004"
"23","GTD","Mario Farnbacher","2","2:08.648","7:30.635","Green","Track","14.854","30.039","25.474","8.330","6.569","6.777","13.586","7.525","6.488","5.412","0.488","3.106","167.660"
"55","P","Tristan Nunez","2","2:05.134","7:34.097","Green","Track","14.194","29.521","25.839","7.782","5.962","5.806","14.890","7.076","5.907","4.894","0.442","2.821","185.109"
"540","GTD","Nicky Catsburg","1","2:14.049","7:43.293","Green","Track","16.223","31.283","27.377","8.412","6.633","6.967","13.790","7.677","6.543","5.430","0.490","3.224","166.976"
