"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP5"
"97","","","1","1:46.641","15:17.564","Green","Track","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"912","","","1","4:06.775","15:17.928","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"33","","","1","5:45.283","15:22.500","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"63","","","1","3:58.097","15:26.520","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"911","GTLM","Patrick Pilet","1","1:43.741","15:32.581","Green","Track","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.426","0.223","0.000"
"9","GTD","Matt Bell","1","1:56.298","15:57.623","Green","Track","0.000","0.000","0.000","0.000","0.000","0.000","23.669","5.491","0.223","0.000"
"23","GTD","Alex Riberas","1","1:46.586","15:59.722","Green","Track","0.000","0.000","0.000","0.000","0.000","0.000","22.668","5.502","0.225","0.000"
"4","GTLM","Oliver Gavin","7","4:53.357","16:01.390","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.991","0.000"
"48","GTD","Madison Snow","1","1:45.801","16:02.100","Green","Track","0.000","0.000","0.000","0.000","11.144","0.507","22.821","5.442","0.221","161.377"
"80","GTD","Mike Skeen","6","3:31.679","16:24.160","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.877","0.000"
"100","GTLM","Lucas Luhr","9","1:44.619","16:29.149","Green","Track","0.000","0.000","12.384","15.280","11.197","0.512","22.318","5.421","0.223","159.801"
"62","GTLM","Giancarlo Fisichella","8","3:54.590","16:41.809","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.865","0.000"
"25","GTLM","Dirk Werner","8","1:47.248","16:43.499","Green","Track","0.000","16.148","12.943","15.480","11.219","0.517","22.866","5.410","0.222","158.256"
"66","GTLM","Dirk Mueller","5","1:47.052","16:45.362","Green","Track","0.000","15.634","12.516","15.551","11.209","0.513","24.258","5.384","0.219","159.490"
"67","GTLM","Richard Westbrook","5","1:45.874","16:47.946","Green","Track","0.000","15.723","12.677","15.924","11.198","0.513","22.635","5.391","0.219","159.490"
"44","GTD","Andy Lally","8","1:45.264","16:51.324","Green","Track","0.000","15.881","12.594","15.316","11.235","0.515","22.546","5.430","0.221","158.870"
"97","GTD","Markus Palttala","9","1:46.555","17:04.119","Green","Track","21.797","16.044","12.737","15.470","11.393","0.523","22.866","5.500","0.225","156.440"
"912","GTLM","Frederic Makowiecki","8","1:52.231","17:10.159","Green","Track","25.438","16.422","13.611","15.885","11.320","0.520","23.344","5.468","0.223","157.343"
"911","GTLM","Patrick Pilet","6","1:44.405","17:16.986","Green","Track","21.261","15.814","12.472","15.184","11.254","0.516","22.249","5.432","0.223","158.562"
"33","GTD","Jeroen Bleekemolen","7","1:55.782","17:18.282","Green","Track","27.053","16.918","13.169","15.872","11.145","0.512","25.494","5.398","0.221","159.801"
"63","GTD","Alessandro Balzan","8","1:53.870","17:20.390","Green","Track","26.472","16.552","14.187","16.076","11.284","0.515","23.111","5.450","0.223","158.870"
"27","GTD","Cedric Sbirrazzuoli","7","5:42.984","17:30.679","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.900","0.000"
"9","GTD","Matt Bell","8","1:48.409","17:46.032","Green","Track","22.171","16.565","13.192","15.887","11.326","0.520","23.065","5.462","0.221","157.343"
"48","GTD","Madison Snow","9","1:45.594","17:47.694","Green","Track","21.635","15.991","12.808","15.350","11.125","0.506","22.557","5.402","0.220","161.696"
"25","GTLM","Dirk Werner","9","1:44.994","18:28.493","Green","Track","21.493","15.754","12.775","15.230","11.141","0.513","22.476","5.391","0.221","159.490"
"66","GTLM","Dirk Mueller","6","1:43.962","18:29.324","Green","Track","21.428","15.504","12.402","15.189","11.172","0.509","22.157","5.381","0.220","160.743"
"62","GTLM","Giancarlo Fisichella","9","1:50.111","18:31.920","Green","Track","26.031","15.837","12.708","15.307","11.230","0.531","22.866","5.381","0.220","154.083"
"67","GTLM","Richard Westbrook","6","1:45.051","18:32.997","Green","Track","21.388","15.785","12.661","15.358","11.134","0.510","22.605","5.392","0.218","160.428"
"4","GTLM","Oliver Gavin","8","2:45.139","18:46.529","Green","Pit","27.043","16.340","12.652","15.250","11.292","0.515","25.455","55.647","0.945","158.870"
"97","GTD","Markus Palttala","10","1:47.456","18:51.575","Green","Track","22.348","16.125","12.694","15.937","11.453","0.523","22.632","5.518","0.226","156.440"
"912","GTLM","Frederic Makowiecki","9","1:44.845","18:55.004","Green","Track","21.563","15.575","12.749","15.275","11.207","0.515","22.338","5.401","0.222","158.870"
"911","GTLM","Patrick Pilet","7","1:44.649","19:01.635","Green","Track","21.099","15.522","12.373","15.106","11.240","0.515","22.849","5.717","0.228","158.870"
"33","GTD","Jeroen Bleekemolen","8","1:46.751","19:05.033","Green","Track","21.837","15.976","12.502","16.129","11.073","0.509","23.115","5.389","0.221","160.743"
"63","GTD","Alessandro Balzan","9","1:46.315","19:06.705","Green","Track","21.883","15.902","12.768","15.624","11.263","0.516","22.671","5.464","0.224","158.562"
"27","GTD","Cedric Sbirrazzuoli","8","1:51.549","19:22.228","Green","Track","25.741","16.340","13.334","15.637","11.227","0.511","23.073","5.464","0.222","160.114"
"96","GTD","Jens Klingmann","7","4:44.658","19:25.896","Green","Pit","0.000","0.000","0.000","15.269","11.143","0.511","24.895","181.838","0.876","160.114"
"44","GTD","Andy Lally","9","2:36.571","19:27.895","Green","Pit","21.779","16.110","12.668","15.608","11.243","0.512","26.213","51.650","0.788","159.801"
