"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"67","GTLM","Ryan Briscoe","1","2:32.140","3:28.262","Green","Track","23.678","10.706","27.620","16.388","28.757","28.889","0.555","11.269","1.490","2.788","152.744","115.924"
"23","GTD","Ian James","1","2:36.640","3:30.520","Green","Track","23.932","11.014","28.932","16.401","29.362","30.280","0.555","11.795","1.534","2.835","152.744","112.599"
"9","GTD","Lawson Aschenbach","1","2:46.021","3:40.799","Green","Track","23.921","11.833","33.353","18.744","30.328","31.528","0.557","11.371","1.531","2.855","152.195","112.820"
"5","P","Christian Fittipaldi","1","1:56.539","4:01.056","Green","Track","5.481","5.361","24.165","14.954","25.863","26.218","0.517","10.056","1.361","2.563","163.970","126.912"
"24","P","Daniel Morad","1","2:31.711","4:05.996","Green","Track","25.508","11.899","28.751","15.975","27.552","26.863","0.512","10.663","1.398","2.590","165.572","123.553"
"10","P","Jordan Taylor","1","1:57.953","4:13.155","Green","Track","5.504","5.304","24.410","14.979","26.348","26.647","0.521","10.275","1.378","2.587","162.712","125.346"
"70","P","Joel Miller","1","1:59.497","4:21.030","Green","Track","5.742","5.821","24.277","15.122","26.498","27.050","0.533","10.500","1.371","2.583","159.048","125.986"
"60","P","Olivier Pla","1","1:58.986","4:26.940","Green","Track","5.625","5.682","24.777","14.772","26.844","26.671","0.522","10.179","1.355","2.559","162.400","127.474"
"0","P","Andy Meyrick","1","2:25.710","4:29.710","Green","Track","23.391","10.556","27.136","15.223","27.181","26.692","0.515","11.046","1.391","2.579","164.607","124.175"
"50","P","Dorsey Schroeder","1","2:01.534","4:34.682","Green","Track","5.682","5.748","25.679","15.238","26.733","26.890","0.532","10.951","1.434","2.647","159.347","120.451"
"6","GTD","Andrew Davis","1","2:07.185","4:34.694","Green","Track","6.088","6.236","26.046","15.834","27.952","28.895","0.552","11.240","1.516","2.826","153.574","113.936"
"16","GTD","Spencer Pumpelly","1","2:07.375","4:35.487","Green","Track","6.058","6.249","26.036","15.900","28.102","28.688","0.546","11.463","1.522","2.811","155.261","113.487"
"21","GTD","Christopher Zochling","1","2:38.922","4:36.839","Green","Track","23.463","12.376","27.794","16.630","30.466","30.961","0.652","12.157","1.554","2.869","130.020","111.150"
"97","GTD","Markus Palttala","1","2:06.888","4:40.104","Green","Track","6.029","6.221","26.134","15.772","27.997","28.736","0.552","11.151","1.500","2.796","153.574","115.152"
"68","GTLM","Alessandro Pier Guidi","1","2:05.063","4:48.820","Green","Track","5.921","5.852","25.558","15.554","28.128","27.998","0.551","11.235","1.483","2.783","153.852","116.472"
