"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"4","GTLM","Marcel Fassler","1","2:20.767","2:51.429","Green","Track","30.115","30.811","24.077","8.323","6.650","6.379","11.696","7.443","6.433","5.314","0.478","3.048","171.168"
"100","GTLM","Lucas Luhr","1","2:18.720","2:52.665","Green","Track","29.270","30.014","24.021","8.046","6.476","6.433","12.028","7.288","6.344","5.284","0.479","3.037","170.810"
"25","GTLM","Augusto Farfus","1","2:18.915","2:54.206","Green","Track","29.658","30.612","23.575","8.055","6.496","6.633","11.630","7.162","6.312","5.272","0.477","3.033","171.527"
"54","PC","Mark Wilkins","1","2:17.864","2:54.837","Green","Track","32.401","29.675","22.560","7.717","6.390","6.164","11.157","6.974","6.189","5.178","0.468","2.991","174.825"
"911","GTLM","Patrick Pilet","1","2:14.437","2:55.699","Green","Track","29.544","29.390","21.753","8.005","6.520","6.129","10.789","7.219","6.332","5.255","0.474","3.027","172.612"
"912","GTLM","Frederic Makowiecki","1","2:13.861","2:56.322","Green","Track","28.688","29.611","21.965","7.999","6.523","6.069","10.632","7.244","6.340","5.267","0.479","3.044","170.810"
"23","GTD","Mario Farnbacher","1","2:20.695","3:07.686","Green","Track","30.345","32.582","23.117","8.041","6.515","6.252","11.298","7.344","6.375","5.298","0.478","3.050","171.168"
"48","GTD","Bryan Sellers","1","2:19.792","3:12.531","Green","Track","29.325","31.123","24.013","8.213","6.531","6.299","11.660","7.254","6.336","5.256","0.499","3.283","163.964"
"68","GTLM","Alessandro Pier Guidi","1","2:23.343","3:21.359","Green","Track","28.975","32.435","25.053","8.591","6.640","6.868","12.181","7.382","6.358","5.301","0.480","3.079","170.455"
"52","PC","Nicholas Boulle","1","2:21.373","3:36.612","Green","Track","30.784","30.944","24.121","7.960","6.434","6.599","12.296","7.127","6.294","5.279","0.480","3.055","170.455"
"31","P","Jonny Adam","1","1:51.028","4:05.969","Green","Track","12.794","25.330","22.096","7.419","5.921","5.682","11.206","6.737","5.857","4.798","0.433","2.755","188.957"
"02","P","Scott Dixon","1","1:45.496","4:09.663","Green","Track","11.555","23.645","20.117","7.171","5.878","6.112","10.656","6.607","5.732","4.797","0.433","2.793","188.957"
"60","P","Olivier Pla","1","1:49.312","4:09.864","Green","Track","12.763","25.029","20.584","7.179","5.879","5.985","11.163","6.658","5.785","4.901","0.462","2.924","177.096"
"10","P","Max Angelelli","1","1:54.147","4:19.048","Green","Track","12.927","25.938","21.608","7.950","6.337","6.284","11.148","7.075","6.116","5.178","0.484","3.102","169.046"
"007","GTD","Ricardo Perez de Lara","1","1:54.827","4:20.903","Green","Track","12.305","26.025","21.645","8.056","6.556","6.287","11.229","7.312","6.432","5.395","0.488","3.097","167.660"
"37","P","Mikhail Aleshin","1","1:47.894","4:21.895","Green","Track","12.530","24.569","20.902","7.350","5.977","5.693","10.274","6.643","5.832","4.881","0.440","2.803","185.950"
"2","P","Luis Felipe Derani","1","1:46.621","4:24.420","Green","Track","12.019","24.781","20.937","7.224","5.909","5.485","9.827","6.600","5.787","4.824","0.436","2.792","187.656"
"98","GTD","Pedro Lamy","1","1:53.746","4:31.023","Green","Track","11.985","26.349","21.433","8.050","6.621","6.128","10.430","7.254","6.452","5.425","0.491","3.128","166.636"
"51","GTD","Matteo Cressoni","1","1:55.256","4:35.848","Green","Track","12.418","27.550","22.069","7.970","6.434","5.959","10.674","7.207","6.293","5.216","0.471","2.995","173.712"
"20","PC","Johnny Mowlem","1","1:54.128","4:35.916","Green","Track","12.867","26.213","22.403","7.789","6.384","6.075","10.394","6.968","6.291","5.247","0.475","3.022","172.249"
"28","GTD","Fabio Babini","1","1:58.837","4:37.569","Green","Track","13.694","29.470","22.664","7.876","6.343","5.945","11.007","7.137","6.209","5.108","0.461","2.923","177.480"
"33","GTD","Jeroen Bleekemolen","1","1:51.706","4:38.186","Green","Track","12.398","24.939","21.224","7.844","6.354","5.943","10.895","7.155","6.268","5.208","0.473","3.005","172.977"
"4","GTLM","Marcel Fassler","2","1:51.011","4:42.440","Green","Track","12.048","25.046","20.810","7.881","6.433","6.084","10.500","7.195","6.316","5.221","0.471","3.006","173.712"
"100","GTLM","Lucas Luhr","2","1:51.509","4:44.174","Green","Track","12.182","24.622","20.762","7.803","6.335","6.114","11.319","7.334","6.311","5.231","0.476","3.020","171.887"
"54","PC","Mark Wilkins","2","1:49.494","4:44.331","Green","Track","12.059","24.531","21.203","7.467","6.212","5.921","10.528","6.812","6.164","5.143","0.467","2.987","175.200"
"3","GTLM","Antonio Garcia","1","2:29.257","4:44.782","Green","Track","29.762","35.188","27.140","8.588","6.648","6.791","12.058","7.569","6.611","5.379","0.483","3.040","169.396"
"97","GTD","Jesse Krohn","1","1:52.925","4:44.930","Green","Track","12.507","25.492","21.457","7.856","6.373","6.006","10.673","7.085","6.576","5.360","0.481","3.059","170.100"
"25","GTLM","Augusto Farfus","2","1:50.941","4:45.147","Green","Track","12.182","24.787","21.038","7.687","6.333","6.027","11.086","7.027","6.208","5.147","0.465","2.954","175.953"
"912","GTLM","Frederic Makowiecki","2","1:49.347","4:45.669","Green","Track","11.518","24.264","21.037","7.818","6.357","5.934","10.407","7.096","6.265","5.154","0.465","3.032","175.953"
"911","GTLM","Patrick Pilet","2","1:56.376","4:52.075","Green","Track","11.623","24.489","21.048","7.820","6.359","11.122","11.651","7.208","6.324","5.230","0.474","3.028","172.612"
"63","GTD","Jeff Segal","1","3:08.080","4:54.953","Green","Pit","31.228","33.833","24.217","8.201","6.558","6.196","11.949","7.372","6.371","8.522","0.000","0.000","0.000"
"22","GTD","Gunnar Jeannette","1","1:55.763","4:59.462","Green","Track","12.759","26.663","22.131","8.003","6.540","6.151","10.963","7.290","6.391","5.325","0.483","3.064","169.396"
"23","GTD","Mario Farnbacher","2","1:54.963","5:02.649","Green","Track","12.013","25.369","21.887","8.015","6.454","6.505","12.000","7.518","6.402","5.284","0.476","3.040","171.887"
"88","PC","Mark Kvamme","1","1:55.477","5:05.835","Green","Track","12.872","26.137","22.535","7.903","6.419","6.035","11.398","7.134","6.275","5.253","0.475","3.041","172.249"
"48","GTD","Bryan Sellers","2","1:55.209","5:07.740","Green","Track","13.130","25.419","22.334","8.204","6.667","6.188","10.923","7.103","6.250","5.312","0.498","3.181","164.294"
"01","P","Stroll/Wurz/Hartley/Priaulx ","1","2:39.305","5:10.507","Green","Track","34.281","39.862","29.788","8.339","6.125","6.636","12.952","7.130","5.969","4.941","0.445","2.837","183.861"
"68","GTLM","Alessandro Pier Guidi","2","1:57.954","5:19.313","Green","Track","13.032","26.076","24.201","7.980","6.425","6.453","11.561","7.217","6.276","5.229","0.475","3.029","172.249"
"26","PC","Don Yount","1","1:58.131","5:20.868","Green","Track","12.442","27.583","23.389","7.949","6.407","7.106","11.141","7.080","6.262","5.253","0.476","3.043","171.887"
