"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP3"
"33","GTD","Jeroen Bleekemolen","44","1:19.249","1:00:17.672","Green","Track","3.026","21.295","24.158","11.649","0.435","7.741","4.304","6.641","157.001"
"96","GTD","Jens Klingmann","44","1:17.583","1:00:18.599","Green","Track","3.036","20.187","23.815","11.703","0.439","7.557","4.174","6.672","155.571"
"85","PC","Stephen Simpson","48","1:12.801","1:00:20.733","Green","Track","2.883","18.717","22.614","11.316","0.430","6.780","3.871","6.190","158.827"
"31","P","Dane Cameron","49","1:11.843","1:00:22.511","Green","Track","2.763","18.554","22.612","10.879","0.409","6.793","3.802","6.031","166.982"
"4","GTLM","Tommy Milner","46","1:16.864","1:00:24.718","Green","Track","3.160","20.059","23.384","11.659","0.437","7.601","4.105","6.459","156.283"
"88","PC","Mark Kvamme","45","1:21.165","1:00:28.108","Green","Track","3.065","21.553","25.163","11.619","0.448","8.134","4.502","6.681","152.445"
"5","P","Joao Barbosa","49","1:14.679","1:00:28.587","Green","Track","3.295","19.915","22.762","10.802","0.407","7.143","4.019","6.336","167.802"
"9","GTD","Lawson Aschenbach","44","1:19.723","1:00:28.588","Green","Track","3.092","20.636","24.810","11.836","0.440","7.691","4.325","6.893","155.217"
"90","P","Ryan Dalziel","49","1:13.720","1:00:29.627","Green","Track","2.738","19.914","22.899","10.895","0.410","6.789","3.828","6.247","166.574"
"911","GTLM","Nick Tandy","46","1:17.713","1:00:31.248","Green","Track","3.054","20.248","24.092","11.612","0.434","7.495","4.174","6.604","157.363"
"10","P","Jordan Taylor","49","1:13.475","1:00:31.283","Green","Track","2.776","18.536","23.176","10.744","0.405","7.228","4.239","6.371","168.631"
"67","GTLM","Ryan Briscoe","46","1:17.997","1:00:31.748","Green","Track","3.121","20.512","23.973","11.646","0.464","7.753","4.095","6.433","147.188"
"55","P","Jonathan Bomarito","49","1:12.263","1:00:32.579","Green","Track","2.764","18.396","22.174","10.659","0.405","7.444","4.078","6.343","168.631"
"912","GTLM","Frederic Makowiecki","46","1:18.012","1:00:32.578","Green","Track","3.063","20.663","23.946","11.650","0.433","7.607","4.053","6.597","157.726"
"63","GTD","Alessandro Balzan","44","1:20.485","1:00:34.164","Green","Track","3.350","21.827","24.498","11.862","0.444","7.676","4.244","6.584","153.819"
"70","P","Joel Miller","49","1:12.430","1:00:37.536","Green","Track","2.849","18.677","22.743","10.808","0.413","7.005","3.897","6.038","165.364"
"27","GTD","Fabio Babini","44","1:19.306","1:00:40.294","Green","Track","3.118","21.039","24.252","11.700","0.434","7.823","4.260","6.680","157.363"
"100","GTLM","John Edwards","35","1:16.457","1:00:41.140","Green","Track","2.962","20.017","23.457","11.626","0.437","7.357","4.130","6.471","156.283"
"62","GTLM","Toni Vilander","46","1:17.250","1:00:49.259","Green","Track","2.990","19.880","23.905","11.800","0.445","7.662","4.093","6.475","153.473"
"22","GTD","Leh Keen","44","2:15.368","1:00:50.330","Green","Track","54.708","24.261","24.614","11.933","0.446","8.240","4.232","6.934","153.129"
"0","P","Katherine Legge","48","1:13.947","1:00:54.291","Green","Track","2.861","19.936","22.814","10.534","0.398","7.165","4.083","6.156","171.597"
"60","P","Oswaldo Negri Jr.","48","1:13.466","1:00:55.966","Green","Track","2.742","19.673","22.815","10.784","0.408","6.882","3.930","6.232","167.391"
"23","GTD","Mario Farnbacher","45","1:19.341","1:00:58.430","Green","Track","3.150","21.081","24.141","11.793","0.442","7.900","4.181","6.653","154.515"
"20","PC","Matthew McMurry","47","1:16.641","1:00:58.630","Green","Track","2.803","20.330","23.393","11.141","0.422","7.740","4.203","6.609","161.838"
"48","GTD","Madison Snow","45","1:19.991","1:01:00.391","Green","Track","3.129","21.238","24.691","11.503","0.429","7.871","4.325","6.805","159.197"
"6","GTD","Robin Liddell","45","1:18.887","1:01:10.348","Green","Track","3.071","20.796","24.078","11.882","0.442","7.712","4.282","6.624","154.515"
"38","PC","James French","48","1:13.127","1:01:10.451","Green","Track","2.822","18.530","22.557","11.121","0.424","7.235","4.061","6.377","161.074"
"44","GTD","Andy Lally","44","1:18.511","1:01:11.413","Green","Track","3.112","20.456","24.087","11.792","0.440","7.759","4.294","6.571","155.217"
"8","PC","Alex Popow","48","1:13.263","1:01:13.572","Green","Track","2.828","18.657","22.815","11.205","0.426","7.030","4.046","6.256","160.318"
"52","PC","Robert Alon","48","1:14.324","1:01:18.466","Green","Track","2.785","19.216","23.674","11.125","0.423","6.944","3.918","6.239","161.455"
"73","GTD","Jorg Bergmeister","45","1:18.718","1:01:20.567","Green","Track","3.137","20.767","24.071","11.781","0.439","7.712","4.150","6.661","155.571"
"16","GTD","Corey Lewis","45","1:18.980","1:01:25.361","Green","Track","3.138","20.823","24.045","11.699","0.435","7.719","4.330","6.791","157.001"
"3","GTLM","Jan Magnussen","47","1:16.680","1:01:25.432","Green","Track","3.026","19.744","23.472","11.631","0.437","7.600","4.159","6.611","156.283"
"25","GTLM","Dirk Werner","47","1:15.868","1:01:25.872","Green","Track","2.944","19.610","23.488","11.521","0.433","7.303","4.078","6.491","157.726"
"66","GTLM","Joey Hand","47","1:16.557","1:01:32.331","Green","Track","2.968","19.930","23.594","11.668","0.438","7.504","4.042","6.413","155.926"
"31","P","Dane Cameron","50","1:11.853","1:01:34.364","Green","Track","2.791","17.953","23.142","10.788","0.406","6.852","3.891","6.030","168.215"
"85","PC","Stephen Simpson","49","1:14.366","1:01:35.099","Green","Track","2.841","18.704","23.580","11.286","0.429","7.291","4.016","6.219","159.197"
"33","GTD","Jeroen Bleekemolen","45","1:19.102","1:01:36.774","Green","Track","3.036","20.882","24.270","11.706","0.434","7.754","4.270","6.750","157.363"
"96","GTD","Jens Klingmann","45","1:18.685","1:01:37.284","Green","Track","3.043","20.393","24.514","11.714","0.437","7.563","4.282","6.739","156.283"
"4","GTLM","Tommy Milner","47","1:16.166","1:01:40.884","Green","Track","3.003","19.702","23.359","11.672","0.437","7.518","3.987","6.488","156.283"
"5","P","Joao Barbosa","50","1:12.716","1:01:41.303","Green","Track","2.929","18.935","22.536","10.786","0.409","7.005","3.916","6.200","166.982"
