"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"9","GTD","Matt Bell","14","1:30.502","23:16.914","Green","Pit","5.856","3.785","21.725","22.280","7.586","0.555","19.293","9.422","156.020"
"31","P","Eric Curran","15","1:14.964","23:18.944","Green","Track","5.452","3.304","19.513","20.289","7.092","0.525","17.967","0.822","164.935"
"3","GTLM","Antonio Garcia","13","2:46.620","23:22.064","Green","Track","83.087","5.837","25.611","22.578","7.680","0.560","20.334","0.933","154.627"
"912","GTLM","Earl Bamber","13","1:18.499","23:25.570","Green","Track","5.718","3.600","20.645","21.177","7.493","0.551","18.445","0.870","157.152"
"8","PC","Alex Popow","15","1:17.025","23:38.912","Green","Track","5.569","3.425","20.223","20.651","7.268","0.542","18.492","0.855","159.762"
"2","P","Scott Sharp","11","1:15.709","23:39.301","Green","Track","5.584","3.639","19.930","20.191","7.050","0.530","17.963","0.822","163.379"
"5","P","Filipe Albuquerque","15","1:17.750","23:44.633","Green","Track","5.431","3.388","19.768","20.204","7.050","0.523","20.566","0.820","165.566"
"38","PC","Kenton Koch","12","1:18.565","23:46.869","Green","Track","6.058","3.684","20.717","20.936","7.289","0.541","18.489","0.851","160.057"
"7","PC","James Dayson","15","1:20.873","23:49.058","Green","Track","6.303","3.971","21.695","21.224","7.324","0.545","18.907","0.904","158.882"
"0","P","Andy Meyrick","13","1:19.576","23:51.971","Green","Track","5.456","3.629","22.228","20.835","7.418","0.531","18.630","0.849","163.071"
"25","GTLM","Bill Auberlen","13","1:19.985","23:54.186","Green","Track","5.726","3.555","20.915","20.964","7.584","0.609","19.758","0.874","142.185"
"60","P","John Pew","16","1:17.399","23:54.403","Green","Track","5.492","3.702","20.730","20.467","6.939","0.517","18.725","0.827","167.487"
"911","GTLM","Nick Tandy","14","1:20.346","23:57.013","Green","Track","5.847","3.851","21.513","21.268","7.493","0.551","18.926","0.897","157.152"
"97","GTD","Cameron Lawrence","14","1:34.489","23:57.579","Green","Pit","6.194","3.924","22.235","22.198","7.503","0.551","22.250","9.634","157.152"
"67","GTLM","Scott Dixon","13","1:18.524","24:03.640","Green","Track","5.813","3.628","20.577","20.971","7.515","0.553","18.580","0.887","156.584"
"100","GTLM","Lucas Luhr","12","1:28.400","24:06.291","Green","Pit","5.744","3.667","21.229","21.183","7.511","0.555","19.238","9.273","156.020"
