"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SPS"
"8","PC","Alex Popow","9","1:22.108","1:02:53.089","Green","Track","1.662","0.472","3.914","24.969","18.720","13.949","8.013","0.000","0.000","0.000","140.601"
"20","PC","Matthew McMurry","9","1:22.169","1:02:56.495","Green","Track","1.644","0.469","3.869","24.847","18.837","13.966","8.149","0.000","0.000","0.000","141.500"
"85","PC","Misha Goikhberg","9","1:23.095","1:03:10.052","Green","Track","1.647","0.473","3.895","25.156","19.128","14.119","8.192","10.485","0.000","0.000","140.304"
"54","PC","Jonathan Bennett","8","1:23.426","1:03:19.655","Green","Track","1.643","0.471","3.946","24.794","19.416","14.465","8.357","0.000","0.000","0.000","140.899"
"88","PC","Mark Kvamme","9","1:28.282","1:03:49.036","Green","Track","1.679","0.482","4.218","26.129","20.808","15.283","8.944","0.000","0.000","0.000","137.684"
"52","PC","Robert Alon","9","1:21.389","1:04:08.074","Green","Track","1.652","0.473","3.927","24.708","18.531","13.706","8.047","0.000","0.000","0.000","140.304"
"38","PC","James French","9","1:21.846","1:04:10.842","Green","Track","1.646","0.472","3.941","24.452","18.648","14.203","8.203","0.000","0.000","0.000","140.601"
"8","PC","Alex Popow","10","1:21.564","1:04:14.653","Green","Track","1.664","0.471","3.876","24.774","18.637","13.838","7.964","0.000","0.000","0.000","140.899"
"20","PC","Matthew McMurry","10","1:22.088","1:04:18.583","Green","Track","1.648","0.471","3.882","24.927","18.759","13.887","8.120","0.000","0.000","0.000","140.899"
"85","PC","Misha Goikhberg","10","1:22.884","1:04:32.936","Green","Track","1.654","0.474","3.905","24.965","19.002","14.135","8.315","0.000","0.000","0.000","140.008"
"54","PC","Jonathan Bennett","9","1:23.581","1:04:43.236","Green","Track","1.641","0.472","4.014","24.911","19.506","14.199","8.317","10.521","0.000","0.000","140.601"
"88","PC","Mark Kvamme","10","1:27.644","1:05:16.680","Green","Track","1.670","0.483","4.153","25.914","20.467","15.299","8.936","10.722","0.000","0.000","137.399"
"52","PC","Robert Alon","10","1:21.146","1:05:29.220","Green","Track","1.645","0.470","3.900","24.583","18.576","13.591","8.059","10.322","0.000","0.000","141.199"
"38","PC","James French","10","1:21.285","1:05:32.127","Green","Track","1.643","0.472","3.946","24.471","18.596","13.744","8.139","10.274","0.000","0.000","140.601"
"8","PC","Alex Popow","11","1:21.820","1:05:36.473","Green","Track","1.652","0.469","3.823","24.910","18.815","13.691","7.991","0.000","0.000","0.000","141.500"
"20","PC","Matthew McMurry","11","1:22.170","1:05:40.753","Green","Track","1.641","0.468","3.862","24.867","18.935","14.010","8.034","10.353","0.000","0.000","141.803"
"85","PC","Misha Goikhberg","11","1:22.863","1:05:55.799","Green","Track","1.654","0.473","3.880","25.180","19.147","13.910","8.166","0.000","0.000","0.000","140.304"
"54","PC","Jonathan Bennett","10","1:22.842","1:06:06.078","Green","Track","1.652","0.470","3.907","24.751","19.265","14.129","8.321","0.000","0.000","0.000","141.199"
"38","PC","James French","11","4:11.596","1:09:43.723","Green","Pit","1.635","0.473","4.617","30.092","22.667","15.671","12.062","164.379","0.000","0.000","140.304"
"85","PC","Misha Goikhberg","12","4:03.475","1:09:59.274","Green","Pit","1.651","0.474","4.256","26.158","20.128","15.939","11.701","163.168","0.000","0.000","140.008"
"52","PC","Robert Alon","11","7:08.183","1:12:37.403","Green","Pit","1.646","0.470","4.065","25.322","19.874","15.845","11.767","349.194","0.000","0.000","141.199"
"31","P","Dane Cameron","1","1:34.335","1:16:39.136","Green","Track","2.483","0.000","0.000","27.540","20.577","15.271","8.570","0.000","0.000","0.000","0.000"
"10","P","Ricky Taylor","1","1:37.840","1:16:44.674","Green","Track","2.436","3.654","6.970","28.246","21.470","15.566","8.831","10.667","0.000","0.000","18.162"
"90","P","Ryan Dalziel","1","1:40.789","1:16:49.960","Green","Track","2.438","3.916","7.966","29.141","21.744","15.804","9.132","0.000","0.000","0.000","16.947"
"60","P","John Pew","1","1:47.237","1:16:59.790","Green","Track","2.475","0.000","0.000","30.522","21.659","16.611","9.374","11.548","0.000","0.000","0.000"
"55","P","Tristan Nunez","1","1:55.479","1:17:14.217","Green","Track","2.462","0.000","0.000","30.931","29.008","20.578","9.823","10.660","0.000","0.000","0.000"
"70","P","Tom Long","1","1:56.617","1:17:16.538","Green","Track","2.433","3.819","8.003","31.178","29.357","21.556","9.496","0.000","0.000","0.000","17.377"
"0","P","Sean Rayhall","1","1:38.572","1:17:32.155","Green","Track","2.622","0.000","0.000","29.119","20.479","15.518","8.369","0.000","0.000","0.000","0.000"
"5","P","Christian Fittipaldi","1","1:35.069","1:17:50.581","Green","Track","2.630","0.000","0.000","27.561","20.387","15.469","8.613","0.000","0.000","0.000","0.000"
"31","P","Dane Cameron","2","1:22.340","1:18:01.476","Green","Track","1.639","0.467","4.053","24.699","18.846","14.238","8.136","0.000","0.000","0.000","142.106"
"10","P","Ricky Taylor","2","1:22.641","1:18:07.315","Green","Track","1.628","0.465","4.027","25.066","18.845","14.241","8.171","0.000","0.000","0.000","142.717"
"90","P","Ryan Dalziel","2","1:23.683","1:18:13.643","Green","Track","1.638","0.471","3.994","25.498","19.309","14.412","8.128","0.000","0.000","0.000","140.899"
"60","P","John Pew","2","1:28.418","1:18:28.208","Green","Track","1.654","0.472","4.736","27.037","20.091","15.220","8.585","0.000","0.000","0.000","140.601"
"55","P","Tristan Nunez","2","1:21.912","1:18:36.129","Green","Track","1.609","0.463","4.129","24.999","18.553","14.095","8.003","10.061","0.000","0.000","143.334"
"70","P","Tom Long","2","1:22.862","1:18:39.400","Green","Track","1.612","0.463","4.066","25.295","19.123","13.992","7.916","10.395","0.000","0.000","143.334"
"0","P","Sean Rayhall","2","1:21.293","1:18:53.448","Green","Track","1.588","0.452","3.914","24.735","18.645","13.868","8.126","0.000","0.000","0.000","146.822"
"5","P","Christian Fittipaldi","2","1:23.571","1:19:14.152","Green","Track","1.636","0.470","4.183","25.499","18.933","14.576","8.066","0.000","0.000","0.000","141.199"
"31","P","Dane Cameron","3","1:21.107","1:19:22.583","Green","Track","1.617","0.470","3.852","24.352","18.580","14.098","7.912","10.226","0.000","0.000","141.199"
"10","P","Ricky Taylor","3","1:20.567","1:19:27.882","Green","Track","1.612","0.463","3.861","24.348","18.229","13.967","7.886","10.201","0.000","0.000","143.334"
"90","P","Ryan Dalziel","3","1:21.475","1:19:35.118","Green","Track","1.630","0.469","3.844","24.706","18.725","14.017","7.905","0.000","0.000","0.000","141.500"
"60","P","John Pew","3","1:24.849","1:19:53.057","Green","Track","1.616","0.462","4.122","25.159","20.001","14.823","8.145","0.000","0.000","0.000","143.644"
"70","P","Tom Long","3","1:20.737","1:20:00.137","Green","Track","1.597","0.460","3.944","24.698","18.464","13.709","7.758","0.000","0.000","0.000","144.269"
"55","P","Tristan Nunez","3","1:26.230","1:20:02.359","Green","Track","1.592","0.459","3.811","30.425","18.505","13.487","7.873","0.000","0.000","0.000","144.583"
"0","P","Sean Rayhall","3","1:20.329","1:20:13.777","Green","Track","1.556","0.452","3.714","24.203","18.483","14.048","7.848","10.025","0.000","0.000","146.822"
"5","P","Christian Fittipaldi","3","1:21.192","1:20:35.344","Green","Track","1.620","0.465","3.821","24.347","18.386","14.444","7.880","10.229","0.000","0.000","142.717"
"31","P","Dane Cameron","4","1:19.971","1:20:42.554","Green","Track","1.619","0.465","3.769","23.871","18.262","13.851","7.896","0.000","0.000","0.000","142.717"
"10","P","Ricky Taylor","4","1:19.820","1:20:47.702","Green","Track","1.626","0.465","3.773","24.088","18.165","13.830","7.804","10.069","0.000","0.000","142.717"
"90","P","Ryan Dalziel","4","1:20.909","1:20:56.027","Green","Track","1.631","0.467","3.811","24.276","18.677","13.855","7.956","0.000","0.000","0.000","142.106"
"60","P","John Pew","4","1:22.108","1:21:15.165","Green","Track","1.622","0.465","3.996","24.468","18.873","14.282","8.035","0.000","0.000","0.000","142.717"
"70","P","Tom Long","4","1:19.566","1:21:19.703","Green","Track","1.590","0.458","3.854","24.069","18.072","13.646","7.774","10.103","0.000","0.000","144.899"
"55","P","Tristan Nunez","4","1:18.800","1:21:21.159","Green","Track","1.584","0.458","3.810","23.781","17.878","13.444","7.769","10.076","0.000","0.000","144.899"
"0","P","Sean Rayhall","4","1:19.518","1:21:33.295","Green","Track","1.545","0.447","3.661","24.200","18.168","13.721","7.763","0.000","0.000","0.000","148.465"
"5","P","Christian Fittipaldi","4","1:20.046","1:21:55.390","Green","Track","1.620","0.462","3.845","24.060","18.281","13.742","7.812","0.000","0.000","0.000","143.644"
"31","P","Dane Cameron","5","1:19.431","1:22:01.985","Green","Track","1.613","0.465","3.768","23.672","18.135","13.821","7.845","0.000","0.000","0.000","142.717"
"10","P","Ricky Taylor","5","1:19.572","1:22:07.274","Green","Track","1.616","0.464","3.771","24.058","18.160","13.588","7.799","0.000","0.000","0.000","143.025"
"90","P","Ryan Dalziel","5","1:20.186","1:22:16.213","Green","Track","1.630","0.468","3.778","24.159","18.378","13.754","7.902","0.000","0.000","0.000","141.803"
"60","P","John Pew","5","1:21.388","1:22:36.553","Green","Track","1.609","0.460","3.853","24.207","18.567","14.193","8.125","0.000","0.000","0.000","144.269"
"70","P","Tom Long","5","1:19.104","1:22:38.807","Green","Track","1.591","0.460","3.881","23.940","17.972","13.477","7.709","0.000","0.000","0.000","144.269"
"55","P","Tristan Nunez","5","1:18.680","1:22:39.839","Green","Track","1.586","0.461","3.729","23.826","18.075","13.237","7.735","10.031","0.000","0.000","143.956"
"0","P","Sean Rayhall","5","1:19.301","1:22:52.596","Green","Track","1.548","0.450","3.642","23.982","18.124","13.681","7.884","0.000","0.000","0.000","147.475"
"5","P","Christian Fittipaldi","5","1:19.385","1:23:14.775","Green","Track","1.609","0.465","3.735","23.874","18.054","13.684","7.721","10.243","0.000","0.000","142.717"
"31","P","Dane Cameron","6","1:19.437","1:23:21.422","Green","Track","1.610","0.462","3.722","23.869","18.018","13.747","7.839","0.000","0.000","0.000","143.644"
"10","P","Ricky Taylor","6","1:19.119","1:23:26.393","Green","Track","1.615","0.464","3.749","23.905","17.998","13.542","7.752","0.000","0.000","0.000","143.025"
"90","P","Ryan Dalziel","6","1:19.753","1:23:35.966","Green","Track","1.621","0.466","3.739","24.109","18.162","13.644","7.786","0.000","0.000","0.000","142.411"
"60","P","John Pew","6","1:21.410","1:23:57.963","Green","Track","1.609","0.463","3.882","24.242","18.456","14.185","8.057","0.000","0.000","0.000","143.334"
"70","P","Tom Long","6","1:19.356","1:23:58.163","Green","Track","1.591","0.459","3.839","23.851","18.111","13.649","7.719","10.137","0.000","0.000","144.583"
"55","P","Tristan Nunez","6","1:21.418","1:24:01.257","Green","Track","1.585","0.457","3.737","23.634","17.865","13.522","7.909","12.709","0.000","0.000","145.216"
"0","P","Sean Rayhall","6","1:22.243","1:24:14.839","Green","Track","1.546","0.446","3.662","23.893","19.149","15.431","8.121","9.995","0.000","0.000","148.797"
"5","P","Christian Fittipaldi","6","1:19.214","1:24:33.989","Green","Track","1.614","0.462","3.700","23.863","18.058","13.550","7.741","0.000","0.000","0.000","143.644"
"31","P","Dane Cameron","7","1:19.186","1:24:40.608","Green","Track","1.607","0.464","3.722","23.790","18.000","13.570","7.800","10.233","0.000","0.000","143.025"
"10","P","Ricky Taylor","7","1:19.289","1:24:45.682","Green","Track","1.616","0.463","3.753","24.043","17.919","13.601","7.772","10.122","0.000","0.000","143.334"
"90","P","Ryan Dalziel","7","1:21.149","1:24:57.115","Green","Track","1.617","0.468","3.752","23.975","18.465","13.975","8.525","0.000","0.000","0.000","141.803"
"70","P","Tom Long","7","1:18.911","1:25:17.074","Green","Track","1.596","0.459","3.739","24.027","18.097","13.374","7.666","0.000","0.000","0.000","144.583"
"60","P","John Pew","7","1:21.869","1:25:19.832","Green","Track","1.629","0.466","3.987","24.739","18.447","14.118","8.069","0.000","0.000","0.000","142.411"
"55","P","Tristan Nunez","7","1:24.597","1:25:25.854","Green","Track","3.089","0.862","5.062","25.082","19.233","13.598","7.685","0.000","0.000","0.000","76.988"
"5","P","Christian Fittipaldi","7","1:19.485","1:25:53.474","Green","Track","1.613","0.462","3.692","23.864","18.133","13.611","7.783","0.000","0.000","0.000","143.644"
"31","P","Dane Cameron","8","1:19.072","1:25:59.680","Green","Track","1.613","0.460","3.717","23.714","17.903","13.563","7.815","10.287","0.000","0.000","144.269"
"10","P","Ricky Taylor","8","1:19.519","1:26:05.201","Green","Track","1.616","0.462","3.756","23.907","18.219","13.620","7.734","0.000","0.000","0.000","143.644"
"90","P","Ryan Dalziel","8","1:19.865","1:26:16.980","Green","Track","1.622","0.460","3.779","24.063","18.354","13.660","7.784","0.000","0.000","0.000","144.269"
"70","P","Tom Long","8","1:18.534","1:26:35.608","Green","Track","1.591","0.462","3.767","23.748","18.036","13.340","7.595","0.000","0.000","0.000","143.644"
"60","P","John Pew","8","1:21.411","1:26:41.243","Green","Track","1.610","0.462","3.869","24.314","18.401","14.007","8.148","0.000","0.000","0.000","143.644"
"55","P","Tristan Nunez","8","1:18.143","1:26:43.997","Green","Track","1.585","0.459","3.719","23.708","17.819","13.122","7.640","0.000","0.000","0.000","144.583"
"5","P","Christian Fittipaldi","8","1:19.507","1:27:12.981","Green","Track","1.615","0.468","3.733","23.820","18.064","13.600","7.686","0.000","0.000","0.000","141.803"
"31","P","Dane Cameron","9","1:19.324","1:27:19.004","Green","Track","1.609","0.466","3.725","23.815","18.039","13.622","7.803","0.000","0.000","0.000","142.411"
"10","P","Ricky Taylor","9","1:23.812","1:27:29.013","Green","Track","1.618","0.464","3.768","24.070","18.848","15.786","8.893","0.000","0.000","0.000","143.025"
"90","P","Ryan Dalziel","9","1:19.652","1:27:36.632","Green","Track","1.628","0.462","3.723","24.061","18.171","13.723","7.701","10.183","0.000","0.000","143.644"
"70","P","Tom Long","9","1:18.379","1:27:53.987","Green","Track","1.595","0.461","3.740","23.720","17.814","13.364","7.594","0.000","0.000","0.000","143.956"
"60","P","John Pew","9","1:21.134","1:28:02.377","Green","Track","1.612","0.461","3.834","24.304","18.399","13.942","8.079","0.000","0.000","0.000","143.956"
"55","P","Tristan Nunez","9","1:18.679","1:28:02.676","Green","Track","1.588","0.459","3.708","23.627","17.877","13.411","7.823","10.186","0.000","0.000","144.583"
"5","P","Christian Fittipaldi","9","1:23.890","1:28:36.871","Green","Track","1.626","0.471","3.838","26.439","19.335","13.963","7.853","0.000","0.000","0.000","140.899"
"90","P","Ryan Dalziel","10","1:22.716","1:28:59.348","Green","Track","1.630","0.464","3.782","24.245","18.401","14.212","9.457","0.000","0.000","0.000","143.025"
"70","P","Tom Long","10","1:18.415","1:29:12.402","Green","Track","1.599","0.461","3.758","23.774","17.946","13.341","7.519","0.000","0.000","0.000","143.956"
"60","P","John Pew","10","1:20.881","1:29:23.258","Green","Track","1.624","0.463","3.865","24.289","18.394","13.833","8.000","0.000","0.000","0.000","143.334"
"55","P","Tristan Nunez","10","1:27.728","1:29:30.404","Green","Track","1.592","0.455","3.861","29.911","20.607","13.372","7.680","10.250","0.000","0.000","145.854"
"5","P","Christian Fittipaldi","10","1:19.574","1:29:56.445","Green","Track","1.621","0.464","3.713","24.054","18.059","13.625","7.756","0.000","0.000","0.000","143.025"
"60","P","John Pew","11","1:20.881","1:30:44.139","Finish","Track","1.617","0.462","3.809","24.239","18.326","13.986","7.940","0.000","0.000","0.000","143.644"
