"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPO"
"540","GTD","Nicky Catsburg","2","1:33.782","3:57.628","Green","Track","1.768","0.504","4.781","28.153","21.906","16.044","9.412","11.214","131.674"
"52","PC","Tom Kimber-Smith","2","1:33.463","3:57.873","Green","Track","1.673","0.484","5.071","28.369","21.544","16.141","9.280","10.901","137.115"
"23","GTD","Alex Riberas","2","1:33.801","4:00.558","Green","Track","1.802","0.510","4.657","28.852","21.468","15.917","9.515","11.080","130.125"
"22","GTD","Leh Keen","2","1:35.887","4:04.222","Green","Track","1.821","0.517","4.749","28.533","21.269","16.971","10.907","11.120","128.363"
"8","PC","Renger van der Zande","2","1:27.801","4:11.396","Green","Track","1.659","0.471","4.271","26.778","20.591","14.881","8.567","10.583","140.899"
"96","GTD","Jens Klingmann","2","1:37.622","4:19.703","Green","Track","5.174","0.926","6.443","27.660","21.451","15.673","9.161","11.134","71.667"
"27","GTD","Cedric Sbirrazzuoli","2","1:41.808","4:19.863","Green","Track","1.925","0.567","5.594","31.559","23.025","17.456","9.839","11.843","117.043"
"48","GTD","Bryan Sellers","1","3:53.109","4:28.594","Green","Pit","2.405","0.000","0.000","33.042","24.112","18.276","12.433","127.842","0.000"
"88","PC","Ashley Freiberg","1","3:47.994","4:32.353","Green","Pit","5.714","1.122","9.688","34.177","24.938","20.502","13.463","118.390","59.148"
"33","GTD","Jeroen Bleekemolen","1","4:05.298","4:37.994","Green","Pit","5.815","1.130","9.630","32.839","23.886","18.086","12.635","141.277","58.729"
"54","PC","Jonathan Bennett","1","4:12.781","4:43.061","Green","Pit","2.450","5.264","8.947","32.741","24.416","18.304","12.191","148.468","12.607"
"73","GTD","Jorg Bergmeister","1","1:28.639","4:51.370","Green","Track","1.749","0.502","4.840","26.762","20.325","14.634","9.023","10.804","132.198"
"6","GTD","Robin Liddell","1","1:28.768","4:57.803","Green","Track","1.775","0.506","4.126","27.013","20.653","15.039","8.816","10.840","131.153"
"11","GTD","Townsend Bell","3","1:30.172","5:01.700","Green","Track","1.761","0.503","4.283","27.022","20.947","15.648","8.992","11.016","131.936"
"9","GTD","Lawson Aschenbach","1","4:31.239","5:08.071","Green","Pit","2.422","0.000","0.000","32.219","24.279","18.427","13.604","165.540","0.000"
"97","GTD","Markus Palttala","1","1:53.141","5:23.993","Green","Track","5.243","1.038","8.858","33.229","25.127","17.564","10.344","11.738","63.934"
"38","PC","James French","1","1:41.321","5:25.026","Green","Track","2.498","3.790","7.398","29.709","21.773","16.095","9.247","10.811","17.510"
"44","GTD","Andy Lally","3","1:31.480","5:26.195","Green","Track","1.833","0.518","4.238","27.770","21.310","15.508","9.308","10.995","128.115"
"85","PC","Misha Goikhberg","3","1:30.005","5:26.850","Green","Track","1.661","0.472","4.801","26.978","20.761","15.353","9.365","10.614","140.601"
"52","PC","Tom Kimber-Smith","3","1:29.706","5:27.579","Green","Track","1.656","0.486","4.867","26.710","20.896","15.349","9.223","10.519","136.551"
"540","GTD","Nicky Catsburg","3","1:32.568","5:30.196","Green","Track","1.750","0.499","4.557","26.942","20.774","15.370","11.557","11.119","132.993"
"23","GTD","Alex Riberas","3","1:30.884","5:31.442","Green","Track","1.769","0.505","4.358","27.593","20.795","15.547","9.356","10.961","131.413"
"22","GTD","Leh Keen","3","1:27.833","5:32.055","Green","Track","1.755","0.501","4.184","26.601","20.527","14.689","8.774","10.802","132.462"
"8","PC","Renger van der Zande","3","1:23.370","5:34.766","Green","Track","1.659","0.472","4.005","25.337","19.358","14.058","8.228","10.253","140.601"
"96","GTD","Jens Klingmann","3","1:28.910","5:48.613","Green","Track","1.725","0.494","4.301","26.740","20.762","14.985","8.902","11.001","134.339"
"27","GTD","Cedric Sbirrazzuoli","3","1:33.220","5:53.083","Green","Track","2.008","0.565","4.768","27.996","21.734","15.753","9.226","11.170","117.458"
"48","GTD","Bryan Sellers","1","1:41.259","6:09.853","Green","Track","5.042","0.818","6.422","29.567","22.303","16.539","9.326","11.242","81.129"
"20","PC","Johnny Mowlem","1","5:29.329","6:13.214","Green","Pit","5.236","1.242","8.821","31.589","23.896","18.830","13.246","226.469","53.433"
"33","GTD","Jeroen Bleekemolen","1","1:41.390","6:19.384","Green","Track","2.439","3.910","6.884","28.746","21.679","17.113","9.380","11.239","16.973"
"88","PC","Ashley Freiberg","2","1:48.797","6:21.150","Green","Track","5.385","1.040","8.299","31.256","22.425","17.794","10.628","11.970","63.811"
"54","PC","Jonathan Bennett","1","1:38.759","6:21.820","Green","Track","2.447","0.000","0.000","28.456","21.041","15.707","9.272","10.784","0.000"
"6","GTD","Robin Liddell","1","1:27.535","6:25.338","Green","Track","1.772","0.505","4.040","26.521","20.490","14.682","8.687","10.838","131.413"
"11","GTD","Townsend Bell","4","1:28.997","6:30.697","Green","Track","1.756","0.502","4.164","26.659","20.628","15.527","8.849","10.912","132.198"
"16","GTD","Spencer Pumpelly","2","3:35.453","6:39.221","Green","Pit","1.782","0.506","4.662","28.667","21.872","16.248","11.376","130.340","131.153"
"9","GTD","Lawson Aschenbach","1","1:44.550","6:52.621","Green","Track","2.420","0.000","0.000","30.576","22.448","17.179","9.784","11.435","0.000"
"38","PC","James French","1","1:28.558","6:53.584","Green","Track","1.640","0.477","4.955","26.440","20.536","15.279","8.713","10.518","139.127"
"52","PC","Tom Kimber-Smith","4","1:27.666","6:55.245","Green","Track","1.650","0.469","4.412","26.137","20.419","14.936","9.165","10.478","141.500"
"44","GTD","Andy Lally","4","1:29.164","6:55.359","Green","Track","1.763","0.502","4.228","26.872","20.674","15.248","8.975","10.902","132.198"
"85","PC","Misha Goikhberg","4","1:29.315","6:56.165","Green","Track","1.642","0.466","4.600","26.354","21.404","15.306","8.988","10.555","142.411"
"540","GTD","Nicky Catsburg","4","1:27.530","6:57.726","Green","Track","1.757","0.501","4.262","26.315","20.273","14.791","8.742","10.889","132.462"
"8","PC","Renger van der Zande","4","1:23.516","6:58.282","Green","Track","1.643","0.468","3.905","24.858","19.807","14.125","8.264","10.446","141.803"
"22","GTD","Leh Keen","4","1:31.921","7:03.976","Green","Track","1.746","0.498","4.040","26.999","20.503","15.230","11.745","11.160","133.260"
"97","GTD","Markus Palttala","1","1:42.407","7:06.400","Green","Track","1.784","0.558","5.864","31.866","23.662","17.207","9.933","11.533","118.931"
"23","GTD","Alex Riberas","4","1:39.772","7:11.214","Green","Track","1.873","0.592","5.415","31.073","21.479","17.807","10.634","10.899","112.101"
"73","GTD","Jorg Bergmeister","1","2:19.751","7:11.121","Green","Pit","1.748","0.497","4.193","26.265","20.155","14.947","12.019","59.927","133.528"
"96","GTD","Jens Klingmann","4","1:27.346","7:15.959","Green","Track","1.738","0.497","4.045","26.307","20.329","14.785","8.726","10.919","133.528"
"27","GTD","Cedric Sbirrazzuoli","4","1:29.827","7:22.910","Green","Track","1.783","0.511","4.213","27.195","20.773","15.145","9.091","11.116","129.870"
"48","GTD","Bryan Sellers","1","1:30.208","7:40.061","Green","Track","1.767","0.504","4.237","27.108","21.045","15.433","9.042","11.072","131.674"
"80","GTD","Dan Knox","2","4:36.683","7:45.290","Green","Pit","1.892","0.573","5.957","30.925","23.766","18.200","14.148","181.222","115.818"
"33","GTD","Jeroen Bleekemolen","1","1:28.304","7:47.688","Green","Track","1.751","0.501","4.171","26.863","20.362","15.069","8.831","10.756","132.462"
"54","PC","Jonathan Bennett","1","1:27.189","7:49.009","Green","Track","1.630","0.466","4.264","26.686","19.919","14.908","8.596","10.720","142.411"
"6","GTD","Robin Liddell","1","1:30.237","7:55.575","Green","Track","1.772","0.504","4.053","26.434","20.462","16.454","9.538","11.020","131.674"
"88","PC","Ashley Freiberg","3","1:36.279","7:57.429","Green","Track","1.709","0.505","5.026","28.349","21.634","17.925","10.060","11.071","131.413"
"11","GTD","Townsend Bell","5","1:27.987","7:58.684","Green","Track","1.759","0.501","4.077","26.359","20.372","15.153","8.821","10.945","132.462"
"16","GTD","Spencer Pumpelly","3","1:35.631","8:14.852","Green","Track","5.152","0.824","5.842","27.582","20.911","15.392","9.009","10.919","80.538"
"38","PC","James French","1","1:26.028","8:19.612","Green","Track","1.639","0.469","4.414","25.966","20.055","14.720","8.458","10.307","141.500"
"52","PC","Tom Kimber-Smith","5","1:24.891","8:20.136","Green","Track","1.654","0.471","4.191","25.603","19.473","14.536","8.521","10.442","140.899"
"85","PC","Misha Goikhberg","5","1:28.424","8:24.589","Green","Track","1.638","0.465","4.315","26.229","20.597","15.590","9.079","10.511","142.717"
"8","PC","Renger van der Zande","5","1:27.123","8:25.405","Green","Track","1.643","0.466","4.044","25.595","19.608","15.517","9.350","10.900","142.411"
"9","GTD","Lawson Aschenbach","1","1:34.003","8:26.624","Green","Track","1.805","0.510","4.416","28.144","21.453","15.938","10.342","11.395","130.125"
"540","GTD","Nicky Catsburg","5","1:33.011","8:30.737","Green","Track","1.747","0.496","4.094","26.066","21.989","15.836","11.938","10.845","133.798"
"44","GTD","Andy Lally","5","1:37.428","8:32.787","Green","Track","1.780","0.504","4.217","26.916","23.570","16.745","11.627","12.069","131.674"
"007","GTD","James Davison","2","6:40.867","8:36.712","Green","Pit","1.777","0.503","4.317","28.022","21.016","15.807","10.931","318.494","131.936"
"23","GTD","Alex Riberas","5","1:27.562","8:38.776","Green","Track","1.750","0.499","4.187","26.403","20.181","14.919","8.743","10.880","132.993"
"97","GTD","Markus Palttala","1","1:35.481","8:41.881","Green","Track","1.745","0.505","5.058","29.192","22.414","16.308","9.222","11.037","131.413"
"96","GTD","Jens Klingmann","5","1:27.150","8:43.109","Green","Track","1.729","0.494","4.081","26.230","20.204","14.841","8.635","10.936","134.339"
"73","GTD","Jorg Bergmeister","1","1:37.350","8:48.471","Green","Track","2.428","3.295","6.167","28.583","21.434","15.537","8.922","10.984","20.141"
"27","GTD","Cedric Sbirrazzuoli","5","1:28.389","8:51.299","Green","Track","1.777","0.508","4.057","26.738","20.598","14.860","8.864","10.987","130.637"
"48","GTD","Bryan Sellers","1","1:28.399","9:08.460","Green","Track","1.762","0.501","4.110","26.631","20.567","15.012","8.850","10.966","132.462"
"54","PC","Jonathan Bennett","1","1:25.526","9:14.535","Green","Track","1.631","0.467","3.936","25.540","19.708","14.791","8.669","10.784","142.106"
"33","GTD","Jeroen Bleekemolen","4","1:27.630","9:15.318","Green","Track","1.734","0.496","4.050","26.034","20.082","14.808","8.730","11.696","133.798"
"6","GTD","Robin Liddell","1","1:27.197","9:22.772","Green","Track","1.773","0.504","4.056","26.321","20.262","14.794","8.565","10.922","131.674"
"88","PC","Ashley Freiberg","1","1:31.912","9:29.341","Green","Track","1.653","0.472","4.521","27.932","20.888","16.363","9.323","10.760","140.601"
"80","GTD","Dan Knox","3","1:49.015","9:34.305","Green","Track","5.676","1.043","8.706","32.108","22.750","17.384","9.949","11.399","63.628"
"16","GTD","Spencer Pumpelly","4","1:28.594","9:43.446","Green","Track","1.750","0.498","4.125","26.673","20.766","14.964","8.889","10.929","133.260"
"38","PC","James French","1","1:24.226","9:43.838","Green","Track","1.629","0.467","4.188","25.170","19.556","14.546","8.375","10.295","142.106"
"52","PC","Tom Kimber-Smith","6","1:27.417","9:47.553","Green","Track","1.652","0.470","4.045","25.108","19.966","17.103","8.526","10.547","141.199"
"8","PC","Renger van der Zande","6","1:25.454","9:50.859","Green","Track","1.677","0.474","3.899","25.413","19.592","14.264","9.458","10.677","140.008"
"85","PC","Misha Goikhberg","6","1:26.572","9:51.161","Green","Track","1.640","0.469","4.153","25.724","19.694","15.059","9.106","10.727","141.500"
"9","GTD","Lawson Aschenbach","1","1:30.011","9:56.635","Green","Track","1.785","0.506","4.218","27.094","20.916","15.239","9.028","11.225","131.153"
"540","GTD","Nicky Catsburg","6","1:26.526","9:57.263","Green","Track","1.739","0.498","4.154","26.097","20.071","14.517","8.634","10.816","133.260"
"44","GTD","Andy Lally","6","1:27.632","10:00.419","Green","Track","1.761","0.503","4.092","26.499","20.419","14.797","8.671","10.890","131.936"
"23","GTD","Alex Riberas","6","1:26.347","10:05.123","Green","Track","1.755","0.500","4.103","26.118","19.983","14.462","8.625","10.801","132.727"
"96","GTD","Jens Klingmann","6","1:26.935","10:10.044","Green","Track","1.725","0.493","4.006","26.222","20.168","14.749","8.626","10.946","134.612"
"73","GTD","Jorg Bergmeister","1","1:27.034","10:15.505","Green","Track","1.741","0.495","4.150","26.366","20.231","14.672","8.653","10.726","134.068"
"27","GTD","Cedric Sbirrazzuoli","6","1:28.803","10:20.102","Green","Track","1.776","0.508","4.142","26.720","20.809","14.928","8.917","11.003","130.637"
"97","GTD","Markus Palttala","1","1:50.938","10:32.819","Green","Pit","1.741","0.497","4.329","29.702","21.810","17.385","12.991","22.483","133.528"
"48","GTD","Bryan Sellers","1","1:27.678","10:36.138","Green","Track","1.756","0.500","4.073","26.479","20.304","14.861","8.737","10.968","132.727"
"54","PC","Jonathan Bennett","1","1:23.313","10:37.848","Green","Track","1.628","0.468","4.010","24.788","19.398","14.290","8.416","10.315","141.803"
"33","GTD","Jeroen Bleekemolen","1","1:26.506","10:41.824","Green","Track","1.728","0.495","4.068","26.173","20.026","14.590","8.646","10.780","134.068"
"6","GTD","Robin Liddell","1","1:27.215","10:49.987","Green","Track","1.782","0.504","4.025","26.385","20.342","14.612","8.631","10.934","131.674"
"88","PC","Ashley Freiberg","1","1:29.017","10:58.358","Green","Track","1.639","0.469","4.465","26.684","20.129","15.850","9.040","10.741","141.500"
"80","GTD","Dan Knox","4","1:35.973","11:10.278","Green","Track","1.756","0.520","5.084","28.763","22.094","17.052","9.435","11.269","127.622"
"38","PC","James French","1","1:26.816","11:10.654","Green","Track","1.621","0.465","4.124","27.405","19.692","14.634","8.415","10.460","142.717"
"52","PC","Tom Kimber-Smith","7","1:23.512","11:11.065","Green","Track","1.649","0.468","4.055","25.297","19.228","14.141","8.252","10.422","141.803"
"8","PC","Renger van der Zande","7","1:22.954","11:13.813","Green","Track","1.636","0.464","3.819","25.096","19.555","13.852","7.995","10.537","143.025"
"16","GTD","Spencer Pumpelly","5","1:30.894","11:14.340","Green","Track","1.745","0.496","4.328","28.248","20.915","14.860","9.201","11.101","133.798"
"85","PC","Misha Goikhberg","7","1:24.720","11:15.881","Green","Track","1.626","0.463","3.972","25.260","19.572","14.811","8.600","10.416","143.334"
"540","GTD","Nicky Catsburg","7","1:26.924","11:24.187","Green","Track","1.739","0.497","4.095","26.637","20.002","14.590","8.577","10.787","133.528"
"9","GTD","Lawson Aschenbach","1","1:30.584","11:27.219","Green","Track","1.794","0.507","4.224","27.405","21.381","15.257","8.951","11.065","130.895"
"23","GTD","Alex Riberas","7","1:25.976","11:31.099","Green","Track","1.739","0.499","4.092","26.026","19.869","14.392","8.614","10.745","132.993"
"96","GTD","Jens Klingmann","7","1:26.997","11:37.041","Green","Track","1.731","0.494","4.032","26.362","20.119","14.657","8.645","10.957","134.339"
"73","GTD","Jorg Bergmeister","1","1:25.938","11:41.443","Green","Track","1.735","0.495","4.051","25.931","19.923","14.479","8.584","10.740","134.068"
"27","GTD","Cedric Sbirrazzuoli","7","1:28.224","11:48.326","Green","Track","1.776","0.508","4.054","26.642","20.407","14.851","8.968","11.018","130.637"
"54","PC","Jonathan Bennett","1","1:22.854","12:00.702","Green","Track","1.630","0.467","3.952","24.855","19.176","14.151","8.312","10.311","142.106"
"97","GTD","Markus Palttala","1","1:38.838","12:11.657","Green","Track","2.461","3.518","7.041","29.695","20.917","15.382","8.931","10.893","18.864"
"6","GTD","Robin Liddell","1","1:26.762","12:16.749","Green","Track","1.783","0.504","4.027","26.267","20.158","14.600","8.528","10.895","131.674"
"88","PC","Ashley Freiberg","1","1:28.292","12:26.650","Green","Track","1.641","0.469","4.404","26.277","20.139","15.578","9.152","10.632","141.500"
"52","PC","Tom Kimber-Smith","8","1:24.218","12:35.283","Green","Track","1.644","0.468","4.116","25.006","19.261","14.352","9.013","10.358","141.803"
"8","PC","Renger van der Zande","8","1:23.274","12:37.087","Green","Track","1.650","0.468","3.895","25.872","19.054","13.901","8.046","10.388","141.803"
"85","PC","Misha Goikhberg","8","1:25.761","12:41.642","Green","Track","1.638","0.466","3.936","25.271","20.532","14.853","8.654","10.411","142.411"
"16","GTD","Spencer Pumpelly","6","1:29.382","12:43.722","Green","Track","1.745","0.498","4.055","26.198","22.110","15.028","8.935","10.813","133.260"
"80","GTD","Dan Knox","5","1:34.336","12:44.614","Green","Track","1.758","0.523","5.390","28.056","21.355","16.493","9.669","11.092","126.890"
"540","GTD","Nicky Catsburg","8","1:26.581","12:50.768","Green","Track","1.736","0.496","4.062","26.424","19.979","14.587","8.574","10.723","133.798"
"9","GTD","Lawson Aschenbach","1","1:28.133","12:55.352","Green","Track","1.781","0.504","4.177","26.427","20.474","15.071","8.775","10.924","131.674"
"23","GTD","Alex Riberas","8","1:25.560","12:56.659","Green","Track","1.741","0.497","4.069","25.886","19.773","14.257","8.545","10.792","133.528"
"007","GTD","James Davison","3","4:20.703","12:57.415","Green","Pit","5.167","0.798","5.865","28.979","21.118","15.840","11.153","171.783","83.162"
"96","GTD","Jens Klingmann","8","1:26.515","13:03.556","Green","Track","1.735","0.496","3.985","26.146","20.011","14.631","8.552","10.959","133.798"
"27","GTD","Cedric Sbirrazzuoli","8","1:28.023","13:16.349","Green","Track","1.776","0.510","4.058","26.572","20.472","14.746","8.905","10.984","130.125"
"54","PC","Jonathan Bennett","1","1:21.977","13:22.679","Green","Track","1.637","0.462","3.850","24.529","18.863","14.146","8.260","10.230","143.644"
"97","GTD","Markus Palttala","1","1:27.284","13:38.941","Green","Track","1.751","0.502","4.129","26.113","20.377","14.772","8.727","10.913","132.198"
"6","GTD","Robin Liddell","1","1:26.657","13:43.406","Green","Track","1.773","0.502","4.023","26.097","20.214","14.535","8.615","10.898","132.198"
"88","PC","Ashley Freiberg","1","1:27.342","13:53.992","Green","Track","1.637","0.467","4.363","26.037","19.791","15.441","8.975","10.631","142.106"
"52","PC","Tom Kimber-Smith","9","1:21.715","13:56.998","Green","Track","1.662","0.471","3.977","24.737","18.818","13.819","7.965","10.266","140.899"
"73","GTD","Jorg Bergmeister","7","2:15.582","13:57.025","Green","Pit","1.735","0.494","4.461","27.322","20.604","15.418","10.655","54.893","134.339"
"8","PC","Renger van der Zande","9","1:21.601","13:58.688","Green","Track","1.645","0.467","3.794","24.602","18.654","13.569","7.961","10.909","142.106"
"85","PC","Misha Goikhberg","9","1:24.185","14:05.827","Green","Track","1.641","0.469","4.005","25.289","19.402","14.249","8.612","10.518","141.500"
"16","GTD","Spencer Pumpelly","7","1:26.669","14:10.391","Green","Track","1.747","0.497","4.073","26.416","20.065","14.486","8.606","10.779","133.528"
"44","GTD","Andy Lally","7","4:10.949","14:11.368","Green","Pit","1.765","0.504","3.980","26.301","20.475","15.221","10.203","172.500","131.674"
"80","GTD","Dan Knox","6","1:31.700","14:16.314","Green","Track","1.750","0.498","4.489","27.532","21.192","16.048","9.209","10.982","133.260"
"540","GTD","Nicky Catsburg","9","1:29.451","14:20.219","Green","Track","1.734","0.496","4.118","26.531","20.041","15.824","9.886","10.821","133.798"
"9","GTD","Lawson Aschenbach","1","1:27.433","14:22.785","Green","Track","1.775","0.502","4.035","26.267","20.283","14.931","8.756","10.884","132.198"
"007","GTD","James Davison","4","1:37.331","14:34.746","Green","Track","5.130","0.793","5.633","28.682","21.013","15.513","9.434","11.133","83.687"
"33","GTD","Jeroen Bleekemolen","6","3:52.900","14:34.724","Green","Pit","1.733","0.495","4.072","26.281","20.029","15.090","10.520","154.680","134.068"
"54","PC","Jonathan Bennett","1","1:22.975","14:45.654","Green","Track","1.634","0.465","3.867","24.663","19.002","14.064","9.046","10.234","142.717"
"48","GTD","Bryan Sellers","1","4:11.028","14:47.166","Green","Pit","1.757","0.501","4.067","26.377","20.883","15.618","10.467","171.358","132.462"
"97","GTD","Markus Palttala","1","1:26.706","15:05.647","Green","Track","1.749","0.501","4.036","26.002","20.128","14.731","8.639","10.920","132.462"
"52","PC","Tom Kimber-Smith","10","1:22.384","15:19.382","Green","Track","1.653","0.471","3.872","24.568","18.829","14.657","8.058","10.276","140.899"
"88","PC","Ashley Freiberg","1","1:26.694","15:20.686","Green","Track","1.638","0.469","4.336","25.863","19.666","15.483","8.808","10.431","141.500"
"85","PC","Misha Goikhberg","10","1:24.787","15:30.614","Green","Track","1.647","0.469","3.940","25.909","19.238","14.339","8.718","10.527","141.500"
"73","GTD","Jorg Bergmeister","1","1:38.558","15:35.583","Green","Track","2.449","3.550","6.381","28.728","21.579","15.897","9.048","10.926","18.694"
"16","GTD","Spencer Pumpelly","8","1:26.490","15:36.881","Green","Track","1.755","0.498","4.064","26.104","20.123","14.394","8.772","10.780","133.260"
"44","GTD","Andy Lally","8","1:34.684","15:46.052","Green","Track","2.378","0.000","0.000","27.842","20.910","14.643","8.696","10.963","0.000"
"80","GTD","Dan Knox","7","1:32.385","15:48.699","Green","Track","1.748","0.500","4.395","27.265","21.876","15.726","9.916","10.959","132.727"
"9","GTD","Lawson Aschenbach","1","1:27.614","15:50.399","Green","Track","1.775","0.502","4.013","26.251","20.512","14.743","8.783","11.035","132.198"
"54","PC","Jonathan Bennett","1","1:22.383","16:08.037","Green","Track","1.624","0.465","3.886","24.391","19.226","14.283","8.222","10.286","142.717"
"33","GTD","Jeroen Bleekemolen","1","1:35.253","16:09.977","Green","Track","5.472","0.933","6.298","27.055","20.320","15.647","8.760","10.768","71.129"
"48","GTD","Bryan Sellers","1","1:33.758","16:20.924","Green","Track","5.066","0.822","5.481","26.557","20.735","15.172","8.786","11.139","80.734"
"97","GTD","Markus Palttala","1","1:26.291","16:31.938","Green","Track","1.758","0.504","3.981","25.903","20.045","14.705","8.498","10.897","131.674"
"52","PC","Tom Kimber-Smith","11","1:20.840","16:40.222","Green","Track","1.653","0.470","3.825","24.316","18.646","13.651","7.976","10.303","141.199"
"88","PC","Ashley Freiberg","1","1:25.345","16:46.031","Green","Track","1.636","0.467","4.329","25.283","19.356","15.163","8.669","10.442","142.106"
"85","PC","Misha Goikhberg","11","1:23.090","16:53.704","Green","Track","1.645","0.470","3.929","24.938","19.192","14.139","8.382","10.395","141.199"
"73","GTD","Jorg Bergmeister","1","1:26.951","17:02.534","Green","Track","1.738","0.495","4.117","26.436","20.122","14.634","8.714","10.695","134.068"
"16","GTD","Spencer Pumpelly","9","1:26.398","17:03.279","Green","Track","1.753","0.499","4.066","26.096","19.954","14.421","8.873","10.736","132.993"
"38","PC","James French","1","5:55.002","17:05.656","Green","Pit","1.625","0.472","4.182","24.810","19.373","14.271","11.023","279.246","140.601"
"96","GTD","Jens Klingmann","9","4:06.938","17:10.494","Green","Pit","1.734","0.495","3.994","26.231","20.059","15.026","10.542","168.857","134.068"
"44","GTD","Andy Lally","9","1:26.801","17:12.853","Green","Track","1.773","0.504","3.985","26.217","20.178","14.558","8.640","10.946","131.674"
"80","GTD","Dan Knox","8","1:32.603","17:21.302","Green","Track","1.742","0.496","4.427","28.339","21.627","16.011","9.087","10.874","133.798"
"9","GTD","Lawson Aschenbach","1","1:37.070","17:27.469","Green","Track","1.779","0.502","4.120","28.836","24.434","17.435","9.052","10.912","132.198"
