"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"97","GTD","Marsal/Palttala/Krohn ","1","1:32.994","1:53.567","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.905","386.766","0.000","35.215"
"55","P","Spencer Pigot","1","2:30.230","3:25.111","Green","Track","23.565","10.220","27.565","16.752","27.650","28.299","0.532","11.617","1.413","2.617","159.347","122.242"
"96","GTD","Curtis/Klingmann/Freiberg ","1","3:15.143","3:32.040","Green","Pit","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"70","P","Tom Long","1","2:34.485","3:32.723","Green","Track","24.372","11.727","29.533","16.177","28.894","28.228","0.538","11.019","1.394","2.603","157.570","123.908"
"22","GTD","Leh Keen","1","2:52.956","3:38.474","Green","Track","22.926","11.945","34.279","19.218","32.028","33.379","0.735","13.615","1.686","3.145","115.337","102.448"
"23","GTD","Ian James","1","2:43.161","3:39.225","Green","Track","24.654","12.483","29.002","16.960","30.489","31.053","0.683","13.177","1.664","2.996","124.118","103.802"
"51","GTD","Peter Mann","1","2:50.858","3:40.499","Green","Track","23.059","13.343","31.848","18.309","31.869","33.312","0.715","13.845","1.627","2.931","118.563","106.163"
"67","GTLM","Richard Westbrook","1","2:38.082","3:43.681","Green","Track","22.941","11.626","32.034","17.155","29.014","29.044","0.576","11.422","1.489","2.781","147.175","116.002"
"31","P","Scott Pruett","1","1:55.491","4:02.652","Green","Track","5.529","5.729","23.921","14.473","25.276","26.099","0.519","10.070","1.341","2.534","163.339","128.805"
"5","P","Joao Barbosa","1","1:57.603","4:05.431","Green","Track","5.507","5.644","24.082","14.783","26.085","26.615","0.517","10.465","1.359","2.546","163.970","127.099"
"0","P","Sean Rayhall","1","2:29.941","4:12.268","Green","Track","24.840","11.059","29.313","15.978","26.778","26.551","0.517","11.007","1.371","2.527","163.970","125.986"
"10","P","Max Angelelli","1","2:07.194","4:18.775","Green","Pit","5.426","5.316","23.980","14.619","0.000","0.000","0.537","11.545","3.940","9.671","157.864","43.839"
"24","P","Daniel Morad","1","2:31.454","4:20.454","Green","Track","25.489","11.835","27.903","16.394","27.638","26.959","0.519","10.729","1.404","2.584","163.339","123.025"
"50","P","Dorsey Schroeder","1","1:59.480","4:28.566","Green","Track","5.565","6.271","24.364","15.024","26.543","26.700","0.528","10.467","1.409","2.609","160.554","122.589"
"97","GTD","Michael Marsal","1","4:08.080","4:28.653","Green","Track","23.522","11.366","28.159","16.444","29.235","29.682","0.569","11.732","1.542","2.835","148.985","112.015"
"60","P","John Pew","1","2:01.418","4:42.521","Green","Track","5.612","5.763","24.967","14.894","27.127","27.812","0.529","10.730","1.399","2.585","160.251","123.465"
"66","GTLM","Sebastien Bourdais","1","2:05.961","4:43.824","Green","Track","5.888","5.718","25.615","15.831","27.331","29.365","0.557","11.366","1.501","2.789","152.195","115.075"
"73","GTD","Jan Heylen","1","2:22.360","4:50.220","Green","Track","6.159","7.308","28.324","16.777","32.531","34.204","0.573","12.224","1.493","2.767","147.945","115.691"
"85","PC","Kenton Koch","1","1:59.326","4:52.176","Green","Track","5.566","5.696","24.578","14.988","26.597","26.893","0.531","10.472","1.395","2.610","159.647","123.819"
"4","GTLM","Tommy Milner","1","2:03.827","4:57.993","Green","Track","5.981","5.973","25.606","15.728","27.050","27.923","0.565","10.764","1.473","2.764","150.040","117.262"
"911","GTLM","Nick Tandy","1","2:03.479","4:59.345","Green","Track","5.795","5.904","25.789","15.641","27.078","27.810","0.552","10.723","1.458","2.729","153.574","118.469"
"90","P","Ryan Hunter-Reay","1","1:57.074","5:00.164","Green","Track","5.516","5.406","23.999","14.727","26.566","26.124","0.524","10.322","1.352","2.538","161.780","127.757"
"912","GTLM","Michael Christensen","1","2:04.276","5:01.422","Green","Track","5.821","6.037","25.347","16.288","27.105","27.741","0.554","11.174","1.468","2.741","153.019","117.662"
"25","GTLM","Bruno Spengler","1","2:01.459","5:04.553","Green","Track","5.913","5.830","24.818","15.166","26.609","27.686","0.545","10.735","1.450","2.707","155.546","119.122"
"81","P","Nicolas Lapierre","1","1:57.829","5:07.719","Green","Track","5.669","5.587","23.734","14.875","26.103","26.754","0.536","10.552","1.402","2.617","158.158","123.201"
"21","GTD","Pierre Ehret","1","2:15.103","5:07.963","Green","Track","6.398","6.601","27.581","17.349","30.122","30.335","0.560","11.723","1.562","2.872","151.380","110.581"
"100","GTLM","Lucas Luhr","1","2:02.125","5:08.426","Green","Track","5.728","5.724","25.302","15.279","26.961","27.529","0.546","10.866","1.462","2.728","155.261","118.145"
"62","GTLM","Toni Vilander","1","2:04.458","5:15.434","Green","Track","5.897","5.858","25.339","15.481","27.172","28.661","0.576","11.200","1.479","2.795","147.175","116.787"
"45","GTD","Tracy Krohn","1","2:13.257","5:16.550","Green","Track","6.096","6.667","26.953","17.006","29.295","30.000","0.569","12.278","1.547","2.846","148.985","111.653"
"33","GTD","Marc Miller","1","2:05.519","5:19.249","Green","Track","5.965","6.421","25.769","15.397","27.511","28.439","0.549","11.243","1.479","2.746","154.413","116.787"
"98","GTD","Paul Dalla Lana","1","2:06.750","5:20.970","Green","Track","6.015","6.458","26.014","15.603","27.887","28.632","0.554","11.238","1.528","2.821","153.019","113.041"
"8","PC","David H Hansson","1","2:04.891","5:22.124","Green","Track","5.761","5.888","25.973","15.543","28.352","27.972","0.529","10.840","1.415","2.618","160.251","122.069"
"44","GTD","John Potter","1","2:10.182","5:25.113","Green","Track","6.150","6.515","26.429","16.036","28.517","29.813","0.558","11.789","1.536","2.839","151.922","112.453"
"55","P","Spencer Pigot","2","2:01.325","5:26.436","Green","Track","5.633","5.798","25.936","15.113","26.012","27.281","0.548","11.058","1.375","2.571","154.695","125.620"
"68","GTLM","Andrea Bertolini","1","2:03.726","5:30.319","Green","Track","5.827","5.897","25.524","15.468","27.232","28.086","0.552","10.951","1.453","2.736","153.574","118.876"
"70","P","Tom Long","2","1:58.990","5:31.713","Green","Track","5.550","5.593","24.442","14.813","25.751","27.738","0.532","10.612","1.375","2.584","159.347","125.620"
"540","GTD","Timothy Pappas","1","2:12.421","5:34.344","Green","Track","6.365","7.093","27.526","16.271","29.072","29.740","0.552","11.502","1.510","2.790","153.574","114.389"
"20","PC","Johnny Mowlem","1","2:14.850","5:37.023","Green","Pit","5.781","6.266","25.763","15.754","27.604","27.444","0.597","12.276","3.671","9.694","141.998","47.052"
"67","GTLM","Richard Westbrook","2","2:07.067","5:50.748","Green","Track","6.032","6.202","26.775","15.942","28.118","28.314","0.562","10.900","1.468","2.754","150.841","117.662"
"22","GTD","Leh Keen","2","2:15.739","5:54.213","Green","Track","7.440","7.103","27.467","16.665","30.018","29.812","0.603","12.291","1.524","2.816","140.585","113.338"
"54","PC","Mark Wilkins","1","2:02.851","5:55.831","Green","Track","5.557","5.737","24.564","15.099","28.048","28.460","0.535","10.731","1.454","2.666","158.454","118.795"
"23","GTD","Ian James","2","2:16.904","5:56.129","Green","Track","7.446","7.162","28.017","16.394","29.782","30.995","0.621","11.969","1.604","2.914","136.510","107.685"
"16","GTD","Spencer Pumpelly","1","2:08.379","5:58.443","Green","Track","5.885","5.981","25.457","16.223","27.994","30.161","0.692","11.691","1.504","2.791","122.504","114.845"
"48","GTD","Bryce Miller","1","2:11.399","5:59.484","Green","Track","6.078","6.558","26.449","16.280","28.823","29.800","0.704","12.314","1.546","2.847","120.416","111.725"
"31","P","Scott Pruett","2","1:58.505","6:01.157","Green","Track","5.377","5.138","24.309","14.403","27.065","27.773","0.521","10.041","1.344","2.534","162.712","128.517"
"51","GTD","Peter Mann","2","2:20.804","6:01.303","Green","Track","7.233","7.404","29.216","16.675","29.721","32.342","0.662","13.064","1.591","2.896","128.055","108.565"
"52","PC","Jose Gutierrez","1","2:05.438","6:03.090","Green","Track","5.749","6.056","28.271","15.811","26.988","27.282","0.532","10.697","1.420","2.632","159.347","121.639"
"5","P","Joao Barbosa","2","1:57.845","6:03.276","Green","Track","5.410","5.293","23.960","15.466","26.151","26.699","0.513","10.450","1.355","2.548","165.249","127.474"
"3","GTLM","Mike Rockenfeller","1","2:04.546","6:07.157","Green","Track","6.046","5.956","25.145","15.736","27.573","27.944","0.563","11.367","1.462","2.754","150.573","118.145"
"0","P","Sean Rayhall","2","1:56.793","6:09.061","Green","Track","5.378","5.834","23.933","14.487","26.284","25.887","0.516","10.541","1.385","2.548","164.288","124.713"
"96","GTD","Bret Curtis","2","2:45.521","6:17.561","Green","Track","24.256","11.908","31.296","18.757","30.711","30.788","0.571","12.730","1.596","2.908","148.464","108.225"
"24","P","Daniel Morad","2","2:03.977","6:24.431","Green","Track","5.435","5.398","23.670","20.445","27.909","26.374","0.516","10.303","1.374","2.553","164.288","125.711"
"50","P","Dorsey Schroeder","2","1:57.856","6:26.422","Green","Track","5.527","5.407","23.934","14.969","26.629","26.754","0.528","10.143","1.382","2.583","160.554","124.984"
