"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP2"
"77","GTD","David MacNeil","8","2:39.384","21:18.562","Green","Track","22.953","14.808","22.454","0.519","25.499","31.611","23.383","13.128","5.029","158.412"
"52","PC","Tom Kimber-Smith","9","2:02.136","21:28.490","Green","Track","5.259","9.605","19.920","0.502","21.647","28.264","20.800","11.468","4.671","163.777"
"23","GTD","Alex Riberas","8","2:10.600","21:31.128","Green","Track","5.528","10.332","20.920","0.520","23.287","30.484","22.023","12.526","4.980","158.108"
"5","P","Christian Fittipaldi","9","2:01.167","21:31.390","Green","Track","5.018","9.550","19.282","0.473","21.666","29.672","19.922","11.117","4.467","173.818"
"66","GTLM","Joey Hand","8","2:09.828","21:36.084","Green","Track","5.421","10.273","20.658","0.510","22.655","30.700","22.582","12.116","4.913","161.208"
"22","GTD","Sven Muller","8","3:38.092","21:38.990","Green","Pit","5.469","11.114","21.574","0.511","24.630","29.739","21.515","14.543","88.997","160.892"
"20","PC","Bruno Junqueira","9","1:59.999","21:40.664","Green","Track","5.268","9.591","19.739","0.503","21.767","27.338","19.766","11.362","4.665","163.451"
"70","P","Tom Long","8","1:57.430","21:44.708","Green","Track","5.060","9.578","19.340","0.479","21.351","26.229","19.730","11.226","4.437","171.641"
"26","PC","Don Yount","8","5:25.577","21:44.709","Green","Track","195.728","15.137","21.681","0.506","24.450","30.140","21.383","11.869","4.683","162.482"
"85","PC","Misha Goikhberg","10","2:22.617","21:46.583","Green","Pit","5.304","9.637","19.913","0.501","22.073","29.791","20.624","15.026","19.748","164.104"
"97","GTD","Markus Palttala","9","2:09.198","21:47.604","Green","Track","5.487","10.578","20.979","0.515","23.379","29.327","21.656","12.332","4.945","159.643"
"60","P","Oswaldo Negri Jr.","8","5:57.567","21:50.494","Green","Track","232.144","15.243","21.823","0.488","24.024","27.633","20.399","11.343","4.470","168.475"
"25","GTLM","Bill Auberlen","9","2:06.175","21:56.225","Green","Track","5.398","10.325","20.831","0.518","22.606","28.482","21.137","11.979","4.899","158.718"
"912","GTLM","Frederic Makowiecki","9","2:05.497","21:57.174","Green","Track","5.380","9.948","20.460","0.508","22.910","28.682","20.773","11.965","4.871","161.842"
"48","GTD","Madison Snow","9","2:09.659","21:59.596","Green","Track","5.327","10.557","21.008","0.535","23.309","30.232","21.425","12.359","4.907","153.675"
"7","PC","Gustavo Yacaman","9","2:02.592","22:09.694","Green","Track","5.223","9.873","19.971","0.499","22.334","27.449","20.545","12.013","4.685","164.761"
