"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"01","P","Brendon Hartley","1","2:22.530","2:39.855","Green","Track","30.337","33.313","24.701","7.929","6.048","6.370","12.460","6.974","5.943","4.918","0.473","3.064","172.977"
"3","GTLM","Mike Rockenfeller","1","2:23.892","2:45.933","Green","Track","36.017","30.885","23.059","8.004","6.505","6.277","10.873","7.236","6.298","5.242","0.476","3.020","171.887"
"54","PC","Martin Plowman","1","2:19.335","2:45.925","Green","Track","32.195","30.625","23.319","7.761","6.360","6.192","11.009","6.965","6.242","5.187","0.469","3.011","174.452"
"100","GTLM","John Edwards","1","2:21.699","2:48.782","Green","Track","33.230","30.743","22.720","7.930","6.458","6.814","11.448","7.210","6.327","5.291","0.481","3.047","170.100"
"48","GTD","Bryan Sellers","1","2:33.818","2:54.905","Green","Track","33.977","32.124","27.241","8.190","7.355","7.037","13.507","8.561","6.684","5.500","0.489","3.153","167.317"
"63","GTD","Alessandro Balzan","1","2:24.740","2:59.421","Green","Track","33.677","32.315","24.938","8.013","6.436","6.018","11.202","7.224","6.276","5.200","0.466","2.975","175.575"
"02","P","Scott Dixon","1","2:25.175","3:01.132","Green","Track","33.342","32.213","24.512","8.142","6.614","6.311","11.438","7.305","6.388","5.328","0.484","3.098","169.046"
"912","GTLM","Earl Bamber","1","2:23.121","3:02.689","Green","Track","31.927","31.205","24.390","8.118","6.531","6.288","12.029","7.413","6.424","5.277","0.476","3.043","171.887"
"16","GTD","Spencer Pumpelly","1","2:26.262","3:02.998","Green","Track","33.370","32.938","24.511","7.991","6.379","6.428","11.964","7.304","6.408","5.328","0.492","3.149","166.297"
"68","GTLM","Daniel Serra","1","2:30.393","3:03.952","Green","Track","32.865","33.484","25.272","8.191","6.517","7.072","12.830","7.416","7.135","5.853","0.515","3.243","158.870"
"007","GTD","Antonio Perez","1","2:20.909","3:13.430","Green","Track","30.824","31.052","23.187","8.185","6.645","6.497","11.534","7.421","6.513","5.435","0.492","3.124","166.297"
"911","GTLM","Nick Tandy","1","2:15.013","3:34.215","Green","Track","28.971","28.578","22.788","8.101","6.578","6.216","10.991","7.396","6.480","5.351","0.483","3.080","169.396"
"25","GTLM","Augusto Farfus","1","3:17.951","3:50.342","Green","Pit","31.986","30.226","23.625","7.836","6.453","6.617","11.899","7.459","6.752","9.768","0.000","0.000","0.000"
"85","PC","Stephen Simpson","1","1:50.071","4:00.201","Green","Track","12.398","24.542","20.705","7.641","6.376","5.979","10.231","7.039","6.299","5.309","0.482","3.070","169.747"
"5","P","Christian Fittipaldi","1","2:14.345","4:06.503","Green","Track","28.784","30.335","23.830","7.600","6.027","6.015","10.983","6.713","5.868","4.910","0.446","2.834","183.449"
"31","P","Simon Pagenaud","1","1:48.384","4:13.316","Green","Track","12.493","24.613","21.704","7.221","5.934","5.632","10.153","6.612","5.851","4.896","0.443","2.832","184.691"
"0","P","Sean Rayhall","1","1:46.550","4:13.779","Green","Track","11.524","23.999","21.394","7.222","5.958","5.630","10.175","6.549","5.893","4.917","0.442","2.847","185.109"
"20","PC","Johnny Mowlem","1","1:51.345","4:20.145","Green","Track","12.429","24.639","22.490","7.727","6.365","5.994","9.864","6.819","6.224","5.264","0.478","3.052","171.168"
"26","PC","Ryan Eversley","1","1:51.028","4:21.148","Green","Track","11.918","24.548","22.334","7.668","6.371","6.027","10.125","6.934","6.254","5.290","0.481","3.078","170.100"
"8","PC","Renger van der Zande","1","1:48.172","4:25.429","Green","Track","11.569","23.684","20.738","7.555","6.281","5.896","10.698","6.882","6.209","5.193","0.467","3.000","175.200"
"11","GTD","Townsend Bell","1","1:57.832","4:25.836","Green","Track","13.026","26.343","23.437","8.065","6.432","5.904","11.807","7.357","6.480","5.411","0.490","3.080","166.976"
"10","P","Max Angelelli","0","2:03.062","2:23.827","Green","Track","14.488","27.465","24.641","8.879","6.865","6.350","11.237","7.522","6.446","5.404","0.502","3.263","162.984"
"01","P","Brendon Hartley","1","1:50.377","2:39.855","Red","Track","12.434","25.677","21.597","7.408","6.016","5.762","10.717","6.721","5.874","4.905","0.442","2.824","185.109"
"51","GTD","Matteo Cressoni","0","1:53.455","2:39.262","Red","Track","12.383","25.608","21.581","8.010","6.479","6.044","10.798","7.288","6.346","5.240","0.473","3.205","172.977"
"88","PC","Maro Engel","0","1:53.255","2:39.852","Red","Track","12.770","25.868","21.836","7.600","6.257","6.158","10.615","6.842","6.114","5.153","0.499","3.543","163.964"
"93","GTD","Ben Keating","0","1:52.309","2:42.166","Red","Track","12.400","25.105","21.460","7.818","6.401","6.018","10.924","7.187","6.286","5.217","0.471","0.000","173.712"
"97","GTD","Markus Palttala","0","1:52.426","2:42.674","Red","Track","12.532","24.965","21.636","7.849","6.374","5.943","10.833","7.143","6.309","5.277","0.475","3.090","172.249"
"21","GTD","Busnelli/J.Michaelian ","0","2:06.185","2:43.725","Red","Track","15.357","30.203","23.737","8.790","6.771","6.309","11.990","7.527","6.511","5.364","0.485","3.141","168.697"
"96","GTD","Marco Wittman","0","2:08.800","2:44.553","Red","Pit","13.264","25.856","21.830","7.854","6.483","6.141","10.537","7.113","6.234","9.785","0.000","0.000","0.000"
"100","GTLM","John Edwards","1","2:08.246","2:48.782","Red","Pit","12.215","25.156","20.980","7.758","6.330","6.291","10.475","7.072","6.434","11.627","0.000","0.000","0.000"
"28","GTD","Fabio Babini","0","2:19.138","2:42.700","Red","Pit","14.759","30.696","22.976","7.934","6.366","5.938","11.312","7.278","6.592","10.450","0.000","0.000","0.000"
"73","GTD","Jorg Bergmeister","0","2:12.469","2:51.946","Red","Pit","12.575","26.172","22.384","8.139","6.568","6.116","10.982","7.224","6.386","11.674","0.000","0.000","0.000"
"66","GTLM","Dirk Mueller","0","2:35.641","2:30.785","Red","Pit","28.973","30.801","23.891","8.080","6.403","5.922","11.314","7.220","7.182","11.218","0.000","0.000","0.000"
"02","P","Scott Dixon","1","2:06.985","3:01.132","Red","Pit","11.859","24.046","21.142","0.000","0.000","5.812","10.789","7.705","7.537","10.812","0.000","0.000","0.000"
"63","GTD","Alessandro Balzan","1","2:13.046","2:59.421","Red","Pit","12.166","24.741","21.525","7.901","6.401","5.984","10.774","7.783","8.940","12.595","0.000","0.000","0.000"
"16","GTD","Spencer Pumpelly","1","2:10.375","3:02.998","Red","Pit","12.742","24.822","20.693","7.805","6.355","5.937","10.682","7.315","7.162","12.761","0.000","0.000","0.000"
"98","GTD","Richie Stanaway","0","2:18.023","2:57.865","Red","Pit","12.093","24.934","22.681","8.172","6.635","6.193","10.891","7.902","8.978","14.401","0.000","0.000","0.000"
"68","GTLM","Daniel Serra","1","2:14.378","3:03.952","Red","Pit","13.083","25.110","21.344","7.806","6.377","6.147","11.405","8.861","7.101","13.342","0.000","0.000","0.000"
"33","GTD","Marc Miller","0","2:13.453","3:14.993","Red","Pit","12.624","25.714","21.792","7.903","6.415","6.239","12.253","7.783","6.534","11.475","0.000","0.000","0.000"
"44","GTD","Andy Lally","0","2:08.161","3:21.823","Red","Pit","11.954","24.651","21.762","7.951","6.512","6.000","11.063","7.271","6.404","9.743","0.000","0.000","0.000"
"55","P","Jonathan Bomarito","0","2:07.019","3:35.287","Red","Pit","11.995","24.320","22.343","7.466","5.869","6.647","11.315","6.659","6.013","10.176","0.000","0.000","0.000"
"72","GTLM","Andrea Bertolini","0","2:15.111","3:41.863","Red","Pit","12.505","24.931","23.016","8.214","6.459","6.784","13.036","7.488","6.371","11.852","0.000","0.000","0.000"
"5","P","Christian Fittipaldi","1","2:02.053","4:06.503","Red","Pit","11.981","23.875","21.221","7.258","5.919","5.649","10.233","6.565","5.803","9.591","0.000","0.000","0.000"
"25","GTLM","Augusto Farfus","1","2:21.726","3:50.342","Red","Pit","27.264","25.949","21.134","7.743","6.405","6.053","10.198","7.064","6.295","9.777","0.000","0.000","0.000"
"0","P","Sean Rayhall","1","2:08.241","4:13.779","Red","Pit","10.935","27.833","24.123","7.695","6.068","5.818","10.611","6.594","5.914","8.454","0.000","0.000","0.000"
"20","PC","Johnny Mowlem","1","2:03.630","4:20.145","Red","Pit","11.375","23.401","21.999","7.758","6.225","5.930","10.425","6.951","6.216","9.032","0.000","0.000","0.000"
"26","PC","Ryan Eversley","1","2:04.785","4:21.148","Red","Pit","11.301","23.768","21.134","8.016","6.373","6.025","10.488","6.933","6.274","10.218","0.000","0.000","0.000"
"8","PC","Renger van der Zande","1","2:05.930","4:25.429","Red","Pit","11.356","23.906","21.001","7.583","6.296","5.860","10.032","7.045","6.877","11.216","0.000","0.000","0.000"
"37","P","Kirill Ladygin","0","2:13.593","4:25.405","Red","Pit","13.914","27.367","22.501","7.816","6.170","5.941","12.451","7.003","6.029","9.838","0.000","0.000","0.000"
"11","GTD","Townsend Bell","1","2:16.937","4:25.836","Red","Pit","14.118","28.186","23.108","8.076","6.432","5.913","11.011","7.211","6.268","9.900","0.000","0.000","0.000"
"01","P","Brendon Hartley","1","4:08.206","2:39.855","Red","Pit","11.985","27.370","23.128","8.643","7.024","7.608","12.176","7.481","6.957","11.341","0.000","0.000","0.000"
"51","GTD","Matteo Cressoni","0","4:15.873","2:39.262","Red","Pit","14.711","28.625","23.741","8.652","6.634","6.413","11.569","7.734","7.404","12.976","0.000","0.000","0.000"
"88","PC","Maro Engel","0","4:17.685","2:39.852","Red","Pit","15.575","28.442","23.327","8.971","6.742","6.373","11.243","7.993","7.716","13.638","0.000","0.000","0.000"
"93","GTD","Ben Keating","0","4:16.262","2:42.166","Red","Pit","15.012","29.085","24.189","8.343","6.878","7.234","11.172","7.242","6.839","13.498","0.000","0.000","0.000"
"97","GTD","Markus Palttala","0","4:17.132","2:42.674","Red","Pit","15.110","29.148","24.425","8.982","7.258","7.229","12.471","7.412","6.555","12.072","0.000","0.000","0.000"
"21","GTD","Busnelli/J.Michaelian ","0","6:01.584","2:43.725","Red","Pit","19.812","50.193","34.588","17.914","14.264","14.189","21.323","14.526","14.356","18.947","0.000","0.000","0.000"
"85","PC","Stephen Simpson","2","7:48.995","11:49.196","Green","Pit","11.206","24.096","21.494","7.967","6.527","6.748","11.068","7.085","6.313","9.280","0.000","0.000","0.000"
"10","P","Max Angelelli","2","7:27.613","11:54.502","Green","Pit","13.708","27.996","23.481","8.441","6.752","6.620","11.685","7.955","7.438","11.270","0.000","0.000","0.000"
"54","PC","Martin Plowman","2","9:10.282","11:56.207","Green","Pit","12.238","25.565","20.657","7.629","6.326","5.890","10.155","6.882","6.186","8.857","0.000","0.000","0.000"
"911","GTLM","Nick Tandy","2","8:22.637","11:56.852","Green","Pit","12.020","24.525","21.413","7.888","6.460","5.980","9.982","7.184","6.347","8.900","0.000","0.000","0.000"
"31","P","Simon Pagenaud","2","7:44.356","11:57.672","Green","Pit","11.091","27.578","24.041","7.608","5.991","5.754","10.647","6.627","5.862","8.243","0.000","0.000","0.000"
"912","GTLM","Earl Bamber","2","8:57.179","11:59.868","Green","Pit","11.965","24.678","20.793","7.825","6.414","5.989","10.461","7.525","8.862","14.760","0.000","0.000","0.000"
"007","GTD","Ricardo Perez de Lara","2","8:54.143","12:07.573","Green","Pit","12.332","25.635","21.798","8.001","6.554","6.606","12.606","7.524","6.774","11.038","0.000","0.000","0.000"
"38","PC","Josh Norman","1","11:59.844","12:21.642","Green","Pit","40.430","31.790","41.574","8.553","6.632","6.493","12.414","7.259","6.393","9.515","0.000","0.000","0.000"
"48","GTD","Bryan Sellers","2","9:31.213","12:26.118","Green","Pit","12.504","25.362","21.935","8.164","6.942","6.233","11.171","7.589","7.463","11.300","0.000","0.000","0.000"
"52","PC","Nicholas Boulle","1","9:17.709","12:29.010","Green","Pit","32.127","33.233","24.990","8.097","6.458","6.927","12.946","7.166","6.494","11.341","0.000","0.000","0.000"
"67","GTLM","Richard Westbrook","1","9:23.631","12:31.314","Green","Pit","30.102","31.414","26.588","8.375","6.534","6.343","12.684","7.483","6.804","11.850","0.000","0.000","0.000"
"4","GTLM","Tommy Milner","1","12:26.101","12:46.358","Green","Pit","30.383","30.202","22.441","8.024","6.526","6.401","11.282","7.345","6.921","8.675","0.000","0.000","0.000"
"02","P","Scott Dixon","2","10:00.589","13:01.721","Green","Track","377.030","25.885","20.755","7.228","5.893","5.684","10.504","6.652","5.829","4.878","0.443","2.823","184.691"
"100","GTLM","John Edwards","2","10:13.249","13:02.031","Green","Track","382.800","27.515","21.581","7.786","6.441","6.202","10.444","7.086","6.313","5.300","0.482","3.053","169.747"
"73","GTD","Jorg Bergmeister","1","10:11.327","13:03.273","Green","Track","377.710","26.768","21.182","7.852","6.407","5.996","10.721","7.156","6.307","5.259","0.475","3.025","172.249"
"66","GTLM","Dirk Mueller","1","10:32.795","13:03.580","Green","Track","377.227","25.999","21.079","7.827","6.317","6.025","10.794","7.112","6.184","5.162","0.465","2.963","175.953"
"28","GTD","Fabio Babini","1","10:23.833","13:06.533","Green","Track","379.911","29.292","22.516","7.870","6.344","5.894","10.784","7.251","6.283","5.151","0.464","2.935","176.332"
"63","GTD","Alessandro Balzan","2","10:10.166","13:09.587","Green","Track","375.725","26.668","21.986","7.929","6.439","5.989","10.302","7.179","6.264","5.201","0.467","2.971","175.200"
"98","GTD","Richie Stanaway","1","10:12.638","13:10.503","Green","Track","373.794","25.761","21.686","7.942","6.515","6.111","10.235","7.237","6.423","5.357","0.481","3.073","170.100"
"5","P","Christian Fittipaldi","2","9:05.268","13:11.771","Green","Track","327.391","25.729","20.731","7.283","5.924","5.661","10.103","6.570","5.788","4.821","0.435","2.779","188.088"
"44","GTD","Andy Lally","1","9:53.152","13:14.975","Green","Track","363.663","25.959","21.188","8.040","6.542","6.185","10.930","7.252","6.383","5.314","0.478","3.057","171.168"
"25","GTLM","Augusto Farfus","2","9:25.554","13:15.896","Green","Track","325.968","25.355","20.600","7.711","6.388","5.976","9.822","6.999","6.255","5.250","0.476","3.028","171.887"
"3","GTLM","?? Driver 4 ??","2","10:31.252","13:17.185","Green","Pit","12.708","25.761","21.647","7.826","6.373","6.022","10.404","7.062","6.325","11.298","0.000","0.000","0.000"
"72","GTLM","Andrea Bertolini","1","9:35.780","13:17.643","Green","Track","338.038","27.588","22.362","7.822","6.346","6.009","10.524","7.144","6.216","5.169","0.467","2.984","175.200"
"68","GTLM","Daniel Serra","2","10:14.820","13:18.772","Green","Track","374.571","25.984","22.427","8.674","7.231","8.166","11.211","7.160","6.258","5.200","0.470","3.090","174.081"
"26","PC","Ryan Eversley","2","8:59.015","13:20.163","Green","Track","315.893","26.019","20.537","7.629","6.332","5.964","10.026","6.885","6.192","5.232","0.477","3.044","171.527"
"37","P","Kirill Ladygin","1","8:55.971","13:21.376","Green","Track","305.063","25.680","21.172","7.457","6.019","5.757","10.344","6.774","5.929","4.916","0.443","2.824","184.691"
"01","P","Brendon Hartley","2","10:43.726","13:23.581","Green","Track","298.981","25.791","20.982","7.341","5.961","5.611","10.188","6.674","5.860","4.886","0.440","2.805","185.950"
"51","GTD","Matteo Cressoni","1","10:50.663","13:29.925","Green","Track","293.691","26.359","21.154","7.999","6.497","6.041","10.624","7.307","6.375","5.258","0.472","3.013","173.344"
"21","GTD","Busnelli/J.Michaelian ","1","11:00.032","13:43.757","Green","Track","190.849","29.387","22.705","8.261","6.670","6.110","11.350","7.554","6.588","5.399","0.486","3.089","168.350"
"97","GTD","Markus Palttala","1","11:02.368","13:45.042","Green","Track","294.662","35.497","21.510","7.883","6.455","6.027","10.766","7.221","6.367","5.318","0.478","3.052","171.168"
"20","PC","Johnny Mowlem","2","9:30.870","13:51.015","Green","Track","346.262","28.194","20.739","7.523","6.423","5.938","10.177","6.982","6.268","5.232","0.475","3.027","172.249"
"11","GTD","Townsend Bell","2","9:25.443","13:51.279","Green","Track","326.318","28.207","21.225","7.784","6.367","5.836","10.467","7.123","6.312","5.343","0.485","3.039","168.697"
"16","GTD","Spencer Pumpelly","2","10:48.958","13:51.956","Green","Track","416.259","28.092","20.997","7.826","6.386","6.054","10.763","7.117","6.202","5.274","0.490","3.123","166.976"
"88","PC","Maro Engel","1","11:13.504","13:53.356","Green","Track","316.257","26.866","21.128","7.614","6.280","5.861","10.177","6.832","6.146","5.185","0.470","3.003","174.081"
"33","GTD","Marc Miller","1","10:41.276","13:56.269","Green","Track","402.986","28.668","22.455","7.909","6.417","6.034","10.993","7.248","6.346","5.266","0.474","3.027","172.612"
"10","P","Max Angelelli","3","2:03.989","13:58.491","Green","Track","28.309","25.913","20.299","7.204","5.897","5.695","10.189","6.562","5.850","4.847","0.436","2.788","187.656"
