"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP4","SP5"
"80","GTD","Mike Skeen","2","2:28.405","32:57.802","Green","Track","5.972","26.000","26.907","10.189","9.889","0.466","4.781","0.501","25.776","29.304","8.620","143.996","133.937"
"6","GTD","Andrew Davis","3","2:28.515","33:02.275","Green","Track","5.970","27.848","27.808","10.352","10.146","0.470","4.913","0.535","24.834","26.806","8.833","142.771","125.425"
"100","GTLM","John Edwards","2","2:25.695","33:11.270","Green","Track","5.989","26.945","26.476","10.289","9.900","0.468","5.260","0.641","25.166","25.807","8.754","143.381","104.684"
"48","GTD","Bryan Sellers","2","2:37.845","33:12.464","Green","Track","5.978","28.290","28.631","11.934","9.971","0.469","4.707","0.421","28.903","29.784","8.757","143.075","159.388"
"62","GTLM","Toni Vilander","2","2:22.794","33:16.191","Green","Track","6.003","25.465","25.780","10.089","9.821","0.459","4.816","0.545","24.674","26.425","8.717","146.192","123.123"
"007","GTD","David Calvert-Jones","2","2:34.349","33:17.579","Green","Track","6.755","27.729","28.812","11.138","10.332","0.483","5.029","0.576","25.732","28.877","8.886","138.928","116.497"
"26","PC","John Falb","2","2:29.536","33:17.855","Green","Track","6.076","27.714","27.718","10.467","9.486","0.443","4.674","0.543","26.969","26.919","8.527","151.472","123.577"
"16","GTD","Spencer Pumpelly","3","2:21.936","33:18.692","Green","Track","6.205","25.539","25.593","10.027","10.038","0.470","4.696","0.446","24.030","26.063","8.829","142.771","150.454"
"67","GTLM","Richard Westbrook","2","2:20.012","33:37.779","Green","Track","5.978","25.329","25.545","9.667","9.806","0.465","4.766","0.481","24.140","25.241","8.594","144.306","139.506"
"5","P","Joao Barbosa","4","1:59.605","34:10.617","Green","Track","1.362","19.086","22.352","9.082","9.072","0.429","4.386","0.396","22.515","23.037","7.888","156.416","169.450"
"70","P","Joel Miller","4","2:02.931","34:16.905","Green","Track","1.366","19.727","23.490","9.222","9.077","0.428","4.389","0.416","23.197","23.580","8.039","156.781","161.304"
"31","P","Dane Cameron","4","2:01.949","34:20.256","Green","Track","1.370","19.878","22.711","9.228","9.111","0.433","4.408","0.462","23.163","23.077","8.108","154.971","145.243"
"8","PC","Renger van der Zande","3","2:03.934","34:27.200","Green","Track","1.401","19.458","23.713","9.344","9.420","0.449","4.598","0.414","22.755","24.076","8.306","149.448","162.083"
"23","GTD","Mario Farnbacher","3","2:10.565","34:28.110","Green","Track","1.499","21.063","24.953","9.482","9.990","0.471","4.771","0.426","23.610","25.544","8.756","142.468","157.517"
"88","PC","Richard Bradley","3","2:05.221","34:35.196","Green","Track","1.393","20.013","24.237","9.318","9.260","0.439","4.526","0.412","23.024","24.350","8.249","152.853","162.870"
"10","P","Jordan Taylor","3","2:03.509","34:35.479","Green","Track","1.357","20.474","23.455","9.474","9.136","0.430","4.391","0.423","22.944","23.492","7.933","156.052","158.634"
"912","GTLM","Frederic Makowiecki","3","2:08.322","34:38.890","Green","Track","1.477","20.648","24.443","9.848","9.847","0.465","4.715","0.422","23.136","24.778","8.543","144.306","159.010"
"90","P","Ryan Dalziel","4","2:03.138","34:39.141","Green","Track","1.368","19.505","23.372","9.390","9.181","0.428","4.447","0.479","22.986","23.807","8.175","156.781","140.088"
"4","GTLM","Tommy Milner","3","2:10.699","34:40.372","Green","Track","1.492","21.053","25.008","9.954","9.922","0.472","4.832","0.499","23.657","25.087","8.723","142.166","134.473"
"3","GTLM","Jan Magnussen","3","2:09.724","34:41.379","Green","Track","1.492","21.665","24.677","9.449","9.905","0.467","4.748","0.490","23.465","24.740","8.626","143.688","136.943"
"52","PC","Tom Kimber-Smith","3","2:04.912","34:41.494","Green","Track","1.395","19.819","24.117","9.327","9.266","0.439","4.504","0.432","22.985","24.485","8.143","152.853","155.329"
"38","PC","James French","1","34:41.866","34:41.866","Green","Pit","6.485","27.456","26.165","10.577","9.401","0.446","4.919","0.638","24.885","28.910","129.861","150.454","105.176"
"911","GTLM","Patrick Pilet","3","2:13.407","34:45.564","Green","Track","1.473","21.481","24.580","9.647","9.882","0.464","4.705","0.477","23.636","28.558","8.504","144.617","140.676"
"85","PC","Stephen Simpson","3","2:06.774","34:45.996","Green","Track","1.411","20.178","23.986","9.654","9.538","0.450","4.578","0.413","23.419","24.962","8.185","149.116","162.475"
"97","GTD","Michael Marsal","3","2:17.641","34:48.439","Green","Track","1.601","23.513","26.764","9.823","9.905","0.468","4.752","0.437","24.609","26.753","9.016","143.381","153.552"
"25","GTLM","Dirk Werner","3","2:09.178","34:49.924","Green","Track","1.480","20.815","24.832","9.582","9.846","0.463","4.716","0.448","23.614","24.704","8.678","144.929","149.782"
"20","PC","Bruno Junqueira","4","2:07.694","34:51.051","Green","Track","1.393","20.512","24.784","9.538","9.226","0.437","4.493","0.417","23.835","24.868","8.191","153.552","160.917"
"33","GTD","Jeroen Bleekemolen","3","2:09.715","34:52.240","Green","Track","1.437","20.661","24.965","9.431","9.632","0.450","4.587","0.416","24.206","25.417","8.513","149.116","161.304"
"63","GTD","Alessandro Balzan","3","2:10.901","34:54.282","Green","Track","1.474","21.191","25.635","9.606","9.836","0.463","4.704","0.423","23.626","25.301","8.642","144.929","158.634"
"66","GTLM","Dirk Mueller","3","2:07.070","34:58.062","Green","Track","1.472","20.396","24.259","9.385","9.767","0.461","4.697","0.425","23.138","24.545","8.525","145.558","157.888"
"60","P","John Pew","1","35:00.580","35:00.580","Green","Pit","1564.081","33.616","30.210","12.212","9.855","0.484","5.746","0.661","28.916","30.093","149.754","138.641","101.516"
"73","GTD","Patrick Lindsey","3","2:11.986","35:04.695","Green","Track","1.489","21.081","25.307","9.680","9.903","0.466","4.749","0.480","24.170","25.964","8.697","143.996","139.796"
"27","GTD","Cedric Sbirrazzuoli","1","35:05.943","35:05.943","Green","Pit","6.133","26.938","28.306","10.403","10.228","0.475","4.786","0.477","25.060","26.385","134.972","141.268","140.676"
"44","GTD","Andy Lally","3","2:10.994","35:06.623","Green","Track","1.492","20.907","24.795","9.689","9.999","0.468","4.751","0.427","23.893","25.478","9.095","143.381","157.148"
"80","GTD","Mike Skeen","3","2:11.194","35:08.996","Green","Track","1.471","21.173","25.406","9.707","9.813","0.461","4.701","0.421","23.610","25.841","8.590","145.558","159.388"
"6","GTD","Andrew Davis","4","2:10.995","35:13.270","Green","Track","1.497","21.013","25.220","9.609","9.977","0.465","4.734","0.436","23.671","25.548","8.825","144.306","153.904"
"0","P","Katherine Legge","3","2:27.905","35:19.236","Green","Pit","1.405","20.806","24.237","10.220","8.988","0.429","5.906","0.492","23.904","25.904","25.614","156.416","136.387"
"100","GTLM","John Edwards","3","2:10.080","35:21.350","Green","Track","1.481","21.109","24.575","9.714","9.855","0.467","4.833","0.529","23.544","24.779","9.194","143.688","126.847"
"48","GTD","Bryan Sellers","3","2:10.215","35:22.679","Green","Track","1.481","20.770","25.023","9.571","9.903","0.466","4.663","0.422","23.854","25.253","8.809","143.996","159.010"
"62","GTLM","Toni Vilander","3","2:07.493","35:23.684","Green","Track","1.474","20.499","24.400","9.518","9.837","0.460","4.690","0.431","23.112","24.477","8.595","145.875","155.690"
"26","PC","John Falb","3","2:10.269","35:28.124","Green","Track","1.406","21.409","25.658","9.635","9.379","0.442","4.547","0.414","23.945","25.195","8.239","151.815","162.083"
"16","GTD","Spencer Pumpelly","4","2:10.929","35:29.621","Green","Track","1.478","21.742","24.951","9.673","9.929","0.467","4.659","0.419","23.383","25.497","8.731","143.688","160.149"
"9","GTD","Lawson Aschenbach","3","30:22.265","35:37.522","Green","Pit","1490.153","27.783","27.506","10.090","10.130","0.470","4.784","0.447","24.068","25.402","201.432","142.771","150.117"
"007","GTD","David Calvert-Jones","3","2:20.653","35:38.232","Green","Track","1.527","24.114","26.941","10.006","10.173","0.473","4.848","0.491","25.339","27.757","8.984","141.865","136.665"
"67","GTLM","Richard Westbrook","3","2:06.448","35:44.227","Green","Track","1.473","20.208","23.999","9.275","9.762","0.461","4.693","0.425","23.184","24.402","8.566","145.558","157.888"
"5","P","Joao Barbosa","5","2:00.241","36:10.858","Green","Track","1.351","19.615","22.626","9.025","8.969","0.429","4.370","0.397","22.574","23.018","7.867","156.416","169.023"
"70","P","Joel Miller","5","2:01.465","36:18.370","Green","Track","1.360","19.476","22.950","9.246","9.093","0.428","4.395","0.399","22.690","23.339","8.089","156.781","168.176"
"31","P","Dane Cameron","5","2:00.197","36:20.453","Green","Track","1.360","19.281","22.379","9.350","9.059","0.431","4.367","0.412","22.753","22.827","7.978","155.690","162.870"
"96","GTD","Jens Klingmann","1","36:25.624","36:25.624","Green","Track","6.057","28.270","27.119","9.929","10.546","0.516","5.052","0.449","25.407","25.886","8.573","130.043","149.448"
"8","PC","Renger van der Zande","4","2:02.919","36:30.119","Green","Track","1.416","19.356","23.308","9.266","9.434","0.000","0.000","0.416","22.786","23.632","8.240","0.000","161.304"
"10","P","Jordan Taylor","4","2:01.548","36:37.027","Green","Track","1.350","19.784","23.076","9.254","9.011","0.427","4.370","0.396","22.553","23.428","7.899","157.148","169.450"
"88","PC","Richard Bradley","4","2:03.866","36:39.062","Green","Track","1.392","19.506","23.477","9.543","9.129","0.432","4.448","0.413","23.097","24.244","8.185","155.329","162.475"
"90","P","Ryan Dalziel","5","2:00.669","36:39.810","Green","Track","1.370","19.253","22.496","9.182","9.101","0.429","4.387","0.400","22.759","23.268","8.024","156.416","167.756"
"52","PC","Tom Kimber-Smith","4","2:03.410","36:44.904","Green","Track","1.383","19.747","23.904","9.216","9.332","0.442","4.516","0.417","22.559","23.798","8.096","151.815","160.917"
"912","GTLM","Frederic Makowiecki","4","2:06.274","36:45.164","Green","Track","1.468","20.351","23.901","9.183","9.747","0.462","4.701","0.422","22.933","24.428","8.678","145.243","159.010"
"4","GTLM","Tommy Milner","4","2:07.325","36:47.697","Green","Track","1.482","20.496","24.083","9.507","9.783","0.465","4.711","0.445","23.173","24.517","8.663","144.306","150.792"
"3","GTLM","Jan Magnussen","4","2:07.434","36:48.813","Green","Track","1.472","20.627","24.291","9.458","9.859","0.462","4.694","0.435","22.988","24.550","8.598","145.243","154.258"
"85","PC","Stephen Simpson","4","2:05.145","36:51.141","Green","Track","1.397","20.341","23.713","9.460","9.258","0.442","4.521","0.408","23.058","24.437","8.110","151.815","164.466"
"911","GTLM","Patrick Pilet","4","2:06.602","36:52.166","Green","Track","1.463","20.236","23.912","9.380","9.776","0.460","4.683","0.424","23.206","24.580","8.482","145.875","158.260"
"20","PC","Bruno Junqueira","5","2:06.444","36:57.495","Green","Track","1.386","20.150","24.816","9.694","9.294","0.436","4.491","0.432","23.459","24.172","8.114","153.904","155.329"
"38","PC","James French","2","2:16.691","36:58.557","Green","Track","6.105","25.454","24.218","10.091","9.239","0.438","4.506","0.473","23.652","24.293","8.222","153.202","141.865"
"63","GTD","Alessandro Balzan","4","2:09.495","37:03.777","Green","Track","1.464","20.404","24.594","9.358","9.809","0.460","4.658","0.419","24.305","25.362","8.662","145.875","160.149"
"66","GTLM","Dirk Mueller","4","2:05.924","37:03.986","Green","Track","1.461","20.053","23.963","9.202","9.654","0.456","4.641","0.418","23.052","24.569","8.455","147.154","160.532"
"97","GTD","Michael Marsal","4","2:18.672","37:07.111","Green","Track","1.500","21.586","25.393","9.730","10.929","0.528","5.478","0.531","26.525","27.179","9.293","127.088","126.370"
"73","GTD","Patrick Lindsey","4","2:10.677","37:15.372","Green","Track","1.485","20.621","24.976","9.650","9.983","0.000","0.000","0.437","23.931","25.697","8.688","0.000","153.552"
"44","GTD","Andy Lally","4","2:09.636","37:16.259","Green","Track","1.502","20.901","24.855","9.565","9.953","0.465","4.715","0.425","23.664","24.845","8.746","144.306","157.888"
"80","GTD","Mike Skeen","4","2:09.369","37:18.365","Green","Track","1.456","20.953","24.812","9.525","9.745","0.459","4.655","0.417","23.367","25.388","8.592","146.192","160.917"
"6","GTD","Andrew Davis","5","2:11.818","37:25.088","Green","Track","1.486","21.628","25.152","9.517","10.068","0.462","4.708","0.421","23.323","25.814","9.239","145.243","159.388"
"27","GTD","","2","2:23.316","37:29.259","Green","Track","6.117","25.919","26.667","9.654","10.085","0.470","4.717","0.425","24.268","26.070","8.924","142.771","157.888"
"100","GTLM","John Edwards","4","2:07.952","37:29.302","Green","Track","1.492","20.496","24.164","9.409","9.790","0.462","4.711","0.460","23.513","24.896","8.559","145.243","145.875"
"60","P","John Pew","2","2:29.774","37:30.354","Green","Track","6.167","30.176","28.476","10.865","9.055","0.425","4.712","0.543","24.469","26.935","7.951","157.888","123.577"
"62","GTLM","Toni Vilander","4","2:07.082","37:30.766","Green","Track","1.459","20.261","24.159","9.241","9.789","0.456","4.636","0.421","22.879","25.068","8.713","147.154","159.388"
"0","P","Katherine Legge","4","2:13.347","37:32.583","Green","Track","6.170","23.777","24.480","9.212","8.976","0.426","4.372","0.415","23.311","24.382","7.826","157.517","161.692"
"48","GTD","Bryan Sellers","4","2:10.417","37:33.096","Green","Track","1.474","20.494","24.730","9.767","9.834","0.459","4.604","0.417","23.534","26.332","8.772","146.192","160.917"
"26","PC","John Falb","4","2:09.197","37:37.321","Green","Track","1.394","21.196","25.265","9.615","9.288","0.434","4.482","0.408","23.856","24.956","8.303","154.614","164.466"
"16","GTD","Spencer Pumpelly","5","2:09.618","37:39.239","Green","Track","1.472","20.728","24.831","9.590","9.963","0.465","4.650","0.415","23.209","25.505","8.790","144.306","161.692"
"67","GTLM","Richard Westbrook","4","2:05.526","37:49.753","Green","Track","1.466","19.913","24.142","9.236","9.736","0.458","4.663","0.419","22.728","24.240","8.525","146.512","160.149"
"007","GTD","David Calvert-Jones","4","2:19.307","37:57.539","Green","Track","1.510","22.965","27.536","10.371","10.066","0.466","4.783","0.485","25.048","27.266","8.811","143.996","138.355"
"5","P","Joao Barbosa","6","1:58.813","38:09.671","Green","Track","1.348","18.743","22.228","9.055","8.968","0.427","4.334","0.391","22.580","22.850","7.889","157.148","171.617"
"9","GTD","Lawson Aschenbach","4","2:32.173","38:09.695","Green","Track","5.966","27.286","26.882","10.411","13.242","0.816","8.355","0.714","23.823","25.892","8.786","82.233","93.981"
"31","P","Dane Cameron","6","1:59.447","38:19.900","Green","Track","1.352","18.934","22.322","9.203","9.021","0.425","4.337","0.394","22.492","22.957","8.010","157.888","170.310"
"70","P","Joel Miller","6","2:02.042","38:20.412","Green","Track","1.362","19.338","22.884","9.184","9.102","0.427","4.367","0.394","22.669","24.205","8.110","157.148","170.310"
"8","PC","Renger van der Zande","5","2:02.333","38:32.452","Green","Track","1.408","19.378","23.072","9.272","9.250","0.440","4.470","0.403","22.836","23.577","8.227","152.505","166.507"
"25","GTLM","Dirk Werner","4","3:43.602","38:33.526","Green","Pit","1.464","20.595","25.335","10.150","9.877","0.461","5.092","0.529","25.303","25.565","99.231","145.558","126.847"
"96","GTD","Jens Klingmann","2","2:09.600","38:35.224","Green","Track","1.459","20.689","25.077","9.498","9.774","0.461","4.654","0.417","23.803","25.176","8.592","145.558","160.917"
"10","P","Jordan Taylor","5","1:59.328","38:36.355","Green","Track","1.355","18.994","22.564","8.951","8.947","0.425","4.341","0.390","22.193","23.242","7.926","157.888","172.057"
"88","PC","Richard Bradley","5","2:02.424","38:41.486","Green","Track","1.387","19.165","23.414","9.128","9.192","0.434","4.474","0.404","22.652","24.063","8.111","154.614","166.095"
"90","P","Ryan Dalziel","6","2:02.016","38:41.826","Green","Track","1.364","19.145","22.959","9.384","9.106","0.429","4.398","0.449","22.889","23.864","8.029","156.416","149.448"
